TCGA-KL-8323-01	TCGA-KL-8324-01	TCGA-KL-8325-01	TCGA-KL-8326-01	TCGA-KL-8327-01	TCGA-KL-8328-01	TCGA-KL-8329-01	TCGA-KL-8330-01	TCGA-KL-8331-01	TCGA-KL-8332-01	TCGA-KL-8333-01	TCGA-KL-8334-01	TCGA-KL-8335-01	TCGA-KL-8336-01	TCGA-KL-8337-01	TCGA-KL-8338-01	TCGA-KL-8339-01	TCGA-KL-8340-01	TCGA-KL-8341-01	TCGA-KL-8342-01	TCGA-KL-8343-01	TCGA-KL-8344-01	TCGA-KL-8345-01	TCGA-KL-8346-01	TCGA-KM-8438-01	TCGA-KM-8439-01	TCGA-KM-8440-01	TCGA-KM-8441-01	TCGA-KM-8442-01	TCGA-KM-8443-01	TCGA-KM-8476-01	TCGA-KM-8477-01	TCGA-KM-8639-01	TCGA-KN-8418-01	TCGA-KN-8419-01	TCGA-KN-8421-01	TCGA-KN-8422-01	TCGA-KN-8423-01	TCGA-KN-8424-01	TCGA-KN-8425-01	TCGA-KN-8426-01	TCGA-KN-8427-01	TCGA-KN-8428-01	TCGA-KN-8429-01	TCGA-KN-8431-01	TCGA-KN-8432-01	TCGA-KN-8433-01	TCGA-KN-8434-01	TCGA-KN-8435-01	TCGA-KN-8436-01	TCGA-KN-8437-01	TCGA-KO-8403-01	TCGA-KO-8404-01	TCGA-KO-8405-01	TCGA-KO-8406-01	TCGA-KO-8407-01	TCGA-KO-8408-01	TCGA-KO-8409-01	TCGA-KO-8410-01	TCGA-KO-8411-01	TCGA-KO-8413-01	TCGA-KO-8414-01	TCGA-KO-8415-01	TCGA-KO-8416-01	TCGA-KO-8417-01
BPNT1	319.904	240.601	404.237	406.872	140.566	327.594	327.733	361.32	276.495	272.656	354.953	479.195	368.014	411.804	242.828	286.654	322.198	308.726	456.622	341.715	269.379	370.37	369.767	293.214	292.059	805.856	452.005	642.944	388.739	353.112	204.188	649.646	818.314	364.686	373.023	279.34	420.244	454.498	349.779	423.365	194.309	618.015	394.562	312.015	327.273	682.459	340.984	273.189	316.447	370.094	802.405	324.677	237.39	417.187	352.65	295.584	207.799	220.914	350.225	470.189	337.978	198.538	286.405	395.633	366.856
CD2BP2	2128.04	3676.69	1987.14	1969.6	3741.51	2360.67	2868.49	2344.33	2990.98	2368.79	1690.49	2505.35	2256.65	1084.14	2418.79	3191.26	2444.32	2503.41	1844.43	1988.77	1956.86	1814.53	1827.91	3720.2	2351.99	1299.25	2078.31	824.711	2267.03	2341.91	2672.43	1016.76	1485.13	2175.55	1351.63	2127.11	1914.6	2245.29	1808.8	2396.16	2819.92	1432.28	1525.98	1922	2060.91	2100.39	3089.18	2484.79	1865.72	1925.9	821.993	2017.17	3502.74	2546.81	2165.34	2898.99	1686.43	3137.81	1879.89	1901.89	2912.5	3344.7	3368.62	2618.97	2522.31
RBM14	955.094	1052.44	877.614	841.503	1073.62	1186.63	1138.17	1062.65	1517.23	1060.16	795.925	1250.68	1228.18	1317.56	1213.52	1467.94	960.499	1614.39	983.543	1220.35	731.708	812.294	933.864	1595.39	1229.67	680.891	1249.65	659.889	938.21	1051.14	826.503	515.51	1409.99	1139.25	581.405	1220.31	925.68	1139.94	1088.13	995.762999999999	1082.67	875.971	1097.33	1234.31	1053.81	1238.39	1321.38	1325.7	1031.45	935.349	789.127	961.595	1474.57	914.080999999999	1110.01	1454.1	1093.57	1179.13	1042.42	957.125	1027.31	1685.47	1017.46	1150.15	1240.7
PPIE	526.526	650.846	469.996	531.949	1050	617.127	513.78	530.219	746.618	454.426	401.884	687.334	578.308	579.887	608.587	629.699	654.095	516.224	313.104	637.18	425.815	398.794	443.411	537.845	508.919	832.951	550.846	641.442	466.622	469.709	870.739	353.166	532.534	541.256	295.349	536.558	571.17	497.967	393.044	559.024	644.309	512.821	1101.51	519.039	504.546	470.389	600.656	497.04	510.409	575.949	677.663	569.814	992.873000000001	484.878	455.186	624.399	674.679	768.698	546.077	480	589.009	778.319	787.743	567.139	483.357
TAB1	1140.95	1285.23	808.003	644.351	1319.31	1005.63	721.738	683.878	870.421	736.228	391.824	869.703	708.43	501.958	946.777	1019.94	653.854	885.507	1048.15	1088.53	486.426	541.654	807.089	1730.57	606.657	904.25	786.938	507.99	836.106	910.946	1023.35	443.802	861.357	735.267	658.651	785.924	601.835	893.86	674.901	782.072	714.955	767.355	1200.39	602.836	922.991	776.221	1117.7	940.275	804.466	811.735	735.168	798.001	1643.08	807.523	875.602	1131.78	1073.15	1089.8	741.609	657.966	1038.45	1076.1	1062.83	807.881	837.025
ZBTB18	605.904	886.278	442.624	686.194	479.245	539.647	405.197	733.094	653.496	613.081	322.565	433.471	611.217	348.009	617.693	592.575	312.141	438.097	678.626	684.778	297.089	306.345	514.341	696.06	629.721	620.999	695.685	378.932	752.866	669.71	620.177	1012.26	654.221	552.801	1637.67	668.916	671.487	654.986	667.277	740.017	629.268	368.179	667.372	567.468	579.091	1034.97	560.656	642.605	489.591	517.24	588.316	741.063	336.623	592.895	581.525	568.867	600.962	581.717	954.373000000001	447.547	777.617	740.154	788.286	639.747	391.997
DDX17	10866.4	6378.29	7918.16	6661.23	13444.3	6405.07	5981.63	6288.79	5870.79	6382.98	6781.46	7888.07	6192.03	5044.03	9527.56999999999	6091.64	8806.39	6170.74	9099.93	6808.71	5545.07	8053.98	8606.98	5396.5	3663.83	7969.41	7244.25	8555.44	11096.1	8595.85	9965.73999999999	6412.33	4683.72	8066.21	11234	6904.76	4951.2	7731.5	7133.37	6698.87	6009.35	6051.62	8810.27	14638.4	5418.18	10252.1	4403.93	8918.18	10910.1	11692.9	7948.11	8076.06	7636.51	8033.13	11547.7	9463.05	6302.35	7703.6	8912.53	6425.66	7020.84	6807.96	5483.07	6930.95	8394.48
SLU7	1090.95	439.38	1162.97	1036.21	968.868000000001	1015.41	1094.76	554.394	945.578999999999	921.986	1316.04	1311.75	1297.48	1257.19	1086.27	868.421	1567.17	1110.99	1089.56	1011.67	944.581	1213.03	1111.24	368.452	478.84	790.124	1250.33	801.803	693.527	819.087	924.727	913.733	849.658	1365.37	725.581	917.51	633.981	563.909	1285.3	740.366	965.447	1271.21	823.867	1324.58	475.454	1217.71	365.902	830.167	1333.45	1518.28	790.378	1117.9	758.224	573.212	1066.01	990.817999999999	655.983	351.801	639.856	1381.51	568.499	885.505	824.288	981.192	1287.54
GNB5	772.637	805.921	1676.7	1220.62	1258.49	787.947	892.825	1178.37	1087.11	1153.14	942.246	947.417	938.296	1070	1234.63	1085.53	796.695	926.179	558.374	406.825	923.886	1457.08	447.287	1225.74	980.968	1265.16	911.993999999999	913.717	1011.13	619.917	1248.66	1047.8	1523.85	853.311	1126.98	1225.35	1104.84	430.546	945.835999999999	757.106	563.008	950.692	1178.85	550.462	639.091	888.325000000001	1390.16	786.131	1096.46	1354.41	1164.95	1260.89	657.346	965.434	1262.66	1077.39	1198.72	747.23	578.9	1274.72	1207.89	761.673	933.369	1396.29	1019.12
EHMT2	458.317	839.756	454.641	731.183	830.189	548.709	517.752	594.25	665.392	520.62	300.091	546.868	434.233	530.226	657.532	623.12	345.187	433.477	507.919	620.117	764.293	904.967	581.783	788.925	665.622	1011.69	394.982	677.495	572.488	604.564	563.419	480.036	1830.84	511.036	397.674	618.673	478.536	686.331	475.248	650.741	424.39	2427.35	867.976	419.963	411.818	567.4	539.016	572.473	455.933	1014.79	858.076	506.791	1918.86	427.268	489.609	591.605	569.444	606.648	465.284	481.509	601.94	613.073	687.802	557.675	578.612
MORF4L1	4370.16	2716.17	3461.21	3187.74	1973.58	3125.96	3504.76	3211.04	3483.26	3671.66	2873.34	3775.4	3629.18	3093.5	3218.98	2867.48	3938.94	3213.27	1694.74	3893.58	2275.34	4258.4	3165.12	4176.79	2743.99	2812.63	3247.29	3358.93	3919.42	3194.19	2920.23	3517.71	2765.61	3528.01	2980.47	5173.6	2885.22	1632.59	3196.27	2746.99	2107.32	2735.05	3932.02	4083.92	2420	2606.32	2981.64	3048.7	3362.25	4788.55	3475.6	3458.44	4467.11	3268.84	3252.22	3022.74	2579.06	2029.09	2235.53	3656.98	3491.7	2672.76	3015.58	3351.83	3238.67
SF3A3	736.737	858.083	746.052	623.409	1035.85	726.325	987.503	729.827	897.992	739.165	1040.73	981.802	822.715	992.455000000001	847.62	851.034	1164.15	858.133	909.04	763.359	754.472	811.37	705.814	738.623	739.85	1520.38	950.39	1243.45	802.09	764.315	718.463	1071.2	1191.98	984.719999999999	804.651	1097.49	913.692	895.393999999999	862.967	864.865	795.122	1776.79	2039.58	770.795	607.273	897.349	815.738	698.058	821.305	1332.11	1256.36	927.089000000001	1600.33	821.411	689.188	752.514	847.222	777.008	945.717	855.849	805.261000000001	819.326	856.529	701.828	845.609
SF3B2	4787.4	5416.35	4994.38	5228.53	3485.85	2568.19	5580.73	6064.36	3908.26	3886	4332.48	5647.92	4811.08	5099.8	4837.58	5420.58	6640.45	4674.16	5463.49	5107.32	4673.8	4603.22	2448.45	5319.12	5132.37	3601.88	4298.8	3214.35	5774.78	2741.91	4778.68	4157.46	3399.55	5267.57	5469.77	4332.96	3826.93	6168.11	5226.72	5288.58	5541.46	4421.44	4820.85	5146.77	4037.27	4490.13	4550.82	3975.1	5260.24	3362.43	3218.9	5020.54	6951.75	4739.32	4455.55	5034.11	4728.1	5581.02	5557.8	5372.83	5774.16	4764.51	4924.77	5376.3	5739.02
CPSF6	968.487999999999	1045.58	1195.69	897.787999999999	909.434	1364.3	1010.68	1260.05	1113.36	982.401	1217.55	1082.4	1058.29	1204.47	1217.17	1068.14	1362.07	1003.89	1264.19	1162.1	1052.61	1195.81	1324.42	907.156	937.789999999999	891.074	1049.23	952.023	1513.15	1064.73	843.052	746.823	873.627	1240.41	890.233	1049.87	997.289	1349.6	1066.31	1029.47	1089.84	1447.08	1331.12	1565.99	1056.36	1245.91	598.033	1101.32	1260.93	1475.17	917.526	1008.37	1007.13	996.159	1209.19	1191.52	993.055999999999	943.906	1419.3	1052.45	1083.49	1008.93	885.545000000001	1025.91	1091.71
TBC1D8	147.188	478.853	267.711	303.053	639.623	103.308	240.669	90.82	92.3016	435.514	433.942	167.901	234.775	142.489	202.989	152.726	259.339	126.851	429.152	134.261	334.619	602.067	112.403	61.9102	299.336	608.762	140.658	671.862	220.162	49.3776	442.983	432.797	314.665	347.029	507.907	451.444	903.751	239.817	164.739	261.552	801.22	183.432	74.9245	216.266	321.818	125.212	569.836	242.608	164.816	147.146	773.883	191.677	291.118	348.536	176.142	212.506	396.902	398.892	695.401	418.113	562.702	345.92	278.882	314.613	189.094
FAM107A	126.047	598.684	135.524	271.413	375.472	382.873	246.627	107.154	268.29	511.164	1540.78	164.243	67.0212	264.731	662.843	872.181	88.3621	256.642	27.1899	284.688	536.654	201.263	273.256	58.9007	581.692	7638.15	113.286	5877.76	141.268	466.805	380.689	150.714	3341.17	143.973	497.674	189.351	104.835	104.68	308.844	237.489	404.471	28.5997	121.148	150.462	234.546	178.229	715.41	347.806	57.5989	166.468	3387.63	419.863	35.0877	380.221	402.087	269.349	465.278	328.255	374.391	546.038	854.754	192.042	378.829	603.972	97.3796
BAZ2A	2132.57	3042.67	2873.66	1274.85	2528.46	3057.5	3122.29	4105.41	2971.38	2798.55	2397.66	2664.7	2955.3	3447.75	3565.49	2533.05	3030.22	2571.62	3013.03	2260.93	3317.44	2652.2	3184.41	2995.44	2620.62	1241.54	3035.77	1618.57	2897.73	3367.77	2000.77	1964.06	1902.73	3479.71	2683.42	2380.07	1928.6	4111.69	2613.33	2296.82	2906.96	4760.85	2299.26	3736.03	3005.92	3641.91	2000.96	2666.49	2879.27	3094.42	1856.27	1848.68	1685.4	1645.3	2910.6	2448	2222.86	1993.84	3525.4	2419.9	2578.06	3924.8	1835.05	2672.22	3281.34
POLI	608.297	640.038	671.947	392.041	621.698	214.318	200.944	471.088	307.672	491.2	521.524	370.188	271.697	152.421	525.874	400.846	564.296	414.155	366.643	329.591	244.125	614.987	290.698	557.192	381.326	587.348	539.441	509.623	512.812	256.846	411.144	310.876	669.893	443.124	314.884	547.807	627.655	602.351	253.599	474.63	488.618	356.016	577.341	289.834	452.727	549.351	288.525	325.788	523.595	848.317	598.625	501.576	333.333	459.914	449.327	310.013	404.38	613.573	923.354	413.585	374.54	241.575	442.773	302.512	379.603
DDX42	1572.4	1417.76	1378.94	1920.65	1605.66	1125.51	1738.97	1369.49	1458.78	1147.89	2606.63	1433.56	1321.56	1539.49	1502.5	1279.14	1717.31	1273.97	1489.84	1252.36	2498.77	2463.11	1435.27	1400.72	1127	1691.69	1267.06	1957.75	1805.46	1536.1	1087.39	1881.9	2139.97	1561.29	1534.42	1311.59	910.529000000001	1621.94	1590.15	1754.49	1579.27	2729.13	2041.39	1688.35	1052.73	1780.03	1184.26	1343.93	1622.48	2167.43	1860.14	1470.39	1653.51	1541.53	1513.87	1253.61	1268.16	1277.01	1464.38	1433.96	1748.3	1259.03	1217.62	1305.8	1478.4
U2AF2	3173.12	3702.07	3103.04	2181.19	3025.47	4424.11	3084	3773.28	4822.66	3072.24	2159.46	4157.29	3236.68	3666.13	3129.82	3609.49	3474.86	3165.81	2265.17	3035.02	2522.62	3031.01	3364.73	5194.44	2732.83	2536	2612.05	1873.25	3234.32	4746.89	2999.13	1338.88	2012.45	2962.99	1933.49	2602.55	2408.04	3924	3522.42	2750.48	3104.88	2181.46	4505.14	3371.9	2610.91	3074.45	1939.02	3604.46	3005.2	4718.32	1827.84	3217.21	3082.79	2688.91	3303.85	3335.81	3591.35	3839.34	3501.17	3180.38	2317.69	3123.83	2583.02	3872.16	3061.61
LMTK2	1021.94	371.711	1574.22	201.706	146.226	468.056	705.785	1158.12	625.6	832.677	640.502	1042.89	652.955	917.2	695.853	527.726	763.649	824.95	1755.57	559.048	1335.32	803.043	1194.96	807.842	448.761	135.038	784.642	420.993	1081.93	934.44	165.427	722.528	745.179	754.839	946.977	270.341	348.396	1305.54	1031.03	892.066	1621.14	298.817	988.217	730.499	626.364	1205.87	447.213	939.851	1213.39	695.97	556.014	266.87	40.5702	289.966	1120.21	543.507	646.367	149.584	521.551	587.17	720.99	559.886	396.561	601.868	906.516
FOXJ3	745.911	834.116	814.148	718.823	741.509	771.183	912.687	816.727	935.323	775.939	949.517	929.858	802.648999999999	903.448	887.459	756.579	848.419	765.725	920.813	736.417	783.585	830.032	822.481	840.517	738.879	938.708999999999	919.597	1112.76	842.549	859.336	558.574	829.153	921.871000000001	887.267	830.698	681.665	894.713000000001	882.975	760.795	708.98	950	1441.82	1566.77	985.951999999999	737.273	853.92	653.115	795.917	977.098999999999	1144.47	1119.59	736.716	1318.53	613.058	748.879	852.645	672.009	511.08	866.727	795.849	817.3	867.235	641.591	748.652	786.827
SHANK2	444.755	1454.89	1535.16	660.487	320.755	117.807	717.703	1598.5	188.295	1313.37	1670	386.648	981.238	570.337	1385.63	785.714	12.2126	1305.05	845.69	769.645	785.689	730.979	589.923	1441.99	577.325	1005.57	940.125	798.047	1927.51	686.307	735.767	1270.95	787.278	469.27	1303.72	676.415	228.197	2498.71	583.077	2455.1	1787.4	1175.22	145.619	1637.71	536.364	934.01	1188.85	585.113	852.186	252.303	749.485	639.357	4.9342	894.383	1015.11	519.895	177.35	1194.6	2204.51	484.906	1629.25	1605.36	558.302	860.713	808.074
EXOSC7	1385.72	1683.27	1719.42	3504.14	6162.26	4220.21	2753.62	1094.74	1957.2	1384.82	825.911	1813.26	2421.19	3649.32	2638.47	2312.03	1645.11	1324.79	1432.1	1578.81	2227.64	2042.49	2252.71	690.041	431.296	1430.35	2450.86	634.682	961.902	2318.67	4762.07	2661.57	795.268	4055.01	584.651	1269.59	1734.3	329.415	1148.85	1000.17	386.585	645.629	1580.06	2721.26	756.364	1606.32	1015.74	1008.76	2691.53	1156.36	584.192	1887.21	665.57	485.358	2595.99	1637.08	1684.83	945.983000000001	775.833999999999	3316.23	432.059	1183.11	781.3	3839.01	2875.71
MAST3	465.098	284.774	361.176	381.659	830.189	729.95	368.452	184.254	813.075	287.365	381.062	678.921	585.532	377.423	363.103	686.09	355.244	259.582	494.464	398.743	380.217	445.306	543.023	557.622	415.286	312.903	258.506	213.689	312.879	1056.02	411.144	157.013	501.805	403.735	290.698	135.733	165.386	295.409	382.727	447.777	182.927	849.114	392.145	297.227	235.454	167.513	558.688	683.379	405.274	452.213	371.821	412.909	970.395	318.291	296.988	365.982	394.765	250.692	214.968	282.264	304.537	276.086	372.38	535.578	271.247
GPATCH8	972.477	777.726	1199.02	832.036000000001	659.434	715.451	982.537	1180.33	835.227	914.106	1789.64	1142.75	1126.92	1141.06	894.668	734.492	1360.63	997.585	1189.91	771.441	1411.43	1763.42	1068.99	805.692	853.859	846.061	1102.07	1540.89	1112.95	898.34	571.725	1297.49	940.309	1050.25	1054.88	902.886999999999	604.609	1326.24	1065.65	1105.14	1252.03	1367.52	1229.61	1394.45	760.909	1128.6	848.525	997.75	1436.5	1637.55	1657.04	807.997	688.596	697.552	1067.47	969.83	712.073	610.111	1110.55	917.359	1046.48	950.873000000001	642.128	948.047000000001	1073.3
KDM6B	998.802999999999	1393.33	520.067	1002.6	1667.92	1004.53	705.454	1242.08	981.678999999999	1050.17	2056.35	994.605	939.5	811.001999999999	1579.9	945.959	742.457	904.337	920.252	973.506999999999	637.671	1059.43	939.147	797.953	1166.78	713.209	845.847	1647.17	1925.49	1272.61	1514.45	1210.66	1282.94	1184.72	2729.77	732.284	714.415	1167.15	1128.21	990.409999999999	1570.33	948.391	938.369	1055.08	1012.73	993.796	1159.34	1348	997.571	815.247	824.742	1262.2	1688.05	1526.64	1079.19	1452.12	1080.13	1073.41	1526.06	837.359	3076.13	1430.78	1066.63	1433.12	1216.36
SMC5	871.56	267.387	669.611	268.446	363.207	476.212	862.038	825.221000000001	651.444	581.56	1093.61	873.16	811.879	887.785	560.021	627.35	1054.24	778.326	1288.02	674.001	314.276	581.395	850.388	311.701	608.375	404.239	908.192	675.993	1197.57	812.863000000001	405.606	437.296	451.102	861.8	678.139	340.082	600.994	741.036	826.691	593.548	505.691	466.799	1041.09	1269.87	640.909	939.086	248.525	822.42	964.955	439.579	836.082	834.945	642.544	756.121	1034.15	653.258	287.927	592.105	616.411	751.698	487.348	570.849	255.239	576.088	783.64
TBC1D12	445.154	462.406	299.756	469.163	418.868	241.051	440.95	131.003	390.538	469.136	171.528	309.099	371.225	289.944	358.171	330.357	270.474	319.227	634.618	480.916	221.677	308.355	431.783	462.607	160.584	213.263	266.869	224.955	249.157	380.913	370.998	244.742	192.364	245.161	269.767	162.355	244.916	300.732	424.328	286.661	339.837	631.494	266.465	265.065	300.909	342.358	283.279	512.535	492.713	267.166	301.718	438.987	245.066	181.949	431.383	409.707	278.312	116.344	220.739	519.623	248.356	205.846	292.316	376.167	314.094
SIK2	1588.75	1281.02	2311.59	888.889	600	670.14	2627.49	1976.81	1279.92	3844.5	2106.92	1102.15	2578.91	2092.25	3303.21	1632.99	2778.02	2130	2129.5	1029.64	1621.54	2109.39	1086.43	815.581	1204.14	572.49	1900.78	1055.68	1730.61	934.025	959.336	2018.22	1109.01	1841.43	1866.98	1519.31	909.625	2337.55	2824.53	1753.1	1601.22	1112.1	1209.67	1880.96	1382.73	2348	1120	1502.13	2385.15	1067.18	1182.82	1057.92	198.465	1224.2	2275.2	1493.22	1149.04	677.978	1376.01	1334.34	1305.99	1100.28	873.187	1686.18	1839.24
KATNIP	759.872	1036.65	827.5	505.253	832.076	1073.4	846.81	891.865	1017.37	811.137	554.243	947.051	566.269	421.736	1013.05	708.177	742.098	782.947	985.284	574.315	683.971	878.266	755.814	931.232	586.543	361.849	747.006	375.176	712.407	1021.58	830.593	554.718	662.518	623.09	450.698	510.686	736.557	659.422	849.322	743.505	1080.08	570.349	589.728	821.812	481.818	662.719	606.557	845.254	742.887	960.906	402.062	499.837	712.719	521.843	721.413	892.873	355.235	680.748	776.195	628.679	841.378	871.701	774.852	938.577	905.807
KAZN	455.668	483.177	113.313	345.035	517.538	405.029	842.162	446.308	331.941	109.341	585.865	246.72	805.582	387.065	609.755	132.524	26.1027	499.624	50.0042	126.318	247.327	721.215	268.705	184.613	146.815	1703.1	416.48	1754.55	492.151	708.149	445.129	898.234	1592.24	601.419	343.837	473.251	796.34	323.454	235.87	1164.13	514.618	1698.9	1557.91	733.357	111.073	656.187	590.433	303.566	803.855	692.711	2099.79	292.252	691.239	219.87	459.108	471.434	521.116	336.78	399.362	410.03	412.364	1199.87	496.513	653.095	352.78
USP22	4683.29	6232.61	4678.26	6854.04	2466.98	6708.2	5200.36	4619.73	6909.08	6704.49	3742.21	4982.9	4741.65	4847.29	6401.16	5232.14	2807.83	5785.15	4933.43	4504.71	5346.19	5963.82	4443.41	9504.07	6159.43	5090.35	6245.96	6015.59	4695.21	5787.97	4504.59	5177.82	9616.66	4937.18	4127.44	5541.81	4141.89	5426.48	4946.17	5575.24	4617.89	4958.59	5179.46	3141.22	5478.18	3509.31	7041.31	4847.26	4292.16	4080.69	5894.5	2475.28	10218.2	4289.49	4188.96	4336.25	6458.33	3662.74	6173.13	3583.02	7264.74	6180.67	6585.71	4706.56	4286.12
SF3B1	3471.48	2396.15	4447.27	4035.6	3622.64	2757.59	3959.28	3631.49	3173.12	3660.63	6034.54	3874.9	3604.29	3793.33	2962.12	2500.47	4159.48	3075.5	4147.16	3199.37	4282.01	5047.66	3788.76	2432.55	2524.71	3621.11	3246.53	4059.71	3883.01	3457.26	2604.6	6280.06	4462.78	3410.87	4805.12	3850.39	3732.94	4117.39	4443.96	3874.46	2887.8	4625.91	2938.67	4680.96	2451.82	4373.94	2302.95	3347.17	4020.82	5261.95	4035.4	4136.48	4050.44	3714.35	4132.93	3089.2	2279.38	3188.37	7090.71	4296.6	3450.23	2356.48	2497.58	3497.57	3614.02
GCAT	654.168	86.9361	131.185	502.286	1152.83	739.918	200.944	46.0634	287.571	220.646	108.072	407.133	459.516	111.546	200.333	851.974	180.675	295.285	153.609	596.767	472.115	141.257	488.372	917.045	136.811	983.721	173.351	532.908	190.829	482.158	1092.92	248.791	905.892	245.84	151.628	1269.97	59.1957	230.65	147.766	199.477	254.065	427.022	840.483	106.1	151.818	121.263	863.607	183.485	374.393	201.025	558.076	497.664	879.386	98.8958	234.734	293.835	740.385	219.529	258.251	885.66	290.714	595.209	716.282	350.914	309.49
SRRM2	10662.9	11860.4	9181.95	6530.71	13684.9	9376.08	9568.48	11878.8	15813.5	8356.71	8165.58	10543	10611	8333.11	11142.4	8615.13	9383.26000000001	8599.81	9921.23000000001	7698.7	8799.37	7991.96	8962.01999999999	8304.12999999999	6471.37	5479.72	7626.31	5127.03	10357.4	12960.6	7559.79	7636.94	7373.13	10183.7	8962.33	7053.62	7436.06	10797.7	10140.3	9229.64	13287.4	10220.6	14548	13793.7	6811.82	11625.5	7843.28	11176.7	13298.1	13630.7	6178.35	9115.29	5890.35	7435.43	12999.7	11430.3	5126.07	9073.41000000001	12505.3	7120.75	10649	10563.5	6255.78	8799.16	8986.19
SHPK	454.328	397.505	495.365	386.602	213.208	433.167	397.249	382.228	499.659	360.389	410.477	451.76	342.33	636.042	451.504	508.929	353.089	386.433	336.65	375.393	744.3	549.5	592.248	368.452	425.94	309.844	461.129	574.594	258.227	444.813	303.167	627.601	350.803	450.934	533.953	255.988	303.208	398.527	389.716	662.249	328.756	469.429	364.955	350.462	409.091	360.406	567.213	361.632	375.087	169.069	896.564	300.772	491.228	421.507	450.759	315.26	303.419	229.917	284.862	352.453	498.941	444.174	540.032	465.064	339.235
BRD1	902.673	1347.27	821.824999999999	657.026	944.34	761.214	698.502	626.593	775.744	849.488	792.531	605.395	678.639	304.46	835.099	391.917	332.615	624.593	722.355	923.215	646.44	724.088	770.93	1225.31	456.524	703.594	321.612	761.619	1367.5	1070.12	834.746	679.789	642.544	423.769	1033.95	761.905	520.109	1290.16	650.636	869.05	1131.71	1150.56	976.132999999999	859.15	764.545	1010.15	875.41	680.117	417.072	922.262	770.447	749.321	467.105	850.216	845.922	818.102	395.833	985.457	1311.81	676.604	1403.63	1181.49	778.076	792.319	907.578
PRPF6	2801.76	3776.32	3334.03	3338.52	6183.02	3573.18	3476.29	3155.83	3946.82	2364.07	2209.37	3183.54	1814.79	1681.21	3705.02	2885.34	3440.73	3033.08	3216.82	3136.96	2545.07	2245.19	2487.21	2992.76	2549.45	2141.37	2718.11	1469.91	3140.26	2893.36	3460.11	1903.95	1597.6	3725.3	1833.95	2809.9	1991.87	3265.76	2996.59	3354.84	2484.55	4665.69	3837.16	3344.18	2295.45	2758.04	3980.98	2514.97	3119.71	4180.65	1457.73	2903.84	3033.44	2645.7	2928.13	3008.75	3537.93	4201.52	3053.2	3298.87	4389.25	4231.83	3958.62	3313.95	3349.15
NSL1	218.189	244.831	233.329	358.423	237.736	215.224	274.104	248.285	233.421	236.407	326.2	269.959	201.866	378.951	279.252	259.399	250.359	293.605	252.278	259.542	251.14	313.81	203.488	221.415	259.069	462.362	243.3	377.805	242.077	201.66	324.624	302.778	382.884	261.8	241.861	307.462	300.497	277.371	229.304	328.16	182.927	481.592	305.438	264.325	191.818	584.32	199.344	236.084	258.848	358.575	489.691	324.677	542.763	289.966	239.861	259.292	259.081	201.524	319.207	328.679	279.567	229.801	213.326	267.263	316.926
SYF2	799.362	718.985	710.669	896.799	1045.28	1056.18	812.381	777.523999999999	991.114	672.971	925.06	940.465999999999	923.849	812.53	849.517	771.147	926.365	735.903	889.138	923.664000000001	662.574	899.799	720.543	743.352	1029.97	1201.35	812.393	970.05	775.455	792.946	1080.46	1269.6	930.167999999999	974.193	991.163	626.922	1143.24	667.11	828.022	747.341	669.919	1732.42	1310.57	1137.89	858.182	836.999	693.115	645.052	976.752	1013.67	934.363999999999	962.73	1185.31	889.582	754.005	902.93	942.842	1123.96	875.383	1186.04	825.772	791.311	822.676	885.966	1014.52
PNISR	938.173	937.97	931.313	1243.85	2479.25	990.032	592.899	1062.72	1350.07	758.603	922.746	897.668	839.571	1027.98	1109.42	769.737	1060.34	977.843	749.544	820.386	1313.57	1324.43	827.131999999999	846.966	801.463	1494.59	919.597	820.956	971.342	1060.17	1632.81	754.471	1683.03	1065.53	1205.1	1058.12	677.813	790.419	940.843999999999	1024.92	1226.83	895.794	1530.82	1532.33	828.182	1046.81	741.639	1022.21	1378.56	1383.02	1023.7	1216.13	1172.15	987.998	1197.47	1352.43	1278.31	1370.5	1197.84	953.192	1093.3	1235.89	959.162	975.931	1027.27
CHTOP	988.831	858.083	799.127	946.731	1196.23	1114.18	862.369	1232.93	1295.09	856.843	801.124	887.792	977.626	1082.99	915.156	998.12	1059.27	959.361	866.433	956.893	969.835	966.408	942.248	1009.91	803.404	1276.52	750.048	1149.19	1144.64	1008.71	1023.01	823.304	936.929	929.711	887.442000000001	885.639	1128.33	931.766	933.855	839.407	1111.38	1239.98	1248.34	1282.81	776.364	1349.13	714.754	1078.08	1046.5	1043.03	1007.56	1078.78	1533.99	1041.77	985.81	1011.37	865.919	1097.65	1107.3	966.038	1093.3	1025.98	750.134	939.103	940.156
EPC2	323.095	227.444	428.271	403.411	192.453	291.346	304.891	464.554	381.924	440.242	1029.5	308.002	350.757	364.435	373.727	296.523	373.563	321.327	464.751	356.534	573.132	701.981	317.829	316.43	335.722	415.601	367.991	592.996	566.082	334.855	181.346	547.52	400.092	396.604	435.349	824.897	431.541	554.151	344.455	410.462	506.098	495.399	293.958	470.61	303.636	347.998	177.049	351.068	430.604	464.475	564.261	384.657	207.785	323.092	392.566	372.103	225.962	236.15	864.923	380.377	397.28	366.22	278.882	364.593	404.037
