TCGA-02-0047-01	TCGA-02-0055-01	TCGA-02-2483-01	TCGA-02-2485-01	TCGA-02-2486-01	TCGA-06-0125-01	TCGA-06-0125-02	TCGA-06-0129-01	TCGA-06-0130-01	TCGA-06-0132-01	TCGA-06-0138-01	TCGA-06-0141-01	TCGA-06-0157-01	TCGA-06-0158-01	TCGA-06-0168-01	TCGA-06-0171-02	TCGA-06-0174-01	TCGA-06-0178-01	TCGA-06-0184-01	TCGA-06-0187-01	TCGA-06-0190-01	TCGA-06-0190-02	TCGA-06-0210-01	TCGA-06-0210-02	TCGA-06-0211-01	TCGA-06-0211-02	TCGA-06-0219-01	TCGA-06-0221-02	TCGA-06-0238-01	TCGA-06-0644-01	TCGA-06-0645-01	TCGA-06-0646-01	TCGA-06-0649-01	TCGA-06-0686-01	TCGA-06-0743-01	TCGA-06-0744-01	TCGA-06-0745-01	TCGA-06-0747-01	TCGA-06-0749-01	TCGA-06-0750-01	TCGA-06-0878-01	TCGA-06-0882-01	TCGA-06-1804-01	TCGA-06-2557-01	TCGA-06-2558-01	TCGA-06-2559-01	TCGA-06-2561-01	TCGA-06-2562-01	TCGA-06-2563-01	TCGA-06-2564-01	TCGA-06-2565-01	TCGA-06-2567-01	TCGA-06-2569-01	TCGA-06-2570-01	TCGA-06-5408-01	TCGA-06-5410-01	TCGA-06-5411-01	TCGA-06-5412-01	TCGA-06-5413-01	TCGA-06-5414-01	TCGA-06-5415-01	TCGA-06-5416-01	TCGA-06-5417-01	TCGA-06-5418-01	TCGA-06-5856-01	TCGA-06-5858-01	TCGA-06-5859-01	TCGA-08-0386-01	TCGA-12-0616-01	TCGA-12-0618-01	TCGA-12-0619-01	TCGA-12-0821-01	TCGA-12-1597-01	TCGA-12-3650-01	TCGA-12-3652-01	TCGA-12-3653-01	TCGA-12-5295-01	TCGA-12-5299-01	TCGA-14-0781-01	TCGA-14-0787-01	TCGA-14-0789-01	TCGA-14-0790-01	TCGA-14-0817-01	TCGA-14-0871-01	TCGA-14-1034-01	TCGA-14-1034-02	TCGA-14-1823-01	TCGA-14-1825-01	TCGA-14-1829-01	TCGA-14-2554-01	TCGA-15-0742-01	TCGA-15-1444-01	TCGA-16-0846-01	TCGA-16-1045-01	TCGA-19-1390-01	TCGA-19-1787-01	TCGA-19-2619-01	TCGA-19-2620-01	TCGA-19-2624-01	TCGA-19-2625-01	TCGA-19-2629-01	TCGA-19-4065-01	TCGA-19-5960-01	TCGA-26-1442-01	TCGA-26-5132-01	TCGA-26-5133-01	TCGA-26-5134-01	TCGA-26-5135-01	TCGA-26-5136-01	TCGA-26-5139-01	TCGA-27-1830-01	TCGA-27-1831-01	TCGA-27-1832-01	TCGA-27-1834-01	TCGA-27-1835-01	TCGA-27-1837-01	TCGA-27-2519-01	TCGA-27-2521-01	TCGA-27-2523-01	TCGA-27-2524-01	TCGA-27-2526-01	TCGA-27-2528-01	TCGA-28-1747-01	TCGA-28-1753-01	TCGA-28-2499-01	TCGA-28-2509-01	TCGA-28-2510-01	TCGA-28-2513-01	TCGA-28-2514-01	TCGA-28-5204-01	TCGA-28-5207-01	TCGA-28-5208-01	TCGA-28-5209-01	TCGA-28-5213-01	TCGA-28-5215-01	TCGA-28-5216-01	TCGA-28-5218-01	TCGA-28-5220-01	TCGA-32-1970-01	TCGA-32-1980-01	TCGA-32-1982-01	TCGA-32-2615-01	TCGA-32-2616-01	TCGA-32-2632-01	TCGA-32-2634-01	TCGA-32-2638-01	TCGA-32-4213-01	TCGA-32-5222-01	TCGA-41-2571-01	TCGA-41-2572-01	TCGA-41-3915-01	TCGA-41-4097-01	TCGA-41-5651-01	TCGA-76-4925-01	TCGA-76-4926-01	TCGA-76-4927-01	TCGA-76-4928-01	TCGA-76-4929-01	TCGA-76-4931-01	TCGA-76-4932-01
PUS7L	135.837	148.563	165.488	132.857	157.927	176.003	203.381	168.94	217.638	129.071	169.316	180.185	150.332	197.292	73.3945	167.239	214.826	302.133	102.501	160.716	125.706	115.855	160.697	111.705	125.341	151.014	242.701	200.501	228.95	148.117	144.276	183.131	134.737	138.735	141.494	147.986	134.493	115.712	137.088	96.0306	167.468	150.182	183.807	149.933	332.828	257.083	265.352	193.014	200.118	180.03	243.197	166.189	73.1563	208.865	171.839	145.231	227.901	146.264	333.02	176.932	249.715	518.987	320.611	184.619	95.3057	237.922	233.092	105.997	141.71	156.324	107.159	184.979	133.874	200.343	283.419	192.168	173.857	165.954	143.778	129.173	187.618	234.13	191.637	137.38	167.798	172.643	378.845	198.997	404.888	261.331	54.2105	186.12	114.613	156.386	152.641	125.754	136.213	120.879	155.131	108.579	157.752	303.599	92.1596	147.876	57.6062	181.089	219.262	122.152	117.647	154.706	182.292	306.994	95.7435	193.906	104.488	131.61	135.091	85.472	177.778	125.168	132.023	195.145	118.236	135.048	222.981	192.886	126.079	161.122	200.877	166.751	196.571	238.985	191.897	295.64	189.59	161.089	193.33	224.128	164.055	114.598	103.084	153.78	156.369	101.686	267.503	140.723	165.035	272.499	68.8906	128.138	203.557	151.19	85.9363	172.739	181.262	166.265	108.677	149.079	138.353	119.9
RTL6	3598.76	1398.74	2679.47	2291.9	1040.85	2974.13	2616.38	2567.89	1135.12	1796.14	1889.43	748.46	3067.07	1519.32	1284.4	1577.09	3119.52	1657.51	1377.15	2769.46	1834.87	1153.56	2319.94	2429.33	1478.2	1125.93	854.021	2514.29	1889.85	1410.13	1982.75	3030.44	2114.33	2391.79	1945.95	1334.57	1599.49	1303.23	1555.75	1729.1	1225.27	1512.61	1719.22	1948.71	1466.16	2378.8	1973.52	1475.15	2733.22	2698.06	3290.82	1301.03	1650.03	3761.99	1543.46	891.843	1752.3	1718.6	1372.06	2690.47	2160.67	1935.96	1448.47	1176.7	1320.32	2892.89	2321.11	1568.93	2743.4	2161.82	1444.14	1145.36	2194.73	2283.39	1338.69	2323.42	833.87	2151.41	1917.2	1159.65	2168.04	1313.99	1649.33	1121.41	1240.38	1381.81	960.24	3311.04	898.777999999999	899.229	1559.47	2980.17	1738.11	1788.79	4572.3	1738.16	3375.83	1205.13	1193.61	827.147	1438.5	1905.69	2438.79	2206.61	1257.17	2868.82	1545.08	2332.91	959.276	1328.88	1733.85	739.426	962.403	2534.63	750.167	2867.22	944.026000000001	2901.2	1647.98	1154.07	1248.31	2866.25	2250.4	2623.79	1692.45	1919.34	2389.75	2118.45	3865.96	3131.43	1385.72	1534.48	3165.18	871.935	3874.53	2784.54	1587.24	2027.44	2285.99	1664.86	1537.81	1660.48	2555.99	1339.6	1858.46	2397.8	2022.38	1446.46	2692.62	1540.71	1653.49	1336.15	2757.89	1672.1	2129	1421.69	1886.06	1812.4	3378.35	2498.51
FYTTD1	2512.06	1660.55	1873.56	1730	2015.85	1710.33	1948.5	1894.6	1640.54	2031.97	1510.02	1497.43	1960.12	1621.93	1119.27	1640.32	1982.85	2166.44	1405.59	1718.51	1528.88	1841.48	2078.9	1938.81	1932.33	1947.17	1272.22	1709.77	2323.53	1594.93	1495.03	1948.71	1608.42	1836.85	1356.65	1433.95	1326.26	1565.97	1067.12	1329.15	2113.49	1541.24	1679.14	1595.27	2059.6	1956.98	1646.76	1573.22	985.487	1853.91	1790.39	1911.81	1012.86	1486.82	1764.33	1666.58	1911.14	1764.71	2238.48	1843.47	1646.97	2819.81	1393.13	1780.68	1789.63	1858.71	2003.79	1705.54	1811.68	2052.24	1917.01	2344.18	1531.44	1696.06	1694.09	1836.84	1727.62	1414.88	1396.63	1250.36	1322.8	1901.02	1537.07	856.23	1614	2298.8	2014.25	3754.18	3260.99	2081	1348.42	2484.45	1667.05	1819.94	1747.43	1729.11	1365.45	1611.72	1352.04	1567.23	1694.9	2027.79	1381.02	1465.65	1628.95	1626.29	1963.11	1301.9	2156.86	1816.24	1955.73	2762.12	1240.15	2493.07	1261.89	1612.22	2008.07	1085.58	1936.68	1352.9	1860.67	1132.32	1824.36	1583.07	1593.01	1529.06	1435.23	1510.37	2063.6	1581.89	2587.28	1933.43	1645.15	2200.27	2576.7	2798.49	1341.71	1355.06	1354.55	1157.65	1341.78	1179.7	1424.61	1762.92	2053.01	1757.86	2149.65	2075.41	939.738	1925.12	2233.86	1353.8	1627.37	1941.28	1944.44	1559.04	1377.74	1500.84	1521.41	1485.07
POLDIP3	2603.64	1888.16	3430.5	2849.05	1515.85	2659.2	2777.11	2497.42	2063.95	2280.46	2014.51	1045.69	2377.76	1829.79	1788.99	2191.52	3604.64	4109.17	2289.36	3232.97	2444.66	2022.19	2401.26	2719.77	3163.49	2387.94	1582.12	1833.58	2506.34	2565.36	2468.9	2319.49	2815.22	2559.38	2847.91	1836.86	2717.86	1816.9	2461.32	2036.28	1338.68	1613.05	1864.79	2383.97	1765.66	3472.72	2603.38	1286.61	3180.18	2574.44	3266.58	1545	4093.92	3384.58	1898.18	1728.97	1734.35	1839.43	1423.33	2553.94	2475.46	4058.08	1784.35	1359.33	1853.17	2458.07	3035.1	1752.14	3641.18	3017.28	1722.75	1577.29	3679.51	3398.12	3350.9	2461.2	1239.54	3192.9	2292.02	1169.81	3097.92	2916.04	2725.44	2239.62	1591.67	2408.37	2003.75	2197.32	1772.75	1224.2	1596.32	2790.45	2819.48	2099.07	4030.12	2543.5	2150.75	1559.52	2106.24	1320.36	2810.82	2852.6	1763.87	2231.25	1925.69	3742.16	2444.67	3359.49	1606.33	3233.53	1710.42	1355.89	1711.19	2860.39	1099.8	2928.32	1505.92	4051.99	1775.42	2850.13	2679.21	3288.91	2484.92	2435.16	1434.81	2064.63	2170.41	1966.88	2956.95	2198.12	1374.38	1772.51	3374.89	1167.57	3705.63	3354.28	2773	2086.91	2288.93	2117.95	2061.68	1854	2614.49	1878.42	1821.22	2973.27	2660.14	2067.37	3277.9	2410.22	1915.02	1566.39	3708.06	2001.29	2408.19	1683.53	2547.33	2026.8	2832.47	3526.37
SARNP	869.474	1282.38	1627.58	1002.26	1187.67	708.051	599.131	517.376	963.6	904.005	1301.24	1163.82	732.278	592.408	880.275	548.619	974.544	2693.95	713.83	671.669	804.063	808.737	915.953	605.027	596.807	1115.15	2770.42	795.83	1729.98	1019.62	861.756	693.88	797.843	1116.86	968.118999999999	1339.21	1215.04	694.566	1079.87	1231.74	883.287	974.234	459.998	633.799	1093.52	1152.14	1239.23	723.175	783.83	659.371	769.201	455.531	1528.09	957.125	1088.61	1229.84	1700.29	1223.19	1600.63	838.654	1355.93	2635.57	1314.75	1047.68	1160.48	850.857	917.219	597.405	1931.42	828.574	570.342	1223.94	1215.7	1247.3	1679.6	722.727	1416.83	1215.71	973.276999999999	954.615	689.368	1369.26	1420.55	731.022	794.212	665.445	2355.87	1236.34	2965.32	1872.79	961.158	838.99	1019.56	804.822	697.885	1239.23	759.664	870.393999999999	1180.48	992.822	1551.31	1203.47	944.273	851.133	541.837	984.349	1070.1	756.804	870.89	962.243	756.37	2463.37	1212.18	570.46	1020.42	753.431	1211.14	1481.56	962.317	1873.65	1340.94	1104.93	933.783	911.104	842.899	1041.73	746.776	827.779	800.55	1219.74	1050.13	1482.4	901.447000000001	2187.06	748.769	1325.43	975.86	1573.88	645.920999999999	942.13	1009.67	924.92	751.108	861.89	1098.6	676.415	1175.59	2291.02	598.43	907.559	935.329	683.883	647.935	1188.89	861.713999999999	843.775	1207.84	727.822	803.256	953.831
ZNF528	373.705	268.535	465.224	1162.38	454.268	1051.95	704.291	1144.67	773.595	156.815	845.197000000001	540.041	963.384	506	295.872	513.631	747.352	387.469	525.748	486.18	482.426	203.993	594.385	458.475	823.797	960.511999999999	624.368	730.326	649.942	275.805	507.58	726.502	509.15	523.862	862.745	658.914	158.676	636.642	379.408	695.13	574.478	622.316	934.7	522.48	547.475	616.474	284.507	455.889	677.286	655.711	644.133	722.134	128.378	591.135	480.177	413.194	389.042	253.842	682.973	644.567	369.292	550.261	351.145	577.68	559.801	501.367	262.061	647.858	746.734	580.519	697.218	507.156	463.151	625	434.447	531.545	395.364	499.572	500.744	609.579	658.244	692.833	533.522	233.227	691.716	1376.49	858.215	777.592	1073.14	671.649	703.684	370.888	509.456	512.773	389.132	301.895	317.691	323.26	1050.03	675.546	291.779	465.138	921.137000000001	445.726	684.981	524.705	711.066	450.633	416.29	443.717	620.833	636.27	344.586	373.407	791.025	534.665	293.864	270.514	381.514	441.383	311.798	254.165	536.46	512.326	494.174	612.224	207.83	443.98	694.776	289.201	588.092	734.195	527.159	577.657	449.846	578.107	163.042	634.648	495.103	239.277	593.156	774.514	467.635	180.713	623.919	641.509	246.154	737.557	538.76	489.365	659.42	622.41	210.879	356.622	495.763	317.269	445.224	409.269	791.059	437.811
ZNF527	124.773	144.639	225.013	323.81	175	288.042	216.385	257.942	131.511	133.896	258.466	187.885	272.628	273.918	155.963	131.959	248.613	365.174	219.715	203.541	198.484	130.267	181.026	144.245	252.498	273.746	392.758	197.494	201.269	91.4706	223.732	169.082	157.409	155.383	248.543	319.195	226.135	171.98	121.729	164.234	171.708	158.16	181.504	227.183	251.01	269.15	112.113	158.083	327.552	202.434	325.68	211.667	86.8437	222.465	263.28	95.1163	250.921	146.794	279.868	281.679	369.863	238.273	305.344	213.9	223.343	164.54	234.429	217.476	204.503	227.023	172.367	220.934	267.748	337.329	309.126	163.162	205.409	188.623	119.484	171.988	239.419	294.198	322.608	185.304	214.275	527.224	303.076	225.752	548.605	265.188	220.526	119.423	155.874	201.246	159.153	177.003	171.512	195.055	257.452	175.673	147.763	236.608	190.28	159.937	182.984	173.564	272.541	196.835	167.421	252.176	189.062	205.488	124.647	122.992	235.097	152.762	97.9548	200.463	304.425	231.172	162.921	312.708	125.076	144.695	178.787	184.369	149.683	194.54	274.133	248.882	201.971	277.778	308.548	178.474	158.997	194.562	112.776	205.832	233.105	118.312	278.834	213.823	140.18	158.607	289.541	273.192	135.664	258.924	198.429	291.056	221.344	233.308	214.536	132.019	157.25	184.739	124.014	103.853	184.471	164.677
TMEM209	473.278	612.193	610.026	833.333	819.512	1009.57	1024.19	597.058	892.728	612.787	781.617	698.152	882.659	552.24	786.697	739.519	886.536	303.671	1632.17	780.407	699.104	491.135	775.895	713.453	791.099	691.569	447.562	532.832	560.554	1156.62	693.675	789.72	1187.37	586.015	784.314	591.942	732.711	1074.99	544.937	736.052	1268.73	579.608	849.937	1022.53	611.616	695.173	1441.13	659.651	974.159	1137.39	689.201	849.644	212.861	477.96	716.51	560.982	464.549	632.75	713.547	866.222	1084.47	665.674	612.595	1000.02	994.452	956.244	1097.72	1285.67	605.024	577.769	840.857	895.565	526.031	463.185	562.982	1233.5	956.858	994.867000000001	685.176	936.139	693.62	849.829	593.621	1380.19	1011.02	1445.55	1114.78	642.14	833.85	888.621	853.158	504.281	648.711	699.065	1044.06	926.357	987.126	580.586	712.945000000001	796.929	595.63	578.691	1315.45	463.031	886.845	879.86	723.361	452.532	1263.95	852.299999999999	1039.06	1153.7	897.368999999999	951.246	1423.31	661.575	1578.58	418.989	981.318	530.618	1079.78	23695.9	821.302	721.329	1156.59	1313.13	484.744	693.421	553.794	1005.98	1048.74	667.146	900.712	653.951	698.468	445.61	672.144	863.922	1114.59	454.149	691.17	639.741	982.365	1358.94	941.199	660.377	572.028	780.292	803.135	868.898	802.371	534.919	719.793	1195.46	789.548	987.952	783.085	856.505	649.412	742.289
UBE3B	1000.65	666.013	637.889	764.762	923.780000000001	1054.39	1075.16	721.497	1145.95	1005.43	765.031	986.653	1049.43	1080.26	1022.94	1318.21	782.148	585.047	697.401	956.237	1077.33	886.371000000001	1044.53	1107.82	1088.56	855.389	574.784	1181.45	799.308	862.702	782.018	921.674	757.895	845.727	1119.77	746.949	844.718	1341.8	787.258	824.444	1017.53	1028.75	1662.1	1008.41	940.909	873.033	1468.73	1232.87	1103.01	1114.59	1121.6	1307.41	806.136	1017.61	917.503999999999	1003.84	800.184	810.281	656.162	887.014	1007.42	706.627	1005.73	895.304	726.826	1065.63	850.808	1094.23	666.121	793.401	797.538	1120.28	704.53	583.904	487.147	1365.48	694.14	579.983	906.792	831.64	1060.64	1009.56	539.192	837.061	1068.96	577.025	892.723	672.241	447.2	941.659	771.579	1015.77	943.266	1137.69	1012.31	1176.57	931.063	1028.39	1094.58	1232.78	924.87	684.167	1180.65	1334.03	870.87	1070.98	778.688	983.544	562.594	923.702	1320.31	458.841	1036.92	1086.98	1379.77	1007.05	979.548	1257.41	919.961	642.012	428.652	826.748999999999	881.397	1088.96	1097.83	1273.55	1023.6	945.845	935.276	697.865	990.955	910.919000000001	861.086	614.441	876.855	763.604	968.584	832.476000000001	1077.38	1175.69	804.393999999999	1129.59	1076.55	809.616	953.738	1061.71	600	831.071	1134.63	806.659	986.165999999999	1275.52	895.932	1302.19	1063.09	808.835	963.628000000001	1113.9	943.059	759.204
ZNF160	561.173	393.553	568.654	874.286	522.561	1092.69	1179.19	871.894	482.723	417.974	384.934	456.365	730.393	933.172	357.798	856.357	888.553	253.7	578.715	645.889	626.878	429.604	595.837	502.185	798.819	756.137	287.718	682.707	450.404	363.561	512.284	576.485	516.275	510.544	841.547	1173.08	237.59	670.221	330.489	382.485	723.927	561.774	925.026	661.198	625.758	841.553	356.62	627.407	793.864	770.13	1313.78	706.832	363.894	617.851	727.112	362.567	399.632	425.013	458.137	864.653	705.48	533.135	461.832	782.646999999999	511.666	644.941	309.749	613.135	476.043	840.927	568.172	631.579	521.974	483.733	593.188	691.081	292.981	611.206	682.201	474.601	1111.81	1036.18	433.735	750.799	1035.16	2083.67	454.614	494.983	486.595	743.973	571.053	607.03	602.292	596.262	643.94	473.729	824.751	752.747	1002.99	649.938	273.465	594.37	891.333999999999	747.771	754.206	794.081	516.393	518.354	413.273	578.022	646.354	179.08	643.559	457.064	675.821	499.413	277.18	212.358	585.251	630.633	335.393	691.1	475.388	680.6	488.148	593.186	449.626	660.003	1063.36	581.886	484.947	949.713	1133.57	459.128	504.138	536.266	370.549	369.354	642.507	386.769	743.557	687.256999999999	455.862	432.164	683.956	920.204	311.888	769.231	491.655	750.523	702.899	652.341	403.474	414.488	514.595	463.454	528.922	391.401	709.647	540.796
CCDC32	302.707	415.243	234.727	219.067	421.098	206.898	193.472	214.768	459.056	447.099	576.151	383.106	229.018	202.233	301.055	259.446	212.547	1270.92	361.609	314.551	217.924	204.331	271.38	256.416	249.56	324.669	1155.68	152.647	429.792	359.93	359.049	221.729	289.619	244.606	260.482	300.135	306.071	164.279	392.401	528.485	281.028	345.245	220.242	322.189	310.035	317.854	402.591	234.877	225.171	270.39	227.755	287.111	497.312	286.888	316.082	484.648	559.945	390.843	385.216	233.617	363.57	391.325	297.844	361.809	280.632	246.417	445.264	205.72	505.369	131.799	154.423	231.125	421.122	389.289	526.722	256.048	411.925	499.649	331.254	320.377	310.954	259.195	646.033	326.901	219.804	301.906	754.539	385.702	1033.22	390.362	299.395	303.907	307.484	306.287	189.425	220.323	340.465	185.018	300.225	223.494	247.913	299.865	152.632	289.518	252.214	276.965	393.197	290.342	480.136	287.895	166.448	1093.22	500.346	223.507	281.735	297.885	267.594	474.065	321.015	446.606	664.101	266.859	269.124	249.625	454.239	302.485	251.894	227.528	160.13	343.258	354.427	409.464	294.399	654.496	228.086	343.531	367.591	935.603	203.546	359.191	362.822	347.65	163.915	304.322	237.355	254.532	400.895	346.375	252.087	440.319	301.588	281.098	161.633	150.54	259.906	312.972	372.261	319.765	209.162	283.896
TMEM259	1914.63	2065.31	2215.94	3622.38	2129.27	4152.37	2414.56	4900.9	2118.1	1732.21	2413.96	2473.31	4109.24	4127.71	2422.02	2280.41	3083.71	1825.1	3457.09	2167.91	3697.86	2811	2505.81	1913.06	3548.14	3099.79	1557.98	2034.59	2162.63	2570	3196.55	2573.36	2646.8	4052.16	5347.64	5478.7	3780.65	6753.03	3316.27	3364.89	2355.15	2351.28	4527.01	2912.26	2161.11	2185.2	2409.58	2780.12	4205.78	2380.4	3965.99	2457.12	2093.22	4568.79	2320.49	2159.04	1868.78	2409.11	1503.76	3207.14	2946.92	2323.16	1507.63	2814.95	2485.17	1765.72	2154.87	3338.44	2650.06	3548.31	2659.37	2840.92	1914.81	4309.93	5419.02	3855.69	2239.54	2000.43	2615.77	2936.86	3367.66	4255.97	3168.82	1162.94	3012.52	4627.49	1599.4	2414.72	1093.56	2216.49	3757.89	1874.72	2924.36	1822.43	3996.34	1469.85	2754.57	4292.12	3589.07	3713.2	4285.95	2055.83	2689.59	2386.47	4362.58	4288.44	2903.69	3577.22	1879.34	3334.96	2550.52	885.496	2576.94	2188.92	3642.33	2454.76	2114.64	3782.8	4254.08	4017.97	1803.93	3073.77	2570.91	3787.78	1994.78	2644.29	2594.13	3659.26	3669.23	2212.06	1701.63	2762.93	2796.08	1745.23	2671.07	2356.36	1913.97	2173.81	4206.17	2038.89	4116.6	3297.19	2946.73	3140.09	2823.22	3625.79	1935.66	2121.17	4128.14	5148.71	2922.92	3372.99	3269.24	3112.73	1726.93	3057.03	2599.47	1922.95	3358.12	2457.71
MYADM	1238.51	5156.55	898.786	1383.81	2166.46	2499.9	4202.86	441.716	3546.16	1291.92	1212.16	1136.04	1080.36	2407.57	1662.84	2843.53	1346.95	464.348	1180.97	2876.77	3876.5	4283.3	2663.6	1733.37	2455.04	2367.66	1160.01	811.529	720.877	3226.54	3376.89	1516.22	627.044	1311.88	1588.24	2809.56	1369.11	1487.92	1258.82	1940.25	2101.83	1028.28	811.24	812.377	946.465	1309.02	878.31	1884.91	1338.05	1070.58	1257.23	872.171	1741.12	775.228	1239.09	1466.63	1094.84	966.613999999999	1001.41	1810.91	938.356	2568.13	156.488	1547.43	1016.11	1145.4	416.267	1235.87	1384	941.084	1606.48	999.645	874.239	826.199	1049.49	781.001	981.327	1426.01	2647.5	903.483	3825.02	1309.9	1261.52	2092.65	1320.66	2187.91	1108.03	608.696	1041.77	1373.19	1108.95	727.805	699.713	1431.78	831.179	981.051	1273.26	1057.69	965.859	2091.68	355.879	1833.47	652.453	577.871	1634.76	345.122	967.213	2275.32	832.579	2500.23	1659.9	743.553	1188.21	804.986	665.104	1015.28	503.229	324.265	711.504	1945.8	307.865	2214.66	576.035	2346.2	923.062	1734.47	1472.65	3118.01	2502.67	700.851	639.935	1142.24	2541.85	985.014	1423.22	1561.38	5199.94	370.497	880.999	1714.2	1561.47	2821.17	1110.77	556.507	933.598999999999	2946.15	1611.19	1159.38	1414.32	1374.13	2085.64	1859.55	515.618	909.13	922.316	1404.02	1812.88	825.237	811.765	1057.21
LIN52	166.569	181.64	204.327	325.714	212.195	230.597	228.869	255.882	122.744	129.071	274.361	193.018	240.725	178.796	149.083	137.915	221.886	246.012	220.206	153.663	230.462	138.582	195.547	166.586	176.203	246.531	240.744	259.649	288.351	122.116	174.072	107.37	108.178	156.493	152.093	225.219	227.408	364.833	143.913	62.7472	115.532	158.63	71.4039	207.663	383.838	305.351	152.113	241.827	278.466	261.644	230.017	215.067	368.142	241.894	128.989	139.095	249.54	196.608	304.327	227.54	230.023	189.129	204.198	263.529	182.429	200.091	172.925	250.828	175.652	312.647	298.678	204.849	306.964	328.767	233.291	110.225	140.374	295.552	137.828	168.36	159.823	168.601	344.153	210.863	195.564	358.566	277.569	102.007	383.731	234.812	148.947	180.261	128.94	125.234	117.228	174.849	289.036	196.886	206.704	75.2883	136.524	282.219	193.489	269.009	196.055	246.3	110.656	142.405	117.647	170.573	157.812	264.906	138.647	109.695	70.3282	141.011	127.018	215.002	257.62	132.355	141.011	187.054	193.966	161.844	129.068	165.331	157.167	155.751	206.406	257.842	189.01	293.582	227.516	192.098	104.275	75.3143	101.82	147.513	252.693	184.1	223.067	169.331	100.812	182.371	165.669	199.292	186.014	302.162	164.278	115.324	187.747	152.725	229.773	257.608	254.708	182.329	160.824	126.745	235.765	230.348
TADA2B	687.175	506.798	565.699	482.381	544.512	688.939	709.493	686.06	709.644	692.4	424.326	593.429	573.293	786.965	642.202	864.605	548.664	503.556	735.655	802.071	719.504	538.253	744.434	856.241	679.382	610.992	507.584	831.579	713.956	662.581	636.173	674.824	576.518	643.729	541.6	487.164	555.367	657.062	535.836	497.613	622.175	826	741.218	709.791	675.758	514.691	657.465	675.325	738.171	598.501	625	678.355	930.737000000001	680.024	764.219	612.631	593.923	811.341	584.666	614.359	597.888	520.476	698.473	634.257	637.778	689.608	696.156	726.899	556.656	528.672	735.522	862.921	544.963	575.342	504.499	769.398	522.215	662.532	504.214	673.44	705.622	604.096	606.095	702.875	749.057	551.129	562.641	673.913	457.414	617.165	681.579	755.746	669.341	722.118	724.127	759.259	846.346	641.026	462.919	695.008	701.769	561.112	665.75	800.21	587.196	884.876	661.885	600.633	639.517	659.059	581.771	530.638	573.558	744.044	667.113	396.005	716.9	795.242	804.72	653.391	470.786	619.229	766.581	699.893	908.497	758.016	742.084	636.73	632.117	746.148	840.286	681.992	723.509	587.193	800.588	695.263	538.102	889.08	870.225	698.201	486.692	721.382	731.439	612.876	560.843	720.126	602.797	539.467	841.996000000001	615.063	702.899	675.365	577.784	543.078	623.823	690.763	534.619	834.729	643.294	705.97
KTI12	183.165	396.917	440.317	332.381	385.366	219.597	187.776	217.561	336.772	122.437	319.972	296.201	220.906	201.696	371.56	215.349	286.939	419.758	324.669	364.257	294.969	293.24	371.249	278.29	280.2	296.692	498.45	171.93	336.793	396.527	305.28	327.127	300.567	317.425	213.037	345.12	338.566	245.037	250.284	419.588	307.378	299.425	259.357	270.377	278.283	219.832	140.282	319.749	257.699	202.034	242.347	260.546	275.634	257.438	417.007	278.701	297.882	351.351	380.527	251.863	310.788	504.095	200.382	336.483	302.283	212.853	365.46	457.339	366.579	260.409	385.773	447.073	285.328	340.753	370.18	271.211	323.889	355.004	228.557	343.251	233.733	236.178	578.88	504.792	353.101	407.038	379.595	342.809	458.873	370.781	296.842	194.232	227.507	214.953	120.077	461.671	271.595	228.022	183.6	439.438	275.962	410.975	232.462	151.023	366.937	492.601	280.738	305.696	310.709	285.611	228.125	472.045	278.65	215.512	278.634	229.142	377.287	384.624	324.877	456.955	385.393	262.256	252.596	255.091	347.529	430.862	202.648	299.567	139.14	320.56	350.479	347.701	282.28	295.64	278.784	362.625	297.084	408.233	275.22	232.38	256.865	331.317	252.766	310.583	433.552	289.308	321.678	327.3	396.268	317.904	252.964	231.773	295.596	324.475	268.832	340.562	326.03	446.678	280.941	451.741
