TCGA-02-0047-01	TCGA-02-0055-01	TCGA-02-2483-01	TCGA-02-2485-01	TCGA-02-2486-01	TCGA-06-0125-01	TCGA-06-0125-02	TCGA-06-0129-01	TCGA-06-0130-01	TCGA-06-0132-01	TCGA-06-0138-01	TCGA-06-0141-01	TCGA-06-0157-01	TCGA-06-0158-01	TCGA-06-0168-01	TCGA-06-0171-02	TCGA-06-0174-01	TCGA-06-0178-01	TCGA-06-0184-01	TCGA-06-0187-01	TCGA-06-0190-01	TCGA-06-0190-02	TCGA-06-0210-01	TCGA-06-0210-02	TCGA-06-0211-01	TCGA-06-0211-02	TCGA-06-0219-01	TCGA-06-0221-02	TCGA-06-0238-01	TCGA-06-0644-01	TCGA-06-0645-01	TCGA-06-0646-01	TCGA-06-0649-01	TCGA-06-0686-01	TCGA-06-0743-01	TCGA-06-0744-01	TCGA-06-0745-01	TCGA-06-0747-01	TCGA-06-0749-01	TCGA-06-0750-01	TCGA-06-0878-01	TCGA-06-0882-01	TCGA-06-1804-01	TCGA-06-2557-01	TCGA-06-2558-01	TCGA-06-2559-01	TCGA-06-2561-01	TCGA-06-2562-01	TCGA-06-2563-01	TCGA-06-2564-01	TCGA-06-2565-01	TCGA-06-2567-01	TCGA-06-2569-01	TCGA-06-2570-01	TCGA-06-5408-01	TCGA-06-5410-01	TCGA-06-5411-01	TCGA-06-5412-01	TCGA-06-5413-01	TCGA-06-5414-01	TCGA-06-5415-01	TCGA-06-5416-01	TCGA-06-5417-01	TCGA-06-5418-01	TCGA-06-5856-01	TCGA-06-5858-01	TCGA-06-5859-01	TCGA-08-0386-01	TCGA-12-0616-01	TCGA-12-0618-01	TCGA-12-0619-01	TCGA-12-0821-01	TCGA-12-1597-01	TCGA-12-3650-01	TCGA-12-3652-01	TCGA-12-3653-01	TCGA-12-5295-01	TCGA-12-5299-01	TCGA-14-0781-01	TCGA-14-0787-01	TCGA-14-0789-01	TCGA-14-0790-01	TCGA-14-0817-01	TCGA-14-0871-01	TCGA-14-1034-01	TCGA-14-1034-02	TCGA-14-1823-01	TCGA-14-1825-01	TCGA-14-1829-01	TCGA-14-2554-01	TCGA-15-0742-01	TCGA-15-1444-01	TCGA-16-0846-01	TCGA-16-1045-01	TCGA-19-1390-01	TCGA-19-1787-01	TCGA-19-2619-01	TCGA-19-2620-01	TCGA-19-2624-01	TCGA-19-2625-01	TCGA-19-2629-01	TCGA-19-4065-01	TCGA-19-5960-01	TCGA-26-1442-01	TCGA-26-5132-01	TCGA-26-5133-01	TCGA-26-5134-01	TCGA-26-5135-01	TCGA-26-5136-01	TCGA-26-5139-01	TCGA-27-1830-01	TCGA-27-1831-01	TCGA-27-1832-01	TCGA-27-1834-01	TCGA-27-1835-01	TCGA-27-1837-01	TCGA-27-2519-01	TCGA-27-2521-01	TCGA-27-2523-01	TCGA-27-2524-01	TCGA-27-2526-01	TCGA-27-2528-01	TCGA-28-1747-01	TCGA-28-1753-01	TCGA-28-2499-01	TCGA-28-2509-01	TCGA-28-2510-01	TCGA-28-2513-01	TCGA-28-2514-01	TCGA-28-5204-01	TCGA-28-5207-01	TCGA-28-5208-01	TCGA-28-5209-01	TCGA-28-5213-01	TCGA-28-5215-01	TCGA-28-5216-01	TCGA-28-5218-01	TCGA-28-5220-01	TCGA-32-1970-01	TCGA-32-1980-01	TCGA-32-1982-01	TCGA-32-2615-01	TCGA-32-2616-01	TCGA-32-2632-01	TCGA-32-2634-01	TCGA-32-2638-01	TCGA-32-4213-01	TCGA-32-5222-01	TCGA-41-2571-01	TCGA-41-2572-01	TCGA-41-3915-01	TCGA-41-4097-01	TCGA-41-5651-01	TCGA-76-4925-01	TCGA-76-4926-01	TCGA-76-4927-01	TCGA-76-4928-01	TCGA-76-4929-01	TCGA-76-4931-01	TCGA-76-4932-01
THEM6	306.094	321.233	1239.05	326.19	379.268	477.083	396.879	424.41	365.137	487.334	463.718	419.918	455.347	420.566	623.853	300.573	370.651	365.943	923.492	658.988	310.407	231.155	393.03	530.355	514.532	397.012	514.761	308.271	405.998	368.668	451.124	444.531	496.194	584.906	498.145	425.593	843.445	631.197	735.495	725.14	296.778	354.805	968.79	685.287	398.485	121.721	472.676	388.715	394.1	282.848	402.211	771.863	33.5103	345.355	449.696	442.342	478.821	501.325	412.982	352.687	585.902	383.47	194.656	335.987	628.151	400.638	393.538	727.356	541.382	170.071	595.987	171.26	726.842	599.315	613.111	1107.32	504.829	451.24	266.733	637.155	295.641	378.157	586.818	261.981	363.966	286.189	338.335	725.753	269.196	276.76	775.263	453.357	379.37	446.106	483.566	1090.01	292.774	445.971	328.004	553.138	752.549	354.911	463.549	645.516	647.707	476.047	530.738	503.165	503.771	336.046	383.333	222.818	790.335	413.85	632.284	514.689	505.92	1126.12	540.02	597.694	659.551	582.104	407.475	394.427	738.248	634.269	532.527	414.74	281.965	637.635	326.718	430.077	513.802	457.766	865.221	485.359	197.841	675.243	517.14	498.184	402.197	567.171	688.391	1414.2	535.005	509.434	834.965	367.521	764.862	738.929	398.551	700.691	628.371	616.374	318.267	403.213	402.279	843.663	680.471	473.134
POMP	1554.44	3095.16	2383.96	1876.67	3251.83	1316.36	1414.3	1224.61	2190.3	2597.1	3928.82	3879.36	1663.32	880.766	1518.35	1507.9	1731.22	4359.79	1758.21	1624.29	2031.15	2389.16	2363.99	1862.07	1459.13	2695.84	4224.43	936.341	3505.77	2495.24	2167.8	1696.34	1925.83	2116.54	2078.96	2327.8	2888.42	1309.13	2438.57	3111.17	2615.89	2195.47	646.781	1300.8	1818.69	1901.89	2087.32	2229.29	1269.14	1861.11	1698.55	1058.34	1586.31	1610.2	1743.13	3076.96	3276.24	2349.76	2850.89	1661.44	1908.11	2055.85	1696.56	2639.76	1677	1745.21	1114.21	1731.58	3012.39	1375.49	1548.11	3166.88	1949.97	2039.38	1628.53	940.537	2204.76	2375.53	2635.1	1493.47	1620.34	2208.19	4093.55	1760.38	1166.14	1116.87	3601.65	1827.76	7151.56	3572.32	1121.05	1259.58	2288.83	1616.82	1669.69	1937.12	1554.82	1876.37	1820.73	1313.19	1520.5	2931.94	1402.11	1900.37	1222.32	1290.19	1950.82	1953.8	3472.1	1906.34	1307.81	5859.29	2355.2	1241.55	2247.15	1646.3	1655.54	2320.08	1939.43	4200.03	3708.43	2227.51	1977.28	1639.87	1397.65	1645.79	1706.97	2161.42	1677.97	2040.83	2147.7	2694.44	1623.78	4302.45	1168.13	2140.18	1801.84	3364.78	886.876	2507.9	2882.97	2164.58	1097.89	1676.15	1079.89	1659.2	2825.17	3416.79	1337.18	2473.67	1251.65	1236.38	1727.26	2170.6	2023.07	2082.73	2668.71	950.865	1676.71	1892.04
HIKESHI	440.087	773.651000000001	989.551999999999	542.381	791.463	466.897	351.105	646.916	440.433	693.607	1310.99	788.501	518.671	481.779	488.532	281.329	617.247	1897.37	472.781	446.378	519.366	399.671	625.847	437.105	452.77	828.175	2224.76	427.569	1208.19	632.865	586.513	465.102	772.793	567.148	943.826	991.071	1274.08	559.501	787.827	786.796	482.265	619.97	404.469	421.14	811.616	607.555	503.662	552.62	631.032	512.087	562.925	587.398	436.106	690.71	545.997	571.721	863.26	605.723	846.66	609.259	663.242	962.025	702.29	739.47	525.625	471.741	598.997	566.533	906.264	597.015	401.277	741.81	754.564	747.432	1100.9	452.502	1370.89	676.647	501.735	740.203	366.393	649.829	887.314	428.115	508.224	541.169	798.95	770.903	1931.06	812.440000000001	681.579	605.678	628.08	320.249	395.645	518.949	384.136	513.736	697.267	599.233	705.515	1080.41	664.833	697.955	565.896	731.879	663.934	595.57	695.324	520.22	459.375	1500.31	473.298	537.95	622.237	575.793	736.814	1374.16	635.202	1143.88	1265.17	663.97	524.246	466.238	614.202	471.443	521.589	566.91	592.495	652.568	442.824	769.636000000001	479.074	1009.54	490.349	714.091	362.172	823.328	511.264	576.705	822.983	508.855	622.165	385.189	689.275	482.311	651.748	1044.75	645.923	692.556	532.279	471.988	743.562	750.107	700.565000000001	495.582	633.216	509.213	548.706	530.348
CWC15	706.844	821.303	1190.92	913.808999999999	1289.02	627.419	362.549	703.366	468.283	853.438	1362.82	1087.78	817.401999999999	723.99	674.312	626.804	625.315	1349.22	534.085	536.057	514.955	471.179	1050.82	732.394	570.391	979.188999999999	1810.47	612.03	1324.11	693.691	768.949	605.586	1072.71	701.443	963.434	1055.34	1258.8	764.152	1143.91	1140.91	738.766	798.78	766.095	689.856	1005.56	820.042	930.141	721.003	782.537	626.506	799.745	954.628	925.074	878.203	850.358999999999	985.426	1403.78	1053.52	1302.92	813.26	940.638999999999	1395.38	1316.79	1064.54	792.77	709.207	1127.13	668.418	1031.85	714.454	490.196	1224.84	887.086	840.753	1299.49	554.025	1383.77	980.753	999.999999999999	954.282	636.134	1188.4	1123.74	929.712000000001	759.318	924.303	1324.83	941.472	2761.26	1458.05	854.211	891.393	787.966	692.835	466.063	767.872	628.322	935.897	969.572	1075.55	860.77	1249.08	801.926	1031.99	885.393	1118.13	946.721	684.81	1248.87	795.064	525.521	2006.19	944.338000000001	896.399	1146.01	808.461	1128.09	1785.22	1008.46	1492.44	1367.42	1031.89	981.067	712.755	990.358	680.862	790.443	761.45	786.922	1005.48	980.694	1101.05	713.713	1980.93	757.068	1167.37	643.789	1736.99	738.492	878.056	829.742	790.929	719.665	606.245	919.92	779.481	854.545	1619.91	815.5	996.426	607.378	615.503	1112.91	1111.02	880.885	792.771	902.279	821.329	834.353000000001	822.388
UFC1	1870.37	2764.96	2438.42	2470	3843.9	1546.14	1464.24	1464.42	2240.85	2378.17	3940.57	2767.45	1931.12	1500.83	2538.99	1561.97	1681.29	4857.2	2328.59	1398.08	1748.31	1541.59	2012.1	2185.04	1589.92	2371.93	5034.09	1318.3	3232.41	1970.56	2347.1	1636.13	2538.62	1768.04	2167.46	2216	2975.39	1513.33	3209.9	2967.13	1619.56	2128.83	1423.01	1922.54	2026.77	1628.02	2206.76	1763.1	1652.39	1363.43	1617.77	1776.22	2769.56	1998.79	1877.86	2522.63	2806.63	2601.48	2983.54	2233.42	2123.29	2428.89	3465.65	1921.63	2430.3	1550.59	3175.04	1448.77	3326.36	1304.79	1977.66	2648.85	2493.58	2125.86	3527.64	2085.57	4241.47	2224.98	2277.64	2373.73	1825.65	1858.7	3585.54	3274.76	1767.92	1256.31	4451.61	1759.2	5290.53	3538.57	2067.37	1936.91	2097.42	1981.93	959.398	1397.07	1253.32	2016.48	1683.75	2837.4	2311.76	2493.41	2487.39	2246.46	1945.06	2034.61	1805.33	1931.65	1917.04	2202.15	1483.85	3159.07	2134.36	2100.28	2474.21	1780.26	2782.56	2490.58	1693.22	2900.43	3762.92	2452.64	2295.83	1550.91	3240.26	2104.21	1696.6	2109.5	1704.69	1738.19	2725.53	2728.93	1642.92	4179.84	1742.94	2661.8	2790.4	5215.55	1709.6	2367.3	2019.43	2612.96	1806.15	2397.9	1740.67	1744.89	2632.17	3713.93	1794.1	1570.61	1727.93	1623.18	2501.3	1931.42	2659.6	1970.28	1837.86	2293.69	1582.59	2768.16
OSER1	743.723	2005.33	1118.31	666.667	1547.56	899.98	651.235	801.434	1441.46	1088.66	1388.39	1383.47	801.45	941.98	619.266	767.927	923.853	4044.59	1190.29	929.032	1002.89	867.524	1177.15	695.969	1053.13	1334.04	2819.77	476.692	1480.97	885.454	1116.57	835.878999999999	1125.18	764.706	1197.67	1398.84	1757.74	1009.19	1188.85	905.197	851.118	1003.4	1316.13	816.945	961.111	1353.62	612.958	1107.93	1059.59	607.303	1126.7	993.306	911.386000000001	872.374	850.801	797.75	1181.4	848.437	997.178	1065.52	1292.52	1443.04	1227.1	1433.28	1090.72	727.894	868.189	922.901	1425.58	1008.64	785.226	1047.43	1949.29	1280.82	3609.25	767.223	1460.4	945.252	697.075	1120.46	920.404	875.768	1946.42	881.789	845.028	1306.77	1675.17	847.826	3061.1	1944.55	957.368	708.878	816.619	709.657	527.933	956.503	590.116	712.454	509.954	997.698	731.738000000001	1454.8	802.384	740.43	1247.97	1104.59	545.082	548.734	983.409	800.731	721.875	2444.4	1050.47	857.618	968.52	542.891	1101.18	1196.17	1204.33	1141.49	1497.19	1192.29	742.641	563.773	1099.34	1616.23	669.545	1091.45	637.646	669.99	657.216	982.759	568.566	2036.78	726.475	1067.65	518.125	1156.66	625.857	836.143	1035.91	1314.47	852.855	851.064	1315.47	1082.15	931.468	1788.84	1300.09	1036.09	1202.24	748.273	995.277	1091.3	875.706	640.161	765.557	1009.49	734.118	919.9
SIRT7	216.356	253.959	226.702	273.81	245.732	268.894	134.72	313.157	257.349	182.147	286.109	387.577	227.19	240.89	252.294	243.299	209.783	381.318	256.989	220.166	314.266	273.838	242.014	222.924	275.204	257.204	275.975	169.925	346.598	218.229	300.052	258.892	278.543	355.161	573.927	491.485	282.563	511.401	340.159	359.023	214.104	300.833	306.806	311.494	259.091	265.477	247.324	291.536	303.481	235.24	289.116	259.696	144.425	310.868	216.013	282.281	212.707	222.046	235.183	241.271	240.868	389.427	166.03	241.692	260.887	203.282	249.582	263.621	274.085	197.958	434.108	338.735	252.874	299.658	343.188	207.397	258.854	212.575	221.616	296.807	221.731	277.133	353.792	137.38	224.536	322.045	179.295	267.558	190.407	227.097	394.211	198.738	372.493	192.523	276.788	275.194	220.1	231.685	336.668	335.468	371.696	263.214	220.541	249.607	322.401	382.242	280.738	384.177	328.808	251.61	253.125	230.245	322.457	223.823	466.175	314.924	262.11	272.717	269.42	368.918	217.977	259.876	242.335	263.666	225.994	287.074	255.613	238.102	234.51	224.492	194.411	203.065	219.056	235.695	217.167	201.536	197.197	200.114	325.661	229.727	295.733	365.875	351.002	265.267	244.704	275.55	190.21	182.001	379.193	341.091	347.167	361.474	220.021	318.045	208.098	244.177	285.276	246.79	270.118	327.861
LUC7L3	1507.11	1093.2	1648.13	2439.52	1546.95	2650.64	795.839	6046.4	1534.3	719.542	2443.68	2786.45	2040.36	2131.01	816.514	1201.83	1499.24	1336.15	917.607	1318.48	1265.89	1016.64	2499.03	1802.82	1856.95	1692.64	1393.57	2829.57	2792.39	878.489	1584.95	2652.13	2096.19	2202	5150.5	4491.95	1894.78	4552.24	2781	2951.85	2930.69	1816.73	3302.08	3422.7	2096.97	4348.37	3108.73	2186.74	2468.44	3035.31	4824.83	1377.54	2447.67	3608.01	2110.66	1135.77	1707.64	1102.28	1878.17	1238.92	2287.96	1473.57	3337.79	2326.1	2844.73	1678.21	1579.94	1521.42	2246.14	3913.98	3160.97	2602.96	956.727	1739.73	1781.49	1382.89	714.102	967.494	2042.64	1967.34	1294.38	2666.21	1078.38	2763.58	847.442	2081.01	1139.53	2066.89	1035.2	1256.51	3148.42	1980.17	1911.75	2246.73	5013.53	1262.27	2103.82	2186.81	7378.65	2393.35	1267.85	2348.02	3930.77	4656.53	2065.11	1517.43	3454.92	1713.29	6327.3	2334.76	2321.35	1639.78	3391.67	2468.7	8164.1	1942.42	1493	1282.96	1706.98	1104.36	933.146	2016.18	2116.04	2539.12	1638.71	1124.25	2755.33	896.912	2402.69	1456.46	1764.82	1564.66	1399.38	1607.63	1298.26	1830.56	1249.56	1574.04	1855.04	1117.33	1955.22	2708.86	1056.32	1087.59	2086.82	1748.82	709.091	1616.39	1025.7	2380.32	1938.08	2366.08	2024.68	3022.72	1861.11	1169.48	1761.17	1579.56	3745.88	1725.37
RTEL1	335.142	524.109	238.045	331.8	241.823	796.798	237.613	712.09	530.366	206.701	234.015	435.708	411.471	766.271	240.734	290.648	401.205	145.708	339.397	368.62	442.68	368.717	338.683	341.763	820.481	551.937	115.107	618.501	266.407	304.328	500.199	573.52	235.66	360.033	825.395	617.202	420.772	709.173	395.666	374.361	482.551	381.176	754.067	939.062999999999	344.758	506.149	418.101	687.237	808.623	482.397	874.429999999999	463.895	1012.51	581.241	344.124	268.428	293.232	261.664	308.707	478.996	504.415	236.627	129.828	425.721	405.367	295.788	227.369	519.717	349.947	519.658	584.624	323.264	416.646	528.159	596.388	476.41	367.019	197.331	300.278	602.496	329.577	410.983	339.572	1023.61	197.598	498.519	196.902	237.291	66.9779	255.067	851.037	247.607	367.61	280.299	690.799	334.1	531.092	322.839	955.701	424.846	230.015	319.829	297.937	404.924	625.966	419.298	615.266	628.228	590.694	408.163	401.255	117.235	459.587	268.31	763.316	467.591	308.224	530.129	740.134	437.071	184.539	365.783	359.888	618.574	241.94	476.759	480.104	441.02	389.19	445.723	208.435	252.73	368.589	150.559	369.192	270.023	347.608	217.501	617.336	307.346	340.38	476.307	403.116	402.249	561.896	635.389	210.573	313.429	986.625	741.169	348.188	432.003	416.511	674.119	242.01	315.695	395.425	497.242	557.788	311.702
CDK12	596.208	674.982	655.62	647.143	505.488	781.014	796.879	1084.1	551.315	379.373	362.128	473.819	496.918	749.532	435.78	1075.83	607.665	262.925	398.725	665.034	589.938	711.758	632.139	767.363000000001	689.373	506.937	290.328	1006.52	471.165	712.728	591.218	849.927	479.352	386.238	355.591	344.039	423.844	491.435	302.048	424.499	514.062	462.748	961.418999999999	865.538	642.424	721.931	798.873	729.064	614.041	755.328	741.497	721.284	858.525	715.483000000001	750.966	600.358	422.192	542.66	486.83	591.997	593.037	689.501	650.763	595.05	644.998	733.364	694.819	690.805	567.688	650.432	688.554	583.797	402.975	328.767	289.846	632.342	336.767	518.392	504.71	484.76	695.515	435.495	333.381	821.086	608.42	1019.92	316.579	551.84	270.655	438.284	460.526	853.087	522.063	775.701	1066.45	645.134	625.831	507.326	502.115	542.383	799.584	519.302	1155.43	524.908	554.278	741.911	702.869	503.165	574.661	599.557	695.833	443.161	548.718	704.709	774.28	518.214	713.132	460.844	602.557	301.842	288.202	717.754	585.318	571.275	494.677	631.263	455.959	562.733	576.37	595.823	636.695	443.487	848.174	370.572	1066.44	586.476	1056.23	447.113	572.968	478.554	351.5	676.026	774.486	561.481	1045.31	767.296	412.587	501.76	623.548	408.821	762.187	588.642	662.502	960.994	578.625	617.671	590.71	984.366000000001	652.706	467.164
CHIC1	293.801	378.416	166.755	261.905	312.805	240.782	354.226	344.884	372.357	478.287	263.303	294.148	216.072	340.416	155.963	432.073	193.142	121.468	304.071	198.502	224.397	231.155	222.168	223.895	169.846	209.178	203.556	625.564	196.655	214.05	199.164	204.705	299.919	145.394	217.276	209.556	128.553	269.994	231.513	254.808	234.243	277.836	542.209	247.119	298.99	294.858	341.972	290.64	293.097	278.047	351.616	256.721	440.354	267.152	206.295	232.677	351.289	271.33	246.002	214.986	300.514	109.456	295.801	240.204	236.82	427.53	304.847	337.179	141.71	230.558	485.636	191.13	174.442	120.719	115.039	298.042	133.29	176.647	230.54	187.954	265.951	236.178	183.7	252.396	234.797	345.286	687.922	147.157	234.178	362.102	163.684	331.681	299.714	298.442	244.225	503.015	180.648	336.081	304.487	226.377	261.394	410.5	289.775	374.41	233.329	231.252	202.869	156.329	404.223	218.175	323.438	217.042	357.683	408.864	255.191	191.539	226.049	161.692	124.287	90.4327	135.955	188.958	202.761	185.423	274.207	333.166	517.559	238.699	303.619	183.177	378.561	192.529	181.656	292.916	290.418	188.983	250.04	318.468	254.163	432.396	189.269	255.724	184.699	269.135	229.125	238.208	177.622	179.99	117.762	181.834	353.096	333.845	236.477	180.454	327.684	179.117	243.646	248.464	222.118	178.607
SETD4	341.744	292.081	338.153	465.714	584.146	562.64	254.356	655.569	678.185	320.265	485.833	611.91	364.471	258.505	311.927	265.292	452.849	898.712	398.234	439.325	399.724	271.067	485.963	310.345	375.568	380.47	702.006	490.727	415.802	421.136	455.306	506.243	393.846	450.61	837.838	792.317	663.131	440.613	470.421	763.334	488.624	400.329	597.029	438.168	358.586	519.937	563.944	652.485	470.089	461.278	741.922	465.413	253.451	448.33	510.657	270.519	457.643	341.283	391.345	346.41	571.632	554.728	259.542	471.97	209.865	261.167	535.265	392.462	609.267	476.826	438.212	501.478	324.544	518.836	516.71	299.492	370.895	323.353	310.858	492.743	254.58	455.29	371.368	597.444	300.589	345.286	294.824	454.849	610.615	478.785	623.684	362.776	442.407	437.383	563.753	502.153	386.628	471.612	632.904	590.014	560.666	370.115	375.057	475.616	586.712	377.728	434.426	391.139	552.036	461.284	539.583	537.24	486.395	498.061	831.882	531.14	445.64	309.285	431.465	427.609	619.663	404.093	485.159	392.283	386.702	425.351	449.626	297.777	403.597	470.387	354.8	419.061	370.436	438.692	442.952	495.122	375.705	416.238	444.662	395.258	451.204	626.35	399.569	261.951	578.702	472.877	310.49	342.383	445.139	576.621	389.987	426.708	424.196	278.183	435.499	358.233	411.043	569.514	599.059	342.289
RBM27	564.861	654.8	567.388	728.095	631.707	695.457	885.826	802.258	634.863	458.384	458.189	516.941	560.242	661.015	435.78	736.77	760.464	301.365	464.934	710.88	545.831	685.15	732.333	653.715	716.621	616.329	381.667	900.251	543.253	534.894	533.194	694.391	491.012	443.951	357.181	351.06	399.661	553.602	357.224	323.558	724.987	570.222	861.914	665.767	729.798	971.144	702.535	594.716	695.693	802.936	761.905	709.808	508.319	684.396	863.611	481.718	443.37	537.891	658.514	704.59	604.452	715.562	927.481	805.972	687.356	720.146	836.1	761.165	532.897	800.471	692.659	758.368000000001	619.337	528.253	620.823	625.816	496.459	639.863	453.644	501.451	734.049	603.413	360.028	664.537	767.165	1300.13	746.437	593.645	493.89	676.471	502.105	636.773	480.802	626.791	686.273	695.09	669.02	549.451	622.589	573.113	549.844	538.306	1307.2	694.809	708.217	515.676	606.557	536.709	805.43	679.46	633.333	552.094	501.75	607.756	518.419	415.981	673.843	551.603	648.574	459.949	512.921	694.907	530.109	560.557	682.503	693.888	411.053	466.06	691.091	655.057	733.36	712.644	801.425	494.55	641.591	666.671	605.768	511.149	576.396	375.097	454.584	573.218	559.617	616.745	817.707	630.11	580.42	684.766	388.614	371.6	629.776	503.454	696.023	708.53	665.254	543.775	556.091	720.268	624	648.756
ZNHIT6	440.702	489.418	439.472	600.476	577.439	518.639	495.189	532.778	462.094	368.516	456.116	402.464	561.208	528.9	399.083	435.281	494.705	196.041	318.784	697.781	411.854	1005	544.53	620.69	454.133	386.339	283.151	422.556	538.639	430.887	469.942	463.596	312.875	482.797	446.741	484.464	413.661	420.647	416.951	410.858	520.422	446.322	508.58	642.093	580.303	509.444	594.366	550.381	474.808	492.483	277.636	713.208	515.398	478.446	473.55	365.635	342.541	419.714	446.849	497.842	396.404	316.456	788.168	524.577	543.435	599.818	761.671	725.071	444.646	525.923	655.267	632.525	317.106	285.103	326.478	433.648	374.115	375.535	427.367	531.205	506.633	636.178	328.278	1281.15	593.33	633.466	335.334	354.515	241.474	425.265	475.789	712.483	514.04	364.486	301.618	845.392	571.844	510.073	482.31	634.061	533.195	505.998	600.183	702.15	517.488	569.852	473.361	410.76	634.992	615.99	612.5	311.945	465.169	687.535	567.984	541.716	564.047	440.137	451.524	241.952	429.775	673.489	560.889	419.078	413.319	372.745	409.902	378.935	533.522	472.876	476.846	323.755	547.64	243.869	648.916	707.118	558.08	552.887	327.13	361.303	327.841	445.788	383.748	438.795	667.997	422.17	391.608	653.092	224.925	377.092	412.385	313.891	472.954	783.112	622.41	432.932	426.819	478.504	472	817.413
CWC25	299.948	327.961	372.348	349.524	421.341	375.637	278.284	431.415	296.029	186.369	331.721	243.327	266.344	413.96	357.798	361.512	340.898	289.833	218.244	311.86	281.737	260.534	438.529	400.194	370.572	346.318	330.778	375.94	314.302	273.019	395.191	388.839	418.462	436.182	476.418	367.803	353.84	452.864	383.959	381.394	191.846	238.883	460.21	375.87	367.172	521.511	326.197	401.702	294.985	393.267	392.007	497.29	417.227	357.984	430.26	311.941	317.219	311.076	443.086	320.125	352.74	381.236	385.496	430.778	462.57	381.039	439.889	349.058	383.55	441.477	309.166	422.945	316.43	142.123	275.064	258.883	226.014	325.492	355.974	370.102	341.756	313.311	294.259	306.709	334.993	646.082	319.58	331.104	374.977	336.066	395.789	391.618	343.839	375.701	414.776	352.713	267.442	379.121	404.332	386.173	345.474	366.789	480.055	343.996	537.335	416.353	256.147	340.506	600.302	432.95	401.042	254.178	428.588	385.596	625.586	320.799	389.128	428.682	349.262	304.836	219.663	418.848	328.325	387.996	353.053	301.102	361.543	266.746	300.855	347.439	319.698	343.87	298.753	441.417	367.116	348.678	470.437	297.313	400.588	300.29	310.942	509.719	391.106	250.898	340.078	401.337	225.175	334.339	389.202	381.973	396.574	260.169	379.095	457.78	365.819	338.956	339.176	501.954	432.941	339.303
NCAPG2	540.275	496.706	810.554	800	209.146	838.053	418.205	1236.97	782.362	217.732	480.304	361.396	914.078	433.337	782.11	203.436	1288.45	293.677	631.682	776.376	712.888	1098.68	532.914	851.87	806.539	505.336	300.114	1346.37	555.363	1145.94	404.077	908.629	546.721	1105.44	536.831	466.64	802.291	603.063	289.534	339.381	852.178	301.772	1133.71	716.021	881.313	1473.77	500.845	437.08	642.36	821.739	607.143	1397.09	547.021	459.988	910.877999999999	314.498	517.956	459.459	1073.85	561.004	637.557	793.745	618.321	826.32	927.546	1444.39	1015.26	1218.96	642.361	1056.17	1398.54	962.271000000001	627.451	978.596	395.887	1116.03	729.556	686.912	306.396	767.779	309.539	584.3	531.821	1309.9	1227.1	1974.77	230.308	704.013	274.302	363.549	928.421	496.62	465.903	379.439	1865.07	1765.29	804.402	358.059	1400.31	633.548	481.582	604.822	1400.73	331.935	1488.56	692.751	739.754	645.57	1036.2	544.588	733.854	236.022	741.559999999999	557.895	659.745	888.367	667.923	408.415	1186.23	499.476	401.124	644.931	677.171	1030.01	326.436	1116.23	576.857	378.338	693.394	1351.93	652.356	653.257	1118.88	228.883	844.969	513.253	846.786	593.482	1173.36	248.827	297.423	377.106	1191.72	1242.88	976.537	470.912	439.161	640.523	849.062	463.738	563.9	276.286	1355.48	1467.64	639.831	908.434	600.351	543.272	1020.24	755.224
SSH3	221.888	357.673	46.0158	206.19	425.61	397.23	425.488	116.61	388.344	338.36	310.988	398.871	237.825	612.573	465.596	521.42	214.322	71.4972	381.069	373.326	399.173	421.289	373.669	294.803	384.65	316.969	262.274	181.454	178.777	391.42	451.647	400.379	540.243	206.437	648.119	387.787	447.179	453.772	631.399	506.343	610.515	614.338	282.391	451.459	231.818	165.268	349.859	488.133	378.997	344.858	346.088	423.759	327.552	103.947	528.769	438.762	225.599	268.151	239.417	386.426	319.349	93.8198	15.2672	426.312	131.406	142.206	221.95	365.962	140.861	371.171	285.91	223.3	388.776	227.74	343.188	316.896	271.732	384.517	461.577	614.659	483.26	266.212	277.817	338.658	327.147	407.702	160.54	352.843	205.727	268.563	562.105	150.518	363.324	429.284	157.118	115.418	498.339	540.293	172.047	397.44	140.687	210.951	142.595	144.206	380.491	36.619	389.344	236.709	313.726	388.182	226.562	125.438	481.879	445.983	486.269	326.675	342.304	26.8752	273.746	294.056	379.214	370.776	323.44	261.522	378.164	198.397	374.208	544.234	299.473	330.515	381.801	283.046	349.51	389.646	342.124	278.245	507.169	302.459	378.061	374.567	300.803	541.685	200.52	343.189	494.728	507.075	240.559	234.289	574.677	377.092	351.779	498.849	304.129	337.334	405.838	337.349	392.2	404.802	412.706	387.065
