TCGA-3H-AB3K-01	TCGA-3H-AB3L-01	TCGA-3H-AB3M-01	TCGA-3H-AB3O-01	TCGA-3H-AB3S-01	TCGA-3H-AB3T-01	TCGA-3H-AB3U-01	TCGA-3H-AB3X-01	TCGA-3U-A98D-01	TCGA-3U-A98E-01	TCGA-3U-A98F-01	TCGA-3U-A98G-01	TCGA-3U-A98H-01	TCGA-3U-A98I-01	TCGA-3U-A98J-01	TCGA-LK-A4NW-01	TCGA-LK-A4NY-01	TCGA-LK-A4NZ-01	TCGA-LK-A4O0-01	TCGA-LK-A4O2-01	TCGA-LK-A4O4-01	TCGA-LK-A4O5-01	TCGA-LK-A4O6-01	TCGA-LK-A4O7-01	TCGA-MQ-A4KX-01	TCGA-MQ-A4LC-01	TCGA-MQ-A4LI-01	TCGA-MQ-A4LJ-01	TCGA-MQ-A4LM-01	TCGA-MQ-A4LP-01	TCGA-MQ-A4LV-01	TCGA-MQ-A6BL-01	TCGA-MQ-A6BN-01	TCGA-MQ-A6BQ-01	TCGA-MQ-A6BR-01	TCGA-MQ-A6BS-01	TCGA-NQ-A57I-01	TCGA-NQ-A638-01	TCGA-SC-A6LM-01	TCGA-SC-A6LN-01	TCGA-SC-A6LP-01	TCGA-SC-A6LQ-01	TCGA-SC-A6LR-01	TCGA-SC-AA5Z-01	TCGA-SH-A7BC-01	TCGA-SH-A7BD-01	TCGA-SH-A7BH-01	TCGA-SH-A9CT-01	TCGA-SH-A9CU-01	TCGA-TS-A7OU-01	TCGA-TS-A7OY-01	TCGA-TS-A7OZ-01	TCGA-TS-A7P0-01	TCGA-TS-A7P1-01	TCGA-TS-A7P3-01	TCGA-TS-A7P6-01	TCGA-TS-A7P7-01	TCGA-TS-A7P8-01	TCGA-TS-A7PB-01	TCGA-TS-A8AF-01	TCGA-TS-A8AI-01	TCGA-TS-A8AS-01	TCGA-TS-A8AV-01	TCGA-TS-A8AY-01	TCGA-UD-AABY-01	TCGA-UD-AABZ-01	TCGA-UD-AAC1-01	TCGA-UD-AAC4-01	TCGA-UD-AAC5-01	TCGA-UD-AAC6-01	TCGA-UD-AAC7-01	TCGA-UT-A88C-01	TCGA-UT-A88D-01	TCGA-UT-A88E-01	TCGA-UT-A88G-01	TCGA-UT-A97Y-01	TCGA-XT-AASU-01	TCGA-YS-A95B-01	TCGA-YS-A95C-01	TCGA-YS-AA4M-01	TCGA-ZN-A9VO-01	TCGA-ZN-A9VP-01	TCGA-ZN-A9VQ-01	TCGA-ZN-A9VS-01	TCGA-ZN-A9VU-01	TCGA-ZN-A9VV-01	TCGA-ZN-A9VW-01
HSF4	334.213	418.866	709.932	115.996	255.654	34.592	399.98	123.43	254.625	491.969	161.781	84.2603	251.874	117.289	307.457	621.863	344.591	179.203	69.9658	318.803	161.704	235.692	331.762	467.16	143.77	232.183	270.96	208.081	42.2211	171.889	140.108	81.9048	525.31	226.925	197.138	94.5633	188.765	228.992	153.804	272.887	135.034	197.913	870.484	167.164	212.905	601.016	2592.18	261.13	601.749	321.712	158.032	277.835	542.845	146.009	129.694	102.262	321.788	364.795	428.855	219.139	162.724	131.177	64.418	351.267	218.541	509.887	210.844	169.699	155.696	206.763	107.806	393.21	165.262	190.911	211.019	157.986	56.0654	217.609	155.998	46.0097	629.607	415.729	75.8477	165.423	97.6327	166.853	96.5931
IK	2607.32	1982.28	2475.08	2034.83	2120.74	2516.49	2285.88	2327.79	1451.58	3736.06	2331.51	1325.26	2057.84	1999.11	2172.06	2066.25	2672.16	2541.87	2190.57	2108.43	1593.98	2159.26	2444.31	1340.27	2298.2	2437.8	2054.84	1910.64	2531.46	2435.29	2277.14	2132.15	2757.59	2722.98	3964.36	2494.72	1779.99	2972.98	2148.81	1399.67	2678.13	1552.73	2573.73	1985.43	1775.86	2775.7	2971.43	2001.37	1842.71	2082.95	2243.52	2400.08	2113.98	1329.91	1870.51	2017.13	2194.25	2517.47	2691.53	1314.06	2314.45	2043.99	2178.28	2099.49	1870.82	761.003	4599.5	2269.35	2628.59	2232.64	1652.21	1717.39	1914.42	2390.14	1390.61	1731.79	1561.45	1832.21	3690.85	1816.64	2560.61	1481.22	2246.86	2249.77	2222.6	2810.2	1945.38
IL15	150.61	524.394	50.9819	472.05	122.97	247.251	249.232	97.8622	238.303	170.04	16.0094	99.6651	129.969	76.4444	805.318	247.221	190.942	117.248	211.868	95.3173	137.819	348.604	88.6415	58.3257	186.965	399.183	404.938	670.638	168.326	21.0104	1189.71	277.593	65.2438	127.195	112.159	493.762	174.287	463.198	219.156	81.2501	125.943	208.338	523.604	216.836	592.388	209.969	47.619	39.7987	82.0339	106.864	165.419	148.192	161.465	78.5047	65.4494	447.726	32.9963	302.375	363.049	246.412	53.6913	321.305	448.724	279.731	40.1419	147.622	221.033	48.8167	44.102	98.9216	173.044	751.492	81.7585	153.185	71.4458	67.6828	340.383	143.453	153.964	302.1	247.212	135.51	19.5506	359.418	121.039	64.2699	210.784
IL16	1136.59	299.349	632.931	1945.68	613.363	520.894	1444.68	993.349	623.504	2412.75	235.845	591.491	897.325	664	721.462	364.606	1158	693.527	459.11	384.594	410.713	490.398	1437.88	374.834	1520	1405.87	285.9	1137.45	524.274	313.723	496.342	939.092	259.587	1654.31	653.564	2017.27	109.027	2263.06	469.697	674.092	485.249	501.45	1703.23	554.03	707.222	352.025	502.164	318.847	2246.78	857.86	1271.74	475.566	1066.58	200.935	751.751	652.688	232.038	3092.38	395.375	623.206	352.931	384.083	1558.63	421.104	643.855	195.777	318.64	274.542	393.73	705.104	275.085	871.697	2447	171.81	614.176	278.562	369.912	282.775	2770.12	1092.49	618.76	919.052	1088.42	247.953	462.008	2225.35	515.756
ITGA7	74.3902	150.315	342.145	321.52	265.774	192.615	202.08	1885.04	249.184	118.546	66.3803	2794.23	243.15	838.222	261.281	1509.12	217.19	231.779	158.615	384.964	219.632	282.935	964.074999999999	120.73	132.734	46.0453	195.452	738.298	246.741	215.356	578.926	90.0701	100.642	69.4499	210.168	100.768	305.588	658.187	504.329	382.631	120.122	330.701	521.273	819.582	192.908	88.4735	5916.88	367.795	138.983	132.841	583.343	1276.52	203.528	141.589	1561.61	369.758	3969.66	2328.98	110.407	524.805	195.078	790.905	545.651	110.341	542.972	193.408	217.569	306.252	252.922	388.785	180.697	283.887	717.402	44.473	1163.79	872.046	749.401	293.289	138.69	1194.67	111.538	187.835	321.856	358.053	63.0011	129.343	33.9636
KIF22	1275.61	1398.53	970.544	1145.78	1417.63	2068.29	1085.69	1502.14	915.669	735.412	1426.01	606.657	714.286	795.556	1421.45	1040.02	971.693	889.543	972.613000000001	1260.18	397.535	1194.14	1208.82	825.125	875.286999999999	894.17	886.29	1479.57	918.403000000001	1484.1	1093.29	1512	1585.29	637.924	884.172	843.09	1844.08	1760.87	1983.23	1914.1	1972.75	935.318999999999	1404.83	921.313	941.444	2007.48	6790.48	760.293	1246.78	1902.29	1179.59	2162.89	1023.07	961.215000000001	699.758	1725.34	1917.51	1213.48	1369.64	875.769	1074.9	357.884	1000.43	841.347	546.669	2371.42	547.859	1236.27	1176.41	1116.89	864.796	975.277	952.314	787.591	1122.9	931.898	1041.5	533.629	1787.69	989.499	1375.75	771.914	2173.91	1118.74	722.031	1290.22	931.723
LIMK1	1333.54	1503.58	1615.18	2782.12	1463.74	1395.53	1107.88	1249.88	1600.11	693.035	1217.49	1481.25	1578.04	1469.33	1259.87	2094.26	1560.47	903.576	966.527	2999.17	655.603	1382	1643.4	1884.78	946.584	902.339	1205.46	1202.13	1700.09	1365.2	2446.92	1768.43	923.13	1117.05	1703.35	1395.39	1591.64	1077.21	3086.58	1647.68	2330.47	2020.19	960.019	1338.75	1990.57	1652.96	435.498	1169.72	1311.86	1975.5	2364.24	2725.86	2395.75	1200.93	1510.23	2246.31	985.631	881.762	763.894	2467.81	1426.04	905.586	1794.46	1596.49	2257.45	5300.18	2778.34	1689.39	1239.64	2222.86	1715.14	1518.33	1126.77	793.293	1815.84	1387.78	1553.87	1403.73	921.338	1690.23	2258.18	2768.78	1825.5	1449.5	885.834	612.171	1446.43
LMNA	11379.9	15282.2	16182	9129.7	18646.3	15798.6	21100	18016.2	34858	8582.48	8317.45	25798.1	11463.8	26703.1	20987.9	8985.77	11057.1	13454.5	21575.5	15110	70077.5999999999	15025.6	30552.3	14804.9	10215.6	11136.7	19224.4	22613.6	18089.7	11080.6	28484.7	13303.8	21994.8	9533.36	10871.6	12530.7	19803.4	22227.1	12958.3	21346.1	19142.7	16440.3	14034.3	10843.7	21575.1	17466.7	30994.8	13866.4	11433.2	7791.59	21178.2	27577.7	12723.2	19081.8	20501.6	20464.9	52486.4	19621.1	54204.7	27591.2	15942.4	33960.9	16389.4	32779.8	17877.4	14894	8999.69000000001	11596.7	15142.4	9415.38	18096.9	8300.51	14247.9	11030.5	12517.6	15248.2	22891.9	16598.1	8972.66	9104.20000000001	13094.9	7601.52	17140.1	8436.76	7168	11440.9	25598.7
MAPT	74.3902	29.4651	489.804	42.8693	175.034	296.331	294.007	231.354	208.379	138.929	547.442	20.9441	173.292	954.667	410.584	228.991	79.7735	1051.61	31.5709	285.952	95.5401	131.012	370.255	302.641	114.91	149.647	244.834	48.0851	70.2042	211.059	529.459	186.047	192.261	59.3055	1109.01	272.553	40.6409	84.7604	979.437	38.7355	23.2835	109.567	117.03	378.746	123.292	220.561	198.268	348.582	1135.59	125.757	65.891	138.26	154.229	85.0467	88.0815	23.036	197.978	48.2408	373.99	417.384	120.269	125.556	17.3085	14.2236	217.083	123.15	69.5844	1478.27	148.778	226.6	295.918	311.168	217.639	413.941	194.539	104.041	293.695	102.895	1639.84	236.672	1832.14	10.2862	328.567	239.309	172.967	159.068	178.221
FOXO4	432.927	173.802	304.003	427.232	305.442	146.776	656.959	441.33	169.206	525.141	467.005	382.05	333.045	271.111	375.815	463.317	255.79	297.42	300.875	212.432	328.899	418.521	342.015	116.243	747.104	376.532	353.996	370.638	148.209	214.879	222.18	175.218	209.613	319.157	384.172	361.804	146.932	191.805	250	193.678	433.92	1202.44	711.505	1001.55	660.703	210.592	311.688	277.676	451.525	286.937	281.074	541.518	308.91	307.477	720.555	168.931	243.747	393.883	200.92	288.643	272.394	234.8	292.514	187.924	366.559	318.926	265.743	325.445	184.91	216.822	176.02	572.89	369.64	473.999	259.529	252.272	199.92	251.606	443.562	215.67	178.826	256.708	300.846	2711.56	362.734	3538.86	209.734
NFATC4	304.268	89.6765	127.644	271.343	482.459	91.6773	153.343	1114.01	698.585	93.3345	2502.54	1321.65	295.137	784.888999999999	646.811	460.649	1103.45	409.235	130.088	369.816	425.538	429.956	1470.82	582.849	573.412	132.195	150.747	617.021	244.689	894.374	893.751	147.656	900.92	269.216	549.79	154.511	1186.79	423.404	1583.87	1040.19	1261.01	312.306	89.5209	632.836	272.284	82.243	2210.39	249.771	164.746	273.358	341.435	1048.87	184.08	99.5327	1534.09	427.053	3913.25	1166.23	260.102	799.508	382.998	261.987	591.952	178.872	2143.36	765.739	76.1965	279.966	239.639	328.972	126.275	422.421	921.798	86.6654	1696.19	919.032	450.519	500.582	121.582	231.422	67.2884	402.952	1931.14	82.8025	91.2562	590.48	147.759
NR4A2	73.1707	184.905	42.6737	109.122	167.596	33.3372	104.606	40.8551	1338.96	2163.32	129.637	1834.42	121.846	1651.56	345.647	302.357	279.465	64.2825	199.315	28.078	321.212	171.852	1644.97	63.628	760.756	323.431	260.429	464.681	302.576	98.3668	67.0732	131.906	40.9509	78.4237	17.8197	4856.05	89.4881	149.226	159.091	348.62	68.263	2157.35	922.252	60.1791	171.763	28.0374	25.974	379.231	241.356	96.2362	1187.42	826.778	49.7512	229.439	2351.29	569.403	599.255	2244.44	2136.52	476.835	183.266	1171.03	1843.79	214.216	175.357	84.4681	43.4509	93.0438	1826.78	349.101	91.8367	99.7442	85.2131	92.3671	41.7484	334.499	1382.68	26.6627	71.4831	46.8498	161.273	577.817	648.38	633.758	1480.72	216.108	103.291
PARN	1312.8	1907.12	1286.63	1086.83	1651.67	1062.62	2499.46	1190.02	2001.09	1456.34	1473.64	925.152	1395	1221.33	2037.07	1238.77	1837.88	1283.84	685.432	1185.55	726.983000000001	1469.89	1819.11	2226.57	1395.98	1438.17	795.841	2318.72	896.233	1429.18	875.306	1187.15	1701.89	1418.65	998.428	1288.39	1113.33	1853.19	1864.18	1537.14	1267.36	1089.27	2078.1	1566.57	1650.29	1570.72	1504.76	1441.45	2265.08	1446.49	1387.4	1834.33	1972.86	1548.6	1108.97	2015.36	1604.04	1580.51	1826.18	1744.98	1610.74	862.58	969.276999999999	1283.57	1466.23	1871.72	1266.37	1567.14	1341.66	2296.48	1491.07	1388.75	1137.13	1315.95	775.574	1341.91	1669.19	1052.61	2602.72	957.997	1327.48	1287.12	2241.9	1188.81	1471.55	1726.45	1553.22
PCBP1	10487.8	6885.02	10392.4	8489.1	7922.65	7151.75	9939.97	9072.67999999999	6710.56	9309.84999999999	7469.74	7037.94	6883.46	6017.78	4703.57	7805.25	10738	9717.07	10712.8	9090.24	9998.22	9543.64999999999	7707.11	10498.6	7726.26	9726.7	8897.21	8694.89	8644.98	9565.93	8664.6	8945	6082.25	9584.86	11755.8	8458.73	6837.44	9489.19	8059.52	7040.89	7645.46	8682.6	6611.96	7012.78	8415.75	3781.93	1955.84	8371.45	8931.53	8359.56	8759.36	7878.82	10098.6	10556.5	6535.77	7509.16	7591.8	8666.93	11524.1	7371.05	5289.66	10444.4	8498.49	7013.52	6614.96	4532.86	9889.18	7741	7261.96	7883.82	7424.74	5048.59	6941.99	8148.45	4846.26	6282.2	8725.46	7201.55	10343.7	5897.82	9965.99	6244.63	7916.55	9429.03	8770.14	8057.84	6995.45
PLRG1	785.366	588.876	663.897	561.198	797.818	716.287	975.136	745.843	443.417	1077.1	650.918	660.101	805.264	460.444	770.548	756.781	992.795	861.928	647.014	728.18	747.299	815.152	522.436	484.96	805.886	720.015	500.585	841.277	736.118	538.63	953.697	552.233	737.81	777.995	539.832	980.806	1399.37	1046.17	966.45	562.61	936.632	645.806	927.847	704.478	817.502	709.034	512.554	486.276	720.678	689.004	564.451	442.988	1122.12	721.963	653.271	603.662	433.209	621.162	748.477	527.265	667.919	765.694	749.026	544.807	736.815	298.401	753.779	875.363	602.019	728.109	670.493	901.108	786.494	708.148	743.294	559.922	913.008999999999	788.99	1027.04	808.966	864.143	798.301	733.003	939.035000000001	654.066	1054.83	1025.21
PNN	2149.39	1358.81	1461.48	1285.59	1534.65	1610.37	1730.36	1237.53	1549.51	2458.88	3466.61	1735.47	1959.82	1700.44	1397.93	1700.76	2863.61	2115.44	2711.68	1286.78	2622.96	1707.41	1790.87	1578.06	1652.35	1865.58	1208.58	1347.23	2933.39	3018.81	2079.69	1512.98	1313.2	1845.49	1599.58	1801.82	2994.14	1237.58	2475.65	1368.03	1340.39	1693.09	1734	1331.1	1579.05	1294.7	766.233999999999	1745.2	1307.8	1642.51	1402.6	1644.82	1639.08	1900	2956.85	971.057	2141.03	2871.57	2677.11	2008.61	2033.47	2931.78	1881.44	1717.61	2290.2	1611.21	1471.35	2605.23	2705.63	2347.09	1499.57	2312.87	2693.42	2048.04	2547.52	2154.66	2056.66	1555.45	1631.28	2456.38	2236.97	1219.59	1961.19	1590.99	2287.51	3212.69	2294.82
POLR2D	513.415	669.585	637.462	605.529	441.8	743.605	564.24	532.542	595.212	411.959	1050.37	421.049	489.007	428.444	477.055	590.04	685.538	456.315	637.505	608.479	829.661	459.034	329.464	451.106	376.207	495.73	379.467	442.979	789.49	626.491	961.662	572.413	712.823	376.512	382.075	759.597	1039.47	549.948	617.965	741.171	604.842	581.426	359.016	319.522	499.024	663.551	509.957	607.045	594.576	512.472	534.501	572.507	454.998	529.439	446.524	531.01	621.607	553.028	505.284	472.325	587.383	722.195	512.332	559.461	407.229	524.176	421.6	665.91	512.221	437.671	721.513999999999	426.257	494.006	623.763	601.264	609.705	562.65	737.543	353.75	586.43	590.967	345.707	476.802	469.973	604.811	437.036	664.566
PPP1R8	1043.9	1049.64	631.042	820.363	897.484	1293.21	683.903	668.409	1030.47	776.715	821.164	985.095	825.842	938.667	963.825	853.713	1112.71	1032.14	797.642	639.882	943.87	626.638	712.27	622.82	843.81	900.854	584.275	888.511	812.481	1059.59	1079.04	769.78	755.162	914.163	796.122	740.403	1084.8	688.828	1126.62	882.414	875.777	738.578	648.56	759.881	602.472	697.196	735.065	884.264	806.102	844.28	978.689	1156.93	620.986	1009.81	927.914	1151.21	1186.27	795.724	832.028	842.558	1056.29	1041.03	813.933	1020.65	1139.82	1047.56	871.222	565.356	722.104	605.032	1252.13	755.328	994.92	497.566	1028.65	1057.75	805.267	872.734	623.186	855.008	1050.28	1230.32	1284.21	918.107	842.688	1356.9	969.888
PRCC	1693.9	1804.63	1757.18	1204.73	1484.07	1898.83	1832.19	2530.17	1380.85	1231.59	2444.75	1446.59	1416.66	1628.44	2108.65	1410.4	1344.31	2284.74	1833.4	1474.09	1446.83	1340.51	2139.16	1955.75	1583.71	1809.88	2072.51	2551.49	1956.28	1562.41	2080.11	1559.74	1933.02	1527.9	1076.52	1422.74	1704.18	1916.06	2127.71	3753.57	1744.68	1580.33	1515.79	1002.03	1783.34	2310.9	2234.63	1879.23	1397.97	1817.27	1778.6	1931.66	1467.66	1503.74	1517.57	1365.62	1808.94	1458.66	2560.74	1561.3	1612.89	1530.89	1353.96	2568.43	1384.89	2140.91	955.605	2069.08	1557.39	1342.92	1776.36	1209.72	1174.56	1246.39	1609.68	1499.65	1369.51	1962.9	1193.83	1070.27	1933.44	1046.51	1584.48	1663.33	1644.52	2338.62	2471.99
PRKAA1	535.366	667.023	859.894	887.103	723.937	884.825	1046.85	872.209	1457.56	1277.18	999.219	1608.36	664.464	1603.56	788.444	1117.39	1268.66	639.656	1143.02	1169.3	1436.4	1075.87	733.45	1619.66	853.67	578.166	888.369	841.702	939.341	1953.97	640.549	939.092	282.492	732.345	1123.69	1062.38	1984.37	846.808	766.775	445.931	1127.13	707.388	1068.66	1085.13	999.024	441.122	704.762	1229.64	1196.61	720.295	927.082000000001	874.454	1182.27	1089.25	1534.09	663.91	1258.12	1170.21	738.53	1072.98	1362.68	930.302	1415.84	984.876000000001	1165.17	892.836	1302.27	631.279	1739.64	683.25	857.143	896.419	1251.71	824.082	1180.15	1145.57	928.571	946.338	1518.25	1027.46	746.754	2354.65	1014.01	1055.96	1204.28	791.324	790.266
MAPK1	1228.05	1417.74	1479.23	2101.57	1724.56	2013.66	2613.97	1565.32	1936.34	2124.7	2118.7	3252.11	1858.01	2370.67	1587.11	2609.16	1097.79	1323.22	2207.68	1741.94	2910.13	2258.58	1202.54	1948.81	2636.1	2593.39	1548.54	1617.45	1774.81	1380	2098.55	2254.71	983.515	1530.24	1790.88	2012	2379.05	926.794	1636.9	1139.86	1784.89	1854.64	1667.33	2218.99	2254.39	1391.28	802.597	2308.33	1558.64	2378.16	2027.88	1562.57	1758.03	1927.1	2252.81	1172.47	2201.7	1736.17	2220.56	2867.98	3954.54	2755.31	2672	2264.57	2939.34	1615.95	1703.4	1384.81	3215.2	1583.32	2005.53	2576.73	2254.12	1609.39	2098.18	2058.45	4716.28	2267.83	1694.82	2789.18	1443.41	3774.6	3482.64	1769.79	1830.09	1121.51	1830.88
MAPK9	765.243999999999	715.277	1204.31	757.52	711.045	629.702	828.925	1039.43	901.523	1331.89	759.859	826.209	873.497	1064	943.372	722.543	1018.01	755.545	1139.98	936.178	756.085	737.721	764.827	664.015	925.346	798.366	1084.34	1025.11	1149.54	817.018	831.708	912.021999999999	474.753	687.476	2060.8	1094.05	1012.9	894.958999999999	1214.29	711.411	5903.43	800.56	931.577	951.403	988.614	716.511	389.61	971.18	1155.25	802.952	1025.69	1435.84	1072.37	675.701	930.972000000001	860.602	913.251999999999	796.221	950.889	571.136	1017.27	699.951	869.321	1211.16	798.612	1108.35	1803.84	689.275	895.324	749.964	840.136	1155.16	863.07	914.928	497.969	1044.89	792.099	1319.24	1090.58	926.494	1033.46	1016.1	1035.89	819.381	579.229	739.104	931.723
PRPS2	672.561	1361.38	958.837	877.847	1122.1	697.303	697.771	824.228	1144.18	682.307	793.05	733.044	660.132	931.556	682.091	1334.37	1027.28	851.516	1402.43	798.374	541.943	680.219	882.493	1900.68	426.266	515.782	602.469	849.362	940.573	723.903	687.501	850.99	420.614	542.333	1264.15	621.881	746.385	380.427	665.043	944.295999999999	1391.72	720.984	439.678	740.298	966.168	388.785	767.1	789.57	741.695	763.985	1174.52	791.021	726.82	814.486	701.593	1072.65	717.403	851.425000000001	424.22	693.317	708.725	440.929	819.991	1014.18	672.904	855.733	1336.59	629.611	615.834	963.336	980.867	377.664	776.13	552.302	532.831	893.861	703.112	973.751	1673.44	755.654	655.696	799.195	709.367	713.376	717.831	596.907	993.697
PSKH1	1291.46	1124.37	1288.48	981.123	1177.12	469.962	1434.37	747.672	908.595999999999	905.452	1028.89	1105.7	1226.58	652.444	1499.17	1121.83	701.492	1176.1	668.695	1650.23	442.01	1248.05	710.701	1172.88	1121.41	1461.9	616.967	592.766	798.111	645.534	707.203	537.468	670.484	1366.37	1175.91	1298.46	1082.06	661.275	1718.07	2191.34	1311.76	1372.34	2335.94	1770.03	1530.25	1648.6	1339.73	1298.72	1411.53	1618.3	822.486	1307.51	1260.85	898.598	1051.47	775.954	1553.49	639.309	217.799	1538.75	1060.22	721.206	472.523	1168.49	1501.05	1238.6	1061.4	1062.7	921.36	1140.95	681.548	1831.2	1940.32	1622.32	1011.86	690.253	1034.27	1205.45	679.395	887.621000000001	713.842	868.515	897.286	1807.55	534.173	1270.94	1224.44
PSMD8	4034.15	4256.65	2540.03	3679.94	3198.21	4422.73	1828.63	1663.66	3829.16	2362.86	2009.37	3130.78	2488.36	5008.89	3309.22	2564.7	3512.09	2468.54	4653.48	2997.32	2832.16	3001.52	3187.96	2541.45	2294.03	2783.51	3098.12	2675.32	4576.41	3594.69	5293.34	3136.21	4755.16	2065.94	3762.05	1958.25	2993.75	5158.05	5218.61	3961.42	5310.76	3556.13	2079.03	2261.01	3095.32	4849.22	8734.20000000001	2855.44	3911.19	2683.39	3653.5	2811.28	2791.04	2848.13	2098.05	5194.92	3166.58	3183.89	3896.56	2726.12	4510.43	2483.44	3201.64	3156.77	2620.84	2605.88	4020.15	3414.67	3335.28	2662.26	3548.89	1804.77	2204.02	3209.66	1701.36	3206.26	3452.91	2695.18	2757.9	2548.06	3945.15	4383.27	3000.58	2211.1	3305.84	3991.16	2224.79
PSMD13	3331.1	4477.42	1692.6	3520.64	2925.5	4242.62	2360.77	2324.94	3729.05	2185.31	2904.72	2454.79	1994.48	1889.78	3064.81	2306.36	4885.23	2048.44	4998.48	2958.16	2498.87	2842.09	3181.68	2745.39	2230.69	2176.01	3948.54	3000.42	4864.21	2805.36	4434.38	3681.06	4834.98	2440.11	2653.56	2239.92	3554.9	5672.18	3490.8	2483.8	6840.06	2699.99	2633.87	3379.58	2481.46	4495.33	8214.72	2472.1	2906.44	2165.61	3413.89	2096.15	3296.25	2843.93	1944.52	5659.18	1499.2	3185.38	3551.41	2772.86	2300.85	2251.61	3067.5	2759.38	2107.45	3082.69	2932.62	3216.9	2727.95	2194.11	3661.14	1568.2	1909.81	2380.26	1925.16	2980.84	2837.99	2009.84	2417.6	2384.09	2992.87	1859.57	1933.47	1781.16	1557.08	3413.54	2677.17
RBBP6	1012.8	1288.78	1269.26	1005.97	992.19	1033.45	1488.66	1250.83	1048.42	1270.21	1793.83	947.54	1340.3	1390.22	1276.75	1087.15	1126.09	1481.67	987.828	977.187	1322.19	1294.77	1255.1	1547.47	1297.76	1375.05	1554.78	1680.85	755.414	1199.98	822.486	818.998	605.24	1119.78	745.283	1332.53	1223.52	815.769	1135.28	1251.82	712.264	1074.48	1467.3	1134.33	1459.34	474.143	826.84	1309.24	1294.24	1246.94	975.003	1374.65	1234.28	1194.86	1251.49	797.992	1003.19	1363.67	1352.23	1425.58	1071.32	1939.2	894.851	1250.81	933.827	1325.44	820.53	1224.59	1221.04	1138.75	1863.95	1907.5	1431.35	986.389	1747.41	1533.21	1108.54	1428.89	1707.04	1334.81	1331.87	1435.6	1620.08	1193.36	1501.34	1197.03	982.493
BRD2	4184.76	4125.55	5953.55	4537.33	4691.21	4364.39	3826.45	4596.2	4359.09	7009.21	7429.52	4462.54	4675.08	5619.56	4214.75	3892.4	4234.17	4892.26	3105.74	3626.86	7511.43	5304.86	3555.86	2488.83	5501.64	5297.07	4096.17	4618.3	3933.9	4797.05	4724.89	3415.77	2255.08	4895.83	3324.42	9111.32000000001	4709.65	3724.29	4394.48	3569.81	2699.83	5180.85	6756.96	3563.94	3640.86	3901.56	1821.64	4611.16	5309.83	4148.78	4274.16	5629.72	7129.35	4385.98	4891.58	2509.16	3947.31	6068.39	4730.08	4385.4	3760.89	5474.54	4614.02	5036.44	4851.36	3336.89	4170.66	4610.05	5720.51	5677.64	5164.54	4742.11	5726.55	4928.52	5323.14	4273.53	4587.39	4418.5	4803.42	4478.59	6073.87	5370.3	5319.23	4280.25	4782.36	5962.64	3941.18
RPLP2	26739.6	13237.5	11051.4	13490.2	14991.9	13528	14098.5	12286	12595.2	16516.5	21634.5	10944.4	12470.5	10672	13319.2	14172.5	45477.6	16311	24684.7	14000.2	15719.1	9285.55	41626.2	19593.8	14316.7	15978.8	16134.1	10488.1	21675	20272.6	13268.8	17998.8	62268.3	10053.1	40426.6	26918.9	12870.3	25110.2	19202.4	25394.4	30996.7	15411.4	18451.1	13707.5	9961.29	27887.2	93270.1	12235.1	12408.8	24382	16710.5	7321.41	28625.5	12194.4	11824.9	27965.7	10407.7	24145.2	22493.6	14776.1	9111.41	13338.6	12749.5	18568.2	11617.4	18560.1	9682	18316.3	13470.8	16423.3	14466	10232.3	11647.7	13743.7	14183.7	16732.8	11865.5	10595.2	19130	11334	18038	16513.4	12552.4	13849.4	10111.5	30328.2	14199.9
RREB1	385.366	468.026	748.489	611.375	459.65	509.318	878.851000000001	707.838	535.365	1006.83	964.077	782.876	712.661	1010.67	673.399	604.713	576.943	584.88	591.86	613.651	575.986	932.116	556.951	461.303	722.074	835.499	1327.62	670.213000000001	544.801	888.166	358.003	354.866	94.3953	555.599	301.887	1193.86	700.274	437.73	524.892	293.351	167.218	840.148	1168.9	777.075	869.551	185.047	44.1558	1231.02	596.61	533.727	583.804	622.567	693.351	708.879	877.145	162.434	515.168	751.462	351.113	728.577	692.975	600.593	562.96	987.462	651.249	596.803	422.859	527.387	776.833	731.56	595.663	830.35	915.464999999999	728.293	1072.55	610.264	479.25	850.953	639.682	737.884	527.702	1105.55	928.801	1161.97	1177.93	394.457	641.807
S100A11	8401.22	5984.41	8518.5	8951.41	5666.05	9322.84	5357.9	11470.3	13041.3	1653.2	3379.93	9809.07000000001	7317.77	8249.78000000001	11336.3	4078.26	6352.55	5863.74	12046.4	8701.58	11438.5	7794.1	11050.4	12280.6	4261.9	3002.6	12304.1	15068.5	12099.8	6971.15	10297.8	12533.5	19228.9	5749.9	9076	1919.39	11049.2	16328.9	5679.11	9966.84	15425.3	3516.94	5070.05	5669.25	7914.44	8687.23000000001	25162.8	9080.97	4003.39	10943.2	14215.4	4324.2	6662.6	6228.5	4601.65	10754.9	8424.69	5389.54	7937.83	5669.54	7262.28	3977.76	15638.7	7141.1	5405.42	11450.6	8724.5	8746.12	3640.81	5390.08	10943	2414.32	3816.16	4374.32	2587.54	8031.32	9500	6927.04	4309.76	5012.52	8849.52	2906.53	3857.31	4537.76	2024.44	1906.41	11479
