TCGA-N5-A4R8-01	TCGA-N5-A4RA-01	TCGA-N5-A4RD-01	TCGA-N5-A4RF-01	TCGA-N5-A4RJ-01	TCGA-N5-A4RM-01	TCGA-N5-A4RN-01	TCGA-N5-A4RO-01	TCGA-N5-A4RS-01	TCGA-N5-A4RT-01	TCGA-N5-A4RU-01	TCGA-N5-A4RV-01	TCGA-N5-A59E-01	TCGA-N5-A59F-01	TCGA-N6-A4V9-01	TCGA-N6-A4VC-01	TCGA-N6-A4VD-01	TCGA-N6-A4VE-01	TCGA-N6-A4VF-01	TCGA-N6-A4VG-01	TCGA-N7-A4Y0-01	TCGA-N7-A4Y5-01	TCGA-N7-A4Y8-01	TCGA-N7-A59B-01	TCGA-N8-A4PI-01	TCGA-N8-A4PL-01	TCGA-N8-A4PM-01	TCGA-N8-A4PN-01	TCGA-N8-A4PO-01	TCGA-N8-A4PP-01	TCGA-N8-A4PQ-01	TCGA-N8-A56S-01	TCGA-N9-A4PZ-01	TCGA-N9-A4Q1-01	TCGA-N9-A4Q3-01	TCGA-N9-A4Q4-01	TCGA-N9-A4Q7-01	TCGA-N9-A4Q8-01	TCGA-NA-A4QV-01	TCGA-NA-A4QW-01	TCGA-NA-A4QX-01	TCGA-NA-A4QY-01	TCGA-NA-A4R0-01	TCGA-NA-A4R1-01	TCGA-NA-A5I1-01	TCGA-ND-A4W6-01	TCGA-ND-A4WA-01	TCGA-ND-A4WC-01	TCGA-ND-A4WF-01	TCGA-NF-A4WU-01	TCGA-NF-A4WX-01	TCGA-NF-A4X2-01	TCGA-NF-A5CP-01	TCGA-NG-A4VU-01	TCGA-NG-A4VW-01	TCGA-QM-A5NM-01	TCGA-QN-A5NN-01
SLU7	766.047	1012.5	1648.49	699.182	802.351	963.542	523.471	1495.24	682.739	668.19	964.827999999999	1106.58	768.086	1037.79	1396.62	1401.2	1460.13	1095.21	894.406999999999	1242.68	896.442	729.589	600.477	911.387	956.711	1112.06	656.823	765.39	764.512	1328.39	1297.63	1427.09	799.024	584.543	1313.38	680.352	938.828	854.586	1202.59	1105.56	1201.54	720.348	805.712	978.144	1130.22	972.868	959.692	900.677	763.208	562.353	937.595	509.82	849.919	742.534	1439.44	742.621	1145.9
GNB5	443.704	424.928	860.388	355.57	393.557	310.547	463.997	376.73	1007.71	555.36	285.623	715.386	400.361	861.716	787.041	363.804	833.333	455.381	803.422	274.655	100.821	152.366	159.659	408.064	332.477	351.087	243.89	159.842	395.086	207.878	419.433	418.197	443.656	340.515	486.028	236.29	273.466	347.821	737.907	242.663	207.398	274.54	529.494	1563.09	389.165	231.266	471.765	549.436	387.608	393.101	483.511	325.451	540.048	228.63	915.804	547.816	336.334
EHMT2	2822.87	5731.16	6356.88	5783.51	4401.83	6261.07	5301.27	7394.46	3554	4952.9	3625.54	5612.32	6486.21	5327.7	3219.56	4261.77	2736.35	6512.13	3375.63	5109.39	4353.1	1473.22	6392.87	3638.02	3042.1	4887.94	4979.63	4238.03	4974.42	3844.38	2721.84	4055.33	3529.28	6352.69	6671.17	4044.43	5350.35	3655.28	2367.94	2336.4	2437.84	2604.81	2978.93	3575.55	4662.03	3208.01	3603.27	2678.56	3345.34	2891.18	5988.33	2967.54	1558.66	2135.43	2563.71	5280.99	4522.03
MORF4L1	8382.67	6200.53	4755.47	3668.34	4773.18	2619.14	4868.9	3841.26	4583.9	4318.8	3953.67	7554.78	6214.56	5377.95	5638.46	4853.19	4367.82	3318.72	4735.81	3024.8	3837.59	9070.2	3037.53	3787.77	4348.29	3037.49	4295.32	6469.38	4194.45	4177.46	3678.71	5586.34	4202.31	4989.7	4698.58	6675.7	3441.47	2568.82	5393.65	7554.53	4807.36	2600.2	4154.03	5337.98	5102.88	5653.75	4690.72	5537.7	4495.2	3605.41	3739.73	3989.58	3760.11	2519.57	3873.03	3243.21	4296.07
SF3A3	2702.21	3481.48	3106.57	2957.21	1952.98	2736.98	2458.76	3665.22	1435.87	3839.02	2228.03	4189.65	1780.71	2455.31	1511.76	2826.87	1973.06	2310.88	2243.32	2271.74	1965.33	1907.44	6384.34	2389.45	2353.43	3641.67	2644.09	1808.59	2463.66	2370.51	2180.9	2040.5	1303.02	2728.81	3055.36	2911.36	4427.13	1995.86	1715.04	1949.19	2438.65	2786.3	1969.1	2718.19	1933.4	2566.54	2104.09	2048.76	2439.96	1703.44	2437.85	2711.02	1453.07	1588.57	2066.19	1872.49	1584.56
SF3B2	12990.9	6741.7	6323.42	6392.07	5956.47	10394.5	8484.09999999999	8870.67	4037.61	6899.12	4938.05	16747.8	6887.95	5409.52	3289.31	5036.47	6110.63	8605.03	5916.11	4121.62	4702.55	4964.12	18660.5	5922.46	4944.06	5049.85	7629.84	9312.32	7137.2	7559.67	8480.58	10060.7	4330.97	6204.22	6653.25	13460.4	10134.9	5941.63	4694.19	6959.7	7201.54	6459.61	5599.25	9494.66999999999	9582.01000000001	5107.24	5895.14	6134.99	8689.72	5750.59	6619.99	9297.8	4558.66	7272.91	5501.58	5985.83	5359.07
CPSF6	2512.45	2105.59	2054.52	1803.65	1530.69	1890.62	2417.22	2120.67	1339.92	2376.45	1894.38	1769.01	1780.71	1678.52	2170.04	2519.39	2295.26	2424.29	2050.5	3297.21	2483.58	1942.8	1165.31	1133.36	1847.8	3160.63	2479.63	3186.38	2609.18	2597.5	2058.22	2581.97	2308.34	2054.33	2999.32	2273.27	2163.5	2335.67	2459.83	2036.36	1824.14	1781.19	2052.9	2191.95	2625.75	1235.79	1788.55	2179.23	1838.14	1640.4	3129.88	2067.74	1507.28	1635.43	2076.09	1208.97	1595.45
TBC1D8	685.023	383.412	448.575	487.099	329.996	398.438	154.351	358.564	1283.51	314.236	599.724	142.645	672.018	702.534	946.347	1793.17	938.937	631.003	861.018	577.583	46.5328	526.261	618.552	538.325	236.806	462.292	291.752	509.321	859.065	945.398000000001	510.174	670.63	420.586	791.101	1284.44	625.862	358.52	1277.03	261.89	1392.47	553.062	834.356	727.996	402.914	493.042	759.69	633.381	871.332	254.563	4074.95	287.671	242.886	659.385	1471.16	594.777	295.159	569.872
FAM107A	63.8373	168.018	100.372	77.4072	485.416	145.182	230.346	70.5017	794.118	177.504	87.1321	77.8063	327.275	286.794	26.0008	373.961	309.986	421.404	1057.6	233.367	27.3723	173.167	353.96	17306.6	238.387	30.2514	743.381	858.396999999999	778.923	359.204	1342.42	217.513	652.174	110.07	318.353	71.8036	130.811	3511.52	374.418	131.844	300.788	255.113	1010.3	42.6565	504.97	839.147	3382.78	45.5982	96.5418	493.858	357.179	84.1683	2993.53	631.308	6905.45	8080.87	250.592
BAZ2A	994.949	1458.74	2214.57	1086.39	1142.12	1093.89	1875.73	612.638	2125.19	1516.6	1720.15	1131.85	1805.24	1235.78	2525.56	4843.61	1906.31	1592.82	1170.42	2914.48	903.873	1792.6	1421.11	1443.16	2277.19	2001.18	1745.64	3846.81	1109.85	3788.5	1977.03	2007.35	1500.23	1683.79	1701.27	1364.25	1609.23	1172.01	2214.58	2454.63	1677.81	1113.92	2550.79	1894.71	3118.14	1092.78	1890.12	2139.86	960.379	1557.32	2298.96	1186.86	2472.14	2043.16	1434.26	762.65	1017.84
POLI	332.866	222.232	342.421	273.128	263.822	179.688	361.568	214.965	934.908	418.629	442.036	209.645	310.728	281.458	108.13	430.748	537.356	376.837	314.691	360.373	447.536	103.484	127.024	161.719	487.843	333.191	272.403	348.673	343.064	250.39	398.014	597.424	408.607	272.131	300.437	183.328	173.877	333.065	316.535	202.365	188.801	418.2	340.824	581.565	374.255	127.261	377.489	220.316	369.837	382.181	605.277	251.703	281.149	242.018	344.89	419.126	181.431
DDX42	3777.27	2273.12	3413.88	2575.2	3303.44	3976.56	2652.29	3133.65	3696.24	2757.47	3130.8	3573.15	2430.66	2807.03	5118.45	3399.82	3109.91	2904.38	3257.1	5006.62	2939.78	2899.64	1949.04	2281.35	2840.48	3803.15	3085.54	4309.7	4391.64	2496.1	3542.01	3565.19	3924.58	3695.55	2897.79	3380.88	2856.86	2984.94	2739.12	3653.09	2308.07	3790.9	2400.75	2847.01	3335.49	2750.65	5241.75	2537.7	3406.34	4853.21	5849.82	3044.49	2377.83	2323.38	3286.36	1427.98	2023.21
U2AF2	5189.41	3818.98	5249.07	3847.7	4395.3	4345.05	7453.68	4554.07	3195.76	4624.6	3852.94	6967.45	4723.43	4178.75	4050.76	3677.29	3886.49	5384.27	4348.08	4297.99	6460.77	5053.56	8747.07999999999	4689.41	4293.34	6754.15	7243.38	4349.56	5545.96	4326.44	4434.62	3562.25	10258.7	3113.35	9205.13	7837.29	3606.74	4477.4	2940.3	3815.59	4807.76	6052.66	4357.68	9976.56	4898.61	5124.03	5681.58	4495.26	4021.13	5266.66	6136.99	6529.46	3416.26	2909.37	4275.55	4069.66	4931.79
OIP5	326.096	122.931	196.985	79.9559	190.144	78.4049	135.914	303.305	106.075	236.162	155.129	392.873	237.661	424.66	86.1081	142.687	149.073	133.239	141.031	145.94	297.646	172.517	217.266	173.416	179.431	138.142	161.492	144.252	110.069	74.4696	200.631	278.223	112.618	155.499	217.385	188.905	313.022	97.2845	183.639	133.189	146.545	130.45	163.361	486.483	90.3827	182.067	194.301	214.582	181.258	47.599	163.734	86.8657	158.394	133.285	107.528	308.406	115.798
FOXJ3	1866.01	1967.37	1300.29	1067.34	995.211	973.307	1027.59	2633.22	1770.49	1398.59	1170.97	963.393	1431.83	1114.27	1096.16	1617.73	1112.79	1075.35	1127.71	1920.34	1050.64	2377.54	1181.88	776.252	1308.16	1372.39	911.405	2170.55	1379.28	1985.96	1196.38	1199.48	1050.13	2138.17	1502.18	1875.55	991.045	2097.89	1356	2142.36	2363.45	1362.99	1357.68	2235.46	1337.48	1075.58	1103.61	932.28	1086.94	1375.36	1341.96	1123.45	1091.42	1554.58	1133.27	492.326	703.458
EXOSC7	782.182	814.201	483.271	769.037	1134.52	1151.69	943.098	506.488	396.818	915.993	995.431	974.74	1094.44	726.545	346.678	801.016	897.27	1109.33	575.125	700.101	1210.31	938.117	1975.15	798.848	967.78	559.864	1417.52	777.067	522.68	602.964	921.819	835.132	533.718	892.271999999999	1448.9	634.52	1614.42	1113.87	590.569	816.031999999999	892.258	490.286	683.052	366.593	1092.45	1500.65	984.319	848.758999999999	926.033	552.922	703.196	866.132	636.731	706.488	837.01	800.472	975.367
MAST3	174.676	300.869	413.053	418.502	479.756	472.005	724.552	1187.72	340.887	332.865	391.032	433.338	480.801	389.506	245.976	372.576	605.963	688.808	345.993	285.426	426.095	404.576	444.835	493.575	463.728	244.567	561.1	485.969	457.653	464.899	403.077	168.709	733.807	321.312	264.605	337.63	669.669	250.01	349.322	292.598	437.437	347.648	571.161	365.748	437.873	354.651	493.314	303.386	599.904	413.451	477.423	517.836	441.748	432.029	430.437	445.691	769.304
GPATCH8	1471.76	736.542	582.404	636.249	978.668	859.375	1602.98	1375.87	1227.1	719.156	1316.33	1153.59	875.186	871.054	1021.87	1615.42	1191.45	1215.23	1080.55	1239.09	759.58	1339.05	501.569	282.676	1049.22	1767.36	440.937	1891.94	1031.65	1337.75	872.749	1025.3	1535.94	688.056	1340.48	667.111	629.295	982.752000000001	1275.05	1774.86	818.273999999999	1740.29	1014.98	2819.13	2493.04	717.054	2101.78	985.553	737.752	1972.45	1450.53	1016.83	1063.11	991.761	1018.01	361.275	642.823
KDM6B	1260.96	1186.38	1186.29	1016.99	676.97	792.969	1267.38	3773.36	1889.59	809.842	1065.56	749.966	1385.86	1269.45	1143.21	1665.74	1687.86	769.118	1571.79	1786.16	1742.24	1334.37	1215.01	555.605	2225.74	2878.99	1233.71	1642.71	945.886	1816.3	1453.8	880.57	1132.65	996.721	800.706	614.15	444.651	1543.9	1028.54	1708.72	1827.77	1084.87	1046.35	774.997	1292.74	987.726	988.551999999999	1505.19	1103.27	1183.77	1416.54	698.597	919.903	772.914	1537.6	734.357	903.837
SMC5	725.71	583.666	831.062	466.331	495.864	401.042	722.664	992.647	738.187	553.603	745.086	473.322	464.713	374.389	522.493	540.166	889.727000000001	523.777	703.255	730.169	354.015	965.678999999999	300.238	281.347	659.814	978.696	464.358	1001.33	630.239	1004.29	866.128	843.967	444.543	474.005	293.546	747.063	341.832	634.931	578.021	908.016	820.699	526.585	799.157	1868.02	780.318	386.951	436.364	730.474	420.269	1191.71	541.857	701.403	693.77	612.255	909.05	522.432	438.655
TBC1D12	294.283	55.1918	98.3065	170.548	130.605	127.604	387.057	235.294	229.99	146.924	286.473	220.992	215.579	243.219	186.546	154.663	263.649	106.344	175.709	289.914	284.215	172.127	23.5973	110.766	100.415	302.514	95.2138	390.546	197.543	134.555	397.235	205.733	225.821	181.733	257.714	188.93	81.2862	236.097	316.94	373.631	100.667	329.755	356.273	345.053	280.815	148.579	212.795	118.736	235.831	197.543	225.266	351.904	262.136	230.175	475.462	44.8642	440.076
SIK2	1118.2	212.464	334.572	488.358	576.839	348.958	747.681	989.187000000001	380.424	881.195	1024.76	699.716	445.407	385.06	494.016	363.343	711.566	469.06	467.028	489.622	364.051	278.211	626.585	334.072	391.777	399.659	472.505	1123.32	480.852	856.084	859.118	693.769	206.744	551.288	406.555	680.861	837.624	490.744	418.539	744.196	880.938	628.834	866.105	488.227	355.865	438.63	387.879	394.131	309.798	298.796	493.658	379.158	783.576	1192.07	722.648	499.41	909.522
KATNIP	386.531	328.22	452.705	210.195	644.754	434.245	599.467	524.654	748.312	391.564	651.153	263.137	533.661	428.19	513.413	965.836	855.244	345.507	381.052	875.126	207.573	345.294	226.434	201.152	580.747	937.367	465.377	803.237	698.078	472.699	452.926	756.457	499.556	504.918	527.832	409.433	288.001	494.96	473.993	515.112	544.977	533.742	698.034	362.792	449.801	444.444	709.187	709.255	527.378	760.888	954.338	172.745	458.738	454.171	651.058	329.398	306.964
KAZN	775.233	1067.31	1233.21	491.322	590.209	526.1	1189.31	729.909	923.206	698.506	412.7	606.079	536.153	1060.16	950.801	539.123	496.034	516.889	411.983	728.63	301.474	2126.2	1212.33	2589	1142.15	732.684	1102.06	1370.97	519.966	446.685	756.316	838.064	1076.39	383.649	370.732	504.188	142.315	548.297	995.369	868.458	1577.85	753.594	710.37	3175.62	485.81	667.771	819.155	579.232	984.121	895.664	672.009	432.765	826.153	1030.94	417.564	726.936	537.447
USP22	9911.61	13775.5	5894.26	7516.05	7549.85	4953.12	5171.93	7473.18	13767.1	5241.48	7021.57	6219.64	6366.24	5750.11	3426.33	6538.78	6611.35	4465.56	6430.72	9160.54999999999	6587.59	13361.4	6164.93	5208.24	7876.66	13646.4	10586	6762.49	10735.5	4672.78	9611.14	4824.41	3405.06	9068.38	3973.67	12108.8	6786.59	5130.89	6186.6	16090.7	12470.2	4517.38	4990.64	4713.34	4630.72	5518.73	7419.72	7675.85	5780.02	5090.46	8618.47	1096.59	5122.57	7142.64	6289.96	2938.02	4623.87
SF3B1	5315.68	7053.32	6356.88	3390.81	5106.23	4337.24	7059.07	8535.9	5579.07	6206.33	7003.29	5261.65	5833.96	8560.25	9991.33	8100.18	6328.66	5364.85	5330.55	8051.16	4610.4	5981.28	4714.45	3423.57	4957.5	8944.61	4636.46	7827.43	8092.23	6394.7	6144.68	9116.19	4528.39	7092.27	8717.72	7590.3	4056.77	7210.22	7260.47	7983.79	6217.91	8886.5	7797.28	8621.26	5734.1	3279.07	6363.83	4648.31	4610.47	11246.6	8826.99	3910.22	8235.84	6524.2	5136.43	4176.51	4042.63
GCAT	1083.13	258.864	414.705	1589.68	324.771	5720.05	304.454	293.685	243.491	1597.19	1234.73	390.652	718.443	459.315	165.497	164.82	297.773	335.8	293.406	298.889	655.11	547.062	4172.71	377.492	349.476	736.259	1380.86	157.024	573.999	447.738	483.692	1241.13	223.159	362.529	1246.31	492.44	880.69	362.999	233.961	656.154	214.676	325.665	266.854	162.602	320.577	808.139	604.137	319.639	269.452	999.628	730.086	612.024	353.155	71.0608	423.683	1459.86	729.038
SRRM2	6530.34	7365.42	7407.27	4891.13	7238.14	5264.32	7063.79	12234.9	7108.49	5332.16	6719.8	9766.85	5840.86	6143.17	8143.62	9343.95	10719.5	7486.87	7019.62	18783.4	7552.46	8481.02	5760.26	3376.61	9005.33	12077.1	7164.46	18768.4	10047.3	9602.57	7837.21	13073.9	9960.07	8012.65	10578.2	8357.73	5113.48	8428.22999999999	7196.52	9904.51	16455.6	8478.02	16877.8	22344	7303.68	4033.59	8817.7	9522.35	7046.11	13390.7	9053.27	7088.98	10375	9030.9	10999.5	5331.76	5103.27
SHPK	295.335	117.71	191.656	271.869	119.286	106.771	118.005	312.284	404.055	110.018	245.67	692.152	377.838	269.898	413.537	392.765	512.213	174.298	353.923	333.445	445.255	63.9626	157.65	101.462	572.445	688.965	248.982	243.814	279.379	246.88	403.396	197.318	187.666	153.63	210.857	119.673	635.755	365.107	255.009	166.938	100.667	138.548	248.595	571.429	203.28	212.532	310.422	518.284	210.855	143.442	274.48	244.489	468.447	169.413	361.999	208.382	307.911
BRD1	906.699	810.782	570.838	1085.59	343.491	595.052	954.898	1348.62	674.542	790.51	417.809	658.652	1057.21	991.996	903.838	1581.72	681.753	683.955	726.21	1062.27	968.065999999999	959.958000000001	375.549	359.77	465.705	871.751	1196.54	1615.33	1576.48	799.922	1161.33	1132.16	972.937	1083.37	1146.16	722.619	740.727	1137.9	769.075	1606.22	713.564	732.106	829.12	703.622	837.972	620.155	881.578	514.221	1182.52	1535.67	904.11	849.699	1066.75	438.723	1180.55	606.848	958.314
PRPF6	7599.09	6756.85	5935.56	4762.11	9131.04	6437.5	5580.7	4944.64	5836.55	3210.9	3457.66	6585.44	4961.53	8168.52	3564.18	3747.92	3513.65	6309.15	2916.11	4573.54	3754.56	4661.99	10442.1	2598.14	3882.19	3992.33	5254.58	7645.45	4445.42	3124.03	4932.33	4823.99	3665.04	3656.21	6244.86	4976.35	9632.14	5705.11	3143.49	5078.84	8806.55	6749.49	3181.65	5373.03	3104.37	4428.94	7763.35	2354.85	4053.31	3800.47	9513.95	2749.9	3414.64	4399.07	2209.37	6636.95	3302.7
VAX2	265.521	270.098	255.266	448.081	360.47	332.682	424.347	140.571	515.429	123.023	158.963	203.161	564.458	369.053	40.4457	203.601	515.805	108.109	114.357	122.966	210.31	459.178	889.67	346.921	58.5096	301.236	557.536	231.912	1009.86	54.9922	184.987	129.161	100.266	355.503	384.504	304.529	3.2299	115.519	240.437	569.426	76.4099	344.07	145.599	123.746	242.048	217.054	163.54	11.7381	195.005	238.243	205.48	92.986	199.434	280.639	231.427	402.597	481.762
DPCD	589.267	492.33	465.254	585.274	473.226	1132.85	542.031	934.308000000001	494.301	401.986	346.888	1651.89	637.006	709.36	283.306	1372.84	792.963	268.503	460.768	891.745	1015.92	300.572	2213.9	1334.51	476.881	1327.65	1033.75	360.402	304.395	751.681	348.137	506.334	512.125	701.302	934.331	366.015	673.437	758.372	666.395	332.111	261.003	400.818	295.894	374.626	349.781	705.006	786.417	1059.63	705.091	634.808	579.807	503.868	220.036	326.988	1201.25	1159.98	567.655
NSL1	1056.82	699.422	870.715	604.783	499.782	629.557	1052.13	600.779	723.722	815.466	797.79	855.868999999999	737.289	795.465	937.681	814.866	537.716	774.853999999999	865.609	836.082	777.372	481.539	681.812	482.056	559.399	851.299	517.312	904.296	933.583	572.153	417.876	524.219	730.701	854.801	704.235	851.458	580.846	838.986000000001	742.36	1112.13	538.104	718.814	465.356	592.123	470.676	452.842	654.93	635.666	594.14	553.915	263.825	804.409	453.884	938.208	953.174	614.522	368.546
SYF2	1727.81	1815.96	1983.06	1082.44	1462.78	1822.92	1240	2029.84	1341.85	1250.97	1230.05	2069.97	990.100000000001	1953.76	767.643	1035.09	795.259	1116.39	1116.86	1140.81	1208.49	1613.62	2795.53	1924.68	1453.25	1391.14	1495.93	816.121000000001	920.929	1446.57	860.286	1214.62	1087.4	1136.3	1202.21	1011.36	2206.03	1854.2	1132.16	916.338	1480.09	1339.98	1353	874.67	683.4	1863.05	1331.41	1214.45	846.781999999999	1174.34	1287.67	816.834	856.796	1102.47	1207.11	1308.74	882.046
PNISR	2680.11	2334.17	2474.6	855.884	1322.16	1271.48	3638.34	2276.38	3256.99	1279.09	1227.07	1918.68	2736.79	2024.01	1656.62	2383.19	2086.93	1950.8	1196.58	2043.76	2693.89	2072.8	1185.39	612.76	2703.7	1057.09	2035.64	3739.58	2887.56	1509.36	1421.87	3088.09	3693.43	2044.96	2939.6	2161.75	1343.64	3131.65	1897.19	2255.37	1755.41	967.791	2687.73	3358.04	2699.8	812.662	2202.6	1833.41	1368.4	2808.29	3082.7	1258.92	1105.58	2259.53	1151.73	1269.19	796.779
CHTOP	3744.3	3816.54	3198.27	2384.52	2769.7	2710.94	3455.19	2539.36	2258.44	2396.49	2474.98	2863.7	3648.29	2294.35	2254.23	3023.08	2307.83	2414.14	2646.08	3234.83	2992.7	2483.1	3082.21	3949.93	2543.19	3005.54	3426.68	3921.57	2711.47	7383	2271.25	2578.18	4626.44	3483.84	2971.29	3694.07	3438.24	2707.52	2560.21	2955.32	3246.41	2045.5	2572.1	2526.03	2522.86	2410.85	1736.6	2088.49	3353.51	2162.55	3406.39	2434.47	1986.25	4179.71	3269.25	3109.8	3324.49
EPC2	562.96	825.435	885.997	536.816	434.48	354.167	811.876	1112.46	767.117	458.7	746.361000000001	490.072	409.094	615.829	897.235	797.784	564.296	732.493	618.948	761.135	288.777	740.51	337.894	374.391	504.843	817.639	466.904	924.427	835.866000000001	735.569	435.79	785.487	596.273	648.712	669.322	932.938	269.698	448.584	1031.37	1082.35	846.574	512.27	730.805	869.602	746.024	295.22	700.337	603.612	595.581	944.038	746.322	325.451	608.819	849.125	681.675	235.537	412.127
ZNF337	578.625	634.247	631.206	319.78	969.734	419.05	1001.12	515.904	1314.96	452.837	320.293	570.914	811.459	581.756	498.378	324.889	551.943	836.035	402.738	359.475	829.348	686.048	1074.84	459.73	727.049	461.87	517.347	983.420000000001	943.854	249.52	463.959	374.08	1631.45	754.492	581.956	802.52	551.018	447.555	525.145	150.837	631.692	1078.51	447.411	1058.11	504.21	388.501	583.919	346.763	657.445	442.839	1576.52	498.802	391.113	604.995	375.75	498.235	387.423
FBXL4	129.428	123.571	187.526	199.496	187.636	123.698	257.723	220.588	180.81	322.671	317.926	119.951	104.802	122.277	277.342	230.379	214.44	263.433	201.169	114.44	284.671	87.3635	118.489	176.783	313.105	108.223	510.692	283.851	413.012	215.289	153.831	299.554	257.32	214.52	124.034	166.523	501.713	155.992	184.173	133.158	255.104	187.628	240.637	259.74	165.01	115.633	355.556	267.72	165.706	193.572	189.751	218.437	235.841	156.54	231.427	120.425	122.217
HBP1	476.303	1494.32	1211.21	972.14	1337.16	841.803	1291.8	2179.12	935.656	758.481	1487.7	854.594	1050.96	854.793	1341.91	1062.99	1702.79	1800.65	1557.32	1379.02	495.589	1066.82	477.736	1131.62	1459.31	902.97	708.279	1059.54	1749.38	2653.76	1357.69	1368.07	1443.29	1597.06	821.378	985.624	1302.39	1131.42	2157.08	1170.12	2001.55	845.363	1553.15	1562.31	2105.17	1175.74	1680.76	1290.75	1096.5	1010.39	1629.75	653.912	1126.68	1462.77	1438.25	1265.6	1100.52
AKAP8L	913.013	3035.06	1452.29	1236.63	1576.4	2752.6	3325.39	1989.19	1351.98	749.736	1697.59	3548.83	3034.65	2234.77	835.741	1907.2	1191.09	1712.09	1163.61	1407.38	1445.26	2334.37	3390.49	2965	1407.39	1674.48	3459.27	1513.07	1781.05	1552.65	1812.87	1450.65	1337.18	1759.25	2299.21	1884.72	1697.86	2633.32	1674.56	2555.41	3283.2	1751.02	1860.02	1161.86	1920.97	1532.3	1411.83	1344.47	1601.83	2262.32	2192.29	1699.4	1287.22	3013.9	688.879	2452.77	2098.06
TAF5L	862.154	496.726	635.688	405.916	380.496	555.338	541.88	663.062	939.73	703.691	709.383	377.685	471.148	511.338	868.345	834.257	732.759	448.321	624.374	934.365	345.347	614.145	406.678	304.386	339.593	680.869	491.853	447.719	683.667	500	350.501	434.185	639.752	600	530.588	717.527	464.569	658.119	509.613	409.549	665.049	604.294	402.622	747.123	353.38	328.165	374.026	507.901	488.953	957.439	517.504	841.683	567.152	554.068	848.717	308.146	334.439
R3HCC1L	328.306	306.241	231.722	350.535	291.685	310.547	570.201	463.235	288.814	247.1	357.454	602.999	271.197	333.037	274.866	514.312	265.805	240.046	250.417	563.222	213.96	283.931	341.408	642.003	206.365	520.665	197.556	498.047	272.764	422.387	509.006	393.795	276.841	457.143	279.765	236.29	192.18	156.414	616.879	452.913	380.028	291.411	202.715	301.552	456.759	304.264	532.179	337.246	447.166	353.394	370.878	404.81	315.129	356.849	541.648	315.82	330.175
PRPF19	8680.81	3251.43	3796.37	4531.78	4890.29	6791.67	4330.32	5351.64	3135	5070.65	3007.12	3738.48	4736.3	3811.92	1795.3	3253	3399.07	4351.72	2721.62	2274.43	3614.05	3441.5	7795.15	4031.01	2740.46	3093.31	6233.2	4699.84	5022.23	4491.42	4217.31	4885.84	1909.94	3380.33	4863.03	7311.24	5544.15	4710.55	3215.95	4994.31	3775.62	3863.5	3155.9	4229.33	4017.89	4014.86	3681.77	3366.14	9059.56	2982.01	4100.46	5335.47	2431.63	3272.91	3696.98	4090.32	3532.45
DEXI	754.472	982.218999999999	1112.35	606.042	1623.42	1779.95	511.199	437.284	2156.22	713.533	561.896	1173.58	1103.18	656.736	503.508	656.971	621.408	740.436	557.179	674.969	676.095	994.799999999999	1965.11	938.857	764.183	801.449	1257.13	723.517	610.555	562.403	664.784	945.782	844.277	2420.14	1044.64	955.854	422.58	507.186	932.605	702.584	881.746	1134.97	773.408	528.772	613.32	1181.52	771.14	384.199	1294.91	664.102	611.365	642.485	525.89	847.065	452.949	2080.87	1099.01
ZCCHC4	334.97	86.9393	122.677	68.5966	87.9408	93.099	174.648	289.36	127.772	220.738	163.638	115.629	165.936	139.618	205.118	120.037	127.874	135.908	173.623	109.503	192.975	157.046	29.1201	91.2716	171.971	152.109	104.379	269.356	156.769	227.379	257.034	198.16	201.42	302.576	64.7731	179.764	116.815	193.093	204.817	199.737	160.097	131.391	114.232	99.6727	129.225	140.827	150.072	271.332	87.4159	215.908	234.906	158.317	109.628	151.905	121.567	100.354	79.1094
SETD2	1934.41	1563.93	1034.28	1163.62	1460.6	859.375	2372.85	2317.91	1050.14	1667.14	2301.56	1214.1	2272.08	1644.73	1434.17	1237.3	2094.11	1783.14	1822.62	2449.46	973.996	1489.34	816.367	568.454	1668.31	1232.21	1245.42	4632.6	1555.03	1770.28	2070.3	2121.28	1937.89	1128.34	2366.74	1316.4	830.088	1867.69	1341.83	2869.03	1362.04	1385.48	1806.65	3135.89	2583	1228.04	2372.29	1327.77	1229.11	1031.89	2359.72	1494.59	1560.68	1649.85	3042.32	700.708	1403.6
SCAPER	290.775	291.1	130.112	84.9591	198.084	101.562	360.152	254.758	109.45	158.172	144.937	154.532	170.992	109.382	380.107	224.838	367.098	125.318	189.9	180.411	128.193	301.612	82.3397	87.284	122.949	177.674	83.5031	649.434	337.44	299.142	209.911	238.128	229.814	164.403	177.781	219.994	83.9777	76.3098	352.155	539.203	258.338	186.094	152.154	1085.42	208.748	146.641	361.712	217.156	134.006	290.855	232.369	75.7515	155.744	261.071	165.691	60.8028	137.376
