TCGA-2G-AAEW-01	TCGA-2G-AAEX-01	TCGA-2G-AAF1-01	TCGA-2G-AAF4-01	TCGA-2G-AAF6-01	TCGA-2G-AAF8-01	TCGA-2G-AAFG-01	TCGA-2G-AAFH-01	TCGA-2G-AAFI-01	TCGA-2G-AAFJ-01	TCGA-2G-AAFL-01	TCGA-2G-AAFM-01	TCGA-2G-AAFN-01	TCGA-2G-AAFO-01	TCGA-2G-AAFV-01	TCGA-2G-AAFY-01	TCGA-2G-AAFZ-01	TCGA-2G-AAG0-01	TCGA-2G-AAG3-01	TCGA-2G-AAG5-01	TCGA-2G-AAG6-01	TCGA-2G-AAG7-01	TCGA-2G-AAG8-01	TCGA-2G-AAG9-01	TCGA-2G-AAGA-01	TCGA-2G-AAGC-01	TCGA-2G-AAGE-01	TCGA-2G-AAGF-01	TCGA-2G-AAGG-01	TCGA-2G-AAGI-01	TCGA-2G-AAGJ-01	TCGA-2G-AAGK-01	TCGA-2G-AAGM-01	TCGA-2G-AAGN-01	TCGA-2G-AAGO-01	TCGA-2G-AAGP-01	TCGA-2G-AAGS-01	TCGA-2G-AAGT-01	TCGA-2G-AAGV-01	TCGA-2G-AAGW-01	TCGA-2G-AAGX-01	TCGA-2G-AAGY-01	TCGA-2G-AAGZ-01	TCGA-2G-AAH0-01	TCGA-2G-AAH2-01	TCGA-2G-AAH3-01	TCGA-2G-AAH4-01	TCGA-2G-AAH8-01	TCGA-2G-AAHA-01	TCGA-2G-AAHC-01	TCGA-2G-AAHG-01	TCGA-2G-AAHL-01	TCGA-2G-AAHN-01	TCGA-2G-AAHP-01	TCGA-2G-AAHT-01	TCGA-2G-AAKD-01	TCGA-2G-AAKG-01	TCGA-2G-AAKH-01	TCGA-2G-AAKL-01	TCGA-2G-AAKM-01	TCGA-2G-AAKO-01	TCGA-2G-AAL5-01	TCGA-2G-AAL7-01	TCGA-2G-AALF-01	TCGA-2G-AALG-01	TCGA-2G-AALN-01	TCGA-2G-AALO-01	TCGA-2G-AALP-01	TCGA-2G-AALQ-01	TCGA-2G-AALR-01	TCGA-2G-AALS-01	TCGA-2G-AALT-01	TCGA-2G-AALW-01	TCGA-2G-AALX-01	TCGA-2G-AALY-01	TCGA-2G-AALZ-01	TCGA-2G-AAM2-01	TCGA-2G-AAM3-01	TCGA-2G-AAM4-01	TCGA-2X-A9D5-01	TCGA-2X-A9D6-01	TCGA-4K-AA1G-01	TCGA-4K-AA1H-01	TCGA-4K-AA1I-01	TCGA-4K-AAAL-01	TCGA-S6-A8JW-01	TCGA-S6-A8JX-01	TCGA-S6-A8JY-01	TCGA-SB-A6J6-01	TCGA-SB-A76C-01	TCGA-SN-A6IS-01	TCGA-SN-A84W-01	TCGA-SN-A84X-01	TCGA-SN-A84Y-01	TCGA-SO-A8JP-01	TCGA-VF-A8A8-01	TCGA-VF-A8A9-01	TCGA-VF-A8AA-01	TCGA-VF-A8AB-01	TCGA-VF-A8AC-01	TCGA-VF-A8AD-01	TCGA-VF-A8AE-01	TCGA-W4-A7U2-01	TCGA-W4-A7U3-01	TCGA-W4-A7U4-01	TCGA-WZ-A7V3-01	TCGA-WZ-A7V4-01	TCGA-WZ-A7V5-01	TCGA-WZ-A8D5-01	TCGA-X3-A8G4-01	TCGA-XE-A8H1-01	TCGA-XE-A8H4-01	TCGA-XE-A8H5-01	TCGA-XE-A9SE-01	TCGA-XE-AANI-01	TCGA-XE-AANJ-01	TCGA-XE-AANR-01	TCGA-XE-AANV-01	TCGA-XE-AAO3-01	TCGA-XE-AAO4-01	TCGA-XE-AAO6-01	TCGA-XE-AAOB-01	TCGA-XE-AAOC-01	TCGA-XE-AAOD-01	TCGA-XE-AAOF-01	TCGA-XE-AAOJ-01	TCGA-XE-AAOL-01	TCGA-XY-A89B-01	TCGA-XY-A8S2-01	TCGA-XY-A8S3-01	TCGA-XY-A9T9-01	TCGA-YU-A90P-01	TCGA-YU-A90Q-01	TCGA-YU-A90S-01	TCGA-YU-A90W-01	TCGA-YU-A90Y-01	TCGA-YU-A912-01	TCGA-YU-A94D-01	TCGA-YU-A94I-01	TCGA-YU-AA4L-01	TCGA-YU-AA61-01	TCGA-ZM-AA05-01	TCGA-ZM-AA06-01	TCGA-ZM-AA0B-01	TCGA-ZM-AA0D-01	TCGA-ZM-AA0E-01	TCGA-ZM-AA0F-01	TCGA-ZM-AA0H-01	TCGA-ZM-AA0N-01
ZNF304	1121.14	953.056	1210.29	1216.19	1065.75	932.596	706.602	1028.74	266.423	341.463	212.93	169.446	169.753	267.911	323.051	292.511	330.542	334.24	895.854	311.619	387.684	406.695	252.74	716.046	321.228	403.456	358.793	224.658	268.478	387.589	297.774	283.516	349.99	259.28	383.648	315.733	370.005	281.503	440.341	288.78	377.656	440.041	244.429	904.802	548.66	1116.07	286.751	917.166	767.778	1272.17	1123.9	421.292	529.052	871.505	936.823	223.942	196.933	334.432	390.204	257.452	1167.23	393.81	290.297	119.876	177.725	180.06	242.934	197.874	286.145	281.6	200.613	167.539	276.177	495.632	300.353	231.126	383.223	329.147	420.051	1066.75	1145.14	1112.43	541.11	521.763	538.391	1670.98	1018.37	1134.78	1057.29	1227.53	1021.57	356.78	371.796	374.625	1265.51	291.667	945.726	1045.45	458.743	725.492	205.744	538.394	1195.85	297.333	324.251	951.87	977.86	1115.35	614.188	251.63	363.741	627.636	1074.99	1098.58	463.346	896.89	784.675	1474.59	1037.4	772.483	916.424	244.485	422.332	553.802	817.726	293.758	910.211	968.801	386.608	321.135	1379.71	455.843	1081.73	531.149	1165.11	351.679	788.68	338.681	506.64	246.045	582.227	309.987	766.484	867.811	697.238	635.354	730.545	446.97	1319.64
ISY1	535.941	812.225	544.548	873.303	913.867	787.924	810.089	773.772	878.205	723.584	797.313	750.406	814.815	842.866	938.303	757.919	922.167999999999	773.675	522.831	716.689	920.224	630.962	1051.36	570.109	676.72	720.95	603.98	801.279	832.609	778.643	1243.07	950.065	881.583	1143.92	616.352	730.667	555.267	725.565	1190.91	770.601	898.842	1207.71	1027.16	705.065	691.062	497.02	1182.4	467.688	467.322	660.364	440.53	583.754	813.184	1041.4	589.801	1021.67	1228.13	626.825	1137.24	819.487	581.926	1147.82	761.346	1078.88	1042.65	799.851	687.548	955.918	1011.3	938.24	1048.83	1105.96	1082.92	838.621	1072.79	911.258	627.413	1101.09	502.728	753.605	472.132	481.481	807.297	591.186	999.999999999999	633.772	649.672	598.919	1064.5	600.144	571.028	1127.06	746.379	632.368	482.618	869.856	734.188	554.868	682.77	635.774	985.405	1074.68	777.249	983.171	623.931	501.027	461.255	646.067	1086.5	972.621	646.363	812.023	815.106	1052.99	868.566	746.645	570.32	648.222	750.206	527.33	556.064	913.689	808.631	593.324	643.813	918.342	320.229	555.641	823.869	826.009	807.077	471.295	561.813	743.472	818.149	959.888	465.353	703.595	768.696	954.719	841.893	492.866	331.502	579.344	569.613	509.061	527.237	521.212	553.829
MRTFB	1710.36	765.281	1620.89	992.458	720.904	624.72	580.861	881.4	304.412	1255.35	339.211	185.387	257.716	418.423	847.901	322.414	848.768999999999	340.977	1082.91	1189.6	1820.15	508.787	322.061	943.502	315.517	509.287	431.964	307.554	825.543	818.499	261.912	452.41	1214.95	236.436	530.267	1014.4	801.764	568.954	868.75	194.359	1212.88	1578.76	415.042	817.627	898.448	1202.55	745.917	974.017	1199.95	1082.97	1709.57	639.758	614.86	545.699	1422.83	176.471	245.958	394.253	234.123	349.993	1111.49	601.251	171.362	247.826	609.005	400.298	975.554	343.586	853.163	674	438.603	523.56	1027.41	868.966	402.827	501.325	520.088	992.069	276.253	909.765	1742.44	1734.79	828.366	496.271	595.064	1585.8	1357.68	1104.58	621.166	797.441	1219.99	1565.26	415.941	441.059	1780.16	228.91	644.017	926.887	631.894	717.75	228.343	316.289	1020.04	885.84	333.918	791.202	1556.67	1286.72	437.986	434.811	411.609	718.259	958.72	758.974	1335.6	460.229	462.658	1191.05	679.8	727.455	218.988	420.956	1141.72	691.65	845.318	602.203	468.31	850.463	375.352	508.156	641.802	495.761	1927.2	544.803	904.525	595.149	1178.72	1605.34	912.381	378.614	596.653	290.532	498.168	510.69	446.961	383.838	524.319	348.485	255.272
COG6	331.788	392.176	575.244	400.201	483.044	542.221	350.89	211.599	317.074	489.298	286.146	171.808	184.414	283.564	436.589	310.453	496.552	243.037	563.195	653.379	431.071	442.678	277.283	503.722	325.511	364.579	420.411	222.256	459.783	457.481	276.418	272.58	488.963	179.326	449.685	334.933	353.918	258.904	439.204	255.671	446.367	482.023	235.376	289.307	498.354	816.244	352.995	352.654	402.534	496.927	629.413	259.839	252.877	281.183	625.903	252.838	236.818	342.911	318.622	242.029	834.46	417.188	240.219	90.6832	222.749	281.994	417.112	237.562	350.904	450	303.59	363.002	411.806	890.115	244.523	579.47	327.594	423.662	249.519	471.364	850.674999999999	647.487	522.097	381.83	414.991	974.471	407.436	435.497	458.723	560.107	453.72	567.803	359.043	292.208	403.204	220.165	429.06	661.309	273.194	614.369	255.65	214.374	451.097	383.987	362.114	494.956	566.684	484.058	211.899	297.914	306.413	379.542	325.291	468.946	481.896	416.367	337.536	746.998	373.91	619.387	299.931	292.279	481.827	428.003	541.806	423.85	315.141	422.341	337.687	320.314	532.824	409.486	629.808	379.587	290.671	310.634	505.164	498.887	424.637	340.425	552.222	162.127	283.883	384.222	612.707	416.162	682.879	352.273	210.877
USP36	3022.02	2203.42	3324.7	2629.46	3152.36	3052.46	3209.2	2713.69	3206.2	1650.07	2233.42	2248.86	2380.4	2655.63	1477.29	3041.46	1436.45	3145.49	2599.6	1018.47	1517.84	2403.35	3037.62	2667.97	3405.01	3577.97	3354.94	2261	1442.93	1885.38	3663.95	2804.37	1555.56	2555.11	4076.26	2001.07	2704.2	1229.1	1231.25	2849.79	1716.25	1347.4	2040.39	2876.78	1483.78	2972.83	1432.4	3529.2	2763.71	3403.86	3671.58	2719.98	2370.79	1979.57	5817.24	2253.87	2508.61	2960.9	3262.65	3044.34	2735.22	1324.33	3600.94	1062.11	1176.94	2041.67	1265.09	2636.99	1406.63	1802.4	2283.02	1670.41	1861.56	2005.06	2099.65	1296.03	3186.76	1279.58	3754.13	3118.25	3558.68	3894.18	1776.98	2416.81	1975.32	3752.26	2695.31	3657.17	2892.53	3498.09	3113.21	1415.52	1519.07	2987.51	4272.67	2992.28	2445.73	3181.14	2185.55	2803.14	3160.08	1870.32	3396.53	1719.93	3617.51	2953.55	3181.34	3722.76	1723.57	2205.35	3201.43	2273.67	2996.56	1835.9	1279.95	3060.56	2576.14	3472.62	2387.85	2099.81	2238.67	2090.07	1221.75	3468.37	2311.04	881.972	1334.51	3263.79	3406.74	2503.05	2849.1	3264.73	3730.77	2100.7	2620.41	2623.6	2675.38	1165.01	1560.92	1295.14	2143.68	1409.86	1668.5	2270.4	1988.95	1837.37	2072.96	1860.61	1958.93
ZSWIM5	281.291	359.902	375.922	407.743	434.326	162.607	336.795	391.849	57.2355	164.261	161.881	64.9446	58.642	131.848	214.653	162.566	206.404	92.7581	118.807	303.841	151.854	90.3766	157.586	228.92	151.334	135.205	87.9332	85.8988	215.761	173.288	66.4853	120.292	223.38	87.3786	119.497	123.733	86.1443	222.427	55.1136	42.9185	92.6327	252.503	121.866	157.586	113.775	486.514	129.764	285.143	286.841	377.524	849.596999999999	185.167	166.501	197.312	335.74	108.359	117.162	154.027	85.5759	37.9653	225.507	347.712	109.546	137.267	163.507	167.411	306.341	54.9965	136.295	356.4	45.7673	58.8382	110.33	102.069	42.4028	108.609	143.488	132.849	72.9114	474.248	324.9	374.339	151.593	187.661	186.472	239.496	385.617	367.996	596.446	609.225	500.245	106.236	127.039	170.33	439.673	85.3909	217.949	257.147	112.869	223.158	117.232	130.733	251.208	252.569	147.423	782.703	477.596	227.502	241.648	88.0052	151.63	244.504	101.336	467.806	350.433	355.156	388.943	355.42	395.788	190.619	145.807	42.8922	367.026	296.903	214.047	180.451	45.7746	313.865	749.405	130.833	437.519	78.12	434.066	77.829	575.519	68.097	239.401	281.063	144.398	237.316	275.245	64.8508	193.223	134.297	102.21	87.8788	100.195	72.7273	116.537
ZFP14	385.691	400.489	341.638	334.339	324.789	343.147	262.982	353.709	98.7692	257.342	62.4685	44.8708	68.6728	109.573	227.506	97.3224	303.941	122.296	274.52	204.181	213.436	169.038	61.5705	338.743	102.079	130.454	100.128	73.885	209.239	241.449	92.2736	104.496	244.695	61.1079	139.151	158.933	277.115	120.135	207.386	75.4139	234.126	276.098	73.8162	307.508	260.931	574.604	187.387	386.409	376.718	330.992	240.2	220.989	218.781	438.71	458.935	81.5273	83.0939	91.8512	56.5124	102.032	439.611	244.979	52.4257	153.416	105.845	113.839	184.11	126.435	189.006	127.2	105.265	69.808	203.795	300.69	118.021	125.828	146.137	178.453	138.127	309.848	428.381	384.921	294.964	220.746	210.238	653.005	443.059	332.766	294.515	358.271	318.916	278.825	162.845	141.858	312.883	126.543	212.393	308.787	209.064	359.33	96.9868	205.939	491.011	206.983	92.2403	227.85	366.368	330.42	254.92	139.505	87.1372	250.785	477.136	470.655	211.712	290.016	243.453	405.69	286.001	299.187	196.258	136.029	430.711	129.172	335.284	253.891	353.873	287.002	171.008	120.579	312.456	100.011	471.841	299.71	257.188	133.862	412.093	397.236	331.937	330.606	215.234	180.285	325.092	425.775	431.492	243.434	304.475	266.667	382.908
CWC22	1323.12	1093.4	1183.58	1376.07	1085.18	1061.72	1093.1	1605.54	914.754999999999	1006.47	693.199	668.34	753.086	838.651	1227.51	925.922	720.197	980.956	1122.35	650.462	820.854	1437.66	881.363	1302.26	913.358	1130.45	1102.05	1101.67	770.109	1029.91	938.854	1034.02	712.343	869.789	1037.34	779.2	689.154	733.891	721.591	1005.52	939.56	935.547	1006.27	897.138	676.07	1214.26	668.33	1371.97	1856.34	1045.65	1014.55	1468.21	1230.86	1234.41	1967.06	1117.65	933.976	1155.91	1085.04	844.728	1112.75	837.998	750.391	450.311	443.918	856.399	770.817	1036.99	673.946	718.8	765.839	588.382	914.266	680	872.085	560.927	1269.32	862.525	998.481	897.816	1078.18	1287.04	1123.84	1502.92	691.956	1403.55	1244.57	906.521000000001	956.292	1277.47	884.774	919.506999999999	533.17	851.648	1348.33	1021.09	1055.56	858.385	856.776	1415.46	822.505	962.221	1212.01	767.974	906.291999999999	956.727	1336.32	1507.82	1126.77	910.691	952.49	1479.59	1230.33	1163.53	714.98	844.19	1010.67	967.922999999999	1388.24	2112.82	990.714	767.77	803.603	1056.99	1668.9	1077.11	2619.72	967.78	1223.47	1019.18	945.411000000001	1112.57	1331.73	815.156	1408.23	862.873	1320.74	1155.17	1271.77	1392.8	990.19	752.27	1534.8	1012.95	1083.98	912.121	1314.2	868.939	1002.22
EPG5	439.285	657.213	1250.55	772.247	916.415000000001	837.543	790.059	729.363000000001	518.158	829.268	370.781	302.878	271.605	431.668	781.063	598.071	912.808	516.129	860.465	817.21	711.687	686.192	417.216	800	405.461	642.333	613.607	353.807	652.717	738.786	473.859	581.612	851.742	365.505	608.097	973.333	640.374	460.317	666.477	397.302	696.272	799.184	559.192	619.806	644.57	1211.03	996.37	1037.53	1322.82	1231.34	1234.73	483.35	843.302	537.097	776.625	448.916	453.693	775.318	517.223	545.751	937.077999999999	496.213	374.804	294.41	356.24	363.839	699.771	461.517	363.705	521.6	485.133	313.139	698.524	695.632	368.905	652.98	586.755	567.085	450.43	1107.54	1578.85	1779.76	1060.64	842.305	563.071	1183.74	1005.01	972.541	680.492	1000.1	820.753	705.221	516.003	757.243	951.602000000001	414.095	843.59	769.859	825.567	587.499	472.222	553.857	926.903	904.731	684.351	890.355	1345.28	1169.03	556.064	520.861	643.784	855.541	790.674	617.094	556.902	719.476	615.907	1543.39	674.231	645.904	599.307	560.662	720.645	776.479	945.651999999999	422.452	619.718	1255.8	752.436	499.543	1094.6	729.263	1073.49	1255.5	742.933	762.126999999999	1049.06	901.277	808.985	400.982	620.889	389.105	434.982	603.433	722.652	669.697	601.167	809.091	308.546
ZNF250	177.892	273.829	196.293	304.987	122.2	184.283	149.447	160.658	129.033	258.875	124.944	169.517	217.161	129.844	181.821	174.022	346.133	120.13	429.929	370.603	555.409	136.962	127.61	141.345	132.478	270.756	151.476	197.165	166.217	251.857	167.737	147.55	340.317	110.782	171.171	241.12	398.111	123.667	388.494	174.464	429.408	514.741	240.836	145.041	375.416	379.489	538.044	131.17	248.93	289.543	344.165	226.7	183.537	377.231	269.612	77.5851	166.944	161.7	159.876	154.554	196.144	389.308	162.582	127.95	177.077	165.766	297.548	138.608	394.089	207.608	137.92	208.297	195.011	448.248	251.809	247.801	203.51	324.356	105.774	404.709	276.641	102.751	143.864	221.223	259.506	179.297	265.573	197.173	290.624	230.886	302.394	318.579	340.238	230.315	203.122	206.291	143.457	177.289	195.785	158.096	155.132	154.237	224.025	192.544	206.413	202.839	173.247	160.527	203.492	133.787	167.541	138.425	349.17	278.9	241.649	215.823	335.49	210.624	240.559	218.847	141.927	167.347	270.447	166.608	217.559	355.859	336.091	174.969	160.583	128.294	258.422	176.113	247.83	146.455	310.445	204.114	244.98	601.48	135.452	89.9509	356.982	132.296	239.588	253.905	186.602	202.02	185.564	126.046	187.214
CACTIN	721.196	1068.46	727.128	936.652	1001.75	720.371	907.27	967.607	807.881	803.385	1065.99	861.402	969.136	798.916	808.912	901.456	709.852	698.018	861.476	609.139	623.513	815.9	1105.26	1052.84	1053.98	1032.83	846.598000000001	924.463	645.652	745.718	898.962	652.896	710.638	798.972	741.352	733.333	618.059	747.372	773.864	1442.06	731.9	702.657	1020.2	1540.89	953.455999999999	1125.37	1045.83	750.167	703.717	738.806	892.966	1048.94	769.428	1347.85	662.906	800.826	688.018	965.143999999999	738.967	689.901	895.693	1145.21	850.548	757.763999999999	751.975	694.196	521.772	748.405	777.861	862.4	787.197	715.034	618.412	1197.7	1132.16	694.702	977.483	740.251	1620.66	788.628	822.521999999999	699.074	839.157	970.305	1090.49	1229.99	1007.68	1004.51	1204.55	917.552	890.739	989.848	621.459	698.801	1029.99	762.346	977.778	964.827	780.676	978.708999999999	747.646	896.855	1011.48	829.577	754.437	1029.17	926.198999999999	817.432	737.3	943.285	814.618	949.753	1218.25	1041.03	702.479	964.321	1034.92	1038.04	896.19	1313.82	1801.8	906.25	782.654	733.582	958.194	696.625	1505.28	965.74	816.509	1040.92	1108.68	1207	801.511	664.96	843.382	735.541	1046.91	755.124	648.543	686.307	841.893	1810.64	2379.12	1343.57	1156.91	1209.09	655.642	924.242	2658.16
RBM25	4490.75	8229.83	4110.03	4070.89	3357.75	4794.5	6462.54	6754.96	3923.42	3646.59	2514.86	2033.36	1942.13	2598.43	3075.41	4055.46	3224.63	3320.64	4375.13	2184.25	2780.97	4938.08	3194.35	4623.8	4734.18	4815.12	3525.03	3066.53	2656.52	3383.75	3014.81	4248.28	3817.92	3872.64	4099.45	2283.73	4177.48	2037.93	2655.11	2120.17	2931.67	3687.95	2685.93	5983.48	3540.2	4890.6	2437.39	4549.86	3520.98	3299.39	4311.74	2327.45	2077.57	2572.04	3877.26	4191.95	3149.26	3828.07	3967.17	2847.4	5528.72	3035.23	3303.6	1074.53	1272.51	2682.29	1812.07	3662.08	2350.15	2819.6	2326.5	1752.18	1952.21	2552.18	2720.14	1770.86	2865.78	2599.47	4199.7	6908.94	5160.74	4338.62	2818.6	4066.71	5294.33	7280.14	7784.04	5269.19	5175.2	10273.9	4974.22	2597.53	2377.93	3672.33	4500.34	3033.95	5424.79	5273.61	2802.48	4212.23	4354.05	3595.85	4574.96	2518.71	4645.85	6841.57	5106.48	5253.72	4263.62	2556.06	4427.95	4704.35	4252.61	5008.55	2394.56	4298.2	2351.12	6955.38	5263.38	4114.07	9108.8	2337.01	2658.85	3142.07	5221.57	3974.12	10040.5	5862.45	5506.03	4737.86	5322.21	4094.43	5300.82	2685.78	4904.04	4378.73	6320.2	3438.81	3622.43	2208.95	3320.25	3605.71	5919.41	5498.34	4328.18	7756.57	5229.57	4340.91	7615.98
RBM26	557.626	652.323	749.851	867.27	669.32	630.698	602.374	417.45	749.633	856.147	433.921	321.771	503.858	502.107	711.654	618.731	798.03	688.69	744.692	767.137	648.006	888.703	571.357	584.747	476.845	808.639	994.865	463.733	647.826	797.705	641.483	731.47	867.942	523.701	911.95	650.667	872.340000000001	627.237	635.227	625.383	804.683	894.485	559.192	441.624	722.144	1038.89	745.009	512.103	504.362	700.176	782.504	432.392	390.396	544.624	601.986	535.604	565.87	667.452	667.923	613.97	883.024	713.533	600.939	339.752	363.349	488.095	491.979	504.04	488.705	682.4	518.696	598.355	576.247	787.126	425.442	510.596	750.993	399.868	521.317	653.894	1114.7	843.254	760.534	752.271	515.539	1278.08	1004.56	725.039	646.238	839.542	856.541000000001	851.704	515.512	743.756	755.283	648.148	455.983	620.208	480.975	705.454	602.636	385.872	802.724	694.052	839.024	716.736	804.428	869.629	588.558	532.595	763.311	630.776	765.26	629.06	762.565	607.201	444.229	720.099	570.411	431.269	443.52	531.25	753.326	566.815	680.602	731.596	605.634	786.534	943.357999999999	634.887	825.978	851.164	800.824	580.304	456.145	709.888	789.756	1193.58	863.178	474.632	882.862	470.817	617.216	563.686	669.613	564.646	1117.7	471.212	427.303
LHPP	117.102	226.406	148.296	109.1	260.468	355.104	238.872	257.053	323.152	286.71	568.934	473.505	216.821	358.82	151.671	183.227	216.749	167.379	190.597	585.805	191.043	117.992	337.992	278.218	282.324	124.406	274.711	322.571	523.913	202.748	445.25	194.411	410.951	71.9589	327.044	216	381.941	206.964	238.068	279.583	261.102	194.893	350.279	236.139	240.715	88.4938	227.768	147.901	207.482	155.399	134.927	378.91	234.692	314.516	69.4946	146.543	218.537	141.31	221.744	329.824	153.716	407.639	318.466	237.267	582.149	324.405	588.999	413.891	312.5	279.6	418.771	320.12	256.5	325.517	127.915	451.656	253.863	329.147	406.279	179.234	163.591	44.3122	301.644	155.119	531.079	88.838	253.813	140.922	175.508	75.9468	164.23	221.175	351.196	231.768	142.127	263.375	249.145	148.07	450.192	278.265	210.452	243.191	252.158	177.004	131.312	144.48	207.696	186.138	209.611	208.605	131.566	195.155	601.344	431.909	341.158	80.5237	163.918	117.738	173.033	192.62	186.833	325.368	394.26	221.232	122.91	362.301	54.5775	169.685	364.096	178.408	275.058	180.277	127.06	281.277	63.0838	194.963	127.501	244.994	183.974	221.495	94.0565	469.52	383.7	629.931	292.818	203.03	196.498	370.454	224.195
SMURF2	567.849	518.826	520.231	456.511	547.683	664.176	556.38	632.706	698.982	746.142	480.269	298.155	344.907	538.832	645.673	514.885	620.69	535.821	750.253	713.174	675.297	599.163	718.61	526.663	779.513	818.574	508.986	741.853	406.522	559.144	764.783	592.953	526.904	549.971	601.415	571.2	525.169	383.4	414.773	491.11	572.083	653.627	600.279	691.175	584.861	740.277	464.61	804.797	425.959	598.771	756.927	415.742	336.98	284.946	579.422	466.46	551.744	666.039	739.505	561.175	389.78	608.166	485.916	243.478	232.227	532.738	540.871	433.735	283.132	578	495.05	321.117	418.834	537.011	436.042	425.166	670.199	476.537	496.608	496.086	495.339	641.534	412.127	634.034	372.029	440.527	540.577	689.216	409.991	571.252	639.026	574.692	429.675	573.926	773.347	573.045	421.795	408.378	401.454	407.606	570.621	293.797	670.31	567.151	541.358	583.182	529.257	538.225	359.725	510.43	675.887	447.734	597.215	397.151	630.295	578.396	399.612	490.796	547.738	326.204	544.976	431.985	561.014	689.24	384.615	548.348	593.31	504.293	668.014	580.749	536.041	617.234	601.648	363.885	661.41	586.287	721.97	539.642	620.02	601.2	600.692	365.759	348.901	567.299	347.514	403.03	412.451	343.182	410.655
S100PBP	1233.28	1062.59	1524.02	1271.1	845.088	1495.14	1097.18	1013.58	809.907	857.641	925.609	968.266	933.642	1101.75	977.292	1153.19	677.832	1129.16	940.344	624.696	542.337	895.398	822.375	1003.05	852.681	969.762	1007.7	819.943	680.978	638.938	915.483	1165.25	923.441	610.531	1068	817.6	1219.51	988.434	717.045	611.894	881.028	918.081	996.518	763.98	591.923	1532.82	915.608	1025.54	1419.39	1152.77	1777.91	1014.13	1388.83	931.183	1854.24	872.033	840.171	989.637	648.547	796.174	1503.8	721.765	756.651	600	609.795	620.536	651.643	834.585	899.096	562.8	659.049	393.917	692.902	591.264	804.24	695.364	935.982	592.862	708.051	1628.35	1893.09	1285.26	1005.14	837.424	639.854	1489.64	1627.52	1813.7	1333.09	1092.56	1741.71	604.423	527.774	1116.38	1230.74	1153.29	1076.07	1370.57	678.495	1243.31	875.706	751.362	1071.67	839.084	1041.23	1176.89	1631.52	1006.52	884.668	659.778	1116.73	1040.83	1453.96	1071.23	793.212	955.155	830.262	1880.72	1324.99	1393.37	763.41	704.093	590.342	1393.9	1180.6	884.77	795.775	1112.64	856.772	859.23	1406.25	1120.29	2470.47	892.302	1452.38	672.612	1202.92	981.38	779.749	835.243	710.329	581.064	959.707	1170.13	1183.43	744.444	601.167	656.061	754.717
ILRUN	7592.39	7837.65	8149.49	7779.79	8987.74	6526.38	7395.77	4763.85	7984.6	2553.01	7518.39	8105.68	12156.6	7356.41	2759.64	6187.31	2724.14	9313.12	5191.1	2189.6	2706.09	8028.45	8064.88	7039.41	10988.1	9144.71	11271.5	9368.97	2660.87	4946.23	12765.6	4462.13	3517.38	9988.58	11454.8	5852.27	4514.79	3706.73	3740.34	11577.6	3018.2	2693.26	6640.67	7316.01	4083.22	6289.93	3304.45	13127.2	4879.65	6334.94	12555.6	5984.36	6052	6618.82	6935.47	7357.07	8932.6	8007.07	12902	8462.11	6921.45	2992.76	9592.33000000001	2202.48	4359.4	5013.39	3226.13	8075.41	2170.93	2859.6	6233.5	3307.9	3033.73	3140.23	7104.59	2807.28	10196	3692.66	5655.09	6737.54	7014.65	8029.76	4157.25	4887.86	6433.27	5474.07	6555.05	12349.6	6196.47	11270.3	8100.56	2908.99	7442.31	13020.5	11390.9	10749.5	5893.16	6921.88	6469	4881.25	8114.41	6086.1	9104.93	3017.28	14914.3	8818.56	6301.53	6501.05	6850.8	4986.96	6787.82	5867.2	7318.42	5835.33	2655.47	10312.9	5939.86	6031.11	6612.64	3902.94	3820.93	5394	1972.98	4655.98	5916.39	1991.96	2147.89	5244.92	9702.44	9453.17	7249.22	7395.64	7311.81	4045.06	6973.19	7822.29	10007.5	2255.07	3037.7	3493.18	3602.42	5269.78	2675.82	4166.82	3723.2	5013.13	2851.17	3343.94	5094.34
ARMCX5	407.067	413.203	443.293	205.631	609.775	398.745	456.973	462.382	323.659	243.405	207.557	182.435	216.049	302.228	334.19	263.695	194.581	208.835	470.172	343.218	261.022	328.87	188.587	306.04	318.729	305.832	245.186	172.999	483.152	285.926	256.674	180.64	469.353	181.611	301.101	371.733	190.452	81.6756	193.75	383.2	214.277	285.904	268.106	552.748	269.394	611.779	308.076	320.231	485.24	528.534	505.977	410.696	347.208	173.656	263.989	245.614	187.792	302.402	266.954	186.86	398.226	501.152	307.512	132.919	285.94	308.036	412.529	238.129	343.373	434.8	283.757	170.531	377.372	496.552	232.509	268.874	357.616	243.886	268.962	393.902	480.122	348.545	371.017	392.678	514.625	430.452	252.032	333.654	498.628	720.669	426.282	293.691	355.61	291.708	558.623	356.481	449.145	475.827	332.621	419.447	321.563	255.843	275.283	378.238	301.694	582.778	476.542	478.149	212.815	200.13	279.183	333.782	134.691	374.359	418.181	401.309	529.583	489.033	410.903	561.851	474.567	206.495	498.167	326.786	379.599	521.07	211.268	401.598	237.68	271.919	373.982	355.832	414.835	311.999	315.904	184.702	348.611	316.196	145.111	278.232	338.719	156.939	199.634	351.099	360.221	410.101	478.599	327.273	192.009
