TCGA-2G-AAEW-01	TCGA-2G-AAEX-01	TCGA-2G-AAF1-01	TCGA-2G-AAF4-01	TCGA-2G-AAF6-01	TCGA-2G-AAF8-01	TCGA-2G-AAFG-01	TCGA-2G-AAFH-01	TCGA-2G-AAFI-01	TCGA-2G-AAFJ-01	TCGA-2G-AAFL-01	TCGA-2G-AAFM-01	TCGA-2G-AAFN-01	TCGA-2G-AAFO-01	TCGA-2G-AAFV-01	TCGA-2G-AAFY-01	TCGA-2G-AAFZ-01	TCGA-2G-AAG0-01	TCGA-2G-AAG3-01	TCGA-2G-AAG5-01	TCGA-2G-AAG6-01	TCGA-2G-AAG7-01	TCGA-2G-AAG8-01	TCGA-2G-AAG9-01	TCGA-2G-AAGA-01	TCGA-2G-AAGC-01	TCGA-2G-AAGE-01	TCGA-2G-AAGF-01	TCGA-2G-AAGG-01	TCGA-2G-AAGI-01	TCGA-2G-AAGJ-01	TCGA-2G-AAGK-01	TCGA-2G-AAGM-01	TCGA-2G-AAGN-01	TCGA-2G-AAGO-01	TCGA-2G-AAGP-01	TCGA-2G-AAGS-01	TCGA-2G-AAGT-01	TCGA-2G-AAGV-01	TCGA-2G-AAGW-01	TCGA-2G-AAGX-01	TCGA-2G-AAGY-01	TCGA-2G-AAGZ-01	TCGA-2G-AAH0-01	TCGA-2G-AAH2-01	TCGA-2G-AAH3-01	TCGA-2G-AAH4-01	TCGA-2G-AAH8-01	TCGA-2G-AAHA-01	TCGA-2G-AAHC-01	TCGA-2G-AAHG-01	TCGA-2G-AAHL-01	TCGA-2G-AAHN-01	TCGA-2G-AAHP-01	TCGA-2G-AAHT-01	TCGA-2G-AAKD-01	TCGA-2G-AAKG-01	TCGA-2G-AAKH-01	TCGA-2G-AAKL-01	TCGA-2G-AAKM-01	TCGA-2G-AAKO-01	TCGA-2G-AAL5-01	TCGA-2G-AAL7-01	TCGA-2G-AALF-01	TCGA-2G-AALG-01	TCGA-2G-AALN-01	TCGA-2G-AALO-01	TCGA-2G-AALP-01	TCGA-2G-AALQ-01	TCGA-2G-AALR-01	TCGA-2G-AALS-01	TCGA-2G-AALT-01	TCGA-2G-AALW-01	TCGA-2G-AALX-01	TCGA-2G-AALY-01	TCGA-2G-AALZ-01	TCGA-2G-AAM2-01	TCGA-2G-AAM3-01	TCGA-2G-AAM4-01	TCGA-2X-A9D5-01	TCGA-2X-A9D6-01	TCGA-4K-AA1G-01	TCGA-4K-AA1H-01	TCGA-4K-AA1I-01	TCGA-4K-AAAL-01	TCGA-S6-A8JW-01	TCGA-S6-A8JX-01	TCGA-S6-A8JY-01	TCGA-SB-A6J6-01	TCGA-SB-A76C-01	TCGA-SN-A6IS-01	TCGA-SN-A84W-01	TCGA-SN-A84X-01	TCGA-SN-A84Y-01	TCGA-SO-A8JP-01	TCGA-VF-A8A8-01	TCGA-VF-A8A9-01	TCGA-VF-A8AA-01	TCGA-VF-A8AB-01	TCGA-VF-A8AC-01	TCGA-VF-A8AD-01	TCGA-VF-A8AE-01	TCGA-W4-A7U2-01	TCGA-W4-A7U3-01	TCGA-W4-A7U4-01	TCGA-WZ-A7V3-01	TCGA-WZ-A7V4-01	TCGA-WZ-A7V5-01	TCGA-WZ-A8D5-01	TCGA-X3-A8G4-01	TCGA-XE-A8H1-01	TCGA-XE-A8H4-01	TCGA-XE-A8H5-01	TCGA-XE-A9SE-01	TCGA-XE-AANI-01	TCGA-XE-AANJ-01	TCGA-XE-AANR-01	TCGA-XE-AANV-01	TCGA-XE-AAO3-01	TCGA-XE-AAO4-01	TCGA-XE-AAO6-01	TCGA-XE-AAOB-01	TCGA-XE-AAOC-01	TCGA-XE-AAOD-01	TCGA-XE-AAOF-01	TCGA-XE-AAOJ-01	TCGA-XE-AAOL-01	TCGA-XY-A89B-01	TCGA-XY-A8S2-01	TCGA-XY-A8S3-01	TCGA-XY-A9T9-01	TCGA-YU-A90P-01	TCGA-YU-A90Q-01	TCGA-YU-A90S-01	TCGA-YU-A90W-01	TCGA-YU-A90Y-01	TCGA-YU-A912-01	TCGA-YU-A94D-01	TCGA-YU-A94I-01	TCGA-YU-AA4L-01	TCGA-YU-AA61-01	TCGA-ZM-AA05-01	TCGA-ZM-AA06-01	TCGA-ZM-AA0B-01	TCGA-ZM-AA0D-01	TCGA-ZM-AA0E-01	TCGA-ZM-AA0F-01	TCGA-ZM-AA0H-01	TCGA-ZM-AA0N-01
RSRC2	1707.26	2555.01	1982.86	2187.03	1673.62	1852.04	1502.23	2449.32	2192.68	1808.36	1634.26	1420.52	1628.09	2041.54	1637.1	1890.99	2085.22	2174.37	1643.58	2174.04	1931.42	2026.78	2059.81	2398.05	2071.92	1804.32	2245.19	2257.4	1594.02	1802.2	2148.48	1750.51	2141.29	1965.16	2062.11	1428.27	2336.79	1901.54	1621.02	2046.6	1929.51	2902.56	1493.04	2367.62	1751.76	1786.04	1843.01	1716.63	2263.18	2053.56	2489.85	1964.18	1443.96	2169.35	1744.58	3463.36	1856.32	1517.66	1769.64	1710.81	2304.05	1956.21	2028.95	988.82	1300.95	1936.01	1744.08	2359.74	2104.67	1857.6	1395.9	1254.55	1629.66	1935.63	1737.1	1351.66	2310.82	1472.57	2688.41	2451.17	2553.17	2063.49	1639.26	2200.41	2248.63	2363.37	3152.62	1897.42	2256.18	1822.72	2129.82	1831.76	1941.88	2301.7	2209.27	1752.06	2012.82	2296.4	1476.7	1844.02	2328.63	1836.58	2315.04	1534.72	1910.06	1545.98	1835	2196.23	2059.5	1539.77	1922.47	1808.43	2908.24	2919.66	1211.8	1953.52	1604.27	2411.21	2447.92	2723.7	2270.27	1403.8	1769.77	1669.12	2242.47	2346.56	3038.73	1956.3	2301.47	2060.51	1876.75	2335.01	2899.04	1536.78	2885.84	1972.01	3039.05	2044.27	1716.73	1657.39	1826.31	2023.35	2025.64	2665.46	2246.41	2545.45	2352.14	2432.58	3056.6
DBNDD1	103.471	169.682	67.3709	86.9784	438.147	291.137	91.2463	271.682	443.195	340.966	388.917	1274.1	2351.08	199.278	943.873	471.388	955.172	1162.84	163.296	199.805	322.603	671.966	610.969	331.91	807.71	488.121	683.569	622.916	511.957	287.081	297.774	675.982	701.259	757.282	786.557	544	726.518	1534.79	93.75	1907.42	333.885	130.848	422.006	149.443	147.156	204.465	587.568	157.228	120.473	127.305	400.704	273.461	199.46	410.753	90.2527	706.914	526.815	118.7	418.192	457.363	122.044	672.045	586.072	1041.61	212.48	811.756	35.1413	2491.28	639.307	795.6	785.672	169.534	152.495	103.908	1140.64	90.0662	1808.83	393.258	2107.54	298.723	116.416	162.037	60.6372	96	236.746	62.7361	142.491	225.002	185.043	134.558	430.259	313.996	382.587	1580.92	505.453	2344.14	369.231	226.057	328.345	46.4534	433.145	132.138	200.523	605.344	1344.53	82.1555	69.0564	149.206	91.9908	503.911	741.24	109.466	142.315	397.721	523.431	238.625	215.325	125.235	388.23	135.084	293.832	1085.17	630.984	141.222	113.712	407.764	438.38	128.199	1253.77	333.849	174.927	541.689	263.05	42.328	397.913	270.522	241.553	818.363	1131.65	774.686	390.652	300.908	202.381	182.475	76.2431	35.3535	205.253	90.9091	355.161
C1ORF35	624.851	941.809	517.839	689.794	807.196	930.204999999999	648.368	960.292999999999	654.409	476.356	833.585	1491.96	1498.46	1000.6	830.763	795.978	385.714	1011.53	619.312	298.979	463.961	280.335	886.098999999999	710.677	875.167	622.894	632.221	681.784	689.13	343.111	655.183	692.993	508.573	960.594	658.412	573.867	428.646	820.721	597.159	850.399	487.594	664.965	841.226	842.055	563.235	668.35	713.248999999999	771.93	455.599	650.132	921.508999999999	1072.65	959.795	856.989	776.173	841.073	795.209	474.8	618.945	628.8	467.905	1046.1	1264.48	1272.67	936.809	936.012	546.218	1083.49	844.88	1053.2	525.561	666.168	498.243	660.69	873.498	478.808	629.581	544.613	686.987	675.319	612.897	646.164	519.527	704.542	823.583	491.357	441.723	736.881	707.331	385.512	846.202	489.123	964.807	689.311	683.367	877.058	1160.26	762.482	595.981	699.078	978.814	1050.78	525.857	470.641	704.893	695.691	690.564	598.301	539.13	558.67	723.755	572.454	642.959	912.251	522.625	405.892	849.66	641.166	617.349	1432.9	1183.09	510.417	640.62	786.119	684.783	615.492	978.873	466.208	619.525	753.415	626.923	634.403	511.676	386.414	760.403	500.933	403.486	565.874	682.414	685.216	575.303	948.119	1525.64	1370.67	925.413999999999	952.525	538.91	996.97	1785.79
THOC6	1065.32	1681.24	885.88	1101.22	1036.4	1329.13	772.285	1036.21	1479.67	731.777	1404.57	2195.72	2450.95	1522.32	1004.49	1294.02	870.64	1516.07	669.879	815.085	732.043	1838.59	1662.77	1902.81	1534.64	1157.32	1321.05	1704.38	1070.66	784.535	1843.19	1772.23	1039.95	2004.8	1404.1	938.939000000001	1234.16	1739.46	573.733	1415.82	852.816	591.083	1462.01	1309.02	1109.21	657.662	1207.27	1344.19	896.015	972.107	1220.4	2380.66	1618.33	2786.8	995.217	1292.44	1569.76	1126.51	1686.71	1341.63	865.718	858.917	2038.81	2278.47	1663.89	2292.95	885.546	2783.95	1483.75	1152.43	1416.6	1323.02	785.439	663.255	2023.51	1007.36	2607.89	866.438	1962.6	773.152	687.27	952.765	870.894	1155.27	1571.5	823.812	1253.99	1303.18	996.521000000001	770.827	960.921	825.838	1231	2253.14	926.779	1894.5	1201.98	1095.6	1161.1	1137.07	1368.44	1633.54	1347.51	1017.85	1662.16	891.791999999999	1028.94	1313.5	997.515	1098.12	1204.97	1363.92	1411.69	1140.19	753.778	926.619	1306.78	945.12	1478.36	1791.97	1423.91	1129.61	664.678	1192.24	1176.58	742.871	2735.48	569.64	1388.43	1850.92	733.624	1445.52	964.183	724.786	948.543	1911.41	1596.29	676.374	900.319	1163.66	684.501	2583.09	2688.63	2055.97	1105.18	1702.31	980.691	1419.8	2167.85
SAP130	2044.94	1562.35	1847.32	1957.27	2020.38	1301.45	1581.23	1212.64	1503.82	1394.23	1443.49	900.959	1094.91	1095.73	1808.48	1115.67	1191.63	1606.94	1960.57	1057.37	988.803	2046.86	1329.58	1786.46	1501.92	1252.7	1647.63	1141.31	1154.35	1008.54	1489.27	1590.93	1556.41	1398.06	1661.95	1379.73	1564.61	928.565	880.682	1464.75	1238.83	1312.16	1080.08	1693.21	877.292	2203.05	874.318999999999	1538.53	2922.43	1894.21	2525.81	2328.46	1751.39	1103.23	3198.56	1050.57	966.382	1639.19	1503.77	1481.83	1420.61	1324	1169.01	698.137	776.461	956.101	1095.49	1293.83	1227.41	1181.6	1124.35	652.206	1040.06	806.897	1289.75	843.046	1750.99	995.372999999999	1676.56	2167.28	1721.89	1425.93	1025.69	1593.49	1122.49	2124.79	2253.59	1296.72	1733.9	2469.92	1577.48	1367.66	711.22	1119.38	2695.64	1538.58	1175.64	1394.81	1220.61	1682.34	1188.79	1200.49	1958.03	1004.94	1329.63	2159.11	2078.02	1544.75	996.796	1181.88	1624.36	1985.2	2992.74	1403.99	1301.32	1660.56	1878.76	1836.63	1578.38	1783.61	1097.16	957.721	1033.2	1513.92	2235.79	1123.97	1220.07	1525.46	1754.24	1302.58	1744.04	1531.49	2208.79	987.199	2276.84	1325.09	2154.07	1607.21	1723.86	1410.8	1218.7	669.261	1321.43	895.513	1117.68	991.918999999999	1013.62	647.727	1009.99
BEND5	74.3501	246.944	153.478	165.912	158.255	133.911	151.335	201.672	78.0023	308.611	169.941	233.801	244.599	197.471	171.808	144.624	176.355	144.06	170.374	186.194	198.041	138.075	119.266	300.671	190.238	166.739	115.533	302.147	216.304	180.798	91.8707	202.916	181.603	106.225	76.2579	170.667	271.406	57.4901	427.841	113.427	396.997	352.094	198.468	126.931	291.49	118.8	535.844	164.779	64.5393	53.1168	267.63	202.321	98.8777	141.398	148.917	169.247	321.574	145.549	68.8913	159.573	171.453	529.799	121.283	195.031	325.434	322.173	134.454	297.661	355.422	394.8	140.353	218.399	336.613	283.678	173.852	242.384	345.695	384.666	108.557	113.309	143.047	50.2646	139.26	52.6102	369.287	69.1471	292.107	178.225	288.865	184.914	246.544	311.82	387.002	106.893	143.49	230.453	207.265	164.932	223.6	126.153	105.932	137.059	168.211	201.234	70.4893	178.476	103.848	56.6293	254.92	221.643	114.368	186.182	135.962	197.151	299.622	170.867	140.64	112.888	240.655	125.579	134.719	170.956	321.776	107.965	126.254	301.451	536.972	87.0526	380.547	136.164	313.26	160.962	132.555	53.9341	183.914	121.269	293.2	235.156	48.1326	78.5597	134.449	114.138	226.19	297.501	185.635	200	62.2568	104.546	293.008
AAGAB	1511.48	1339.36	1338.65	1799.9	977.551	1215.36	1043.4	1527.69	942.613	920.856000000001	902.771	1050.92	1263.89	1370.26	1878.32	1199.95	872.906	879.389	1066.73	844.92	994.402	1599.16	1150.03	1082.12	890.872	1292.01	1326.06	1042.2	872.283	919.006000000001	818.777	1461.32	1234.13	1651.06	1520.05	814.933	703.684	2084.71	820.455	1436.54	664.716	963.433000000001	1356.55	1173.03	977.903	1448.23	1084.85	1546.97	1420.34	1639.6	1429.34	1681.13	1340.53	1715.59	1539.26	1694.53	1041.17	1042.86	1354.14	983.538000000001	1461.15	946.658	1305.16	1209.32	1327.01	1423.36	874.713	1150.96	895.331	1045.2	1257.84	1469.96	801.124	849.195000000001	1200	743.709	868.433	727.032	1000.51	1304.08	1640.86	2322.75	1206.06	1154.71	933.272	1777.22	1322.05	1564.06	1372.29	1536.27	1242.66	984.409	976.579	1801.7	977.505	828.189	1139.74	1644.05	920.051	1588.07	953.861000000001	1196.27	1273.46	1606.59	1237.79	634.58	1380.6	1007.02	822.426	1022.16	1172.05	1001.79	1309.42	1990.88	1348.5	1161.7	1259.94	1334.37	990.463	1603	964.103	973.652	767.571	1432.94	1056.86	559.538	1214.79	1382.64	1120.86	1487.96	1239.37	1447.37	1581.04	1170.85	1358.24	1258.86	1115.23	866.144	1399.41	1753.41	1542.99	1136.19	983.516	870.22	1238.67	1163.64	1460.12	822.727	1088.79
PALB2	1224.92	1092.42	1101.46	1864.76	1247.25	936.183	1280.79	964.471999999999	412.298	377.8	535.348	392.62	605.71	891.029	528.706	637.217	404.926	593.859	574.823	400.097	436.669	879.498	899.446	1911.41	1079.68	476.026	629.012	580.267	520.109	530.263	821.598	704.738999999999	561.86	1060.54	959.12	425.6	787.234	281.503	332.386	546.291	516.096	379.061	747.215	588.672	544.429	606.93	382.486	795.025	803.633	1230.03	1281.07	1010.09	718.852	1166.13	1262.64	620.227	325.728	910.504	877.287	489.99	733.953	290.747	468.701	227.95	325.434	382.44	342.246	691.141	375.753	349.6	388.259	304.164	371.047	257.931	655.124	259.603	818.101	299.405	909.367	629.172	702.302	648.148	577.595	719.729	754.113	749.17	2000.22	1569.68	1526.96	700.856	996.912	427.484	492.949	544.955	1025.22	425.926	770.94	769.859	709.705	883.07	644.539	501.142	2232.68	369.613	609.028	824.792	797.575	1180.35	1393.59	434.159	689.932	1622.25	1562.29	883.761	304.461	1204.58	457.808	859.004	2578.39	1066.17	1670.96	471.201	329.318	809.736	518.395	253.191	2945.42	526.396	351.541	798.53	930.13	1375.68	1129.81	444.444	1424.72	549.907	1171.18	318.07	714.146	251.5	246.971	846.952	797.619	1380.91	607.735	751.515	561.284	962.878999999999	948.946
CBLL1	1374.55	2057.7	1472.19	1984.92	1758.64	1620.68	1371.66	2459.77	1177.13	633.649	823.51	782.288	738.426	863.335	1196.66	1015.09	1030.54	1335.92	1040.44	483.228	671.798	1074.48	1004.93	1360.34	1300.62	931.317	1412.71	545.427	572.826	803.481	921.527	1249.9	569.533	998.287	2028.3	653.333	899.844	767.196	692.614	1346.41	649.447	694.076	650.418	1856.54	842.031	1441.76	698.73	2105.26	1335.25	1352.06	1428.23	1132.19	884.216	1698.92	1769.86	744.066	605.755	1022.14	1181.92	997.775000000001	1672.72	620.02	1137.72	434.161	420.221	450.893	511.077	891.283	533.133	474.8	897.802	500.623	581.167	458.851	600.707	435.762	824.723999999999	368.804	1070.18	1296.25	1990.11	1940.48	984.07	1037.02	978.976	2554.78	2697.99	3030.12	2357.89	1398.82	1384.22	596.447	616.064	884.116	2218.47	531.893	1747.86	1564.48	890.552	1557.1	1033.9	1641.89	3815	610.273	1217.65	876.594999999999	1349.5	2073.62	1675.97	641.46	949.910000000001	1602.06	2371.7	1730.48	565.37	1604.26	1123.18	1737.41	2547.76	1366.35	1580.6	658.701	463.811	1056.99	1004.18	480.504	2003.52	1503.36	1290.14	1453.92	1674.88	1568.84	1761.68	966.718	2098.75	823.694	1297.61	583.207	791.871	705.401	728.217	495.46	557.692	1501.96	1086.19	1541.41	1057.39	1031.82	1853.5
ZC3H14	2967.19	2478.24	2834.36	1891.4	1658.97	1886.71	2067.14	2584.64	1618.8	2008.96	2073.55	1011.37	943.673	1213.73	2566.84	1348.92	1808.87	1125.53	2219.41	1122.02	1487.75	2014.23	1487.16	2441	2182.21	1522.68	1342.11	1344.95	1370.65	1632.38	1587.19	1693.4	2296.04	1379.21	1492.92	1027.2	2037.88	1533.2	1384.09	1015.94	1321.29	1566.5	1389.97	3499.46	1218.62	3384.99	1414.25	2103.49	3059.16	2194.47	2707.44	2316.35	1754.23	1976.88	3437.27	1541.8	1683.48	1876.59	1920.88	1029.22	3040.54	1740.86	1419.41	1324.22	785.15	1345.98	1116.12	1529.13	1485.69	2400.4	1033.58	824.732	991.567	1047.82	1231.8	852.318	1462.25	1196.96	1612.96	3452.82	2970.9	3361.77	1489.21	1985.63	2767.82	3937.72	3840.59	1502.78	2868.17	3532.35	2238.78	918.419	1487.19	1398.6	2549.08	1293.21	1871.79	3498.35	1534.84	2332.23	1729.76	1558.25	1890.24	1572.91	1317.95	4042.62	2594.1	2629.57	1880.09	1327.25	1607.45	2255.72	1666.48	2207.98	1266.24	2696.56	2072.74	3656.94	2065.26	2796.75	2237.01	946.691	1491.99	1425.71	2315.22	2594.16	3566.9	2189.92	1653.37	1731.17	2105.16	1263.65	3006.18	1051.37	2469.49	1502.8	2911.01	1429.21	2471.88	1345.88	1714.37	1757.46	2207.88	1953.03	2726.52	2621.21	2567.12	1594.7	1730.3
PYROXD1	178.224	618.342	226.223	270.086	242.974	2453.74	377.537	238.986	182.171	378.153	312.94	356.18	343.156	498.694	420.081	335.121	357.443	154.673	391.729	378.104	456.123	211.992	414.357	431.888	320.985	329.015	178.46	343.457	538.728	279.058	268.415	197.663	380.483	337.093	110.424	261.061	232.47	334.672	785.932	424.721	411.421	290.096	308.524	497.727	319.196	319.164	277.486	371.015	206.626	338.538	298.767	308.007	293.786	543.548	411.593	265.882	317.527	583.726	491.728	384.535	422.301	350.451	345.743	302.255	616.517	502.969	1187.21	356.054	319.827	322.328	303.338	600.558	444.125	500.294	169.35	202.954	342.702	623.708	319.255	268.517	394.533	245.787	414.275	226.495	554.936	436.547	1156.9	1098.44	294.377	312.166	466.64	421.019	659.62	174.546	208.34	633.585	538.756	417.125	440.222	320.592	470.683	467.524	529.665	289.838	264.967	332.981	250.617	363.486	331.263	326.245	420.838	560.476	597.383	1007.42	417.939	987.198	303.162	354.322	685.643	477.288	596.108	251.991	441.831	768.844	204.783	670.495	1202.01	316.8	237.991	264.844	668.374	346.402	172.383	311.726	369.846	280.201	277.264	237.47	373.416	460.693	278.321	430.143	281.026	398.934	506.055	659.081	643.239	534.538	676.926
THOC7	337.673	897.311	312.936	796.883	1269.22	732.327	876.113	761.755	685.813	793.43	923.593999999999	1528.56	1445.99	1118	1368.47	1039.01	1018.72	894.935	406.471	607.681	682.995	915.481	808.167	504.21	947.622000000001	649.676	604.621	1050.01	1119.02	773.444	580.236	999.999999999999	664.171	848.087	676.887	540.267	910.223	1957.84	951.705	1505.21	470.289	493.055	1167.13	691.654	432.534	336.196	894.283	651.121	445.56	593.503	654.249	247.225	447.791	1105.38	371.841	1095.98	1039.5	951.484	867.061	784.814	519.003	962.792	1209.7	2083.23	1012.64	1315.48	684.492	1194.61	925.452	1240.8	878.732	948.391999999999	792.692	525.517	1052.3	557.616	906.843	863.186	1044.66	672.023	297.508	305.556	751.285	804.881000000001	1241.32	285.289	669.264	538.524	819.275	614.178	962.714	509.427	1633.84	707.293	474.438	1366.77	929.914	491.635	764.002	425.823	799.435	1260.24	882.553	1228.76	748.798	460.152	305.746	1013.91	720.824	1285.53	859.334	774.338	648.677	825.641	464.152	1489.03	572.26	383.2	1003.99	445.779	1381.57	829.044	713.942	670.442	478.261	1125.37	1505.28	391.057	966.737	1038.87	621.293	810.387	260.989	710.019	687.129	532.649	372.821	548.542	1078.53	1111.84	887.478000000001	967.575	1195.05	1821.14	1079.01	1087.88	1241.25	1151.52	1601.55
RUFY1	974.297	998.533	1024.12	585.721	766.438	750.261	604.97	764.89	899.559	745.645	978.673	1480.74	2391.98	1086.69	731.362	897.65	837.931	1301.72	880.182	922.217	941.218	922.176	876.626	1044.05	994.735000000001	623.758	925.545999999999	1207.39	984.783	833.518	716.429999999999	833.941	898.209	974.871	1085.69	945.6	900.363	1045.13	835.227	1418.15	807.736	808.377	1056.41	1029.82	649.741	804.93	775.408	1014.43	1201.39	742.318	739.876000000001	1050.45	997.301	760.753	778.43	767.802	809.335	757.89	667.923	996.589	1095.02	1026.67	1400.63	734.783	997.63	904.762	544.691	880.509999999999	862.952	884.8	1199.87	932.436	872.101	977.471	925.795	1199.34	725.386	932.584	864	787.392	631.919	607.143	1032.37	804.339	710.238	978.133999999999	663.921	746.355	734.169	509.339	646.979	697.244	971.183	1102.4	605.658	1349.28	837.607	1018.05	1418.13	1277.47	769.303	1042.35	664.924	579.471	1184.22	1035.64	754.876	1024.74	876.43	889.179	1163.74	942.126	945.06	946.439	783.937	526.35	1320.08	775.22	671.844	881.051	614.276	953.431	850.948	644.415	1347.83	801.539	1049.3	921.194	1098.35	654.983	799.838999999999	538.255	619.505	1445.3	634.235	753.731	720.356	1323.34	622.159	554.283	863.243	1141.37	1096.15	1145.44	1076.8	1033.33	1014.59	997.727	792.453
ITPKC	586.437	1004.89	612.717	965.811999999999	1025.95	970.259	702.893	956.635	492.833	813.34	758.354	668.34	608.796	873.57	590.831	493.137	743.842	471.046	812.437	770.053	614.416	441.004	616.997	947.895	693.852	559.395	555.199	871.002	839.674	630.77	453.309	538.68	561.434	472.301	477.987	667.2	435.392	685.917	979.545	500.92	627.561	467.927	555.014	941.684	810.531	1004.55	535.844	911.392	457.512	798.068	746.548	825.429	893.876999999999	1072.04	565.885	324.045	538.449	425.812	512.917	521.43	540.118	930.194	521.127	752.795	1300.16	684.524	1007.64	441.106	694.277	592	629.3	1056.1	754.041000000001	1141.61	686.219	1157.62	377.042	1155.32	595.038	924.598	489.252	577.381	645.427	543.458	1074.95	918.603	768.563	704.907	807.975	796.615	948.796000000001	732.776999999999	1639.24	426.074	903.545	507.716	897.009	736.135	645.575	709.553	491.996	825.163	844.539	641.074	487.383	794.035	745.388	1037.55	917.163	547.588	499.606	858.681	1149.96	1143.02	601.664	760.066	1239.57	1032.75	1158.33	1043.65	950.797	541.667	720.226	647.789	709.866	622.486	882.042	724.985	492.676	488.469	1390.57	376.865	709.478000000001	571.429	1109.3	458.955	881.75	544.326	686.336	635.024	881.708	773.022	1089.74	1220.11	772.376000000001	1297.98	612.841	775	1520.53
EGFL8	102.65	198.46	110.835	135.621	121.181	149.305	146.728	200.841	123.801	194.913	341.414	776.514	497.053	326.592	164.572	251.206	84.9113	328.053	164.307	174.045	156.011	109.347	300.938	275.353	228.832	150.566	120.218	353.122	366.641	208.298	152.211	104.091	99.9071	183.684	169.972	157.92	145.527	154.034	300.159	264.893	188.406	359.994	327.848	320.014	245.143	244.19	345.168	361.714	137.378	126.541	273.565	524.354	270.277	315.333	145.903	459.267	349.551	180.56	277.524	147.56	220.748	369.875	302.293	260.379	722.093	434.546	381.131	415.036	257.922	319.164	212.124	422.089	527.182	324.924	252.106	420.079	130.932	358.883	198.923	173.412	258.809	126.475	170.385	224.45	238.867	105.122	247.472	218.607	142.914	133.34	156.281	247.331	355.134	144.321	199.911	283.344	251.167	268.181	114.126	165.606	200.372	285.841	184.969	246.121	169.807	264.982	222.42	202.546	238.453	205.685	142.744	203.607	114.233	138.091	205.461	293.463	298.545	354.996	125.427	419.082	565.084	226.201	511.235	267.936	269.615	486.554	1561.41	104.888	196.443	216.895	142.125	100.573	198.613	106.715	182.608	325.527	218.77	333.95	240.274	430.344	235.424	1272	1322.57	870.72	841.077	1074.18	923.59	613.432	1364.76
CSRNP2	2725.24	2343.77	2940.8	3786.83	1614.71	2478.55	1393.92	2736.15	1171.05	1187.66	943.073	812.399	1057.87	1180.01	1333.76	1236.38	1178.33	1288.25	1850.35	1405.93	1089.57	1184.94	1377.8	2168.15	1344.52	1018.57	1247.11	1216.4	800.543	1104.43	1154.83	1066.02	1396.12	1155.34	1196.93	922.133	1305.66	794.157	674.432	1022.07	1120.75	2173.55	759.749	2578.37	953.455999999999	3027.38	1210.98	2695.98	2541.41	1966.2	2707.07	1769.42	2037.22	2428.49	2591.61	1721.36	1081.05	1068.3	1117.87	1217.86	2651.6	1311.49	1010.17	526.087	551.343	958.333	810.542	1287.6	1218.37	1065.2	1064.09	627.275	1030.22	1356.32	1157.6	1112.58	1202.21	843.358	1482.53	2948.08	3180.9	3504.63	1046.76	2098.98	1970.75	2427.02	3002.12	2431.2	3554.66	2654.01	2797.88	1001.81	1087.43	1288.21	3672.8	1414.09	2371.79	2345.94	1667.81	2581.81	1166.67	1766.3	3043	1011.1	1071.04	1607.5	1981.55	2631.05	2440.27	1086.05	1543.53	1322.12	3804.7	4443.87	1648.93	2508.67	1434.53	2049.17	1947.91	2930.33	2009.7	731.618	1753.01	1353.42	2177.26	1196.71	3681.34	1894.75	1259.83	1243.11	2493.62	1308.72	3168.27	1201.57	3761.74	1168.84	3026.14	1536.01	1181.21	1143.48	1140.22	1651.1	2331.5	2148.15	1832.6	1986.87	1706.23	1615.15	3246.39
ABHD17A	559.175	866.993	627.865	766.717	770.578	569.721	885.386000000001	774.817	496.378	566.451	1016.96	781.697	912.809	980.133	444.302	775.861	440.394	507.32	698.18	618.862	472.358	476.987	729.804	718.487	681.003	539.093	456.354	677.579	619.022	528.53	640.677	428.514	549.071	508.852	336.478	659.733	470.68	678.78	734.659	684.243	676.931	465.169	667.131	1130.4	760.226000000001	496.616	935.572	602.265	640.134	666.374	660.921	1054.49	1088.79	1208.6	557.762	573.787	569.193	707.018	517.223	472.193	694.679	860.389	545.383	1318.01	1172.99	651.786	540.107	555.067	781.626	683.2	797.114	1079.03	687.28	952.184000000001	854.417	1027.81	639.735	863.186	868.861	624.639	509.796	626.323	965.057	915.525	934.187	615.455	474.674	569.018	864.829	681.87	537.625	812.908	1231.64	466.034	743.354	641.975	999.999999999999	892.636000000001	752.886	773.312	573.917	1311.54	712.758	755.243	461.604	688.406	637.322	749.968999999999	937.3	678.618	720.602	927.322000000001	791.945	847.293	596.018	855.974	854.51	775.661	880.677	1088.18	1051.14	1061.27	758.353	668.514	732.442	693.828	1093.31	648.474	552.854	607.408	648.236	608.649	550.824	976.958	751.668	620.802	612.76	687.668	367.947	694.49	685.516	1909.21	1467.95	838.904	911.602	849.495	411.479	1101.52	1962.26
