TCGA-RZ-AB0B-01	TCGA-V3-A9ZX-01	TCGA-V3-A9ZY-01	TCGA-V4-A9E5-01	TCGA-V4-A9E7-01	TCGA-V4-A9E8-01	TCGA-V4-A9E9-01	TCGA-V4-A9EA-01	TCGA-V4-A9EC-01	TCGA-V4-A9ED-01	TCGA-V4-A9EE-01	TCGA-V4-A9EF-01	TCGA-V4-A9EH-01	TCGA-V4-A9EI-01	TCGA-V4-A9EJ-01	TCGA-V4-A9EK-01	TCGA-V4-A9EL-01	TCGA-V4-A9EM-01	TCGA-V4-A9EO-01	TCGA-V4-A9EQ-01	TCGA-V4-A9ES-01	TCGA-V4-A9ET-01	TCGA-V4-A9EU-01	TCGA-V4-A9EV-01	TCGA-V4-A9EW-01	TCGA-V4-A9EX-01	TCGA-V4-A9EY-01	TCGA-V4-A9EZ-01	TCGA-V4-A9F0-01	TCGA-V4-A9F1-01	TCGA-V4-A9F2-01	TCGA-V4-A9F3-01	TCGA-V4-A9F4-01	TCGA-V4-A9F5-01	TCGA-V4-A9F7-01	TCGA-V4-A9F8-01	TCGA-VD-A8K7-01	TCGA-VD-A8K8-01	TCGA-VD-A8K9-01	TCGA-VD-A8KA-01	TCGA-VD-A8KB-01	TCGA-VD-A8KD-01	TCGA-VD-A8KE-01	TCGA-VD-A8KF-01	TCGA-VD-A8KG-01	TCGA-VD-A8KH-01	TCGA-VD-A8KI-01	TCGA-VD-A8KJ-01	TCGA-VD-A8KK-01	TCGA-VD-A8KL-01	TCGA-VD-A8KM-01	TCGA-VD-A8KN-01	TCGA-VD-A8KO-01	TCGA-VD-AA8M-01	TCGA-VD-AA8N-01	TCGA-VD-AA8O-01	TCGA-VD-AA8P-01	TCGA-VD-AA8Q-01	TCGA-VD-AA8R-01	TCGA-VD-AA8S-01	TCGA-VD-AA8T-01	TCGA-WC-A87T-01	TCGA-WC-A87U-01	TCGA-WC-A87W-01	TCGA-WC-A87Y-01	TCGA-WC-A880-01	TCGA-WC-A881-01	TCGA-WC-A882-01	TCGA-WC-A883-01	TCGA-WC-A884-01	TCGA-WC-A885-01	TCGA-WC-A888-01	TCGA-WC-A88A-01	TCGA-WC-AA9A-01	TCGA-WC-AA9E-01	TCGA-YZ-A980-01	TCGA-YZ-A982-01	TCGA-YZ-A983-01	TCGA-YZ-A984-01	TCGA-YZ-A985-01
MAPT	1059.24	1097.53	463.504	186.212	1007.88	1018.29	197.091	289.593	367.931	753.206	511.547	932.323	734.258	442.089	121.93	429.206	1802.49	199.319	390.861	1470.34	749.077	1347.68	2432.45	1001.33	135.285	1027.55	582.565	1027.34	669.597	686.63	334.323	616.142	921.053	872.132	208.856	587.983	73.3032	769.043	165.057	777.064	621.306	573.305	515.426	761.452	493.205	367.557	1224.15	556.134	556.158	431.8	709.076	1120.43	175.572	231.469	1111.11	1097.58	913.242	448.529	525.087	648.135	1545.52	585.376	165.684	328.761	1204.84	89.2193	395.23	982.783	678.708	315.182	161.2	546.078	1029.23	755.514	605.671	3487.88	424.779	121.921	1395.5	1104.84
FOXO4	1093.97	1367.67	2480.29	2711.57	1557.04	1614.43	541.091	3002.26	1398.14	2493.43	657.006999999999	2007.45	2294.36	886.076	1316.13	1869.52	1165.73	1245.02	1215.62	1651.33	1263.84	1358.78	1344.22	1416.71	1529	1044.28	2779.86	1846.35	1348.91	1292.48	1819.59	1195.03	1494.28	1208.93	1775.27	2281.55	1423.98	1417.57	1048.49	1972.72	1634.98	1108.44	2189.36	1601.56	1557.15	1420.94	2373.68	628.522	1508.91	790.153	1029.12	1678.86	1561.07	2460.14	1289.27	685.332	1818.49	1869.12	1510.38	1660.01	1461.73	1343.7	1530.83	1585.17	1231.2	1339.88	839.011999999999	1318.51	687.466	1814.63	1219.14	1249.81	1139.3	1023.46	1252.99	1172.22	1454.87	1405.79	1205.29	2667.94
NFATC4	555.158	769.315	69.3431	414.422	1125.09	1485.91	20.3636	278.281	18.1694	201.386	483.012	194.683	1031.92	785.127	39.6161	626.874	1064.36	665.552	69.6539	788.741	22.6015	77.7238	1316.6	791.186	20.883	494.072	466.052	130.208	777.881	241.643	609.271	267.609	84.6682	658.708	69.0052	444.635	47.9638	524.476	25.1336	330.252	71.7548	357.033	73.4043	311.149	99.1207	22.1766	759.328	50.7152	343.919	285.714	1122.23	571.646	9.8146	34.2657	1111.11	1329.5	732.877	247.059	111.159	164.269	123.685	29.7723	147.989	389.488	737.684	9.5592	1448.89	938.307	1512.86	238.724	33.0939	625.286	189.677	378.226	129.375	485.82	961.947	16.6256	1263.74	17.015
PARN	1445.35	1609.32	1262.77	2574.48	1807.53	901.631	1284.36	1115.38	1324.55	1363.05	1389.88	1502.5	1354.81	1570.57	1878.24	1381.45	1383.35	1764.41	2399.29	980.024	1710.33	916.03	1146.36	1353.06	2007.04	1449.09	877.274	1300.78	1394.72	1592.97	1153.69	1492.19	1538.33	1208.22	1801.96	1192.27	1780.54	1469.88	2127.73	1765.97	1446.49	1228.28	1268.09	1272.69	1747.4	2223	1471.95	1630.69	1128.58	1544.79	2651.59	1712.91	1801.53	1013.29	1086.21	1556.86	1469.75	927.941	1186.42	1804.72	1663.77	1493.43	1486.33	1203.64	1718.67	2988.85	1244.46	1602.58	1499.18	1702.42	1812.69	2055.6	1465.8	1564.99	2069.56	1120.02	1362.83	1815.27	1037.35	1330.57
PCBP1	9613.89	9662.47	11613.9	10245.6	10180	11526.4	10113.5	11882.4	10675.4	8480.39	9760.1	8687.3	8327.93	12758.9	9631.99	10329.3	9499.6	10749.9	8055.46	12735.5	10479.7	14766.8	7367.03	9418.75000000001	10212.7	7925.38	12535.4	12752.6	8266.08	9130.92	9066.91	8955.68	9661.33	12965.7	9836.92	10340.8	8927.15	9968.58	8310.23	10261.4	9263.2	9049.76000000001	10700.5	7464.56	10942	9353.99999999999	11111.4	11815.8	8687.84000000001	10495.6	9960.98	8664.13	7317.88	11867.1	9607.28000000001	9844.87	14997.1	10326.5	7176.9	15622.3	8365.25	7706.22	9321.18	9011.41	8045.81	9218.79999999999	10685.7	13516.5	10649.2	10118.8	10192.9	9856.82	7447.14	10617.6	10351.4	7893.14	10771.7	8588.67	11539.8	9039.48000000001
PLAG1	126.149	203.836	94.8905	182.25	79.7263	51.4088	83.6364	46.3801	239.837	147.911	146.852	104.276	197.924	218.671	261.906	999.445	146.018	215.495	586.069	9.0799	149.908	95.7668	161.174	401.102	354.103	377.266	31.527	71.6146	56.4553	273.677	283.17	471.419	548.627	32.6163	608.166	25.7511	848.416	353.774	335.365	284.923	212.987	176.875	122.872	598.531	86.3309	327.31	130.447	596.446	62.7421	24.2131	104.043	279.98	562.705	121.678	30.6513	23.5195	91.895	377.941	479.239	132.98	100.834	847.198	438.606	799.079	439.067	151.354	407.155	77.4749	55.2819	119.912	139.849	293.983	22.3881	90.5678	626.495	185.779	163.717	166.872	10.2064	46.5075
PLRG1	1003.58	999.999999999999	643.066	745.642	518.816	630.746	800	611.991	1057.46	972.796	1001.17	978.04	856.117	805.38	933.179	891.172	915.929	933.043	951.198	629.54	1196.96	675.226	1159.14	947.873	982.408	832.636000000001	312.529	623.698	1114.76	576.95	811.144	901.734	1094.97	925.31	914.089	723.605	1037.56	931.617000000001	932.946	998.619	894.657	1101.06	720.213	934.745	838.13	1036.55	872.116	925.878	929.512	804.681	818.396	995.427	837.514	752.448	911.877	716.691	1025.11	942.647	832.18	594.496	1021.76	900.613	863.271000000001	922.626	880.294	830.59	1038.33	512.195	1251.23	800.88	863.645	938.309	856.343	995.306999999999	568.897	804.768	889.38	819.581	772.907	975.524
PNN	1252.3	921.644	655.475	539.62	802.618	507.168	664	433.258	1214.63	541.58	2333.28	673.43	810.711	1096.84	829.297	2180.46	1467.42	705.415	1183.23	527.24	2535.52	693.269	1580.42	1387.74	1944.84	1324.27	253.587	445.312	914.854	1091.23	757.25	1684.44	1794.62	699.123	2783.21	593.991	3652.04	1236.27	1979.18	1191.96	1392.95	1681.75	964.362	1885.48	501.998	2676.39	447.736	1774.17	1005.42	723.971	807.464	919.715	3175.57	653.846	465.517	471.697	686.644	758.823	1200.26	384.411	2910.41	3687.83	1904.56	2547.59	1225.15	1267.13	2802.39	846.485	1392.45	1002.2	712.053	982.483	841.418	2617.55	2447.05	862.720999999999	748.673	2169.95	651.357	1233.02
POLR2D	583.248	646.575	269.343	221.078	431.95	402.373	274.182	183.258	325.233	357.261	630.908	512.136	312.409	679.43	419.05	666.852	658.487	505.519	529.281	318.402	476.015	374.74	640.575	442.722	560.663	697.001	176.826	256.51	405.368	588.44	297.785	558.339	560.069	489.245	415.871	294.421	416.29	573.248	506.799	471.789	364.469	477.685	337.766	547.969	380.096	366.324	423.811	620.286	443.842	456.013	513.429	530.488	563.25	323.776	329.502	517.429	483.447	302.941	446.799	470.457	390.642	293.783	359.786	572.087	442.956	501.328	326.235	439.024	753.147	405.39	282.9	445.545	539.179	419.052	565.795	391.697	526.549	424.261	482.487	322.15
PPP1R8	702.247	1198.36	581.752	640.254	528.931	604.053	729.455	505.656	712.242	777.668	861.974	913.317	841.758	1191.46	1074.48	825.652	1128.72	857.938	603.372	403.753	652.675	734.212	1001.26	1019.69	838.951	1072.87	361.876	421.875	839.426	873.955	645.809	1015.2	1113.27	441.738	874.986	301.288	904.977	1061.32	1084.5	491.678	976.663	570.021	610.638	891.962	745.004	615.195	710.909	967.924000000001	698.683	655.367	929.223999999999	857.724	845.692	530.769	804.598	508.936	469.749	617.647	743.945000000001	651.488	448.313	927.321	890.617	643.702	932.584	798.194	603.918	365.854	562.671	639.164	729.134	945.164	869.403	620.366	687.195	1006.58	484.071	785.714	585.479	744.121
PRCC	2068.44	1968.77	2065.69	2442.95	2069.31	2344.04	2298.91	3192.31	1787.87	1976.31	1390.92	2053.68	1727.37	1712.66	1822.78	1324.82	1618.26	2106.42	1420.59	2259.08	1718.63	3302.57	1603.91	1327.76	1673.82	1607.74	2197.3	2691.41	1844.52	1490.25	2073.53	1285.81	1545.19	1994.56	1308.8	2169.96	1109.95	1454.33	1521.9	1899.64	2238.64	1209.4	1803.72	1137.86	2026.38	1340.04	2337.23	1471.17	1720.37	2008.88	1477.33	1740.35	1333.15	1962.94	2067.05	2265.06	2943.49	1901.47	1308.82	2033.8	1192.96	1387.04	1399.46	1318.4	1363.01	1721.72	1802.38	2114.78	2695.13	2374.04	2040.08	1407.46	2059.08	1593.62	1717.77	1792.44	1963.72	1387.32	2153.56	2159.76
PRKAA1	868.233	604.384	181.022	101.426	327.235	178.942	122.909	73.5294	228.935	221.297	1032.14	312.315	338.799	583.228	380.314	666.852	621.078	261.137	630.878	217.312	566.421	110.34	1029.29	1038.87	392.237	760.809	111.03	136.719	522.906	668.176	320.621	977.093	451.945	202.079	600.345	139.914	542.986	669.732	552.565	441.724	266.518	803.529	275.532	824.114	234.612	625.873	183.993	609.883	292.796	150.121	583.168	531.504	691.93	250.35	181.992	386.765	365.868	308.824	579.152	160.358	796.518	775.394	546.917	763.899	782.628	416.888	495.741	86.0832	534.209	363.036	143.051	543.031	247.512	555.608	549.402	509.659	204.425	514.778	253.305	140.657
MAPK1	4218.08	4141.92	2297.08	2370.84	3234.27	3380.13	1613.82	1236.43	1676.13	3205.68	4151.18	3849.49	2125.93	3095.57	2952.28	3802.89	3407.48	2693.98	5016.86	3081.72	4298.89	1949.34	4909.01	4118.74	3099.31	3254.88	1329.62	2825.52	4086.07	4899.03	4179.04	4382.79	2860.41	2693.68	2935.94	2804.29	2229.86	4439.32	2451.09	3852.94	3186.26	4035.29	3045.74	3946.85	3584.73	2682.55	2413.56	2452.1	2629.74	3267.15	3672.79	3905.49	2840.79	2418.88	2994.25	4017.26	3792.24	1405.88	3241.35	2001.96	3832.06	2417.69	2405.36	2986.07	4487.47	2651.09	2948.04	1619.8	2858.24	2480.75	2208.75	3681.65	3088.31	3325.2	2453.7	3605.84	4539.82	2618.23	3910	3429.08
MAPK9	707.865	703.562	564.963	404.12	727.056	368.759	265.454	207.014	516.92	649.1	736.001	665.725	820.025	561.076	554.625	678.512	678.6	366.862	830.524	426.15	811.347	396.253	672.315	626.747	616.956	559.623	241.25	533.854	739.935	737.813	491.436	708.628	613.844	645.236	1007.48	428.326	1232.13	685.989	710.119	719.246	462.42	658.664	781.383	759.723	478.018	881.725	463.116	526.225	594.888	365.617	718.5	632.114	736.096	631.468	409.962	576.881	437.785	495.588	916.523	427.434	882.118	877.845999999999	730.831	522.668	780.899	820.499	452.3	289.813	721.401	586.909	391.789	549.124	541.045	782.731	780.239	847.102	437.168	879.31	604.964	442.389
PRPS2	799.796	600	422.628	797.94	593.188	170.044	355.636	317.873	466.954	376.603	728.345	464.364	1228.29	677.532	458.226	580.233	652.052	783.41	266.193	401.332	665.129	337.96	686.743	878.915	979.684	564.156	290.597	450.521	499.306	814.763	234.757	528.366	641.304	577.876	1419.21	309.871	1163.35	1004.77	1519.27	493.065	521.077	1347.7	551.064	620.138	275.779	2850.92	292.224	641.959	430.674	183.212	557.535	460.366	959.651	672.028	365.9	375.005	1162.1	902.941	2267.73	341.389	818.644	1070.49	1753.35	899.592	643.475	479.023	679.727	639.885	991.79	473.047	508.152	608.53	294.776	860.629	1000.44	376.079	211.504	614.532	167.015	334.627
PSKH1	1449.44	1112.33	3598.54	1809	1371.41	3926.84	4032	5504.52	2638.2	3126.59	1620.25	2919.73	2797.29	1431.01	2156.86	1665.08	886.565	3031.38	2828.31	3480.63	1295.66	3090.91	1179.75	1312.59	1722.83	2598.65	7356.77	2156.25	2735.77	2106.55	2420.63	1712.67	1629.86	2337.03	1861.28	4254.07	1849.27	1984.07	1994.19	2435.71	2820.65	1368.22	3550.51	1888.06	3606.7	1755.24	4391.9	2610.26	2470.91	2895.08	1032.51	2016.26	1767.72	3974.81	1614.94	1637.22	3073.06	2898.53	3117.21	3968.15	1792.89	1982.05	2203.22	2474.3	2112.79	2436.01	770.869	4812.05	2017.46	1103.41	2814.05	1955.65	1433.46	661.633	652.193	1700.37	3529.2	2213.05	3652.96	3037.74
PSMD8	4327.37	4727.67	4451.09	6070.52	5217.91	6563.52	5827.64	6554.3	4432.43	5025.54	3864.79	4736.61	3257.98	4764.87	4696.27	3255.41	4960.98	5531.82	3352.26	6918.89	3831.64	4721.72	4019.05	4062.43	3466.58	4116.11	6118.99	6184.9	4873.67	4595.4	4873.26	3673.3	2955.95	5826.97	2304.77	5673.82	2989.59	4315.27	3434.31	3962.56	4101.98	3588.39	3541.49	2908.38	5001.6	3802.05	6270.01	4012.57	5247.87	5205	4790.12	3815.55	2045.26	4059.44	7101.53	6804.32	4559.93	4576.47	3053.63	4479.96	3362.35	2234.68	2643.43	2814.36	4119.71	3199.15	3363.71	6761.84	4722.5	4722.22	5502.13	4669.46	4369.4	3828.25	2836.51	3642.42	2792.04	2500	5104.15	4573.62
PSMD13	2578.65	3072.88	2474.45	5564.98	2657.15	3695.5	3586.91	2987.56	3311.38	2614.03	2079.25	2719.92	2712.72	2995.25	2671.44	1578.01	3197.91	3077.02	2245.79	2326.27	2855.17	2244.27	2053.22	2616.34	2523.66	2915.97	2590.7	2389.32	2552.06	2797.35	3193.42	2001.71	2008.58	2807.84	1971.7	3651.5	1709.95	2970.5	2573.38	2536.1	2439.09	2287.88	1987.77	1565.26	3777.78	3211.09	2987.75	2334.63	3560.81	3422.92	2708.13	2237.3	1626.5	2277.62	3342.91	2994.16	2341.32	3276.47	1896.63	2315.41	1781.65	2144.05	2303.49	1714.58	2411.84	2210.3	2919.93	2649.93	2054.19	2332.23	2921.87	4270.37	2566.54	3332.24	2245.9	2189.48	2672.57	2436.58	3408.03	2353.66
RBBP6	860.572	917.26	535.766	409.667	866.875	351.952	467.636	600.679	495.117	555.233	1127.49	506.485	677.21	1020.89	714.41	1313.16	1295.25	599.69	958.74	409.201	756.458	468.425	1419.65	1102.93	949.722	1040.1	350.91	401.042	802.406	946.031	376.342	1248.98	1069.22	463.01	1150.55	539.914	1500	927.376	1188.41	895.936	1016.53	1166.31	714.362	1538.46	306.954	962.218	554.258	1131.77	621.999	465.698	871.548	698.171	1164.67	438.462	249.042	303.793	473.173	408.824	704.585	220.143	1630.76	1546.41	1125.47	1621.19	1078.22	799.256	1001.7	500.717	1109.47	769.527	491.071	859.863	637.438	1030.97	1420.03	918.619	621.239	916.256	429.599	706.688
BRD2	6760.47	8430.68	8807.3	13909.7	5211.96	5675.73	6141.09	9822.4	5745.17	4870.81	7329.39	5881.6	6150.38	7848.1	10173	9845.09	5353.98	14072.5	8570.98	5437.65	5318.27	11124.2	6307.65	6145.47	12736.4	7995.82	5210.19	6937.5	4820.45	4187.67	4672.3	8032.97	10919.9	6133.99	7712.48	8308.15	11870.6	6694.14	14245.9	13997.8	9504.09	6214.01	8786.17	5632.24	11163.1	5984.39	7900.31	9153.45	4532.92	7115.42	5871.27	6232.22	8255.73	5434.27	3986.59	4533.38	5079.34	3400	5246.54	9868.98	6789.99	4919.44	6483.11	12274.3	5404.93	6855.02	6436.97	7061.69	5532.57	7821.23	8504.07000000001	5132.52	6413.56	6043.17	12459.5	5949.45	9387.61	7469.83	5426.12	5653.5
RPLP2	16505.1	23457.5	108779	67847.1000000001	42454.9	37846.8	63357.8	59491	61955	38211.5	11705.7	41838.4	52452.9	11247.8	28857.2	21460.9	18195.1	50166.5	19109.6	37625.9	38664.2	63608.6	10132.5	16642.3	35745.3	17101.5	73714.2999999999	82541.7	39760.8	15163.6	57518.2	13680.6	41774.6	53841	48423.7	73323.6000000001	21692.8	25857.3	27116.6	33671.4	48436.8	23257.6	48796.8	20147.4	43358.9	31596.3	32103.7	28277.8	75030.1999999999	75762.7	16015.8	19840.4	47450.4	63930.1	45377.4	29096.2	25940.1	178496	51604.2	28031.3	25363.4	30582.3	58858.4	22415.2	15921.8	45430.2	59293	92377.2999999999	12943.1	40280.5	51026.6	37198	52547.3	67661.2	35242.8	15963.4	53687.6	70664.4	64549.3	45522.9
RREB1	1174.16	1170.96	2060.58	2114.9	1020.97	981.71	1272.73	2138.01	3844.65	1265.2	1024.83	1230.26	1030.37	816.456	1688.97	2131.04	717.619	1605.53	2700.09	1607.75	819.648999999999	3539.21	1570.11	932.368	2648.96	1124.13	1790.19	1921.88	1006.94	883.356000000001	1095.23	1377.86	3106.98	659.417	1955.15	2001.72	2065.61	987.457	1524.52	2318.24	3496.05	947.574000000001	1982.98	1488.76	2020.78	681.314	1177.44	2042.48	702.556	1686.04	970.314	1541.67	2205.02	1858.74	618.774	721.265	948.059	813.235	1863.75	3545.75	1475.52	2164.19	1503.49	1958.33	998.271	1767.39	957.411	1246.77	713.191	1575.91	1462.54	664.128	890.547	637.26	2466.11	872.174	1663.72	1447.66	1449.32	2142.75
S100A11	7270.68	3891.51	5629.93	5607.77	4952.55	10484.4	5885.82	14803.2	5439.93	3796.18	5515.66	3630.67	3576.99	3771.2	5717.92	2679.07	4718.42	8061.73	2073.2	7331.11	5623.62	6535.05	2101.45	5706.01	4278.29	3036.61	12229.7	11049.5	7411.85	6301.18	8848.6	3519.16	2730.55	10233	2930.42	5704.72	1993.21	5681.24	3831.57	5249.34	3272.82	5621.01	6434.57	2294.3	8153.48	5314.58	6155.51	4095.8	6792.41	3329.3	4524.36	5370.94	1504.91	5789.51	7124.52	10955.5	5328.2	9023.53	1505.62	6260.65	3994.56	1739.93	3669.71	3058.95	5090.32	4224.64	4786.2	10159.3	11858.8	9052.81	7515.53	10904.8	2671.64	4864.85	3878.6	3486.23	3609.73	4251.23	1657.16	2277.74
MAPK12	718.953	813.019	47.6204	405.903	1292.64	2304.21	526.066	336.097	344.792	528.751	780.763	1107.37	276.523	1317.28	78.2946	32.332	1420.55	203.715	539.792	1224.37	611.891	522.922	901.529	617.166	239.532	1249.97	252.449	322.096	803.535	932.416	257.091	840.784	317.254	1047.35	189.93	1598.45	111.167	748.273	310.018	284.96	312.606	506.539	242.739	469.797	121.047	398.85	1205.11	472.046	1011.43	1590.81	612.632	607.073	95.3053	158.105	1757.03	416.197	879.766	276.515	133.382	168.37	618.324	175.123	118.82	164.075	622.567	19.8725	549.821	271.521	1247.01	116.177	217.95	475.461	1167.23	1092.34	484.129	404.468	742.416000000001	192.389	1396.85	683.411
SRSF4	1735.44	3103.56	2462.77	3513.47	1842.03	2315.37	2275.64	3829.19	3216.9	2888.81	1754.92	3115.96	1977.69	2546.84	2624.79	2072.18	3128.32	1816.4	1809.23	2362.59	1471.4	2717.56	2943.6	2982.76	2217.68	2657.25	1102.08	1529.95	2196.21	2071.38	1823.25	2475.7	2402.17	1721.57	2407.36	1751.93	2631.22	3092.78	2610.9	1734.98	3024.52	1658.36	2279.79	2444.25	2874.5	1307.6	2994.59	2307.33	3288.15	3169.49	3147.68	3208.84	2006	2302.1	3256.7	1598.02	1542.81	1792.65	1626.73	2561.25	1630.76	2455.34	2058.45	1360.7	2795.16	1956.45	1277.68	1692.97	1465.79	2544.55	2500.19	2953.54	2477.61	1694.04	1007.09	2602.55	1574.34	1999.38	2696.36	3846.51
SRSF6	4212.46	2248.22	1647.45	646.593	2509	1717.25	1213.09	656.109	1588.92	1481.38	5797.53	1832.28	3653.83	3469.3	1301.61	3015.55	3531.78	2510.26	4601.15	1570.82	2787.36	1087.44	3914.76	4121.19	2381.11	4174.34	1108.93	917.969	2360.02	3172.7	2896.55	4161.42	2235.7	2472.46	4519.38	1634.33	4766.52	3136.25	2831.47	2849.23	1523.94	4702.99	3116.49	4225.15	1569.94	4024.64	1441.75	3772.87	2900.85	1783.7	1714.82	2577.74	5025.63	1760.84	1277.78	1356.94	2239.73	3247.06	2497.84	1535.41	6858.18	5271.45	4454.69	4504.24	2461.54	3212.96	5545.14	1516.5	6207.44	1764.58	1118.79	3175.17	1475.12	5023.93	3295.53	2494.86	2707.96	3875	1831.59	1084.42
SGK1	1139.43	1592.33	530.657	626.783	1110.81	449.827	35.6364	333.71	507.836	575.713	2760.61	3378.96	411.371	1587.97	1635.7	569.683	2149.24	582.358	1544.37	1106.54	8617.16	36.0861	2365.26	3984.9	259.221	1194.56	3329.53	87.2396	2400.28	6393.8	306.006	735.174	600.687	358.07	5129.38	784.549	82.8054	2411.74	91.1563	1350.61	111.619	5154.41	903.723	1124.03	2567.15	379.877	1238.39	225.401	1171.19	605.327	1204.41	4657.52	81.7884	6041.26	1084.29	1787.48	728.311	805.882	332.613	473.25	354.733	77.9335	232.708	278.924	5107.17	3935.21	523.85	944.046	1151.61	3345.43	763.296	6822.54	156.095	1086.34	143.11	1926.84	430.089	204.434	2684.3	639.762
SNRPA1	339.632	324.384	173.723	178.288	227.875	151.261	294.546	188.914	237.111	213.332	336.855	278.926	208.402	428.165	260.586	277.068	449.718	172.743	345.608	181.598	237.085	200.555	280.303	370.091	266.939	383.194	91.8396	93.75	240.167	381.616	147.979	309.57	206.522	226.187	270.04	109.871	273.756	323.733	298.978	239.595	282.463	296.296	202.128	256.266	239.009	183.162	343.492	307.759	282.727	193.705	348.695	248.984	276.445	173.427	239.464	153.53	217.466	173.529	167.387	246.962	248.458	278.459	326.542	257.146	278.738	237.918	342.419	209.469	613.574	272.827	296.778	390.708	222.637	341.624	304.386	229.346	289.38	281.404	199.49	186.03
SNRPB2	874.362	882.192	561.314	897.781	982.3	800.791	754.182	435.52	1084.71	848.779	942.708	821.369	1771.61	957.279	954.307	850.639	1138.37	629.732	1291.48	593.22	1581.18	712.699	785.261	859.737	981.046	846.234	383.807	863.281	925.035	986.769	1020.32	832.798	1017.73	1157.88	948.591	603.433	853.394	843.615	1007.22	945.428	801.832	995.178	551.596	761.02	595.524	1112.53	616.918	814.044	938.807	721.55	893.789	772.358	805.889	534.266	727.969	1333.42	711.758	1327.94	665.225	526.889	1026.12	1068.74	1216.62	920.531999999999	789.542	756.24	1739.35	790.531	732.348	737.074	846.564	1019.04	878.11	1787.89	1648.21	583.231	730.973	719.212	759.916999999999	773.613
SON	4480.08	3947.95	2355.47	1863.71	2733.3	2370.74	1907.64	1745.48	1968.66	2521.87	5755.08	2794.4	3032.89	3165.51	2934.67	4341.48	3287.21	4040.11	5205.86	3906.78	3160.98	2821.65	6110.2	3887.79	4820.34	4351.46	2119.17	1890.62	3430.82	3308.15	3441.88	5350.46	4952.52	2694.39	3608.05	3787.12	5391.4	3850.87	6270.66	4188.74	3779.09	4204.78	3559.57	5615.38	4465.23	4068.99	2100.26	4449.94	1822.62	2567.39	4880.6	3763.21	5500.55	3460.84	1871.65	2621.77	3634.13	1267.65	4470.59	2289.71	5134.57	3908.93	3260.59	6051.72	4324.55	3980.88	4094.55	1842.18	3651.89	4464.8	2084.92	2371.67	3098.26	2897.23	3933.98	4361.69	3990.27	3561.58	3434.93	3854.45
TADA2A	204.801	198.356	221.898	108.558	195.151	146.317	144.727	69.0045	222.576	204.799	256.469	218.826	185.893	185.443	176.952	223.209	183.025	189.497	308.784	172.518	239.852	190.146	185.083	208.916	250.596	225.593	61.6833	136.719	155.946	204.387	146.152	193.535	252.86	159.536	230.017	230.901	228.507	196.855	194.692	197.041	238.044	191.649	189.362	248.92	173.461	184.394	151.524	205.895	117.738	161.421	144.379	193.089	258.997	109.091	166.667	247.608	311.644	38.2353	238.322	227.965	174.465	192.207	179.625	214.009	181.936	265.534	135.434	86.0832	199.781	88.0088	122.768	166.794	128.731	167.058	219.761	268.804	219.469	185.961	200.417	197.374
TARBP1	1083.25	649.863	355.474	443.74	634.836	218.487	395.636	111.991	526.913	505.74	1059.28	559.394	429.223	810.76	540.98	1263.74	843.121	228.783	802.573	503.632	801.199	897.293	926.648999999999	721.004	1316.54	1003.49	82.2445	324.219	591.393	865.251	1045.9	969.386	1316.36	537.46	1067.74	326.18	1304.52	570.067	1598.42	607.775	628.139	843.747	509.043	1498.7	595.124	1048.87	309.883	826.615	541.441	363.196	601.263	743.393999999999	609.051	546.853	465.517	554.668	1650.11	525	682.958	356.474	1637.29	2184.33	965.684	1175.16	831.893	677.642	1048.55	94.6915	1107.28	493.949	457.977	630.617	516.169	981.23	953.478	436.498	407.08	1030.79	293.203	637.494
ELOA	1401.19	1981.1	1461.04	765.024	903.216	1010.15	1062.33	838.857	1188.13	1524.43	1315.08	1991.65	1240.52	1732.01	1482.58	1738.02	1744.63	2293.92	1251.81	943.136	752.712	1119.6	1889.73	1867.4	1212.8	1938.5	759.952	393.229	862.388	2284.32	1237.55	1874.28	1664.71	756.088	1409.09	691.665	1507.05	2020.15	1696.34	834.215	1193.53	949.535	1695.03	1819.89	1561.34	707.454	1450.27	2235.39	1514.76	1531.07	1895.52	2008.8	1664.41	1160.4	1248.51	1250.41	1090.5	1084.38	1272.74	1148.7	905.47	1424.12	1496.17	988.458	2011.52	1523.42	715.077	973.400000000001	935.807	1858.05	1144.5	1984.43	1595.77	901.248	767.235	1618.15	1171.54	1490.66	1334.12	1241.85
TCF12	2460.67	2934.79	300.73	437.401	2594.68	504.202	448	403.846	590.506	1224.24	3916.99	2587.9	592.607	2665.82	1219.29	2009.99	2653.66	636.087	4036.38	941.283	1836.25	691.187	3735.45	2459.66	1331.52	4009.41	117.884	164.062	2664.97	2662.76	472.254	3632.2	2101.83	1513.82	1822.66	1288.41	2025.34	2823.83	2338.93	1396.29	777.344	2728.22	791.489	3111.06	544.764	1096.1	1403.59	1433.03	1487.99	1297.01	1826.03	2082.32	2254.02	425.175	1287.36	705.585	2095.32	295.588	692.042	545.328	3079.8	1024.52	1249.33	2699.19	2379.86	1024.43	1349.23	289.813	1722.5	799.23	621.312	1546.08	1597.64	2605.82	1191.4	1459.93	1225.66	1412.56	550.22	1520
