TCGA-RZ-AB0B-01	TCGA-V3-A9ZX-01	TCGA-V3-A9ZY-01	TCGA-V4-A9E5-01	TCGA-V4-A9E7-01	TCGA-V4-A9E8-01	TCGA-V4-A9E9-01	TCGA-V4-A9EA-01	TCGA-V4-A9EC-01	TCGA-V4-A9ED-01	TCGA-V4-A9EE-01	TCGA-V4-A9EF-01	TCGA-V4-A9EH-01	TCGA-V4-A9EI-01	TCGA-V4-A9EJ-01	TCGA-V4-A9EK-01	TCGA-V4-A9EL-01	TCGA-V4-A9EM-01	TCGA-V4-A9EO-01	TCGA-V4-A9EQ-01	TCGA-V4-A9ES-01	TCGA-V4-A9ET-01	TCGA-V4-A9EU-01	TCGA-V4-A9EV-01	TCGA-V4-A9EW-01	TCGA-V4-A9EX-01	TCGA-V4-A9EY-01	TCGA-V4-A9EZ-01	TCGA-V4-A9F0-01	TCGA-V4-A9F1-01	TCGA-V4-A9F2-01	TCGA-V4-A9F3-01	TCGA-V4-A9F4-01	TCGA-V4-A9F5-01	TCGA-V4-A9F7-01	TCGA-V4-A9F8-01	TCGA-VD-A8K7-01	TCGA-VD-A8K8-01	TCGA-VD-A8K9-01	TCGA-VD-A8KA-01	TCGA-VD-A8KB-01	TCGA-VD-A8KD-01	TCGA-VD-A8KE-01	TCGA-VD-A8KF-01	TCGA-VD-A8KG-01	TCGA-VD-A8KH-01	TCGA-VD-A8KI-01	TCGA-VD-A8KJ-01	TCGA-VD-A8KK-01	TCGA-VD-A8KL-01	TCGA-VD-A8KM-01	TCGA-VD-A8KN-01	TCGA-VD-A8KO-01	TCGA-VD-AA8M-01	TCGA-VD-AA8N-01	TCGA-VD-AA8O-01	TCGA-VD-AA8P-01	TCGA-VD-AA8Q-01	TCGA-VD-AA8R-01	TCGA-VD-AA8S-01	TCGA-VD-AA8T-01	TCGA-WC-A87T-01	TCGA-WC-A87U-01	TCGA-WC-A87W-01	TCGA-WC-A87Y-01	TCGA-WC-A880-01	TCGA-WC-A881-01	TCGA-WC-A882-01	TCGA-WC-A883-01	TCGA-WC-A884-01	TCGA-WC-A885-01	TCGA-WC-A888-01	TCGA-WC-A88A-01	TCGA-WC-AA9A-01	TCGA-WC-AA9E-01	TCGA-YZ-A980-01	TCGA-YZ-A982-01	TCGA-YZ-A983-01	TCGA-YZ-A984-01	TCGA-YZ-A985-01
CCDC32	290.301	411.211	438.737	497.449	448.71	419.545	566.48	234.118	562.317	531.192	379.087	342.001	453.265	340.769	583.422	421.227	440.925	448.583	416.548	284.54	278.155	317.127	333.829	356.262	598.084	363.239	267.555	186.875	453.313	328.21	304.636	295.667	468.501	640.024	603.772	321.863	483.697	427.953	415.448	398.014	432.032	548.591	361.856	345.946	433.465	266.969	481.999	457.265	402.246	498.628	525.485	451.784	296.39	448.203	491.897	281.875	320.936	679.382	424.446	475.441	370.87	400.079	573.737	325.302	351.448	361.763	812.146	528.752	471.21	507.596	518.657	575.43	476.418	590.596	688.352	373.342	521.584	373.99	341.768	372.866
TMEM259	4252.81	4110.14	5201.46	4046.75	5045.37	4613.94	5444.36	5096.15	4122.64	4441.87	3874.53	4869.65	3708.55	3915.82	3764.85	2009.44	4658.49	4530.03	3316.77	6273	3761.07	3874.39	4904.48	3479.34	2731.59	4618.9	5885.96	4372.4	4107.82	4347.84	4052.07	3489.19	2230.55	6046.78	2430.82	5696.14	3345.7	4693.07	2881.74	3910.76	3623.62	3702.06	3870.74	3427.4	3230.22	3699.79	5433.21	3111.4	5844.31	4144.47	2403.54	3753.05	2425.3	3066.43	3457.85	3397.26	3104.45	3835.29	2365.92	3701.08	4742.84	3225.04	3117.96	2798.03	4516.85	2543.28	3115.84	7154.95	3009.85	2890.54	4672.65	5326.73	3472.01	4402.63	2356.67	3902.18	2230.97	2869.46	3614.01	3817.02
MYADM	2419.82	1488.22	3981.75	3797.94	3078.39	3425.61	1867.64	5164.03	3431.3	1844.33	2243.5	2581.23	2499.27	1307.59	2489.65	1281.51	1874.09	1461.09	2957.41	4263.92	5798.43	2748.09	1784.05	1737.02	2365.68	1648.19	7914.66	7682.29	3224.9	1621.17	6193.19	2107.9	2941.65	3804.05	1624.84	5333.05	1715.38	1766.4	1947.29	2724.35	3075.78	2588.28	3521.81	855.228999999999	4203.04	1931.01	3335.23	1957.09	1876.07	2908.8	1838.47	3052.34	1251.36	2972.03	2823.75	2238.93	2547.37	3277.94	2155.71	3600.5	2187.89	1545.1	1738.34	1886.71	1278.74	1845.99	1913.97	3741.75	6594.42	2746.97	2603.75	1682.41	704.602	2762.55	2766.06	1303.74	2144.25	1667.49	2533.98	3526.63
TADA2B	931.563	1200.55	1399.27	1648.97	1664.73	793.87	1427.64	998.868999999999	1287.3	1130.95	818.475	1159.37	1430.87	1618.99	1712.73	1218.21	993.564	1343.24	995.563000000001	1021.79	872.694	938.237	2103.51	965.827	1489.05	1378.66	1171.98	999.999999999999	972.698	1219.71	841.287999999999	1017.77	1363.27	1213.18	1055.32	960.515	1045.7	951.055	1342.59	1451.91	1525.64	935.262	1362.23	908.384	1384.49	1001.64	1033.32	932.813	872.192	962.873	1467.91	1147.36	949.290999999999	1039.16	1005.75	627.84	980.594	1326.47	1573.96	2194.72	846.572	939.579999999999	1028.95	862.318	1056.18	1304.83	923.339	995.696	888.889	1180.97	1100.64	965.727	924.129	895.354	1015.95	1570.9	1102.65	1184.11	1106.94	1028.84
KTI12	273.238	452.055	321.168	301.902	232.634	355.907	320	196.833	267.999	270.79	198.007	336.972	364.024	506.646	416.409	235.425	491.955	294.645	185.892	226.392	172.97	339.348	326.058	366.827	243.786	397.141	226.172	203.125	310.504	344.359	280.429	347.677	322.654	214.133	251.179	191.416	182.353	387.702	294.851	214.155	318.91	311.481	282.447	265.341	336.93	174.538	261.464	299.957	309.837	322.034	427.481	328.76	197.928	262.238	381.226	267.208	206.05	244.118	273.789	311.217	164.672	234.238	305.63	172.966	305.964	296.867	264.055	255.38	209.086	257.426	337.345	373.191	275.498	233.224	211.343	323.469	172.566	197.044	276.502	228
C12ORF57	2365.17	3453.15	6391.24	2377.18	4094.01	3776.57	4533.09	2316.74	1479.9	5139.32	2567.13	4366.25	3423.3	2960.13	3068.49	2702.94	3358.41	2619.45	2546.14	5559.32	3361.16	4789.04	1924.2	3145.16	1829.99	2155.51	8689.13	1341.15	6304.95	2772.98	3412.65	2643.97	2357.55	6258.08	3177	4813.73	1797.74	4245.99	2009.94	2067.54	2552.42	3508.77	3182.98	2981.85	2376.5	1709.24	5511.82	2275.68	7072.81	9109.77	3042.13	2847.56	2450.93	6331.47	5386.97	2270.28	3782.53	11438.2	4651.82	2299.76	3273.49	2738.62	3792.49	2102.82	2735.96	3344.66	3569.85	5099	4126.98	4062.71	4391.89	4760.09	5180.35	6437.82	2393	2788.74	3375.22	4380.54	7637.21	4109.68
HELQ	245.148	216.986	143.066	149.762	65.447	100.84	148.364	71.267	170.793	184.888	297.184	198.793	219.268	240.19	231.534	269.85	276.75	108.037	280.39	101.695	257.841	79.8057	496.301	252.168	232.437	279.289	47.9759	79.4271	198.519	117.34	102.306	291.158	220.252	233.278	283.841	90.1288	397.738	262.238	245.709	145.699	161.733	356.212	209.043	368.626	146.283	240.246	112.219	282.618	178.931	161.421	227.688	189.024	363.686	137.762	153.257	155.49	178.082	139.706	269.896	134.097	362.35	326.182	252.011	300.283	249.784	247.477	194.208	110.474	177.34	180.418	130.241	241.432	233.209	219.615	101.019	199.753	146.903	269.704	101.137	155.403
CYGB	5991.32	10806.6	3353.28	7706.02	26460.8	9725.16	2322.91	7108.6	10003.2	7439.9	2298	9819.96	2243.14	5174.01	2377.84	3756.25	7373.69	3456.59	4068.77	21843.4	4122.02	14383.4	5893.37	9635.42	1523.1	2917.81	9216.86	18027.3	11423	8842.96999999999	12589.7	5003.64	2074.94	13551.4	850.604	9123.18	1368.8	13297.8	958.079000000001	3031.01	13631.1	8986.56	2031.91	6202.5	9656.27	979.877	13813.2	4111.4	8979.86	15083.1	14369.2	9393.43	1278.08	3754.55	23410	42520.7	8815.07000000001	4994.12	6123.7	11182	6708.02	2267.95	2476.68	3001.99	11274	431.227	5007.53	9355.81	14535.9	890.539	4688.66	17287.9	12891.2	12730.6	1955.25	7133.99	8656.64	520.32	10219.4	6922.82
SMIM19	947.395000000001	464.658	700	682.25	583.073	682.155	840.727	360.86	732.228	745.81	838.658	958.521000000001	742.796	327.848	548.022	876.179999999999	495.978	775.899	936.557	754.237	1247.23	426.093	340.486	658.574	705.936	463.389	398.886	545.573	1157.8	513.579	907.97	479.983	522.883	777.119	748.936	1242.06	516.29	477.825	481.666	581.41	611.055	1405.15	615.957	530.683	589.129	951.54	365.138	286.086	1115.41	1204.2	798.04	757.114	611.778	713.287	386.973	1520.27	1207.76	795.588	699.394	488.336	1330.43	612.084	721.716	616.899	657.303	669.145	820.273	464.849	1324.58	540.704	463.315	850.723	502.488	2499.3	1338.5	401.151	746.903	740.148	917.653	467.344
JDP2	291.624	186.301	250.365	151.347	305.816	358.873	114.909	139.14	153.532	331.661	255.773	199.306	218.88	186.709	151.862	117.712	191.875	67.5951	379.326	244.552	339.022	147.814	115.419	157.095	134.832	144.351	283.743	151.042	206.849	162.256	181.777	185.399	180.778	251.713	118.689	460.086	85.0679	186.959	133.921	222.018	140.662	191.649	134.575	161.193	284.173	145.791	217.602	167.317	216.886	323.648	289.888	260.671	126.499	186.014	178.161	231.275	260.274	270.588	98.1834	236.346	237.94	76.62	143.163	211.077	171.564	193.84	131.175	286.944	328.407	327.283	128.106	226.2	159.826	378.695	217.545	482.532	223.894	144.089	213.408	172.418
IQCK	870.276	1251.51	1367.15	2064.98	2118.1	884.824	1279.27	1890.27	1823.3	2311.39	873.109	1965.84	2179.49	956.329	1299.85	1683.51	891.392	1348.44	1057.68	1555.69	1631.46	1473.98	774.131000000001	1774.97	1043.7	818.34	1163.76	1032.55	1517.35	1392.06	1631.42	1210.88	735.126	1716.61	1590.8	1360.52	1261.09	1779.47	661.727	970.867	873.017	1329.23	2290.43	1663.35	991.207	1142.09	1515.81	660.598	2347.79	1656.98	2795.97	1860.77	864.231	1688.11	1806.51	1178.59	1712.9	3808.82	1142.3	1456.63	1221.26	1231.61	1463.81	1188.57	1641.75	1202.87	1488.93	1341.46	1037.22	1611.11	1306.68	2508.76	1397.39	1329.42	792.202	1189.89	2484.96	1482.14	2215.73	1647.05
ZC3H18	1260.47	759.452	2043.8	1027.73	1012.64	1830.94	2058.18	2763.57	2122.19	1515.51	1363.08	1558.49	1381.2	728.165	1538.86	1102.17	592.92	1576.06	1636.65	2490.92	1777.21	2727.27	677.262	1184.13	1333.79	1195.26	2080.78	1388.02	941.694	1097.49	1656.09	1164.2	1721.97	1981.09	1324.9	2847.21	1100.45	1339.46	1202.66	1938.96	2060.39	1236.48	1930.32	1144.77	1696.64	1342.51	1706.64	1361.94	1625.1	2014.53	764.113	1333.84	1284.62	1734.27	934.866	1811	2656.39	1305.88	1060.55	2258.97	1197.32	1143.17	1175.34	1702.86	1084.27	1518.32	786.201	2519.37	1551.72	1999.45	2031.54	1258.95	696.517	854.059	683.208	1381.01	2278.76	1300.49	2018.09	2413.85
HEXIM2	271.282	508.438	416.774	950.126999999999	881.666	1836.37	789.236	685.023	903.675	1023.53	261.23	580.86	722.829	492.548	493.392	436.974	456.058	380.422	570.244	940.369	446.388	828.321	333.375	410.07	270.589	411.245	812.438	716.341	695.858	329.025	472.948	331.055	259.954	1064.78	250.944	933.356	266.977	409.346	238.818	317.828	505.108	439.856	286.202	365.691	403.158	275.618	1064.06	301.803	1125.79	1436.57	509.984	501.443	204.297	353.867	1353.54	1168.89	476.142	742.647	426.137	855.455	413.692	373.249	334.172	284.041	386.845	341.237	713.356	1511.18	410.175	251.271	666.928	653.039	977.649	820.648	346.544	552.104	651.681	258.565	1217.85	929.856
HSPB6	503.064	789.589	986.131	2599.05	17.2542	112.704	79.2727	315.611	547.808	316.301	11.1357	401.695	1846.51	1599.37	114.887	206.552	286.806	415.392	113.132	540.557	51.6605	2242.19	428.287	219.117	150.267	726.987	2966.28	1696.61	248.496	16.0167	2643.53	83.9221	276.316	785.628	294.882	153.648	20.362	219.474	169.183	192.416	764.815	16.0049	384.043	144.771	1438.45	29.1581	162.917	353.706	563.129	1610.98	126.284	478.15	49.6183	892.308000000001	130.268	828.409	547.945	8155.88	823.097	188.853	27.9289	283.275	1003.22	1019.79	655.143	10.6213	22.9983	1159.25	268.199	571.507	45.9045	33.511	137.438	91.9756	1320.78	926.017	2007.96	29.5567	824.866999999999	19.2836
SREK1	889.683	729.315	261.314	114.897	381.972	195.749	108.364	119.909	344.311	351.003	1588.23	294.337	357.039	931.962	348.181	983.343	1277.15	298.689	873.115	204.601	869.465	215.128	1650.9	1255.13	448.076	1551.6	109.659	96.3542	546.969	876.393	345.284	1794.48	613.272	318.363	1597.24	145.923	1914.93	904.757	759.636	387.607	402.055	1232.79	418.085	1719.97	192.646	814.374	248.932	1063.72	604.183	279.257	618.98	628.049	1632.5	200	183.908	211.675	184.361	513.235	462.37	165.386	2006.17	2052.54	1172.12	937.703	984.442	534.254	1223.17	209.469	819.923	416.392	153.727	882.711	366.915	1090.1	825.432	597.205	226.549	1016.63	280.213	288.12
ARHGAP42	359.04	247.666	67.1533	61.0143	250.424	173.999	24	15.8371	86.3048	77.3686	323.934	159.753	134.666	117.089	84.0741	607.612	259.047	65.8619	221.358	102.3	373.109	103.4	650.847	326.827	111.679	317.992	19.1904	46.875	481.259	276.811	197.305	347.232	505.114	215.551	290.144	106.438	189.593	180.244	126.775	171.139	188.499	165.676	129.787	419.559	151.423	107.519	42.1532	213.264	103.021	108.959	188.484	289.126	373.217	88.1119	118.774	128.051	247.717	102.941	243.884	52.5213	217.991	338.441	220.375	628.977	229.041	123.739	213.765	88.9527	161.883	120.99	53.3773	77.6847	146.636	146.837	326.097	333.272	366.097	182.174	158.664	122.508
CWF19L2	206.333	214.247	89.0511	152.932	152.908	64.261	103.273	22.6244	160.799	164.408	269.345	156.158	165.713	201.582	216.128	321.488	198.31	121.902	314.108	78.6925	258.764	74.254	289.784	220.749	209.284	173.989	43.8637	65.1042	158.26	192.201	171.729	271.034	226.545	80.1227	243.358	140.773	563.801	267.186	309.481	138.761	123.008	414.076	135.638	365.168	155.076	271.458	91.1421	297.789	119.287	111.38	137.593	192.581	539.259	81.1189	61.3027	109.758	146.69	132.353	217.128	74.3121	360.537	325.307	279.893	398.702	242.005	250.133	132.879	71.736	183.908	114.962	111.025	194.973	171.642	148.756	329.641	173.859	178.761	208.128	40.8258	121.373
SPINDOC	442.288	448.219	1124.09	812.995	637.216	544.736	362.182	1102.94	775.835	485.26	592.281	417.105	781.605	543.671	570.471	578.012	373.693	332.198	476.486	676.755	633.303	730.742	334.715	424.768	394.053	462.692	1191.17	653.646	414.16	518.454	619.319	333.119	552.059	667.216	617.366	606.009	254.299	447.43	340.617	633.677	724.382	375.09	696.808	269.231	696.243	516.222	319.567	442.566	800.929	573.85	439.544	486.281	458.015	609.79	473.18	489.99	691.781	863.235	459.343	636.961	361.625	408.932	576.408	705.685	384.615	501.859	879.046	738.881	859.332	802.53	844.429	626.809	323.383	670.108	505.095	491.163	1129.2	568.966	734.863999999999	353.911
RUNDC1	770.684	699.178	654.745	695.721	747.88	680.178	622.545	641.403	755.848	547.269	719.645	704.764	730.765	588.608	820.053	385.341	604.586	681.15	738.687	633.172	703.413	525.33	774.956	679.384	937.465	579.149	512.657	756.51	593.244	530.989	539.849	598.587	704.806	616.874	561.702	634.335	627.602	659.836	695.864	899.636	849.098	636.093	652.128	583.405	715.827	813.963	548.562	621.153	513.555	707.829	670.625	750.508	466.739	336.364	614.942	881.328	647.26	336.765	698.962	763.794	680.45	505.692	580.697	535.651	741.141	576.739	603.918	505.022	528.188	306.381	721.661	619.193	571.517	709.526	667.257	779.285	836.283	514.163	779.402	714.628
ADAL	173.136	254.247	402.19	143.423	302.246	110.727	210.182	72.3982	575.971	287.288	223.062	235.264	313.961	217.405	304.163	393.115	218.423	202.208	340.728	115.617	161.439	107.564	277.418	156.279	323.232	299.861	180.938	40.3646	196.206	346.1	167.161	252.194	274.599	187.189	574.123	73.8197	493.665	216.293	243.834	195.191	243.738	188.366	395.213	469.749	139.089	95.6879	228.425	353.706	251.743	217.111	189.992	244.411	701.2	405.594	170.498	139.81	179.794	400	662.63	158.681	244.469	721.541	446.113	282.693	304.235	551.779	298.126	218.077	269.294	442.794	247.671	223.153	406.716	470.671	373.062	337.854	166.372	676.108	138.251	272.239
SDE2	542.39	390.137	178.102	144.215	237.394	128.522	158.546	102.941	231.66	207.644	565.137	283.55	272.436	344.304	323.531	746.807	376.106	359.929	291.925	210.654	301.199	349.757	431.997	372.947	670.98	428.522	130.22	171.875	291.994	339.137	254.853	525.798	594.966	182.935	374.928	173.391	523.529	375.686	838.413	376.968	310.368	431.723	295.745	408.384	214.229	392.197	201.082	420.893	136.328	158.192	399.962	322.154	617.23	270.629	180.077	355.406	433.79	127.941	505.19	221.26	375.045	361.646	302.413	540.258	382.887	360.064	267.462	91.8221	389.163	290.979	184.685	250.571	212.065	223.839	471.422	347.308	156.637	410.714	180.933	198.508
ZNF584	228.294	309.041	343.796	248.019	296.296	232.328	260.364	187.783	267.091	190.577	273.173	277.385	349.277	466.139	215.247	208.218	345.133	251.893	188.11	206.417	230.166	288.688	331.417	211.364	251.05	360.879	290.597	302.083	225.821	203.343	321.535	183.258	311.213	296.383	207.476	212.875	191.403	253.049	191.691	246.533	264.809	203.139	184.575	195.333	248.601	201.643	190.259	316.862	216.112	209.847	194.892	234.756	208.288	172.028	159.004	205.142	236.872	252.941	353.374	197.793	153.428	215.412	268.096	247.513	217.805	277.748	367.121	176.471	182.266	200.77	183.618	223.153	277.985	285.781	315.02	253.185	155.752	236.453	198.562	159.941
RSBN1L	258.585	219.469	55.7518	39.4057	146.905	18.0722	39.4182	16.9683	114.313	90.7886	291.418	89.6623	103.867	256.791	125.975	331.394	244.493	83.477	246.304	72.8874	271.365	63.3171	443.621	296.893	206.179	273.257	21.9319	38.099	124.947	187.671	125.791	372.289	267.843	97.4306	336.018	67.7511	311.878	242.436	267.433	209.738	100.855	315.244	113.825	641.288	57.518	251.75	46.4198	266.879	93.8807	85.5125	215.75	153.425	380.185	59.8252	80.0383	131.219	137.186	76.2353	204.273	60.6453	318.462	287.833	214.263	445.499	267.619	191.036	197.819	49.9139	130.591	105.138	41.25	161.272	217.948	264.247	260.106	283.181	85.0619	216.244	83.4609	83.8951
KCTD20	1280.9	1661.37	828.467	598.257	677.674	771.132	818.909	308.824	571.429	769.135	1506.11	979.068	704.764	1603.16	1971.12	1791.78	938.858000000001	1687.57	1546.14	487.894	767.066	738.376	2026.01	1018.87	2449.67	1776.5	215.206	518.229	1207.31	1155.29	775.518999999999	2049.24	3039.47	403.45	1703.97	541.631	1897.74	928.789	3038.92	1959.77	1699.91	1073.15	1658.51	1220.4	1347.32	952.771999999999	968.385	1970.52	527.498	855.529	1449.82	1339.43	1871.32	899.301	680.077	731.064	931.507	285.294	1763.84	1005.73	816.467	1088.44	1350.67	1564.65	1227.74	1788.1	1043.44	284.075	698.96	1265.68	978.94	626.809	1731.34	695.448	3062.92	771.476	1145.13	2225.37	622.593	754.33
PHYHD1	377.426	193.425	669.343	1961.17	573.553	284.726	1172.36	1462.67	1717.92	607.002	99.5254	495.698	823.518	289.24	978.516999999999	772.904	281.577	688.083	425.466	513.317	428.505	1149.2	100.992	180.353	818.976	235.356	1505.07	779.948	623.322	342.27	948.161999999999	181.546	784.897	428.975	510.178	581.116	337.557	147.376	653.1	1114.72	1201.61	306.966	753.192	87.2947	1385.69	60.7803	463.116	541.396	476.375	496.368	149.656	362.297	285.714	864.336	620.69	277.007	530.251	2005.88	325.692	1980.16	268.408	589.317	723.324	477.856	238.98	639.936	1465.93	604.017	227.696	1022	1378.2	402.894	448.383	524.167	653.522	465.68	1233.63	412.562	515.89	608.001
TAB3	319.203	310.137	291.971	187.797	229.064	91.9427	157.818	107.466	279.809	253.723	413.065	233.723	457.165	238.608	375.913	513.048	285.599	283.668	270.63	121.065	505.074	136.017	429.936	393.757	441.267	370.293	217.948	128.906	296.622	423.398	248.459	470.563	416.476	131.174	787.579	131.331	835.747	326.561	470.787	348.754	281.324	382.066	500	519.015	235.811	620.123	145.258	455.137	230.829	63.7611	359.25	305.894	961.832	333.566	187.739	195.343	280.251	304.412	660.9	149.183	557.127	933.888	544.772	560.36	470.182	539.564	347.53	196.557	290.093	398.24	196.429	309.216	202.736	293.289	435.534	601.315	167.257	676.724	103.92	196.239
ZNF621	351.89	253.699	315.329	188.589	165.402	93.9199	129.454	139.14	460.595	180.906	476.748	150.507	489.376	296.202	333.215	787.34	298.069	578.891	330.967	113.196	349.17	248.439	405.615	358.258	596.981	352.51	145.298	222.656	202.684	294.568	305.092	403.34	667.62	148.191	1177.69	113.305	954.751	259.057	478.664	447.737	402.624	361.957	503.723	398.444	198.641	639.425	90.5725	566.537	182.804	139.629	232.589	238.313	1065.98	287.413	118.774	174.436	178.082	433.824	633.65	218.466	488.212	1127.41	803.753	1096.85	330.596	562.932	752.13	179.34	280.241	426.293	147.321	234.577	227.612	328.954	804.608000000001	292.643	279.646	735.837	142.89	123.642
CYP4V2	1963.23	1728.77	872.263	326.466	1308.94	1497.78	932.364	743.213	660.459	1149.15	1085.73	1065.88	1477.05	1989.56	982.479	908.384	2961.38	317.755	1234.69	912.228	1281.37	292.852	2986.88	1728.86	1492.23	2573.92	766.244	402.344	1427.58	1662.6	939.026999999999	2682.94	504.005	1430.15	1479.93	332.189	1841.63	1789.37	1002.34	849.682	389.526	1482.3	1119.15	2502.16	669.864	2375.77	968.385	893.368	1230.83	535.916	4307.61	1073.68	1430.75	1666.43	1712.64	846.702	1244.29	1708.82	2028.98	578.293	3285.46	3269.7	1559.79	963.25	2471.05	851.301	1390.97	586.801	1265.46	1007.15	682.162	2111.2	2047.26	1210.23	382.809	1034.53	1057.52	1911.95	1607.05	1071.94
LNP1	220.904	177.923	2074.45	2075.28	163.844	447.85	1319.01	1632.35	1109.64	501.445	123.749	353.132	1297.18	219.326	4200.92	2551.52	96.3355	737.185	421.819	156.174	111.264	832.401	258.015	219.068	1751.87	155	1900.97	582.474	235.59	107.458	2213.03	375.667	1669.19	321.909	3080.77	212.875	1039.96	259.117	1434.28	2218.17	2452.77	256.604	2309.16	298.198	2355.87	65.3265	270.624	772.18	204.493	222.962	112.958	467.236	825.409	2285.1	137.931	562.149	290.708	2448.53	1771.48	1702.71	210.53	2717.99	3919.76	2064.92	230.938	1994.78	2498.81	407.461	138.041	1730.53	2147.9	412.034	387.027	156.265	2185.2	690.423	1135.12	2019.99	477.847	210.464
TMEM179B	1676.71	1815.89	1431.39	2986.53	2466.76	3640.14	2034.18	2463.8	1754.26	1840.92	1159.51	2068.58	1392.84	1455.38	1446.87	883.398	2196.3	1427.59	1771.52	3021.79	1004.61	1888.97	1587.01	1534.22	907.956	1469.67	3022.48	2286.46	1770.94	1552.92	1816.85	1291.8	791.19	3013.28	795.4	3773.39	702.262	2002.83	931.82	1153.57	1390.68	1750.28	1477.13	836.646	2878.5	826.694	3295.93	1128.31	2332.07	3271.19	1852.42	1553.35	706.107	1370.63	2756.7	2083.44	1520.55	1545.59	723.616	1878.47	1149.08	770.578	989.276000000001	891.215999999999	1422.21	1198.62	1093.7	1985.65	1996.72	1363.59	1714.48	2253.62	2007.46	1512.9	1091.27	1165.64	1708.85	924.877	2315.94	1223.94
C6ORF226	84.2697	101.37	324.817	327.258	179.682	290.657	589.818	296.38	320.69	161.564	98.1335	81.1609	251.48	94.3038	848.224	302.61	95.3339	493.964	133.097	136.198	314.576	589.868	60.5949	60.3897	271.933	114.017	440.008	648.438	100.879	235.376	245.718	125.883	211.671	263.767	156.872	104.721	276.923	76.6923	337.241	233.119	391.235	91.9257	296.808	102.852	252.598	142.095	205.639	218.032	181.255	158.999	157.949	62.5	214.286	246.853	88.1226	386.765	139.269	366.176	163.495	479.397	113.529	269.264	313.673	265.103	136.128	206.054	201.874	461.98	270.389	314.081	610.636	213.252	250	128.109	389.012	168.105	386.726	368.227	106.704	89.6121
PHLDB3	189.479	286.027	479.562	198.098	251.673	518.043	357.818	488.688	399.728	420.976	181.651	286.118	624.042	238.924	185.755	153.248	207.965	613.555	111.801	441.283	273.985	244.275	240.319	215.852	167.064	201.883	689.483	570.312	282.277	275.766	400.091	187.112	175.629	462.301	251.639	295.279	167.873	266.832	108.037	210.917	252.85	372.627	419.681	235.523	297.762	402.464	139.561	208.929	301.317	280.872	228.442	233.74	131.952	427.273	283.525	407.671	99.8858	438.235	349.913	307.864	289.082	200.088	315.281	137.368	213.483	165.693	297.274	733.142	284.072	286.029	257.279	255.141	215.174	183.482	158.175	194.821	309.735	291.256	239.388	275.642
CDK11A	423.565	457.288	939.467	807.734	419.908	750.608	867.462	648.077	939.441	824.703	602.947	524.541	1091.99	507.298	813.907999999999	691.227	690.7	603.543	417.693	548.626	414.945	1191.24	462.892	958.066	611.014	566.165	1035.81	322.279	831.156999999999	557.207	446.869	775.243	621.636	388.56	693.511	484.807	823.285	720.625	417.278	486.294	849.503	532.997	669.399	526.409	488.301	568.706	415.551	875.462000000001	1108.41	838.628	812.783	701.809	546.156	676.091	559.349	485.305	351.364	1087.28	576.484	1033.77	490.762	903.012	779.544	457.845	433.984	876.888	533.697	581.722	421.795	844.995	418.553	585.011	492.78	595.106	454.404	552.178	823.726	711.687	557.875	916.573
