TCGA-3G-AB0O-01	TCGA-3G-AB0Q-01	TCGA-3G-AB0T-01	TCGA-3G-AB14-01	TCGA-3G-AB19-01	TCGA-3Q-A9WF-01	TCGA-3S-A8YW-01	TCGA-3S-AAYX-01	TCGA-3T-AA9L-01	TCGA-4V-A9QI-01	TCGA-4V-A9QJ-01	TCGA-4V-A9QL-01	TCGA-4V-A9QM-01	TCGA-4V-A9QN-01	TCGA-4V-A9QR-01	TCGA-4V-A9QS-01	TCGA-4V-A9QT-01	TCGA-4V-A9QU-01	TCGA-4V-A9QW-01	TCGA-4V-A9QX-01	TCGA-4X-A9F9-01	TCGA-4X-A9FA-01	TCGA-4X-A9FB-01	TCGA-4X-A9FC-01	TCGA-4X-A9FD-01	TCGA-5G-A9ZZ-01	TCGA-5K-AAAP-01	TCGA-5U-AB0D-01	TCGA-5U-AB0E-01	TCGA-5U-AB0F-01	TCGA-5V-A9RR-01	TCGA-X7-A8D6-01	TCGA-X7-A8D7-01	TCGA-X7-A8D8-01	TCGA-X7-A8D9-01	TCGA-X7-A8DB-01	TCGA-X7-A8DD-01	TCGA-X7-A8DE-01	TCGA-X7-A8DF-01	TCGA-X7-A8DG-01	TCGA-X7-A8DJ-01	TCGA-X7-A8M0-01	TCGA-X7-A8M1-01	TCGA-X7-A8M3-01	TCGA-X7-A8M4-01	TCGA-X7-A8M5-01	TCGA-X7-A8M6-01	TCGA-X7-A8M7-01	TCGA-X7-A8M8-01	TCGA-XH-A853-01	TCGA-XM-A8R8-01	TCGA-XM-A8R9-01	TCGA-XM-A8RB-01	TCGA-XM-A8RC-01	TCGA-XM-A8RD-01	TCGA-XM-A8RE-01	TCGA-XM-A8RF-01	TCGA-XM-A8RG-01	TCGA-XM-A8RH-01	TCGA-XM-A8RI-01	TCGA-XM-A8RL-01	TCGA-XM-AAZ1-01	TCGA-XM-AAZ2-01	TCGA-XM-AAZ3-01	TCGA-XU-A92O-01	TCGA-XU-A92Q-01	TCGA-XU-A92T-01	TCGA-XU-A92U-01	TCGA-XU-A92V-01	TCGA-XU-A92W-01	TCGA-XU-A92X-01	TCGA-XU-A92Y-01	TCGA-XU-A92Z-01	TCGA-XU-A930-01	TCGA-XU-A931-01	TCGA-XU-A932-01	TCGA-XU-A933-01	TCGA-XU-A936-01	TCGA-XU-AAXW-01	TCGA-XU-AAXX-01	TCGA-XU-AAXY-01	TCGA-XU-AAXZ-01	TCGA-XU-AAY0-01	TCGA-XU-AAY1-01	TCGA-YT-A95D-01	TCGA-YT-A95E-01	TCGA-YT-A95F-01	TCGA-YT-A95G-01	TCGA-YT-A95H-01	TCGA-ZB-A961-01	TCGA-ZB-A962-01	TCGA-ZB-A963-01	TCGA-ZB-A964-01	TCGA-ZB-A965-01	TCGA-ZB-A966-01	TCGA-ZB-A969-01	TCGA-ZB-A96A-01	TCGA-ZB-A96B-01	TCGA-ZB-A96C-01	TCGA-ZB-A96D-01	TCGA-ZB-A96E-01	TCGA-ZB-A96F-01	TCGA-ZB-A96G-01	TCGA-ZB-A96H-01	TCGA-ZB-A96I-01	TCGA-ZB-A96K-01	TCGA-ZB-A96L-01	TCGA-ZB-A96M-01	TCGA-ZB-A96O-01	TCGA-ZB-A96P-01	TCGA-ZB-A96Q-01	TCGA-ZB-A96R-01	TCGA-ZB-A96V-01	TCGA-ZC-AAA7-01	TCGA-ZC-AAAA-01	TCGA-ZC-AAAF-01	TCGA-ZC-AAAH-01	TCGA-ZL-A9V6-01	TCGA-ZT-A8OM-01
TADA2B	788.165	803.766999999999	925.108000000001	1187.24	1011.1	668.305	587.346	823.117	595.657	668.527	587.864	873.77	752.731	1404.42	905.429	1548.84	630.547	732.212	696.798	784.456	648.805	741.532	1073.21	715.41	1062.57	1025.11	889.741	391.871	892.262	630.901	901.627	689.333	791.329	999.999999999999	764.521	784.644	573.55	763.846	711.135	1040.8	739.613	1030.13	902.027	716.104	669.545	1015.02	585.66	664.607	656.773	812.733000000001	850.035	803.493	1143.52	752.564	918.562	694.943	932.024	1007.42	680.655	999.534	825.683	793.197	1059.62	901.873	922.465	992.788	932.418	893.583	872.714	786.079	1023.3	1089.51	558.723	689.924	1294.05	749.02	780.658	753.282	1068.01	865.411	731.177	503.24	627.302	549.41	866.513	778.728	783.897	791.685	813.372	1315.99	1034.44	878.809	1006.73	944.909	548.392	1543.14	745.029	783.909	805.401	855.661000000001	837.281999999999	1248.94	730.934	889.23	1027.56	835.239	1358.33	839.853	658.228	790.307	751.965	844.258	665.557	378.465	1297.16	701.654	789.946	939.403	507.389
KTI12	307.31	203.542	210.668	238.183	281.553	166.257	238.998	262.06	301.448	173.107	349.518	272.462	204.301	186.016	172.213	248.45	362.283	255.884	304.457	298.1	316.437	214.553	327.897	219.916	156.745	293.083	289.549	197.184	290.815	248.069	155.952	242.669	333.468	211.531	236.338	305.868	342.999	276.249	314.601	304.201	302.315	289.188	212.463	193.833	325	305.257	358.186	321.271	340.529	347.795	196.917	222.518	309.185	241.179	221.035	302.395	183.157	188.621	282.943	198.882	344.668	290.145	251.647	192.685	265.245	227.885	153.235	272.975	225.831	232.739	211.677	268.37	165.106	183.234	174.724	328.291	220.69	277.168	261.949	288.011	308.979	217.207	233.15	295.126	164.506	237.519	201.378	232.755	382.868	237.661	207.868	222.066	135.011	177.745	271.948	195.426	332.302	346.931	179.632	238.548	230.219	217.291	288.937	146.217	291.166	186.441	178.182	209.573	376.582	264.526	196.105	369.691	229.781	254.797	290.622	319.195	304.01	189.626	275.862
C12ORF57	4865.24	2253.53	8639.55	4276.27	966.713	8502.05	4493.32	5236.11	6531.54	3623.61	5006.07	3645.01	2563.81	3194.17	3876.82	3511.63	7352.39	4228.69	19514.8	4884.28	13977.6	2876.38	4151.63	3724.88	1692.58	1597.27	3666.35	31996.2	7404.78	21763.9	4307.26	3425.41	4988.25	1135.96	2618.88	6528.71	14463.2	3602.79	6547.27	6118.61	2736.83	2325.4	1560.06	1304.94	5633.18	4656.65	22574.2	10275.4	6045.87	4649.02	2249.47	1774.82	4555.52	2742.43	4166.68	7727.21	1712.99	1060.65	4871.02	1545.88	5259.18	5472.74	1715.41	1351.92	2479.06	2131.25	924.466999999999	3619.51	2118.33	4214.54	5904.52	2497.17	2170.64	1360.54	2168.13	8091.88	1441.14	4556.12	2467.83	4293.06	9496.37	28814.3	8880.2	12235.8	1710.59	4625.46	2287.54	2987.18	5369.04	1289.16	714.22	1603.5	858.611000000001	1051.46	3161.68	1032.43	6404.77	4966.28	1622.58	2775.71	1743.85	2446.95	8249.73	1580.1	3097.53	2194.72	782.307	1982.04	9450.63	2897.25	1970.28	5463.56	2695.53	4337.95	3743.18	6729.69	12354.9	1094.12	27004.9
HELQ	486.325	351.952	214.978	346.03	396.116	361.998	304.857	456.615	457.084	297.769	238.756	319.08	406.648	343.245	227.671	439.147	449.406	305.739	331.45	340.933	402.607	406.026	439.625	379.149	451.399	477.199	289.07	187.2	355.009	251.502	281.436	474.713	384.117	297.234	438.913	421.348	374.823	425.416	373.95	419.167	390.444	413.428	334.084	232.501	420.454	284.335	301.318	338.041	393.416	340.518	470.918	374.407	397.343	273.108	352.206	424.484	397.281	418.782	443.922	318.584	441.83	363.782	338.563	352.81	344.328	309.135	329.96	411.186	384.472	395.843	323.267	282.351	267.234	317.358	469.116	300.84	418.232	288.954	445.312	389.527	344.674	133.184	316.689	332.077	448.651	353.069	378.741	352.141	356.206	339.592	291.75	363.573	378.809	334.665	293.861	343.08	340.256	398.583	339.019	396.716	370.139	339.517	377.014	331.629	364.664	390.619	417.758	399.469	367.089	503.964	413.051	439.958	278.306	212.154	434.569	342.2	383.603	357.037	280.788
CYGB	164.595	1660.93	187.5	284.993	85.7143	109.746	210.003	82.9963	281.701	149.853	200.981	491.837	1194.01	238.278	129.556	197.287	48.6433	672.146	770.873	206.218	122.375	644.513	82.9008	111.783	73.9998	200.389	409.396	1215.55	192.002	127.897	1467.96	215.47	99.2707	1196.34	460.372	94.0824	468.883	257.221	358.598	184.571	470.392	431.988	374.625	70.4846	494.546	806.009	269.064	63.5481	654.614	727.24	746.727	285.551	161.974	245	119.699	279.108	383.308	130.466	356.425	431.593	43.1834	61.5428	601.192	219.447	332.539	626.168	297.795	985.77	615.528	189.743	178.89	36.8284	2021.28	356.308	37.3109	1101.04	132.541	234.307	92.8309	34.4511	160.625	310.168	1875.07	627.689	306.139	437.016	427.799	338.011	535.02	529.506	6010.8	787.741	281.006	637.85	275.881	1215.11	448.078	454.635	561.719	242.437	447.027	134.837	97.1858	363.667	73.3216	259.361	172.724	458.983	180.316	97.6294	363.171	141.898	401.998	896.588	133.588	593.817	272.292	207.478	736.946
SMIM19	882.148	955.99	1082.44	985.314	629.681	749.386000000001	1133.69	897.946	1327.82	1023.78	693.704	851.721	638.3	728.121	1008.17	1008.53	645.794	759.843	1267.42	623.143	1549.6	993.269	914.296	828.105	648.844	515.798	1244.01	1329.53	922.42	1078.11	1047.25	661.708	735.818	730.814	682.976	734.707	1125.18	532.11	941.177	781.359	738.497	730.637	668.919	1567.3	1177.73	1180.79	970.159	996.47	980.032	880.036000000001	494.744	1016.14	745.334	654.14	724.341	629.075	924.093999999999	488.015	892.768	673.964	622.161	1084.14	796.36	825.156	1162.66	1020.19	677.268	624.436	865.621	615.029	728.789	689.51	339.575	841.66	985.098	943.417	618.946	713.278	721.048	654.571	1142.78	607.821	1206.76	977.27	690.571	810.825	724.205	1083.34	913.977	642.167	560.233	392.995	485.117	613.149	574.238	602.2	1414.05	911.438	677.302	565.255	579.347	824.542	806.659	588.275	601.413	729.602	499.891	559.382	793.671	447.241	452.34	964.866	904.852	1365.67	798.255	997.124	1542.79	593.871	1097.54
RMI2	1576.83	102.638	1446.66	585.131	83.7725	1493.86	2144.35	954.307	1503.62	867.47	2764.56	599.732	557.361	236.95	492.119	951.55	1494.51	1050.57	1646.58	945.078	1466.33	118.816	1586.05	1627.01	570.135	430.401	548.418	1524.22	725.097	993.991	490.576	1067.15	1107.37	371.25	711.016	1599.88	2292.08	862.045	1441.18	1244.78	931.488	184.245	488.739	203.622	1834.09	244.635	1327.5	1881.73	1104.16	911.323	300.631	525.536	1179.37	703.22	952.259999999999	1257.82	348.565	65.2328	1777.58	252.445	1322.69	1378.29	124.255	101.249	340.398	111.058	109.866	981.639	235.536	1436.16	546.448	904.001	253.191	195.766	12.7403	966.947	568.212	1562.28	523.897	471.291	1428.89	920.67	777.672	976.298	101.606	1550.05	339.975	781.868	959.836	126.073	96.7396	481.261	64.4933	80.3971	615.255	81.0654	1604.51	1327.85	80.2456	699.654	506.035	646.053	1780.34	71.5746	40.2827	380.765	285.691	425.705	1939.24	1047.2	658.695	1631.36	800.19	1300.64	669.575	1411.93	1408.14	142.418	1175.37
JDP2	80.0597	1018.06	54.4181	243.69	325.936	203.112	279.176	54.7683	79.1107	27.7745	263.37	688.873	851.253	96.5514	43.7828	119.767	22.1436	259.488	227.244	274.266	102.1	752.644	187.37	274.21	233.099	128.096	763.663	76.5439	87.0289	178.541	279.886	138.971	57.9417	463.187	825.751	34.3321	230.552	256.201	310.399	213.653	278.145	504.097	546.171	160.059	374.546	614.27	39.044	125.331	274.15	430.014	789.068	258.212	75.0817	133.256	146.752	372.921	644.638	421.551	256.429	436.889	29.5886	91.6458	928.773	771.633	481.371	1153.37	604.264	460.957	1279.58	74.3083	446.362	43.6485	224.681	202.54	109.203	144.538	113.516	126.083	162.224	261.369	63.5806	26.8156	428.327	281.512	1274.26	334.799	546.498	100.069	307.148	229.614	549.212	449.037	846.563	659.644	321.394	589.172	332.302	304.879	1025.16	529.386	542.244	112.526	320.623	782.549	245.936	1272.76	639.598	1187.16	79.7468	29.1797	661.428	148.925	277.831	535.181	122.683	414.81	50.8677	747.397	105.419
IQCK	93.4858	369.289	112.069	351.996	411.373	95.8231	255.152	107.626	181.489	421.14	120.198	169.147	208.487	333.944	325.744	136.822	88.9373	298.531	76.5851	207.945	115.858	320.12	136.711	206.684	230.745	145.175	203.26	306.175	224.035	56.6524	299.509	166.596	105.754	379.431	242.06	104.869	91.2306	191.981	123.95	91.0568	172.539	209.093	351.727	216.838	196.364	267.704	52.6245	73.2568	147.329	221.919	126.84	278.716	89.4232	260.442	203.642	96.8064	416.163	329.856	149.615	213.787	70.7728	142.071	328.836	492.863	370.853	576.442	485.725	171.902	286.674	367.335	192.12	188.916	533.617	115.834	247.981	178.712	256.837	319.671	115.809	97.3817	70.2733	60.7821	151.13	127.385	168.904	260.234	182.509	297.357	172.06	322.425	550.13	192.644	491.495	440.731	374.21	538.506	269.554	154.953	240.737	162.489	422.888	110.101	92.9108	512.611	282.685	161.214	201.921	171.469	69.6203	104.174	181.414	80.2307	149.381	182.303	199.564	154.565	113.106	314.986	70.936
ZC3H18	2049.23	1109.95	1451.51	1136.76	1168.1	1500.41	1269.96	1934.72	1369.7	2055.32	1108.04	1386.25	1370.1	1134.26	1728.55	1512.4	1960.25	1834.44	1436.91	1762.35	1274.44	1197.99	1819.57	1890.27	1283.9	925.705	1312.56	554.111	1475.61	958.798	1048.28	1614.96	2001.22	1228.67	1511.87	2038.08	1290.66	1777.44	1442.23	1591.71	1704.2	1262.75	1427.93	775.82	1673.18	924.893	1083.05	1120.92	1649.22	1402.82	1103.71	1202.96	2043.66	1633.9	1519.7	2018.63	1268.13	1221.88	1658.65	1055.43	2079.2	1787.29	1167.87	1104.37	1314.93	1156.73	1206.36	1960.6	1249.72	2196.07	1523.73	1439.72	1297.45	1096.7	1181.66	1621.85	753.072	708.635	1788.14	1930.64	1372	1355.98	1216.63	1517.44	1137.02	1575.23	1436.74	1545.69	1822.27	966.202	1263.43	1658.84	1478.03	1251.48	787.751	634.916	1377.82	1656.04	1038.78	1862.14	1588.73	1752.88	1518.26	972.393	1239.58	1449.74	1301.03	1507.61	1750	2289.11	1559.62	1960.67	868.221	531.983	1678.3	1348.67	1142.43	1270.65	1173.4
HEXIM2	200.393	283.94	357.344	309.633	237.606	222.785	346.783	242.767	179.147	189.397	300.52	387.41	287.218	516.674	379.399	203.353	277.038	285.641	886.623000000001	243.375	346.799	433.781	172.974	249.102	188.767	250.432	387.033	1490.14	468.138	877.94	647.415	169.027	151.491	192.326	277.694	204.856	539.986	223.293	398.508	261.933	187.673	170.986	231.213	206.172	323.309	595.252	646.815	344.634	299.741	334.399	122.144	247.625	239.317	212.8	239.598	319.631	244.611	199.397	185.712	102.087	195.793	255.336	241.977	166.869	350.62	231.745	169.74	251.983	334.864	264.846	470.319	142.052	100.587	234.357	213.314	294.056	382.643	508.96	148.447	252.476	289.777	800.161	467.963	453.974	170.914	277.024	197.974	205.008	302.672	374.796	273.868	144.392	165.911	182.908	166.973	139.242	394.251	225.889	188.264	229.183	246.723	352.511	356.95	207.048	179.442	206.035	186.952	183.593	382.905	150.505	119.088	252.438	193.482	412.292	157.214	507.937	461.927	140.149	907.36
ZNF441	168.076	283.988	91.5948	215.695	375.312	126.945	40.1781	117.179	216.649	270.64	114.045	187.416	257.609	118.696	298.307	112.403	126.327	269.699	95.4175	212.781	62.9978	193.61	194.656	215.353	224.69	345.004	181.208	29.952	109.863	24.8927	221.017	275.393	158.833	360.343	271.817	121.723	101.132	190.622	170.693	110.387	271.824	344.964	420.42	185.512	168.182	240.88	43.2879	72.3742	156.503	179.718	255.781	315.929	121.481	203.973	119.214	145.709	442.598	590.48	193.932	229.157	157.939	94.047	319.736	307.315	220.547	368.75	575.352	201.764	625.233	198.155	147.253	114.918	153.617	215.749	320.783	54.902	161.395	101.438	197.151	177.308	98.7172	6.257	94.1713	95.7822	431.937	282.455	407.558	239.405	204.765	284.871	659.727	233.275	481.219	450.418	84.8434	325.42	144.499	172.323	473.007	251.512	198.48	144.537	120.301	302.999	126.502	350.808	246.125	360.74	89.8734	187.623	280.15	130.047	87.0599	52.2388	137.95	166.068	84.3806	469.702	74.8768
ZNF786	272.998	297.858	307.651	414.41	396.949	185.913	237.341	267.473	209.928	238.99	224.808	332.625	266.819	281.239	346.76	262.791	235.593	284.115	134.338	288.428	187.545	462.443	297.363	224.022	733.944	306.063	332.215	68.2239	283.059	80.6867	155.435	253.719	245.948	338.917	315.594	220.974	112.447	356.439	227.941	306.745	390.444	291.039	288.664	309.839	223.636	255.365	76.3905	234.775	233.136	226.285	183.602	224.036	471.159	261.498	421.415	312.043	504.154	320.01	265.52	306.94	267.097	393.797	369.94	320.696	418.498	376.442	385.978	296.712	248.227	361.727	433.707	208.012	338.298	518.882	549.198	305.322	295.521	245.736	375.46	447.864	225.321	121.564	176.951	194.968	241.04	273.567	262.786	366.392	344.119	319.743	215.215	362.172	399.716	438.31	220.817	568.037	241.273	319.049	337.915	371.651	463.12	525.767	209.989	361.622	887.633	230.193	418.304	251.425	219.62	285.252	271.609	346.618	186.489	160.981	464.558	173.976	244.764	453.437	72.9064
GAB3	396.817	154.651	237.069	151.446	276.838	312.039	29.8229	421.589	574.457	425.015	214.552	310.261	269.889	42.0751	258.027	296.512	327.434	351.39	279.347	306.39	339.609	167.539	405.621	341.736	158.763	156.106	188.399	84.8639	181.813	181.116	254.583	453.039	343.598	207.246	361.373	458.801	326.026	415.902	314.601	392.206	393.419	421.623	214.715	23.4949	290.454	226.395	291.133	329.214	392.337	382.356	615.277	445.035	306.232	324.827	181.9	367.598	147.659	88.3104	330.669	285.049	427.036	174.087	111.076	55.3078	200.408	175.962	117.456	353.758	253.453	202.362	198.447	336.571	74.8936	219.475	121.943	248.179	44.3916	137.155	439.798	259.991	355.271	422.793	314.411	352.984	443.813	301.22	235.684	240.989	349.096	242.489	105.618	426.97	62.0128	184.042	172.496	70.9323	231.109	426.008	278.651	302.074	173.447	137.262	250.806	114.519	222.615	296.019	98.7776	322.948	281.646	331.885	279.467	314.106	180.304	254.797	256.27	230.769	341.113	214.222	405.911
SREK1	1481.85	704.943	924.569	854.979	1159.78	1235.05	798.592	1788.89	2316.44	2663.77	923.434	818.332	1140.4	1166.15	1602.45	1481.01	1465.83	1687.87	655.995	1322.63	765.387	693.236	1323.39	1467.78	1480.33	1673.78	774.209	657.279	806.956	513.305	1272.92	1944.75	1299.43	1360.73	1372.82	1211.61	833.098	1169.55	846.639	1048.93	1457.66	967.75	1407.66	1429.27	1005	514.485	635.738	804.943	1034.54	1000.09	1402.94	1685.97	1623.12	1589.3	1574.06	1133.07	1447.51	1430.2	1438.2	2105.73	1800.11	950.475	847.192	1039.25	688.656	725	1506.69	1134.78	1207.54	1646.47	831.176	1264.78	1768.94	1582.39	2077.58	836.415	1453.51	941.87	1776.65	1346.81	799.777	235.978	728.308	783.275	1218.84	1481.41	1720.11	1748.04	1021.69	1403.43	1192.41	2131.7	1546.42	1079.07	1497.96	1446.73	916.924	1095.64	1176.08	1523.77	1215.47	1300.35	1085.39	1226.99	1360.42	960.583	1678.4	1602.56	861.392	1824.96	1924.84	921.342	1055.66	848.614	1440.57	802.301	1010.17	1444.01	935.961
ARHGAP42	76.0816	820.682	29.6336	824.231	1783.03	124.488	31.0655	576.969	147.363	30.3582	368.389	473.691	569.083	186.459	71.8039	114.341	378.982	228.854	244.193	164.421	40.5503	470.362	58.1888	278.773	641.78	104.184	489.933	9.984	169.319	204.292	526.207	537.123	131.28	991.41	486.086	144.819	156.294	338.43	247.899	99.196	495.273	535.025	916.61	149.78	160.454	193.793	207.103	35.3045	162.304	377.186	140.841	545.214	78.878	682.62	174.291	129.012	1324.73	3436.89	334.809	357.201	178.731	114.857	1169.58	1245.71	684.235	395.192	595.519	225.119	1169.73	105.994	101.812	601.19	196.443	314.987	77.3518	14.5658	39.2295	16.7872	170.037	108.406	78.0814	45.5866	221.758	111.073	1171.25	247.395	744.38	301.398	248.491	750.537	190.075	248.655	998.466	355.394	35.9601	1255.3	240.389	170.399	1284.1	699.585	743.362	148.078	211.6	1689.06	473.498	489.913	761.531	496.888	34.8101	875.923	627.588	130.047	44.7193	123.667	163.577	356.938	40.0958	1382.06	164.532
CWF19L2	467.926	541.971	151.401	294.172	500.416	396.396	473.853	423.818	402.275	350.734	418.438	423.97	538.382	152.799	187.391	263.566	459.207	243.27	190.207	374.093	184.649	465.434	450.382	446.219	324.254	365.158	299.137	115.648	175.35	133.047	213.788	552.911	429.903	421.114	429.185	383.271	181.754	390.078	337.185	364.736	375.942	435.369	457.583	232.501	403.182	333.154	156.176	253.31	373.988	359.072	610.371	301.5	381.736	277.594	267.778	378.576	524.924	626.788	527.63	326.968	522.199	387.794	379.354	548.171	448.952	372.596	477.051	397.02	525.569	457.533	185.792	284.056	376.596	267.231	526.447	261.064	341.815	359.675	480.239	365.641	226.994	261.006	256.693	296.584	528.265	295.788	547.527	547.212	342.697	447.961	470.534	386.69	522.679	424.749	227.56	544.875	348.21	419.609	546.995	477.96	435.405	420.517	343.179	466.599	450.177	452.503	665.248	421.332	356.329	517.327	519.986	377.032	257.374	170.576	332.606	464.414	254.937	572.845	140.887
SPINDOC	806.564	419.915	829.741000000001	564.479	303.745	764.947	854.51	725.681	528.438	676.924	962.817	738.011	555.408	636.885	943.374	692.636	752.155	770.054	745.135	869.775	598.117	493.642	694.657	787.955	492.435	753.202	706.136	549.951	477.367	511.588	831.913	698.258	757.293	459.681	554.506	706.617	638.614	722.052	674.895	612.98	570.048	517.579	508.258	255.507	784.091	644.313	489.748	569.285	732.866	637.744	452.698	572.622	754.614	634.349	709.847	804.058	629.154	393.551	698.078	429.902	674.941	812.406000000001	435.833	506.244	633.642	598.077	708.71	645.493	441.583	1027.23	441.76	709.288	568.085	462.659	322.148	792.717	675.069	1049.38	502.757	647.68	666.481	759.777	578.698	716.665	352.763	755.519	480.973	682.749	816.216	424.893	576.458	699.825	750.532	668.846	584.914	396.931	778.171	704.376	351.166	578.652	698.257	663.999	755.639	515.678	504.594	463.145	584.752	562.193	755.063	658.589	514.178	828.527	552.807	549.04	482.552	759.885	668.462	603.789	554.68
E2F7	473.894	98.8238	182.651	106.471	44.9376	352.989	166.511	495.781	434.333	510.923	302.342	195.606	183.926	96.5514	177.466	336.822	391.687	370.01	87.8845	331.606	141.926	34.6191	447.606	554.808	200.136	102.818	187.44	14.976	99.0923	39.485	110.509	813.855	596.84	255.551	385.122	397.628	140.028	370.37	243.172	168.379	525.054	74.8084	346.096	46.0108	454.546	47.7468	61.9612	184.466	311.927	367.076	72.1794	224.036	484.235	498.191	274.663	355.955	158.233	87.3873	596.567	190.964	605.367	267.334	123.314	64.2284	125.746	67.3077	116.01	345.335	199.701	471.086	83.9804	343.732	308.085	177.815	27.7557	174.23	205.787	60.0054	380.055	324.3	142.22	11.6201	123.03	238.726	67.7376	395.043	421.281	388.559	350.873	48.8197	441.757	370.578	197.732	145.296	76.4152	315.866	224.923	340.989	158.283	443.82	270.452	185.28	226.638	59.3047	19.788	204.572	367.551	399.781	251.899	656.407	523.061	264.289	104.662	75.693	175.027	242.272	146.619	95.6065	56.1576
RUNDC1	403.282	384.546	297.953	386.416	540.638	316.962	801.077	490.049	332.989	430.829	447.974	431.845	404.136	744.066	357.852	430.233	422.906	410.255	298.18	399.309	320.058	352.174	478.487	403.331	306.763	913.066	337.967	481.727	274.443	247.21	308.288	433.064	397.893	431.243	380.83	396.38	285.007	450.9	332.458	411.027	425.398	483.214	381.006	272.149	357.727	362.125	273.308	330.097	377.766	408.549	414.856	421.492	488.453	439.875	415.98	359.614	452.417	663.405	428.013	383.326	496.209	355.778	463.132	498.662	398.851	385.577	466.57	397.403	422.919	387.899	237.561	363.51	363.404	447.756	526.903	362.465	1038.13	693.99	494.485	428.571	313.999	421.899	258.971	292.209	421.38	357.02	414.762	496.545	427.66	286.481	726.159	400.35	459.249	470.759	496.699	526.346	361.909	419.609	459.019	452.031	449.709	343.398	403.33	435.583	573.145	378.005	673.98	406.028	343.671	536.416	444.824	402.202	398.192	460.554	366.957	317.038	309.396	539.522	299.507
ADAL	193.933	140.087	213.901	239.559	215.811	190.827	79.1136	259.194	257.497	190.546	263.78	145.208	169.134	265.295	253.357	321.318	275.161	247.475	164.47	176.511	221.579	170.531	243.928	262.804	166.836	82.3228	140.94	33.2799	441.176	157.94	209.14	277.943	197.326	190.884	174.821	264.669	224.894	225.62	212.185	190.762	205.634	137.721	183.934	289.281	193.636	157.189	155.327	223.301	152.725	174.625	112.824	211.126	213.856	330.368	271.039	233.533	388.973	238.777	278.398	218.91	202.722	244.923	94.76	190.901	185.181	143.75	159.017	140.508	147.443	286.951	345.125	301.106	147.66	239.797	301.217	225.21	122.394	48.5758	165.441	185.577	182.376	142.123	129.865	190.592	156.588	235.05	160.896	256.822	254.89	495.172	252.258	238.879	159.107	169.996	94.9572	192.53	189.571	243.629	152.393	173.725	243.183	338.547	221.804	176.21	288.339	193.536	219.384	161.474	239.24	251.709	196.788	232.302	38.059	54.371	185.387	217.11	166.966	182.882	200.985
SDE2	798.11	548.559	439.116	355.209	1102.08	697.789	655.69	772.807	611.169	1207.87	507.048	538.625	778.966	639.099	397.548	988.76	940.557	810.299	206.529	841.796	433.02	421.84	1196.04	1016.08	1021.87	1311.02	479.386	176.384	232.652	142.489	288.665	1794.73	1170.58	943.124	765.665	755.306	208.628	829.086	488.445	658.763	1031.52	656.886	1104.73	872.736	759.545	287.554	305.562	403.354	751.754	790.905	812.193	673.628	775.282	772.355	958.058	616.434	757.553	1384.66	1100.34	649.278	1341.09	501.851	823.972	791.704	475.477	493.75	1013.73	845.343	843.225	1223.98	238.712	597.439	708.936	1036.41	949.153	304.762	919.857	907.938	1251.38	870.923	295.594	33.9665	270.363	454.601	807.133	764.901	1012.03	1169.16	803.418	633.584	452.472	911.384	1093.2	799.612	423.655	1187.03	456.474	576.391	881.229	1151.25	966.026	512.186	523.093	958.418	643.11	897.517	1452.47	1047.24	416.456	1454.08	1403.14	668.589	487.631	230.277	515.267	455.068	380.012	986.214	152.709
ZNF584	179.513	160.199	131.465	180.358	171.429	146.601	264.678	198.376	143.226	140.165	223.577	141.743	160.482	374.247	254.524	112.016	157.909	132.147	199.623	168.221	110.789	152.58	221.027	107.677	265.727	239.112	197.987	224.64	205.078	192.275	161.632	193.795	149.514	156.603	202.575	147.316	110.325	183.486	140.231	188.218	166.589	164.948	107.733	395.497	161.364	198.498	121.376	202.118	183.486	176.08	82.691	131.384	199.093	159.115	157.261	214.904	137.84	218.161	184.841	144.387	152.341	196.498	167.556	169.938	169.954	188.942	162.631	179.942	190.369	232.272	193.27	144.586	157.872	297.714	220.68	254.902	211.811	152.871	161.305	201.194	200.223	142.123	132.143	187.189	206.732	152.585	172.903	201.405	162.817	159.335	164.396	116.988	156.981	140.937	318.584	165.026	210.782	136.67	168.589	148.228	153.777	188.675	218.582	127.471	277.032	155.302	141.345	169.595	183.544	159.261	161.257	175.669	187.44	208.955	202.835	235.083	228.606	158.683	213.793
CMYA5	60.6663	317.276	188.039	290.041	726.214	375.102	93.1966	62.4104	256.98	91.0747	302.752	394.047	313.149	502.687	647.986	116.279	30.1298	150.767	83.4903	261.831	96.307	378.673	276.544	172.465	508.581	110.333	250.719	56.5759	481.675	127.039	444.617	200.595	433.955	432.022	254.936	29.3383	105.375	158.682	160.189	215.179	183.323	274.65	411.787	1727.36	104.091	147.532	29.7074	176.523	131.139	197.544	76.384	196.696	105.452	80.745	416.704	139.055	262.462	449.552	85.9814	846.763	14.7943	218.91	329.15	528.546	307.979	221.154	529.093	109.496	261.665	543.525	177.164	75.3619	54.0426	652.667	1252.64	266.667	400.159	52.8619	100.184	347.267	100.948	99.2179	75.9446	101.617	1010.35	108.637	296.063	687.499	180.236	1822.42	186.744	294.221	448.972	194.697	25.2845	622.177	334.512	126.157	430.308	375.54	178.364	343.398	136.95	707.907	755.477	175.404	560.467	363.239	98.7342	29.9978	350.871	164.132	26.1656	62.8998	260.087	120.776	47.8755	845.78	64.0394
