TCGA-3G-AB0O-01	TCGA-3G-AB0Q-01	TCGA-3G-AB0T-01	TCGA-3G-AB14-01	TCGA-3G-AB19-01	TCGA-3Q-A9WF-01	TCGA-3S-A8YW-01	TCGA-3S-AAYX-01	TCGA-3T-AA9L-01	TCGA-4V-A9QI-01	TCGA-4V-A9QJ-01	TCGA-4V-A9QL-01	TCGA-4V-A9QM-01	TCGA-4V-A9QN-01	TCGA-4V-A9QR-01	TCGA-4V-A9QS-01	TCGA-4V-A9QT-01	TCGA-4V-A9QU-01	TCGA-4V-A9QW-01	TCGA-4V-A9QX-01	TCGA-4X-A9F9-01	TCGA-4X-A9FA-01	TCGA-4X-A9FB-01	TCGA-4X-A9FC-01	TCGA-4X-A9FD-01	TCGA-5G-A9ZZ-01	TCGA-5K-AAAP-01	TCGA-5U-AB0D-01	TCGA-5U-AB0E-01	TCGA-5U-AB0F-01	TCGA-5V-A9RR-01	TCGA-X7-A8D6-01	TCGA-X7-A8D7-01	TCGA-X7-A8D8-01	TCGA-X7-A8D9-01	TCGA-X7-A8DB-01	TCGA-X7-A8DD-01	TCGA-X7-A8DE-01	TCGA-X7-A8DF-01	TCGA-X7-A8DG-01	TCGA-X7-A8DJ-01	TCGA-X7-A8M0-01	TCGA-X7-A8M1-01	TCGA-X7-A8M3-01	TCGA-X7-A8M4-01	TCGA-X7-A8M5-01	TCGA-X7-A8M6-01	TCGA-X7-A8M7-01	TCGA-X7-A8M8-01	TCGA-XH-A853-01	TCGA-XM-A8R8-01	TCGA-XM-A8R9-01	TCGA-XM-A8RB-01	TCGA-XM-A8RC-01	TCGA-XM-A8RD-01	TCGA-XM-A8RE-01	TCGA-XM-A8RF-01	TCGA-XM-A8RG-01	TCGA-XM-A8RH-01	TCGA-XM-A8RI-01	TCGA-XM-A8RL-01	TCGA-XM-AAZ1-01	TCGA-XM-AAZ2-01	TCGA-XM-AAZ3-01	TCGA-XU-A92O-01	TCGA-XU-A92Q-01	TCGA-XU-A92T-01	TCGA-XU-A92U-01	TCGA-XU-A92V-01	TCGA-XU-A92W-01	TCGA-XU-A92X-01	TCGA-XU-A92Y-01	TCGA-XU-A92Z-01	TCGA-XU-A930-01	TCGA-XU-A931-01	TCGA-XU-A932-01	TCGA-XU-A933-01	TCGA-XU-A936-01	TCGA-XU-AAXW-01	TCGA-XU-AAXX-01	TCGA-XU-AAXY-01	TCGA-XU-AAXZ-01	TCGA-XU-AAY0-01	TCGA-XU-AAY1-01	TCGA-YT-A95D-01	TCGA-YT-A95E-01	TCGA-YT-A95F-01	TCGA-YT-A95G-01	TCGA-YT-A95H-01	TCGA-ZB-A961-01	TCGA-ZB-A962-01	TCGA-ZB-A963-01	TCGA-ZB-A964-01	TCGA-ZB-A965-01	TCGA-ZB-A966-01	TCGA-ZB-A969-01	TCGA-ZB-A96A-01	TCGA-ZB-A96B-01	TCGA-ZB-A96C-01	TCGA-ZB-A96D-01	TCGA-ZB-A96E-01	TCGA-ZB-A96F-01	TCGA-ZB-A96G-01	TCGA-ZB-A96H-01	TCGA-ZB-A96I-01	TCGA-ZB-A96K-01	TCGA-ZB-A96L-01	TCGA-ZB-A96M-01	TCGA-ZB-A96O-01	TCGA-ZB-A96P-01	TCGA-ZB-A96Q-01	TCGA-ZB-A96R-01	TCGA-ZB-A96V-01	TCGA-ZC-AAA7-01	TCGA-ZC-AAAA-01	TCGA-ZC-AAAF-01	TCGA-ZC-AAAH-01	TCGA-ZL-A9V6-01	TCGA-ZT-A8OM-01
ZC3H14	824.465	954.256999999999	799.03	799.908	1287.38	859.951	748.058	823.117	821.613000000001	1182.68	879.949	817.072	957.031	1048.34	1218.33	1100.39	783.737	1051.17	607.031	1033.51	724.113	977.028	1014.57	960.419999999999	1522.38	1190.44	966.443	460.095	572.581	562.232	1001.29	1070.12	753.241	1214.65	989.413000000001	698.502	587.694	830.445	771.008	730.49	1046.76	1069.26	1283.78	1586.88	765.909	696.888	516.909	641.659	797.086	838.199	673.441	1004.75	933.038	1317.52	801.159	694.278	1241.69	1312.96	869.284	1489.99	811.288	883.242	1257.61	1121.77	953.901	1291.35	1731.84	863.72	1260.55	963.203000000001	980.155	950.378000000001	1219.57	1321.93	2144.92	713.165	1074.91	789.713	1077.67	1185.12	711.656	276.201	729.827	737.571	1214.44	955.51	1302.95	1064.97	837.901	1016.63	1453.24	1017.86	1599.93	1205.96	897.879	1132.6	972.603000000001	710.775	1137.06	992.653000000001	1076.89	1356.13	697.1	1341.85	1096.82	918.802	1299.12	1095.03	681.646	860.393	1312.95	780.283	862.512	679.105	1121.59	792.955	691.801	1428.15	635.468
PYROXD1	403.884	417.609	511.498	494.167	421.379	501.392	615.148	447.012	839.359	961.49	387.403	381.189	304.79	641.739	441.22	469.477	528.28	592.305	419.171	456	593.736	332.963	450.43	511.048	284.6	616.512	382.876	507.686	373.035	221.562	423.739	534.726	481.592	360.803	382.409	577.378	544.724	402.766	510.935	490.161	443.507	412.284	377.455	256.544	516.268	498.154	421.82	594.298	499.293	468.897	463.406	671.563	333.24	411.05	399.536	451.404	499.675	427.844	414.419	351.728	432.846	485.823	353.304	377.649	506.835	413.986	370.123	421.649	403.21	416.145	340.874	417.713	254.438	313.375	484.432	374.992	474.255	390.924	462.096	404.139	558.355	322.923	434.494	582.001	345.84	567.365	377.427	466.818	402.118	263.573	330.427	328.921	313.391	259.431	448.602	446.549	414.728	466.31	328.109	331.647	334.528	180.783	477.787	454.295	435.364	365.018	447.075	379.524	390.443	397.613	377.721	494.594	393.444	621.183	400.654	453.702	417.445	381.478	259.596
THOC7	1519.14	1047.19	2073.81	810.005	789.736	1690.42	1136.17	1230.06	1975.7	2344.04	1318.49	1067.8	845.112	1063.39	1726.21	1544.19	1747.89	2441.71	1394.22	1782.38	2028.96	1137.3	1424.36	1614.24	1126.82	865.927	1554.17	1262.97	1387.29	1073.82	1324.04	1373.99	1465.56	923.257	1006.58	1865.79	2041.02	1085.29	1609.24	1513.37	1147.53	844.568	920.796000000001	1210.96	1641.82	1052.04	1505.74	1772.29	1336.75	1340.61	704.976	1441.43	1143.1	997.174	970.015	1381.57	671.072	518.477	1411.31	765.254	1214.73	1691.25	784.437	724.799	1224.55	1242.31	777.376	1261.51	904.442	1668.9	1251.08	1396.07	622.979	953.091	1090.66	1730.53	1053.67	761.497	1006.89	1278.36	1692.14	564.022	1570.53	1633.16	517.269	1938.67	744.788	859.136	1412.74	1389.48	779.734	879.86	507.796	581.668	765.838	255.935	1983.21	1439.38	568.345	765.774	1001.34	1285.8	1746.51	888.548	504.594	821.837	388.289	685.25	1796.84	886.845	727.024	1621.39	1355.38	1605.54	1172.85	1469.45	1894.67	527.224	999.999999999999
RUFY1	1748.38	1352.33	1450.97	1482.33	1608.32	1760.85	794.45	1498.81	1206.31	1373.23	1190.5	1826.92	1501.27	2279.14	1525.39	1836.82	1714.49	1679.46	1649.72	1740.93	1543.08	1527.94	1515.27	1720.09	1571.15	1285.06	1813.04	695.551	1644.07	1103.86	1233.15	1501.06	1717.59	1315.15	1667.81	1948.81	1695.19	1518.52	1686.45	1786.04	1635.03	1219.14	1397.15	1711.7	1982.73	1512.34	1273.17	1537.51	1798.17	1563.26	1239.66	1412.57	1678.79	1551.31	1496.87	1875.91	1410.12	795.101	1604.48	1539.36	1569.8	1782.49	1703.48	1170.83	1482.92	1223.08	1060.72	1846.51	1523.7	1787.14	1708.37	1658.64	1188.94	1114.99	1896.48	1834.17	1054.3	1641.93	1239.43	1426.73	1505.86	1070.84	1639.64	1575.79	1221.92	1683.38	1312.56	1572.29	1603.99	1288.09	1176.49	1303.68	935.507	825.282	1353	1223.22	2075.56	1730.09	1191.17	1375.11	1511.85	1445.86	1785.18	1100.55	1477.74	1454.08	1334.04	1166.24	1762.03	1259.36	1262.38	1835.87	1266.89	1102.35	1625.95	1591.66	1665.47	968.759	1563.55
ITPKC	487.32	1116.54	866.918	895.365	1024.13	850.942	1890.03	504.697	432.782	706.636	780.673	1111.9	574.386	2223.78	1876.24	606.589	488.248	589.854	862.524	652.159	784.214	1019.77	930.604	583.096	1301.05	1622.89	1159.16	789.567	1616.07	1202.58	1072.55	405.865	573.339	736.658	697.568	581.149	631.542	831.125	646.534	996.03	483.779	1259.58	743.243	1692.12	552.727	1532.19	652.714	925.861	606.044	513.324	1196.22	773.875	567.753	592.13	1168.58	573.852	1100.45	1306.5	489.375	1185.84	429.435	871.636	1335.11	1531.22	1801.21	1460.1	1388.87	516.854	523.33	758.038	1237.85	793.175	1090.21	1311.09	1231.71	1582.07	1239.16	761.854	473.346	881.488	949.805	1113.74	790.583	758.478	581.487	599.971	469.652	672.299	665.842	1217.81	1267.11	756.567	1429.84	1279.09	813.035	1383.61	930.623	656.838	678.775	592.481	1224.41	1703.41	923.737999999999	1366.05	1153.36	587.308	1976.92	566.253	537.342	569.959	725.316	924.489	868.697	973.346999999999	663.577	766.355	614.004	1342.06	802.956
EEPD1	1086.52	251.047	698.276	273.52	174.202	639.64	133.789	727.91	497.415	859.719	328.186	521.301	519.404	106.738	240.514	588.372	943.461	682.958	1163.84	717.098	1336.71	341.917	1227.62	714.954	421.463	127.754	546.5	94.0158	353.286	856.652	339.272	988.949999999999	1086.3	340.086	421.459	1641.07	718.529	691.811	645.483000000001	1101.33	601.284	199.313	330.33	262.849	802.273	145.386	802.1	1119.15	1095.52	872.396	161.177	227.834	453.021	319.022	671.075	983.034	169.562	575.095	884.056	306.474	1205.14	501.851	195.795	136.485	236.756	107.212	84.2067	878.651	543.113	787.948	448.663	248.592	88.9362	203.556	202.935	515.966	170.591	123.582	853.86	878.273	675.404	694.525	450.351	863.012	323.293	571.331	568.454	477.861	1107.72	238.197	112.353	425.919	70.8717	140.453	73.044	242.617	961.997	708.947	410.062	646.5	341.082	257.063	1022.56	94.0695	100.353	556.169	163.447	414.773	1155.06	1384.81	452.34	1243.31	220.742	176.972	315.158	801.582	757.63	101.16	1013.79
EGFL8	411.551	315.896	640.393	209.803	82.7656	401.867	133.362	406.543	940.998	1083.26	294.391	400	258.471	113.364	585.312	285.733	283.906	489.507	994.237	522.615	963.316	475.692	224.313	335.376	156.775	56.4338	405.024	555.551	580.591	685.425	1638.86	215.011	277.921	197.931	402.564	408.221	1014.32	365.365	538.913	445.711	253.443	171.369	199.433	115.678	342.364	373.761	928.874	999.064	476.125	255.472	134.898	332.265	210.959	197.44	202.116	532.578	212.689	102.791	239.396	216.148	269.205	316.074	204.826	177.569	354.461	266.115	166.892	289.725	235.293	396.792	584.573	130.983	124.43	247.99	83.3944	297.356	199.455	63.3485	232.197	286.959	722.599	1340.57	871.335	692.379	174.952	551.796	209.144	174.715	329.256	87.5054	207.347	311.419	153.962	97.5518	314.741	176.254	843.5	446.271	219.269	252.762	228.874	175.332	500.806	217.386	306.106	278.431	128.001	263.431	512.696	177.964	148.78	335.207	148.763	247.356	187.857	393.055	1065.34	135.035	1655.93
CSRNP2	808.553	291.27	393.319	387.793	461.304	601.966	490.421	988.059	978.799999999999	1264.71	408.182	396.252	473.073	663.902	416.813	905.814	700.971	793.48	326.428	663.903	370.746	342.772	672.103	686.21	491.09	622.374	434.803	162.24	223.173	223.176	647.56	870.803	731.766999999999	460.849	1025.46	683.521	383.31	640.503	564.601	687.25	603.515	440.92	531.532	245.717	540	277.361	222.381	348.632	547.221	510.414	546.601	545.282	938.522	674.194	485.914	663.673	443.731	395.397	675.352	690.265	901.254	379.79	454.346	417.484	248.545	448.077	637.875	624.819	723.778	718.781	292.206	496.161	996.17	389.839	430.895	388.796	579.627	482.186	857.537	604.502	385.388	156.425	325.043	430.291	1199.92	666.141	595.899	582.047	587.633	380.365	593.908	893.52	704.111	325.463	451.749	560.22	432.612	612.958	399.019	691.443	464.461	335.637	553.169	481.254	318.728	594.009	478.062	951.042	491.772	887.118	794.67	617.724	431.018	310.235	479.28	373.832	490.126	505.802	244.335
ABHD17A	959.224	952.869999999999	2468.21	1030.75	766.158	999.181	728.177	863.875	903.309	1015.39	995.225	1361.68	922.702	776.396999999999	1814.94	604.264	1176.51	1129.85	2595.73	1152.68	1798.7	1146.28	1005.9	574.427	981.17	509.991	1516.3	1356.16	1853.89	1380.26	2134.26	606.46	1017.83	727.698	885.265	945.693	1343.71	992.185000000001	1627.63	1655.3	874.223	1118.16	737.613	945.179	1013.18	2135.73	1798.57	1157.99	1032.92	1262.76	916.608	963.736000000001	762.206	898.222	826.162	1694.94	690.71	515.093	699.215	662.319	894.056999999999	1549.57	967.367	881.802	1132.7	1189.42	642.212	1153.92	869.727	973.951999999999	2096.06	902.296	615.745	1000.51	407.235	1489.64	542.212	836.86	880.974	1156.64	2330.73	2180.11	2042.91	1145.01	655.383	987.607	674.117	649.815	1328.84	891.631	695.852	515.236	783.487	968.156000000001	1177.69	547.192	810.87	1504.28	648.591	728.609	945.016	913.787	1723.42	711.997	1086.93	930.233	792.403	660.889	1482.91	606.229	652.204	1275.3	955.756	1015.99	1200.11	1040.26	727.11	704.155	2759.61
SOX7	175.535	593.089	198.815	682.799	190.846	252.056	160.899	58.0544	134.648	366.811	418.848	221.265	369.527	717.443	385.184	385.015	154.533	258.599	62.7746	290.266	179.58	535.685	217.582	164.636	1664.66	901.544	227.176	7.488	299.431	175.966	108.96	100.841	211.507	485.002	70.5694	51.0861	24.7525	201.295	136.644	380.506	217.161	322.495	186.562	1868.45	226.241	66.1052	25.4635	87.3786	89.061	119.327	426.069	240.714	133.747	775.785	758.098	99.4378	472.243	274.75	114.412	861.667	53.0556	206.103	584.562	500.892	331.906	196.635	124.684	194.107	149.067	475.624	166.586	115.941	303.83	945.368000000001	916.697	295.91	587.554	175.376	191.636	396.775	61.3497	1.7877	80.5012	97.727	93.2491	324.893	142.371	1083.97	307.148	486.567	142.966	276.01	251.595	304.153	28.5152	640.394	51.2594	129.814	470.799	198.79	342.468	407.421	169.71	172.802	154.77	259.756	174.02	225.527	45.2848	366.789	246.669	199.067	705.519	37.3134	336.249	206.082	234.59	105.524	38.4236
RTL6	1146.69	940.733	428.879	795.778	650.485	669.124	608.056	1037.1	832.472	300.353	837.696	1163.87	1232.78	322.428	348.511	567.054	630.91	546.006	513.496	732.297	437.364	768.886000000001	787.648	1487.85	1252.28	839.624	877.756	285.375	613.942	511.588	456.494	3017	1137.36	1608.1	1361.37	905.743	958.274	1507.65	995.798	488.35	2524.13	1035.16	1288.66	1096.92	689.545	682.403	325.933	914.386999999999	1130.06	1471.94	477.225	318.967	1501.63	916.693	747.169	1233.2	973.564999999999	1496.97	961.325000000001	612.017	1526.21	539.87	1692.5	1213.2	813.419	698.077	985.183	1313.19	1007.09	778.134	720.161	1279.79	681.277	1006.6	1000.57	748.459	1227.11	1006.16	1176.47	1187.87	553.263	390.615	986.52	1214.54	933.371	710.583	1753.39	1765.46	1706.02	792.918	1216.29	736.252	1619.42	1042.26	899.564	652.866	507.291	1467.26	1420.86	1119.71	1683.06	740.148	545.65	1013.97	1003.53	870.713	566.197	925.119	1177.85	1473.44	1845.92	1100.16	656.042	405.117	744.275	1134.44	396.17	1183.77	690.64
FYTTD1	1286.92	1059.32	946.121	953.189	1894.59	1408.68	574.091	1503.9	1568.77	1447.51	1736.93	987.479	1356.42	931.854	835.376	1240.7	1504.67	1561.73	832.392	1364.08	974.656	731.702	1434.42	1402.53	1395.57	1165.5	879.195	686.399	687.184	800.858	809.708	1912.45	1248.78	1276.59	1227.47	1235.33	1055.87	1337.75	1121.85	1066.74	1319.33	1454.14	1323.2	1536.47	1272.27	900.215	886.129	884.377999999999	1198.06	1172.17	1455.5	1376.87	1340.93	1180.83	1070.02	1205.59	1260.57	1308.35	1733.64	1351.19	1549.01	876.038	1065.89	1093.67	856.153	1041.83	1323.09	1386.7	1161.25	1353.91	611.447	1146.11	1338.3	865.03	1149.36	821.848999999999	811.415	862.577	1257.35	1068.44	776.352	456.76	969.812	1108.55	1506.94	1368.33	1391.46	1136.54	1332.75	942.06	1264.04	1492.12	1239.9	1553.21	1232.76	1664.74	1046.84	1095.64	1257.79	1327.14	1175.68	969.565	1168.1	1346.63	947.703000000001	1297.6	2760.86	1329.59	951.266	1404.72	1727.71	1027.27	801.142	1040.51	1191.38	1071.89	1210.05	1455.12	791.133
POLDIP3	3215.81	3810.79	1703.66	2625.06	1654.92	2418.51	2252.87	3436.4	1781.28	1083.85	2282.13	3433.97	3470.04	1253.84	1486.87	2446.9	3124.06	1699.29	3046.45	1980.31	2353.37	3202.91	2954.55	2853.43	2907.86	1849.7	3217.64	1644.86	2384.25	1880.69	1744.38	3194.65	2893.84	3181.15	3330.47	2724.72	2720.65	3406.73	2924.37	2925.52	3067.78	3031.46	3026.28	2558.49	3291.36	2739.27	2245.03	2329.21	3091.2	2912.23	1898.39	1788.49	3322.58	2283.82	2496.6	3565.87	2449.77	3037.02	3251.01	2029.81	3269.94	2904.65	3397.87	3377.34	3561.66	2522.6	3344.05	3320.5	2967.53	2549.85	2572.91	2312.35	1258.72	2764.44	2533.5	2834.73	2418.07	2299.85	2370.86	3217.27	2532.07	1330.06	2585.91	2951.74	2746.89	2263.1	3404.21	2746.2	3367.25	2138.95	2856.88	2753.77	3345.85	2134.4	3011.66	1759.7	2640.3	3515.02	3499.15	3566.98	3502.46	2981.93	2712.67	2883.78	1987.28	2800.55	1706.78	3028.66	2843.04	3306.58	3105.91	3225.49	2526.17	2015.99	3093.24	3191.95	3119.09	3153.03	2462.07
SARNP	1968.23	1969.33	2605.9	2073.32	1054.88	2757.97	2542.2	1893.4	1835.52	1467.98	1930.01	1938.51	1470.29	2202.47	1563.2	1788.22	2310.54	2358.78	3722.52	2112.56	3228.85	1939.49	1617.89	2240.33	941.254	971.918	2119.31	2107.44	2260.91	2821.44	2305.79	1550.89	1789.23	1261.42	1415.24	2529.56	3679.76	1713.8	2635.95	2056.57	1590.34	1256.34	1284.27	702.584	2610.28	2263.57	3747.65	3517.44	2241.37	1828.03	1306.76	1459.75	1615.44	1250.08	1713.01	2222	1474.85	752.438	1949.98	1115.72	1895.71	2134.3	1317.31	1217.46	2123.15	1541.48	1198.27	1719.41	1222.36	1573.79	1576.07	1422.98	955.153	909.551	1061.95	2450.99	985.433000000001	1287.05	1164.72	1501.91	3052.75	2624.03	2966.55	3159.91	802.369	2709	1045.72	1232.08	2161.24	788.943	894.247999999999	1071.67	804.22	954.895	1373.54	1029.25	3346.79	2294.61	970.423	1298.47	1619.99	1205.88	2898.03	1512.46	983.731	1061.77	902.767	1121.5	2779.36	1266.89	1009.2	2439.63	1433.38	3339.98	1351.47	2630.52	3989.01	743.176	3767.77
ZNF528	116.36	306.874	213.901	390.087	428.849	144.963	215.802	194.873	249.224	285.497	258.857	287.582	189.787	238.721	402.802	194.186	211.271	299.733	152.542	249.741	183.201	302.169	201.943	248.66	369.999	183.433	211.409	12.48	257.64	124.463	262.329	337.442	190.032	457.733	241.774	174.157	168.317	394.495	227.941	209.075	272.195	556.701	411.787	278.512	201.364	222.639	132.41	195.057	169.995	153.161	206.027	378.204	158.178	349.367	234.441	162.342	447.13	629.558	217.416	275.734	301.484	284.142	305.93	577.609	403.271	345.192	667.149	240.05	467.712	264.051	305.436	402.385	471.915	336.664	409.965	180.392	166.151	177.873	219.21	358.751	242.61	34.8603	116.195	153.641	471.084	275.048	291.603	614.031	242.447	366.953	658.809	582.137	613.749	706.623	40.4551	707.875	196.642	315.392	582.701	328.003	305.767	462.229	226.638	453.988	354.064	434.371	533.999	329.195	157.595	271.617	409.634	202.412	52.8069	93.8166	454.199	225.737	132.256	617.277	98.5222
TMEM209	650.92	419.221	411.099	644.332	570.042	506.962	420.42	525.394	701.655	762.831	442.641	416.726	433.72	615.626	431.407	766.667	546.692	664.938	223.478	572.021	533.671	366.278	733.171	694.422	739.998	871.05	470.757	491.711	473.92	201.717	347.018	797.28	532.01	717.569	637.482	536.205	309.76	549.1	456.933	429.849	735.151	403.912	666.667	658.346	510.454	319.743	304.713	469.55	529.412	554.434	406.447	561.23	585.047	878.959	520.699	398.204	663.142	845.564	702.245	709.828	662.546	422.211	536.555	528.992	420.954	581.25	631.008	575.431	696.155	706.63	417.026	535.035	786.383	867.062	1021.5	369.188	956.322	462.184	766.544	478.64	358.617	55.419	375.166	421.539	445.572	636.019	623.687	701.749	517.956	459.228	972.601	631.524	636.782	642.693	247.788	626.52	431.728	426.008	453.13	506.914	549.396	465.624	416.219	588.957	586.572	493.496	770.301	610.916	332.911	718.039	628.63	350.813	398.192	253.731	513.086	387.491	425.494	539.522	206.897
UBE3B	999.502999999999	800.993	660.56	1167.05	1366.99	710.074	2242.1	1141.86	872.285	1074.81	842.208	768.879	928.005	2144.06	920.606999999999	1020.93	757.601	776.662	500.314	759.586	548.154	845.817	881.679	756.473	1098.56	1544.32	716.203	646.463	641.946	409.442	754.97	1016.15	1008.1	938.839	898.999	696.005	466.761	957.526	629.202	785.429	874.595	1009.78	989.865	1004.89	703.636000000001	702.79	516.909	534.863	783.594	836.38	1006.31	962.218	1026.68	1509.88	970.378	811.045	951.284	1356.35	797.316999999999	1123.43	970.427	890.445	948.227	952.275	839.453	750	1162.99	831.56	889.138	695.413	653.437	1097.01	1505.96	882.981000000001	1598	745.658	1295.6	1481.92	1104.78	928.801	618.516	306.592	506.55	586.848	1130.87	624.168	1099.51	1282.21	770.357	840.129	1300.78	1232.22	1363.22	1236.95	776.514	1384.48	664.605	729.516	1153.25	1001.3	941.439	836.183	600.967	1093.73	1428.98	990.54	1616.46	1030.69	713.924	1102.83	998.974999999999	905.087	864.891	1044.78	936.75	629.763	561.939	1221.46	506.404
ZNF551	170.562	238.564	90.9213	173.015	262.691	117.117	78.1733	174.813	176.319	173.107	104.609	251.043	209.603	112.801	152.364	163.566	195.299	152.299	107.935	161.658	64.8878	199.167	306.731	176.115	354.526	264.581	186.961	23.6537	131.233	93.4421	209.75	342.116	237.844	294.897	282.403	126.005	96.6549	253.823	131.828	148.27	301.572	295.004	263.889	216.349	151.818	129.592	61.5113	150.927	137.615	195.362	131.745	183.786	220.184	214.528	168.856	150.699	249.622	459.556	249.611	164.881	288.289	134.867	283.025	266.28	171.427	196.635	373.719	205.21	207.417	281.343	171.211	147.996	391.489	311.262	339.893	96.5098	185.81	89.2937	266.544	258.153	93.5583	38.0335	105.479	76.7619	245.439	113.185	342.033	408.826	193.389	240.88	390.02	351.513	405.957	326.916	85.3154	365.162	82.3597	185.121	298.896	281.331	227.09	263.853	122.444	319.891	339.929	212.85	362.093	272.976	113.38	305.433	316.577	165.705	101.808	19.7228	257.361	140.906	84.62	430.428	157.182
ZNF160	613.625	337.735	393.319	535.567	595.839	542.997	287.874	607.228	819.028	693.718	396.695	453.894	542.569	457.069	740.222	398.45	529.268	566.428	333.961	469.43	419.986	459.451	750.867	554.351	923.652	471.734	388.303	150.592	386.891	230.901	606.765	580.535	560.373	651.734	583.691	458.177	365.629	563.371	397.059	466.984	615.786	748.612	614.865	560.94	420.909	429.185	276.703	505.737	444.684	510.778	599.159	530.093	477.064	618.781	383.368	412.841	634.819	876.027	622.702	852.818	757.309	335.768	537.496	618.198	514.282	687.019	854.355	539.825	815.23	681.86	480.299	406.477	815.319	804.403	762.143	318.767	587.872	290.383	727.482	618.282	423.871	216.313	330.359	358.332	744.673	579.725	677.891	855.97	452.19	719.421	691.26	822.417	847.271	781.693	453.435	815.866	572.691	475.831	707.118	625.756	595.887	566.024	428.571	726.653	500.353	646.433	627.865	725.228	394.304	695.132	576.7	514.945	91.8173	261.194	642.312	405.464	442.849	727.958	317.241
CCDC32	488.508	529.543	577.355	715.714	745.997	632.08	562.344	595.262	471.282	631.884	270.081	562.567	539.462	1078.37	813.993	587.861	698.455	586.923	482.266	496.577	544.786	468.965	546.024	541.773	379.39	853.598999999999	345.484	469.214	693.698	620.429	585.03	453.612	443.217	409.973	366.584	764.75	406.16	458.787	497.08	592.775	450.498	438.491	504.692	187.004	469.209	497.752	709.549	653.266	419.827	493.726	722.544	731.24	476.63	587.016	570.878	475.153	1104.63	461.7	415.578	587.163	512.523	442.269	487.816	478.698	445.696	424.76	330.466	467.221	493.449	392.081	574.254	750.458	370.949	105.507	454.752	494.219	608.888	703.738000000001	457.932	460.257	570.675	433.332	382.578	461.728	397.628	611.491	307.748	440.322	433.889	653.621	333.44	456.49	324.284	529.87	754.393	518.451	740.764	534.585	343.69	410.311	548.297	435.45	685.865	430.136	557.272	416.098	560.937	356.939	607.62	479.925	368.486	687.378	468.335	518.657	518.768	580	558.492	402.503	309.832
TMEM259	4282.45	4373.21	6448.81	3703.07	2797.23	3239.15	4375.27	3856.39	4721.3	5308.81	4195.45	4869.36	3770.63	4191.57	5635.14	3014.34	3540.43	4482.77	6321.41	4279.45	4843.59	5630.94	3773.42	2544.09	3836.89	3088.64	6208.53	5456.25	6507.35	3989.7	8132.2	2448.36	4102.11	4070.51	4007.73	3488.76	4300.57	5182.13	4847.69	5440.01	3476.07	4473.7	3267.27	4269.7	3460.45	6939.38	3900.16	3427.18	4208.85	4460.94	4606.17	4024.3	3864.6	3641.7	3458.65	5979.37	3228.1	3546.88	2963.9	2853.75	3768.55	4791.2	4212.11	4401.43	4376.06	5163.94	3464.76	4281.08	3173.95	3893.01	7731.95	3243.97	2542.98	4890.43	2391.08	4971.99	3434.96	3125.28	3814.8	4007.81	5757.39	4617.65	5769.51	3952.84	3011.68	3389.96	2995.96	2823.78	4565.27	3707.08	5788.46	3704.73	3478.38	4639.3	4854.05	3035.03	4098.54	5071.41	3587.13	3476.66	3830.58	4526.74	4757.25	3647.92	4324.38	3855.34	10089.8	3489.03	4823.42	3025.96	2911.17	4206.08	4357.28	4905.12	4167.94	3930.27	2934.17	3147.08	9505.42000000001
MYADM	1189.96	2143.61	471.444	256.999	741.193	1361.18	203.376	1013.21	816.96	632.355	1032.97	1280.1	1835.08	525.275	329.831	674.031	866.503	1099.82	971.751	1862.87	994.931	2266.05	1545.45	1314.47	776.325	313.236	903.164	326.144	327.005	1787.12	807.126	1210.37	1282.41	1273.86	1632.05	1193.51	869.165	1516.14	1365.55	1519.99	1348.71	1670.37	1486.86	131.18	1376.36	1326.72	628.099	864.078	1433.35	1177.63	3166.08	1161.19	1028.79	662.056	627.955	1417.17	1126.13	1148.65	1421.91	1719.61	1896.87	252.927	1566.99	2160.12	1042.32	1226.92	1290.57	1919.25	1938.78	892.166999999999	541.271	309.291	3100.85	456.562	230.69	415.126	303.131	513.975	1390.17	649.058	484.663	383.464	1053.35	1187.31	2456.59	1058.71	1445.66	630.498	1696.42	627.146	1924.38	1805.25	1373.85	1128.47	657.958	1048.35	835.616	1559.59	2031.91	1888.94	994.188999999999	305.081	999.999999999999	1052.83	430.389	3144.66	1065.27	2220.04	927.215	1435.26	2740.01	1142.63	862.512	557.569	588.877	946.801	949.132	1407.12	563.547
