TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01	TCGA-2J-AABK-01	TCGA-2J-AABO-01	TCGA-2J-AABP-01	TCGA-2J-AABR-01	TCGA-2J-AABT-01	TCGA-2J-AABU-01	TCGA-2J-AABV-01	TCGA-2L-AAQA-01	TCGA-2L-AAQE-01	TCGA-2L-AAQI-01	TCGA-2L-AAQJ-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-3A-A9I5-01	TCGA-3A-A9I7-01	TCGA-3A-A9I9-01	TCGA-3A-A9IB-01	TCGA-3A-A9IC-01	TCGA-3A-A9IH-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IL-01	TCGA-3A-A9IN-01	TCGA-3A-A9IO-01	TCGA-3A-A9IR-01	TCGA-3A-A9IS-01	TCGA-3A-A9IU-01	TCGA-3A-A9IV-01	TCGA-3A-A9IX-01	TCGA-3A-A9IZ-01	TCGA-3A-A9J0-01	TCGA-3E-AAAY-01	TCGA-3E-AAAZ-01	TCGA-F2-6879-01	TCGA-F2-6880-01	TCGA-F2-7273-01	TCGA-F2-7276-01	TCGA-F2-A44G-01	TCGA-F2-A44H-01	TCGA-F2-A7TX-01	TCGA-F2-A8YN-01	TCGA-FB-A4P5-01	TCGA-FB-A4P6-01	TCGA-FB-A545-01	TCGA-FB-A5VM-01	TCGA-FB-A78T-01	TCGA-FB-A7DR-01	TCGA-FB-AAPP-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPS-01	TCGA-FB-AAPU-01	TCGA-FB-AAPY-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ0-01	TCGA-FB-AAQ1-01	TCGA-FB-AAQ2-01	TCGA-FB-AAQ3-01	TCGA-FB-AAQ6-01	TCGA-H6-8124-01	TCGA-H6-A45N-01	TCGA-H8-A6C1-01	TCGA-HV-A5A3-01	TCGA-HV-A5A4-01	TCGA-HV-A5A5-01	TCGA-HV-A5A6-01	TCGA-HV-A7OL-01	TCGA-HV-A7OP-01	TCGA-HV-AA8V-01	TCGA-HV-AA8X-01	TCGA-HZ-7289-01	TCGA-HZ-7918-01	TCGA-HZ-7919-01	TCGA-HZ-7920-01	TCGA-HZ-7922-01	TCGA-HZ-7923-01	TCGA-HZ-7924-01	TCGA-HZ-7925-01	TCGA-HZ-7926-01	TCGA-HZ-8001-01	TCGA-HZ-8002-01	TCGA-HZ-8003-01	TCGA-HZ-8005-01	TCGA-HZ-8315-01	TCGA-HZ-8317-01	TCGA-HZ-8519-01	TCGA-HZ-8636-01	TCGA-HZ-8637-01	TCGA-HZ-8638-01	TCGA-HZ-A49G-01	TCGA-HZ-A49H-01	TCGA-HZ-A49I-01	TCGA-HZ-A4BH-01	TCGA-HZ-A4BK-01	TCGA-HZ-A77O-01	TCGA-HZ-A77P-01	TCGA-HZ-A77Q-01	TCGA-HZ-A8P0-01	TCGA-HZ-A8P1-01	TCGA-HZ-A9TJ-01	TCGA-IB-7644-01	TCGA-IB-7645-01	TCGA-IB-7646-01	TCGA-IB-7647-01	TCGA-IB-7649-01	TCGA-IB-7651-01	TCGA-IB-7652-01	TCGA-IB-7885-01	TCGA-IB-7886-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7889-01	TCGA-IB-7890-01	TCGA-IB-7891-01	TCGA-IB-7893-01	TCGA-IB-7897-01	TCGA-IB-8126-01	TCGA-IB-8127-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5SS-01	TCGA-IB-A5ST-01	TCGA-IB-A6UF-01	TCGA-IB-A6UG-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUP-01	TCGA-IB-AAUQ-01	TCGA-IB-AAUR-01	TCGA-IB-AAUS-01	TCGA-IB-AAUT-01	TCGA-IB-AAUU-01	TCGA-IB-AAUV-01	TCGA-IB-AAUW-01	TCGA-L1-A7W4-01	TCGA-LB-A7SX-01	TCGA-LB-A8F3-01	TCGA-LB-A9Q5-01	TCGA-M8-A5N4-01	TCGA-OE-A75W-01	TCGA-PZ-A5RE-01	TCGA-Q3-A5QY-01	TCGA-Q3-AA2A-01	TCGA-RB-A7B8-01	TCGA-RB-AA9M-01	TCGA-RL-AAAS-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-US-A774-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A77E-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-XD-AAUG-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01	TCGA-XD-AAUL-01	TCGA-XN-A8T3-01	TCGA-XN-A8T5-01	TCGA-YB-A89D-01	TCGA-YH-A8SY-01	TCGA-YY-A8LH-01	TCGA-Z5-AAPL-01
LHPP	690.244	531.145	429.24	304.583	249.732	238.61	492.061	362.541	307.927	366.11	488.392	348.558	165.702	288.188	693.367	433.406	666.142	299.216	529.657	332.323	450	338.946	213.65	322.329	533.812	302.55	596.594	728.395	580.389	679.346	270.778	200.346	1152.98	1233.17	228.532	169.596	193.069	337.723	258.736	433.06	326.67	264.772	453.769	285.977	245.642	291.025	402.318	449.664	385.224	842.05	381.333	326.976	167.298	470.527	404.494	554.099	805.425	579.747	495.862	451.678	399.783	280.956	387.221	472.646	426.245	593.228	795.304999999999	275.983	342.946	246.767	432.936	333.692	344.31	311.563	599.507	1690.5	503.88	304.733	664.402	229.039	314.901	387.056	414.133	322.068	474.564	288.673	368.869	622.904	263.815	306.24	521.345	313.896	272.716	365.399	326.488	242.075	428.91	308.534	515.932	546.28	248.14	393.925	252.427	744.632	338.425	242.692	366.467	281.797	458.282	278.171	235.533	407.998	526.889	367.907	286.244	246.371	470.513	385.741	400.66	490.317	492.457	296.773	283.358	311.529	326.611	285.955	497.869	758.933	463.191	561.344	437.746	338.25	279.131	697.078	598.529	258.781	261.383	410.225	455.834	400.51	456.718	486.526	383.971	416.276	421.946	311.836	213.607	595.153	447.208	321.535	345.204	693.644	499.705	830.2	529.921	442.055	299.571	501.608	207.484	308.121	366.331	339.789	853.503	739.573	513.974	523.049	634.592	568.919	473.712	381.377	541.788	347.046	489.869	501.542	515.771	396.869	553.846
NFKBIZ	265.307	1149.83	704.094	620.447	569.132	1218.1	989.672	1062.46	1030.47	706.096	1113.07	666.667	171.82	1948.67	866.708	557.86	324.409	787.05	689.954	576.706	837.129	386.166	49.8516	1136.25	599.324	704.249	902.146000000001	914.568	234.634	73.414	257.534	534.065	111.729	1411.76	76.7833	796.573	76.8907	1227.97	984.387	770.531	979.035	471.552	457.008	198.834	619.561	940.71	1376.38	522.371	496.922	1324.1	514.255	2231.61	1271.01	254.564	1727.01	818.151000000001	162.566	1146.93	798.572	1329.5	1592.09	1934.83	1079.95	797.382	449.977	1351.66	588.732	919.395000000001	775.526	1626.08	1602.49	515.314	1856.15	1496.79	403.574	78.6517	1125.1	468.986	119.707	502.609	545.433	571.966	624.839	1896.95	689.526	1703.48	641.644	480.573	953.298	361.3	184.541	1963.27	1090.82	659.88	858.516	683.958	3005.54	1079.32	1565.53	981.416999999999	486.201	2276.28	223.088	435.468	600.47	565.173	388.623	793.268999999999	232.209	1012.06	781.726	187.925	304.969	225.631	378.479	525.921	925.574	529.015	795.817	381.129	379.72	385.976	1015.37	790.748	1296.15	693.907	468.423	620.346	331.341	231.901	329.921	925.126999999999	1409.06	1294.97	311.367	916.129	559.303	2064.41	578.509	990.434	978.72	763.841	1306.82	528.76	1095.61	1729.06	1138.95	1497.38	548.223	459.466	1724.87	304.866	392.508	1446.07	2515.5	1140.98	1554.94	596.999	922.661000000001	293.496	999.999999999999	618.947	463.498	463.492	1630.57	625.742	1088.92	779.568	1147.84	1163.45	1236.17	876.055000000001	839.69	497.431	1111.57	280.454	1242.17
SMURF2	422.927	376.683	1083.63	720.094	765.273	521.685	306.459	523.08	394.599	605.951	383.061	596.154	458.706	526.902	488.736	710.699	333.858	273.075	303.985	507.229	518.812	186.291	277.745	421.368	614.539	396.034	566.361	428.148	317.104	95.7574	453.62	331.986	443.295	297.103	318.946	697.276	296.899	600.306	547.212	429.364	397.367	486.537	447.585	364.529	611.843	815.807	675.497	444.072	599.384	292.014	344.289	474.114	834.973	511.737	511.444	547.714	254.564	374.233	420	590.973	413.868	519.189	299.001	728.953	523.499	245.551	234.742	738.976	316.446	494.612	254.622	443.31	440.786	683.083	248.922	98.0592	440.834	396.369	209.096	763.19	518.102	495.181	668.951	647.117	775.062	534.358	1057.5	488.344	693.405	611.432	716.688	708.444	544.412	464.526	573.975	455.972	509.885	457.877	422.832	729.473	394.048	563.645	340.444	345.859	440.658	438.84	402.994	571.039	365.337	660.707	765.99	616.048	573.179	606.571	504.373	608.207	647.945	375.58	1091.91	454.471	720.494	594.403	865.817	747.741	538.634	556.628	548.625	210.166	518.088	1176.2	424.64	335.359	654.885	1705.04	600.558	450.179	447.442	513.027	416.675	453.444	481.515	392.945	535.885	461.866	569.358	556.823	586.564	508.872	370.051	526.148	660.54	163.357	481.976	420.684	535.688	478.495	644.206	340.3	459.875	407.97	460.561	535.158	410.583	228.22	468.996	263.35	399.513	536.486	597.605	473.997	631.185	618.144	587.604	393.628	285.047	229.302	526.496
S100PBP	532.195	505.892	428.07	499.177	428.832	638.798	492.678	500.753	370.209	542.453	374.514	554.487	565.492	504.02	387.985	615.721	222.047	315.705	454.124	325.521	254.951	205.696	391.691	289.916	494.505	269.122	450.67	504.691	468.493	687.857	447.186	367.205	293.806	671.323	345.298	400.703	469.763	567.228	394.796	451.545	544.125	363.874	363.663	277.386	467.377	501.005	390.177	483.221	362.357	492.87	531.687	505.45	423.164	446.531	334.166	391.289	194.053	258.463	783.448	350.303	527.086	469.225	300.185	454.159	327.129	452.805	297.653	593.57	515.978	409.483	469.533	414.293	401.502	390.257	329.02	173.647	597.478	411.498	213.278	408.589	466.609	489.227	463.812	678.264	394.015	713.21	408.574	537.014	565.419	482.957	480.38	785.686999999999	511.278	559.171	611.385	601.985	516.843	517.505	375.173	553.431	526.518	444.069	311.105	430.598	498.825	377.003	211.976	343.082	407.669	535.967	407.614	483.272	359.428	423.025	438.908	478.98	424.178	462.819	444.21	310.672	526.278	429.291	897.676	683.773	534.517	478.923	531.189	291.39	418.587	371.572	611.184	509.302	410.108	437.626	304.337	465.95	332.771	530.735	729.071	582.27	636.159	485.546	561.005	437.154	737.888	448.683	510.157	678.65	275.635	346.198	422.171	333.664	360.761	641.397	416.727	468.937	397.425	376.742	339.293	229.991	544.733	464.421	366.487	328.979	458.515	389.32	581.608	612.838	461.218	516.097	470.686	569.62	544.696	469.681	465.537	263.257	870.872
ILRUN	3115.61	2867.42	3642.11	2694.24	2944.27	2738.06	2789.58	3878.44	4273.52	2589.62	2598.02	2922.28	2839.03	3017.32	3912.39	2197.6	3587.4	2849.39	3114.46	3279.02	4736.14	3631.38	1605.34	3459.78	2727.81	2880.45	2986.19	3185.19	2166.68	2734.41	2390.89	2939.95	3676.19	1708.6	1985.46	3408.61	2308.4	3321.69	4194.05	3362.03	2293.52	2536.65	3068.9	2718.63	3438.72	3052.24	3395.7	2262.86	4295.07	4018.66	2729.62	3182.56	5076.46	4249.35	2796.5	3839.01	2581.12	3092.58	2455.86	4642.18	2905.74	4298.33	3138.62	2800.9	2988.83	1883.31	2349.3	2068.23	3728.76	3621.77	4418.9	2543.26	3102.25	30667	2031.42	3451.48	2355	3019.67	4371.14	3315.34	3421.93	3132.49	3773.88	3124.25	2912.47	3130.84	3244.95	3149.69	3154.01	2728.37	5356.62	2581.6	3061.04	2860.45	4482.04	3372.08	3329.43	2800.33	2454.97	3050.47	4059.04	2423.82	3210.69	3978.91	2826.09	2432.9	1992.22	3517.3	3987.12	3096.47	2672.59	2846.31	3189.24	3733.91	3374.77	3511.96	2802.74	2868	2708.31	2955.91	2846.1	3556.56	2889.06	3254.43	2910.68	3845.88	2579.62	2925.57	3603.09	2255.24	3758.41	2003.96	2315.72	3495.95	3514.58	2564.87	3528.39	2279.85	3323.28	3118.62	2991.88	2741.79	3398.33	3708.56	2661.28	3102.63	4484.89	1895.4	3302.03	2585.98	2355.54	3271.6	2420.6	3147.95	2431.87	2223.42	3133.91	3021.97	2613.31	2552.21	2733.19	3220.63	5130.82	2190	3186.9	1938.38	3194.88	2779.05	3463.3	3722.64	3859.04	4758.44	2755.07	2830.94	3070.68	3676.77	2880.34
ARMCX5	286.341	404.461	232.749	219.036	291.533	270.55	342.223	271.108	298.345	158.926	336.2	259.615	176.223	290.043	232.165	227.074	237.795	311.683	329.008	372.163	266.832	262.619	562.018	216.086	233.728	206.799	216.467	175.309	265.995	338.343	501.877	326.79	404.5	471.303	378.01	304.921	548.899	298.111	257.993	152.627	305.704	262.902	311.543	424.67	285.03	272.94	272.627	293.065	243.624	276.048	250.59	287.466	199.092	127.804	312.11	295.519	324.813	350.899	259.31	273.334	291.983	370.022	442.284	328.254	330.386	440.04	412.207	303.17	332.814	308.19	377.651	301.988	266.898	240.899	157.117	147.089	237.148	400.692	230.528	475.665	365.206	435.948	383.726	269.052	331.92	282.397	327.647	382.413	316.221	336.13	241.052	307.459	293.615	365.399	292.231	558.758	315.357	295.405	340.26	249.209	306.695	294.118	297.819	243.482	231.492	263.304	424.551	394.057	403.988	290.644	455.838	261.37	377.808	286.451	412.934	270.873	590.684	458.614	368.74	367.12	290.042	334.513	279.235	358.511	371.898	362.106	280.124	370.583	251.937	190.53	191.35	303.557	384.342	454.157	215.572	297.491	358.066	271.024	258.277	239.796	226.33	252.817	303.828	239.455	254.244	324.813	302.467	332.135	284.772	357.159	258.472	216.485	223.053	193.589	271.81	223.417	328.755	271.704	372.557	395.867	341.45	296.842	285.644	310.338	242.358	301.689	236.297	263.514	298.803	306.587	220.79	244.726	272.348	319.63	291.472	451.108	230.199
RSRC2	1595.61	1423.4	1249.71	1270.04	1172.56	1528.1	1367.04	1433.15	1109.32	1160.01	1952.71	1427.88	1109.94	1226.35	1189.61	1504.37	1058.27	2055.9	1052.83	1463.39	1675.25	1269.11	1875.37	866.146	1257.82	1350.14	1688.6	1157.53	1281.97	1437.43	1416.09	1196.88	1762.83	1711.36	1850.52	1578.65	1682.62	1535.89	1702.6	1146.03	1655.29	1721.77	1620.44	1393.07	1511.11	1638.98	1357.06	1270.69	1352.24	1117.58	1279.83	1360.35	1331.57	1172.67	1944.65	1034.32	1327.77	2554.12	1461.38	2152.88	1033.59	1828.39	1805.25	1164.63	1125.64	1551.4	1648.83	1024.85	1265.78	1469.83	1200.7	1260.08	1164.64	1160.6	1163.89	419.816	938.409000000001	964.34	465.761	1166.46	1782.06	1603.7	964.454	1666	1506.73	1787.89	1674	1311.66	1580.04	1412.69	1705.91	1798.18	1456.35	1621.36	1561.83	1654.18	1798.51	1319.47	1454.7	1185.53	1691.38	1226.13	999.743	1245.78	1492.36	1242.72	1801.8	1416.43	1669.94	1488.98	2632.49	1417.67	1332.2	1821.88	1488.21	992.532	1443.18	954.366	1065.49	1299.13	1259.07	1141.63	1489.88	1619.8	1622.76	1444.8	1554.44	1169.11	1050.39	1075.62	1326.78	1752.44	1392.97	1866.68	1620.09	1718.28	1177.07	1364.47	1636.34	1290.82	1474.75	1253.31	1546.05	1361.31	1496.07	1362.96	1827.19	941.204	1217.26	1169.22	971.855	1267.13	1629.4	1467.34	1778.66	1250.3	1600	1570.74	1588.77	1659.62	1631.02	1122.95	1251.84	1096.26	1495.2	1678.69	1241.78	1665.54	1220.72	1600.3	1442	1387.13	1213.95	1645.94	1184.58	1727.26	1948.15
DBNDD1	894.633999999999	615.32	200	383.549	538.049	130.265	498.844	326.393	807.927	146.589	595.443	215.545	16.3072	301.793	217.772	281.659	588.976	573.899	395.273	403.257	531.188	429.505	318.101	1018.01	177.515	583.569	517.585	243.951	389.894	1435.83	271.314	260.393	317.083	849.654	242.617	423.99	54.4409	348.341	485.502	501.716	294.49	109.574	617.197	619.822	282.369	360.348	230.132	360.179	147.317	897.157	328.309	465.94	752.46	62.5978	617.561	222.552	70.2487	130.129	188.276	242.922	608.884	354.815	554.779	1671.25	412.75	457.311	685.446	221.611	265.783	441.81	247.614	134.874	463.316	930.406999999999	609.365	1582.23	699.321	908.148000000001	88.8657	152.147	287.57	138.839	290.364	121.935	201.995	66.2065	348.864	173.415	169.34	422.129	883.571	244.604	356.824	153.436	603.688	147.614	232.168	347.921	211.693	387.292	163.667	616.683	529.21	284.509	189.189	402.27	243.114	913.548	716.871	216.632	90.3553	528.751	182.437	573.446	217.864	605.857	315.308	492.599	107.32	384.013	243.41	379.543	296.102	124.322	225.06	342.421	253.39	1273.69	422.999	360.945	239.406	284.766	392.931	267.259	599.543	321.864	231.591	711.745	235.397	403.061	178.539	103.871	416.268	844.908	100.621	300.433	786.073	797.402	823.35	323.361	423.32	645.978	584.226	182.952	653.929	514.337	474.678	463.022	412.89	407.97	447.327	693.053	113.67	840.836	557.642	465.084	335.566	129.054	185.841	1264.49	683.992	351.266	197.855	375.642	459.696	969.243	230.769
C1ORF35	391.707	346.801	491.228	273.56	265.809	304.368	468.63	374.945	435.976	558.781	406.277	348.558	209.363	245.516	302.253	326.419	570.079	419.063	353.568	339.125	408.416	613.855	310.386	897.959	342.773	465.722	307.971	461.728	408.479	554.861	400.537	486.721	271.563	369.4	254.43	558.436	173.986	277.284	295.911	449.432	387.128	451.384	213.487	322.798	167.931	162.76	257.174	373.602	285.4	339.395	326.857	296.322	372.445	511.737	452.767	265.42	470.875	309.617	336.552	360.065	432.828	222.303	495.571	439.67	355.979	484.344	682.629	291.224	341.387	519.397	520.925	396.024	340.266	400.964	653.728	1394.28	371.969	586.557	287.507	155.828	162.402	151.062	129.336	183.897	210.973	241.92	205.196	209.816	145.811	142.108	213.023	233.624	191.156	358.545	340.47	324.368	269.176	293.764	283.735	424.701	311.015	418.033	457.8	298.313	220.917	660.92	577.844	438.732	211.043	132.225	167.005	170.936	134.105	329.08	192.155	261.811	189.863	276.78	101.816	297.487	121.961	128.659	143.553	113.842	222.315	338.535	373.111	359.922	288.208	305.911	411.096	617.233	552.895	414.206	380.928	418.638	327.15	478.104	254.757	299.107	332.281	272.905	341.507	357.904	260.041	217.066	550.251	552.012	1245.69	408.312	368.754	729.891	355.813	350.482	413.122	479.689	377.253	366.56	488.565	439.74	355.214	281.684	554.63	533.52	398.253	527.613	325.213	255.405	290.994	362.06	399.584	365.506	299.166	292.395	426.986	645.574	348.718
THOC6	510.902	515.859	380.702	456.752	506.12	330.045	601.27	547.132	381.328	830.994	880.327	483.253	539.905	442.832	449.08	698.908	661.118000000001	624.006	736.228	460.233	482.144	659.063	864.386	459.838	642.485	794.589	849.07	1000.3	414.744	657.811	547.652	572.691	376.459	316.627	262.531	545.98	338.151	408.768	586.394	704.362	535.041	463.826	413.048	252.863	304.633	376.487	635.541	600.839	775.655	495.254	573.002	394.578	567.774	545.482	821.66	495.492	752.669	515.705	665.759	527.043	663.548	384.272	796.378	733.22	608.907	827.365	838.393999999999	578.927	416.695	602.683	610.735	722.773	547.568	634.952	921.485	911.88	557.27	618.604	632.995	336.642	337.883	340.559	338.75	307.916	403.898	581.927	313.823	685.35	354.403	270.252	817.886999999999	336.471	306.329	419.141	488.774	382.786	351.045	528.353	585.481	671.567	712.071	551.008	799.351	394.82	427.462	552.34	1010.68	467.439	353.776	299.701	398.685	261.665	323.24	486.981	372.592	494.534	510.742	750.141	276.516	559.996	629.791	311.731	355.566	233.824	308.51	584.684	525.258	569.779	521.71	498.951	440.625	776.914	557.114	451.356	820.106	457.498	591.951	866.19	717.763	694.075	584.08	569.696	474.33	634.474	559.88	421.966	475.873	636.989	813.553	507.212	503.458	1143.28	642.496	631.197	806.683	725.341	540.116	545.552	390.424	401.868	549.899	467.815	615.326	985.637	469.725	506.066	640.195	514.939	489.615	420.683	529.692	555.702	577.902	752.95	731.974	913.505	443.026
SAP130	669.268	525.253	638.012	499.177	530.547	649.444	809.619	597.856	690.331	649.855	456.148	553.686	1124.15	550.402	585.732	548.035	461.417	551.78	764.133999999999	685.537	550.99	428.858	369.733	402.161	609.467	525.779	565.958	572.346	531.217	551.137	346.917	382.795	570.025	721.242	506.134	539.543	468.64	538.234	462.454	662.794	503.657	686.612	638.693	702.056	690.885	580.71	422.737	489.933	593.668	598.448	479.39	541.553	719.909	547.209	543.071	661.726	570.336	500.772	493.103	307.877	448.537	557.567	545.306	559.081	731.038	353.684	534.272	605.516	473.889	494.073	633.052	601.29	513.576	584.047	451.633	567.927	592.144	601.686	566.649	560.327	652.777	573.846	694.218	573.559	676.06	818.324	584.37	604.499	623.529	684.321	719.275	596.744	567.351	557.326	777.768	680.756	577.574	594.639	354.115	546.28	577.874	610.415	620.549	671.396	539.365	569.827	755.689	759.476000000001	818.405	602.495	613.706	633.56	557.522	949.498	791.943	635.059	771.506	635.894	559.714	502.678	739.454	640.721	787.481	670.04	620.973	745.71	670.67	555.874	543.085	624.348	655.745	416.789	546.99	902.804	789.754	544.803	562.114	610.911	705.751	484.056	573.039	553.65	555.024	602.471	552.795	516.319	549.824	704.163	450.761	620.233	574.957	480.139	426.728	537.157	436.914	513.142	602.146	535.906	735.551	599.095	517.734	699.789	615.385	556.191	658.952	565.495	545.676	552.027	534.097	547.301	590.852	657.173	482.717	568.345	568.925	481.535	615.954
AAGAB	1167.32	1361.95	952.047	1462.75	1105.04	1283.86	682.596	1115.27	859.756	902.758	1074.38	2229.97	1564.97	995.671	643.304	1065.5	1226.77	1198.07	1845.23	1472.13	1145.05	1241.29	489.021	1459.78	1139.9	920.113	917.061	1030.62	1678.83	1549.67	1601.61	741.917	1269.88	1780.9	1025.9	1036.03	878.35	891.884	1180.67	1988.91	1151.15	796.186	713.781000000001	806.382	814.371	985.265	850.993	687.919	1793.32	700.936	930.452	713.215	675.246	1506	861.006999999999	937.635	1813.25	1331.8	873.793	2397.31	1070.42	1063	737.732	769.923	1290.83	1294.59	964.319	991.893	776.306	919.72	690.673	734.014	1030.62	961.991	1340.73	1290.09	841.901	1141.13	2015.68	1105.52	1429.53	1121.68	1217.13	810.471	1199.75	1138.37	1176.02	1200	915.152	901.416	1477.79	1098.07	1107.17	1115.18	888.928	910.663	1135.85	806.346	843.447	942.374	1065.99	768.081	1352.92	1013.8	1042.89	1347.11	1196.41	1177.02	641.104	894.802999999999	1532.49	1463.41	829.816	1130.06	938.245	1206.01	1125.99	1119.73	922.95	1479.6	816.32	1075.59	908.546	921.937	765.066	1115.85	994.576000000001	1342.73	1047.94	1000.09	983.399	618.679	1114.38	818.31	958.154	719.713	1087.13	1206.08	1126.39	1059.95	865.194	924.547	831.938000000001	1667.66	960.248000000001	968.541	760.013	1077.12	1060.91	1088.83	636.416	1565.04	1454.18	798.29	805.335	1022.7	1316.74	1077.71	859.044	1295.01	1261.51	956.632	1464.97	1069.06	1072.49	985.395	943.971	805.405	1004.16	977.216	1154.26	940.928	1209.77	1008.22	811.332	1402.71	1079.77
PALB2	538.049	252.104	270.175	463.455	266.881	265.539	323.724	349.783	383.711	474.601	335.77	241.987	316.149	209.029	290.363	346.07	160.63	466.117	402.224	336.21	451.98	212.165	182.196	195.678	306.424	339.943	288.219	320	339.948	164.384	161.394	141.455	131.902	122.904	194.003	375.659	191.385	297.703	252.045	357.011	272.062	495.886	452.002	192.697	279.707	283.992	400.662	227.069	387.863	475.874	251.316	273.842	321.726	172.144	393.675	299.624	370.023	243.206	240.69	382.217	236.728	217.234	335.709	378.216	495.579	416.01	281.69	421.801	188.62	280.172	391.667	409.457	280.185	280.514	232.286	174.668	260.912	519.991	370.622	332.924	622.277	312.466	283.94	269.384	411.471	378.099	357.351	262.986	305.882	316.204	458.818	373.722	253.345	361.708	522.94	449.568	364.7	275.711	233.306	253.06	332.133	277.724	350.408	297.546	260.282	354.397	482.036	249.149	469.018	324.74	370.558	348.928	309.054	491.99	422.476	372.913	459.965	431.637	321.959	374.536	510.905	289.482	328.711	334.297	225.746	530.467	311.507	357.384	285.757	355.252	309.742	309.821	303.824	243.84	575.704	291.756	403.598	336.935	353.316	349.49	310.64	274.375	225.478	314.87	254.658	340.149	495.995	439.754	179.695	222.882	324.526	216.981	286.135	252.623	268.205	313.023	269.528	257.235	595.01	467.98	358.92	369.684	342.479	400.518	331.004	550.89	202.802	170.27	241.02	189.203	288.981	280.591	252.086	213.772	257.594	337.78	301.425
CBLL1	541.463	340.067	398.83	416.451	509.11	518.553	361.338	538.318	362.369	619.376	452.709	475.16	425.039	403.216	673.967	544.76	434.646	500.302	522.706	439.21	426.733	346.062	480.712	421.368	685.968000000001	499.717	328.933	372.839	471.59	385.158	636.998	561.201	682.271	458.565	778.737	521.529	737.477	499.847	360.595	435.701	455.388	714.66	500.295	527.769	598.27	573.677	489.514	413.87	528.584	324.975	431.451	536.104	526.117	334.898	401.165	615.209	694.14	385.899	380.69	590.597	317.985	422.158	431.034	568.074	574.686	320.643	449.765	357.131	377.241	422.414	429.821	454.057	441.363	376.338	369.07	461.696	468.962	492.76	933.089	611.452	635.348	559.743	430.407	565.938	685.785	540.948	566.791	441.718	625.312	735.711	568.348	623.627	545.941	685.716	647.732	596.542	501.661	482.495	367.969	374.089	396.928	443.587	355.944	520.322	413.043	460.782	444.311	748.021	730.061	719.75	516.751	589.911	662.355	640.239	583.355	483.007	632.876	567.575	525.592	550.062	478.108	561.81	562.219	678.352	566.767	640.29	280.511	402.565	515.147	443.306	479.249	378.724	432.654	358.183	428.1	503.943	559.865	506.633	590.473	460.459	525.248	469.378	383.373	374.521	475.776	476.996	647.229	557.115	243.147	426.581	497.99	239.821	246.554	555.239	359.048	472.521	476.824	475.884	798.753	580.437	370.566	438.737	458.599	391.953	481.659	545.87	353.228	468.243	516.918	446.26	776.299	478.375	461.859	399.281	386.682	414.949	587.464
ZC3H14	927.317	788.721	1044.44	828.202	906.752	852.356	922.46	879.596	805.749	687.954	1060.19	1259.62	1087.32	978.355	966.833	953.057	702.362	869.093000000001	1040.32	1048.95	708.416	565.342	1347.77	927.971	849.958	902.549999999999	850.146	643.457	555.996	777.231	1311.53	1403.58	2084.06	1757.49	3440.71	948.594	2438.61	1095.25	826.021999999999	1001.32	843.979	1131.26	1013.55	1313.29	1009.98	1172.47	975.166	879.195	953.386	865.741000000001	881.061	1055.18	932.627	563.38	925.926	772.546	1350.72	604.875	683.448	536.531	828.819	1051.41	750.166	777.917	1096.32	738.156	1042.25	1191.67	835.542	832.435	866.65	917.786	1006.35	706.103	563.771	375.894	874.879	840.717	910.089	1090.39	1036.2	1297.5	1035.97	1099.4	1257.86	847.819	1073.57	878.937	1286.63	1209.75	916.343000000001	1086.33	1010.32	1180.56	1342.31	1197.57	1182.03	960.613	847.326	924.77	940.245	1089.2	888.476	877.684	741.481	918.24	1005.99	702.773	1077.3	888.566	1264.97	754.835	1027.23	1067.06	1525.84	964.337	1330.17	1045.11	697.854	818.706	1019.25	941.782	1066.34	1285.15	1288.61	1279.8	842.697	794.469	926.872	967.454	691.131	1065.82	967.834	1204.04	1207.2	1205.02	654.862	818.483	830.27	885.204	779.531	730.034	809.809	882.403000000001	979.296	1008.65	1241.91	779.775	592.893	840.375	780.011	628.6	802.743999999999	739.255	824.081	831.541	1031.76	778.135	962.578	1345.44	908.947	951.158	1098.97	801.036	858.952	958.466	764.921	937.162	994.274	987.618000000001	975.052	1068.04	754.47	824.769	578.271	767.28	726.496
