TCGA-P7-A5NX-01	TCGA-P7-A5NY-01	TCGA-P8-A5KC-01	TCGA-P8-A5KD-01	TCGA-P8-A6RX-01	TCGA-P8-A6RY-01	TCGA-PR-A5PF-01	TCGA-PR-A5PG-01	TCGA-PR-A5PH-01	TCGA-QR-A6GO-01	TCGA-QR-A6GR-01	TCGA-QR-A6GS-01	TCGA-QR-A6GT-01	TCGA-QR-A6GU-01	TCGA-QR-A6GW-01	TCGA-QR-A6GX-01	TCGA-QR-A6GY-01	TCGA-QR-A6GZ-01	TCGA-QR-A6H0-01	TCGA-QR-A6H1-01	TCGA-QR-A6H2-01	TCGA-QR-A6H3-01	TCGA-QR-A6H4-01	TCGA-QR-A6H5-01	TCGA-QR-A6H6-01	TCGA-QR-A6ZZ-01	TCGA-QR-A700-01	TCGA-QR-A702-01	TCGA-QR-A703-01	TCGA-QR-A705-01	TCGA-QR-A706-01	TCGA-QR-A707-01	TCGA-QR-A708-01	TCGA-QR-A70A-01	TCGA-QR-A70C-01	TCGA-QR-A70D-01	TCGA-QR-A70E-01	TCGA-QR-A70G-01	TCGA-QR-A70H-01	TCGA-QR-A70I-01	TCGA-QR-A70J-01	TCGA-QR-A70K-01	TCGA-QR-A70M-01	TCGA-QR-A70N-01	TCGA-QR-A70O-01	TCGA-QR-A70P-01	TCGA-QR-A70Q-01	TCGA-QR-A70R-01	TCGA-QR-A70T-01	TCGA-QR-A70U-01	TCGA-QR-A70V-01	TCGA-QR-A70W-01	TCGA-QR-A70X-01	TCGA-QR-A7IN-01	TCGA-QR-A7IP-01	TCGA-QT-A5XJ-01	TCGA-QT-A5XK-01	TCGA-QT-A5XL-01	TCGA-QT-A5XM-01	TCGA-QT-A5XN-01	TCGA-QT-A5XO-01	TCGA-QT-A5XP-01	TCGA-QT-A69Q-01	TCGA-QT-A7U0-01	TCGA-RM-A68T-01	TCGA-RM-A68W-01	TCGA-RT-A6Y9-01	TCGA-RT-A6YA-01	TCGA-RT-A6YC-01	TCGA-RW-A67V-01	TCGA-RW-A67W-01	TCGA-RW-A67X-01	TCGA-RW-A67Y-01	TCGA-RW-A680-01	TCGA-RW-A681-01	TCGA-RW-A684-01	TCGA-RW-A685-01	TCGA-RW-A686-01	TCGA-RW-A688-01	TCGA-RW-A689-01	TCGA-RW-A68A-01	TCGA-RW-A68B-01	TCGA-RW-A68C-01	TCGA-RW-A68D-01	TCGA-RW-A68F-01	TCGA-RW-A68G-01	TCGA-RW-A7CZ-01	TCGA-RW-A7D0-01	TCGA-RW-A8AZ-01	TCGA-RX-A8JQ-01	TCGA-S7-A7WL-01	TCGA-S7-A7WM-01	TCGA-S7-A7WN-01	TCGA-S7-A7WO-01	TCGA-S7-A7WP-01	TCGA-S7-A7WQ-01	TCGA-S7-A7WR-01	TCGA-S7-A7WT-01	TCGA-S7-A7WU-01	TCGA-S7-A7WV-01	TCGA-S7-A7WW-01	TCGA-S7-A7WX-01	TCGA-S7-A7X0-01	TCGA-S7-A7X1-01	TCGA-S7-A7X2-01	TCGA-SA-A6C2-01	TCGA-SP-A6QC-01	TCGA-SP-A6QD-01	TCGA-SP-A6QF-01	TCGA-SP-A6QG-01	TCGA-SP-A6QH-01	TCGA-SP-A6QI-01	TCGA-SP-A6QJ-01	TCGA-SP-A6QK-01	TCGA-SQ-A6I4-01	TCGA-SQ-A6I6-01	TCGA-SR-A6MP-01	TCGA-SR-A6MQ-01	TCGA-SR-A6MR-01	TCGA-SR-A6MS-01	TCGA-SR-A6MT-01	TCGA-SR-A6MU-01	TCGA-SR-A6MV-01	TCGA-SR-A6MX-01	TCGA-SR-A6MY-01	TCGA-SR-A6MZ-01	TCGA-SR-A6N0-01	TCGA-TT-A6YJ-01	TCGA-TT-A6YK-01	TCGA-TT-A6YN-01	TCGA-TT-A6YO-01	TCGA-TT-A6YP-01	TCGA-W2-A7H5-01	TCGA-W2-A7H7-01	TCGA-W2-A7HA-01	TCGA-W2-A7HB-01	TCGA-W2-A7HC-01	TCGA-W2-A7HD-01	TCGA-W2-A7HE-01	TCGA-W2-A7HF-01	TCGA-W2-A7HH-01	TCGA-W2-A7UY-01	TCGA-WB-A80K-01	TCGA-WB-A80L-01	TCGA-WB-A80M-01	TCGA-WB-A80N-01	TCGA-WB-A80O-01	TCGA-WB-A80P-01	TCGA-WB-A80Q-01	TCGA-WB-A80V-01	TCGA-WB-A80Y-01	TCGA-WB-A814-01	TCGA-WB-A815-01	TCGA-WB-A816-01	TCGA-WB-A817-01	TCGA-WB-A818-01	TCGA-WB-A819-01	TCGA-WB-A81A-01	TCGA-WB-A81D-01	TCGA-WB-A81E-01	TCGA-WB-A81F-01	TCGA-WB-A81G-01	TCGA-WB-A81H-01	TCGA-WB-A81I-01	TCGA-WB-A81J-01	TCGA-WB-A81K-01	TCGA-WB-A81M-01	TCGA-WB-A81N-01	TCGA-WB-A81P-01	TCGA-WB-A81Q-01	TCGA-WB-A81R-01	TCGA-WB-A81S-01	TCGA-WB-A81T-01	TCGA-WB-A81V-01	TCGA-WB-A81W-01	TCGA-WB-A821-01	TCGA-WB-A822-01	TCGA-XG-A823-01
TMEM259	2881.56	3275.62	2818.89	3386.5	4809.03	3074.01	3747.99	3307.55	3993.53	4095.76	4448.85	4759.95	3007.44	4183.55	4330.39	2868.22	4902.55	5852.92	4529.67	4196.67	6537.55	8819.08	4225.02	3652.86	4054.14	5394.15	6465.28	4847.3	6423.07	5102.66	4995.06	5350.95	7263.1	9447.3	4697.13	3070.37	5527.93	2567.52	4102.96	3643.25	4789.95	4614.43	6096.51	5065.49	4655.03	4613.73	4262.32	5574.14	4929.38	3906.96	5037.98	4262.2	5375.53	5168	4699.34	3572.69	4097.49	4320.6	3816.45	3393.5	3510.96	4545.69	5416.72	3953.98	4636.04	5822.19	4933.61	9953.27	3893.62	8050.69	5020.27	6329.04	3721.34	5170.57	5385.07	5676.64	4121.09	4677.38	3884.8	4228.63	5130.01	3437.13	4871.09	3521.14	5684.79	4397.15	5193.01	5444.73	3273.08	4553.55	3853.44	5335.88	4180.55	4473.43	11041.1	5189.4	3456.03	5103.38	5047.75	3544.38	6586.85	5013.3	3789.65	6025.35	5314.74	3003.27	5763.67	6332.9	6695.53	4312.07	4271.68	3825.52	5014.44	4804.58	4743.73	5004.66	3824.14	4964.35	4671.42	8116.74	7138.12	4735.5	5897.47	4938.23	3924.44	4880.28	4167.5	3137.39	5800.36	4341.38	5233.83	4696.75	5596.64	6788.1	4780.96	3959.24	4909.94	3967.55	4025.02	4138.52	3529.68	8941.31	3590.36	6595.87	5821.65	3798.65	4139.91	4675.25	5812.26	2430.78	4191.5	4649.54	6072.82	5376.99	4863.18	4495.34	4384.49	5380.95	4145.85	4022.52	4391.5	4159.1	5783.76	3675.62	6935.51	5397.65	4464.46	4714.16	4222.62	5444.57	4130.12	5342.5	4135.11	5678.2	4132.75	3807.87	4769.86	6735.58
MYADM	2618.91	1027.72	3302.87	1404.88	5150.3	1184.21	590.093	1351.47	2659.69	4660.64	3428.16	2283.57	8765.51	2854.58	2367.22	1893.46	2268.41	4738.93	3732.98	3144.44	3540.66	2963.03	2652.18	8133.51	3696.35	3936.48	1082.96	967.726000000001	3109.22	2726.01	3234.78	1295.14	497.552	3730.81	3531.02	2738.05	2431.36	1205.23	1472.75	10592.1	11843.2	1887.11	1445.85	6769.68	2082.14	2750.98	4472.91	1228.55	1981.58	2579.94	1596.43	1412.76	1951.06	2966.02	2181.71	2755.44	1773.4	8677.12	2169	4558.75	1437.53	2647.21	1547.97	2465.96	6615.96	4007.72	5268.76	2850.77	9241.7	2048.57	976.351	6161.03	2905.63	4398.98	3562.52	2075.39	1248.64	1693.05	2152.4	1773.08	2480.79	2291.57	3964.84	1118.97	2011.61	1653.63	4028.5	3318.14	7794.33	3077.91	1719.83	3442.43	2739.92	1303.34	3537.69	3761.45	2074.96	3117.22	2418.02	15296.9	3165.81	2367.22	3717.31	3787.93	2154.46	4034.23	1155.74	5972.42	2983.68	1888.03	5778.2	1398.39	1348.4	2875.67	5743.47	1472.48	3360.22	2642.61	6854.54	1658.67	11729.7	2039.71	4658.45	2958.47	3180.74	1509.16	1822.14	2239.19	8688.42	1466.68	905.646	3623.5	1666.7	2827.57	2636.95	947.726	1460.14	1291.51	1219.02	1635.83	1387.79	2822.81	1514.88	3672.02	1900.49	1500.52	2271.16	3752.53	628.405	808.737	1973.81	3150.85	2134.96	1519.25	1863.18	1880.51	1026.38	2180.31	1210.98	2855.9	3033.21	3511.59	2079.5	2540.29	2840.05	2011.74	1966.07	2020.11	2389.36	2757.75	525.478	2675.98	1649.22	1787.74	1641.92	2531.46	11044.8	2924.68
LIN52	257.224	238.108	240.474	273.545	233.135	219.572	477.399	251.961	174.955	110.327	118.966	188.942	182.65	360.022	190.792	392.991	364.379	51.9787	60.1111	82.2222	213.532	99.7594	108.632	304.18	221.656	147.105	398.557	241.811	85.0385	89.0165	194.734	164.905	71.8042	85.8635	78.052	364.031	429.341	234.384	131.487	228.496	118.214	98.9691	93.3394	47.8293	34.9076	215.649	104.68	28.799	100.307	113.092	93.001	74.7492	76.5957	148.427	160.556	418.167	227.638	170.734	254.729	106.455	260.581	177.665	293.114	234.324	156.125	46.9614	203.274	48.8582	178.723	64.4139	23.6486	121.847	171.324	79.795	349.742	114.654	125.459	127.734	260.87	219.385	298.438	203.858	156.641	355.073	235.186	27.5605	315.199	215.552	181.623	157.346	295.184	116.637	222.767	97.4049	331.318	162.892	228.643	300.773	181.531	56.9163	209.729	203.832	255.426	169.417	245.399	377.548	26.301	168.089	44.7126	283.026	105.142	188.099	101.695	34.6801	228.556	289.585	223.772	253.081	236.737	118.519	490.064	42.8912	34.6096	246.006	307.161	177.402	135.195	262.534	85.3642	348.895	94.5497	227.262	175.356	207.65	331.182	255.82	286.232	167.658	165.707	121.39	411.789	16.6113	445.283	179.816	137.416	173.257	209.859	223.395	52.5292	59.4547	218.277	249.083	140.673	122.594	163.22	266.102	239.009	230.698	348.83	489.877	238.66	246.197	180.759	260.847	206.194	115.365	177.706	228.07	397.339	157.148	201.547	220.369	289.741	110.063	249.345	215.73	153.259	64.1026
TADA2B	798.806	650.177	805.83	709.952	517.361	881.579	827.245	821.357	745.84	580.759	760.919	549.404	653.517	781.046	440.516	612.617	1044.13	661.548	640.314	721.111	1016.76	466.419	637.051	689.629	764.614	590.806	422.453	1008.67	554.876	776.262	480.527	794.08	675.249	806.807	629.753	710.686	702.221	920.285	557.618	627.519	518.519	662.887	688.265	478.293	696.099	666.764	653.941	992.647	780.45	618.384	927.441	787.856	567.021	628.777	652.412	1085.36	750.324	632.556	687.633	653.72	947.986000000001	676.819	618.599	757.431	692.269	654.364	956.343999999999	337.228	549.787	699.05	606.757	582.931	1091.54	682.284	1105.6	669.237	850.025	678.15	1140.74	544.327	969.185	720.613	626.953	1032.18	770.922	807.605	826.425	751.778	638.042	852.701000000001	556.706	535.223	354.316	1188.23	617.493	610.602	720.268	751.323	818.919	434.413	705.024	856.307	712.298	703.018	685.158	700.73	467.406	626.395	562.811	784.938	918.649	585.981	586.943	766.43	395.355	1021.59	761.674	987.236000000001	608.1	465.778	542.29	549.643	633.355	856.23	443.951	922.29	1221.32	902.794	701.088	869.13	1270.56	506.633	788.692	874.924	822.106	828.763	767.598	612.764	843.552	714.146	647.579	712.071	941.719	661.927	902.075	868.887	938.983	750	793.774	740.135	853.9	679.736	724.245	938.075	794.105	710.593	663.469	630.606	779.095	661.333	803.37	772.399	735.466	1041.84	353.84	640.633	1363.09	744.544	984.479	798.806	703.367	744.929999999999	722.254	646.226	703.93	626.404	559.572	713.141
KTI12	234.975	157.108	193.715	203.182	174.603	197.368	133.127	135.915	156.699	345.984	145.402	224.175	215.326	250.545	151.75	176.168	308.565	187.242	231.297	198.333	209.187	172.391	352.279	227.167	210.671	234.507	245.266	151.252	184.959	289.064	242.458	153.488	90.6618	105.202	199.466	201.564	180.013	226.056	192.431	300.43	171.487	209.794	281.377	200.147	234.086	161.445	267.241	125.613	238.997	187.187	142.841	230.975	153.191	264.287	239.907	155.236	231.268	180.53	171.908	164.487	244.518	123.519	184.226	239.693	188.253	236.355	301.046	203.93	150.638	71.8057	221.622	258.186	136.088	193.265	160.778	194.458	193.35	185.794	189.153	120.637	147.742	179.291	271.484	261.373	308.491	227.165	338.947	161.061	136.539	235.071	96.3231	158.06	209.197	375.23	162.838	172.048	188.024	96.0521	231.531	240.313	200.838	192.656	246.522	175.453	186.627	253.713	238.963	232.436	155.429	234.667	256.332	208.775	199.623	246.228	122.988	135.478	194.057	239.437	187.108	180.148	183.381	225.576	231.884	375.932	224.197	216.659	294.619	211.251	209.28	187.269	367.259	209.309	172.078	326.654	161.759	192.859	188.406	220.66	231.288	178.659	252.632	166.113	195.388	216.514	205.363	158.169	180.648	184.122	152.724	187.511	336.438	307.37	298.745	313.808	293.005	174.576	197.442	244.568	113.036	212.543	162.633	225.117	153.308	253.099	247.348	152.118	134.087	252.888	121.064	194.476	226.115	125.282	176.714	214.361	196.943	280.337	196.029	375
C12ORF57	2478.36	1558.03	2042.2	1435.32	2337.8	2051.81	2894.74	1284.19	2858.99	2907.77	3976.44	2717.21	2590.61	2419.39	2300.18	2372.9	1799.66	5288.84	5179.14	1857.22	6155.18	7902.87	4298.74	2665.63	2258.14	8073.07	5137.51	5835.26	2265.21	3629.58	2982.45	2114.16	1293.2	3494.1	3873.92	3342.31	2022.21	1622.84	4000.26	1345.59	3313.04	1426.8	3048.03	3406.92	3016.43	2481.13	2483.99	2643.38	4378.2	3364.35	3310.01	3592.45	2141.49	1645.84	2445.7	2169.1	2156.6	2249.87	1302.29	2710.58	1737.63	2174.28	1603.3	1114.86	2346.89	4099.58	2029.56	3446.63	822.128	1201.69	3629.73	3615.67	2247.06	4975.11	4292.97	2057.71	3529.13	2474.16	2648.59	3312.17	3817.22	2020.91	3606.25	1966.22	2148.44	3749.89	2156.3	2299.22	1189.78	1467.68	3588.3	2378.53	1909.16	3075.45	1282.55	2363.86	2589.2	2569.8	2522.07	2022.72	1888.61	2755.72	1828.6	4562.17	3438.16	1726.32	6680.44	3306.63	4132.72	1960.31	4664.62	2407.97	2036.41	2178.6	2768.54	2884	2721.04	1750	2749	2634.67	2473.49	3466.24	3868.48	2433.44	2868.64	3539.59	1764.2	2387.29	2671.62	2417.01	2487.99	2661.46	5714.23	4865.82	1601.86	1801.67	2755.69	1810.71	1824.78	1593.25	2014.32	9929.13	2666.67	1472.94	3125.06	3176.38	2151.24	2174.83	4306.42	2355.32	2197.32	2699.65	2894.49	1995.4	1480.86	2520.76	2573.54	2638.47	2076.37	1972.54	2110.32	2590.84	1611.81	2076.96	2697.92	2691.68	2142.97	2268.29	1802.22	1163.49	2196.54	1328.98	2039.39	3147.8	1426.2	2262.36	2564.15	11800.5
HELQ	255.596	293.83	245.939	294.495	205.357	316.612	298.452	253.767	231.625	233.892	193.103	223.014	243.812	267.429	198.895	241.121	228.701	162.434	246.978	174.444	240.224	225.771	193.986	235.681	264.025	150.925	100.09	216.281	111.613	213.448	230.389	176.744	145.059	174.821	194.797	232.407	282.974	299.822	252.416	190.837	166.413	215.464	174.898	146.431	145.791	253.533	167.488	205.882	198.567	220.056	208.096	215.278	247.872	182.245	235.893	248.701	248.898	229.045	249.804	193.311	246.048	229.272	214.832	250.815	314.257	162.559	238.29	169.942	266.383	181.626	97.2973	172.839	219.117	174.231	313.219	194.963	292.606	219.857	342.447	238.356	286.197	197.393	170.312	273.702	200.367	250.55	242.66	165.883	179.905	233.554	214.915	201.662	228.798	539.601	215.236	238.554	308.208	233.211	256.757	192.153	260.461	234.699	254.869	204.427	259.834	286.601	294.571	220.617	168.914	311.023	227.935	299.042	217.2	303.798	226.973	202.371	245.603	306.778	183.115	174.815	219.508	202.542	168.722	230.032	315.556	327.473	392.24	212.399	235.715	361.328	448.525	169.899	292.533	223.437	277.935	347.279	236.542	248.783	386.983	211.454	280	141.75	426.834	222.936	196.236	245.057	301.336	199.747	149.805	231.721	233.993	202.118	260.47	335.565	249.01	268.644	263.389	239.02	234.579	267.852	269.619	258.129	341.318	278.926	426.389	236.856	284.33	235.345	268.293	243.001	291.174	252.366	169.716	186.059	234.061	198.876	203.157	204.327
CYGB	3798.13	9318.62	8192.28	5889.46	4908.73	2307.58	7651.46	12080.1	13815	9793.92000000001	5943.1	6118.06	1702.92	1145.42	6632.78	862.617	4306.9	9581.22	9406.51	12480.9	4945.21	13187.5	9505.33	8974.33999999999	2377.8	17047.8	4703.79	6657.03	9663.03	10406.3	7719.76	13613.5	13175.7	5505.54	8971.31	1518.24	7319.67	3958.52	12274.3	4148.68	8045.15	14718.8	19824.8	7930.1	7371.66	1943.17	9232.76	8736.86	7476.97	11629.4	8488.15	20380.8	7469.15	4044.47	2551.16	791.703	8600.39	6737.47	5397.39	4870.11	4260.46	8087.56	2093.93	6663.68	4330.82	17137.8	3603.77	3482.69	3878.3	13140.3	10186.3	11693.5	6049.62	2113.47	6322.75	10624.7	8354.36	3737.46	9462.81	7701	9017.52	9858.43	7060.79	3411.66	3988.25	5068.13	2385.58	14526.3	7771.58	6774.2	6039.36	6632.63	6079.24	1243.98	5161.63	9752.29	6833.83	4239.89	5332.83	1324.84	3058.07	10554.7	4948.45	6154.12	10773	9631.00999999999	8171.23	2571.24	9593.09	4326.47	2835	10842.9	10795.4	8983.53	1343.74	4071.55	5224.28	5858.66	6429.55	5245.26	2689.46	7162.83	17391	700.745	4933.15	7428.3	1894.96	6866.69	5147.13	6650.89	168.783	9798.99	6243.65	4030.97	10866.5	6495.54	6329.93	7821.45	9474.08	8611.25000000001	3476.88	19495.9	1053.01	2082.81	5314.54	6472.33	5524.51	3663.01	16947.5	12373.3	2062.2	4742.92	4855.77	8076.46	4888.91	5070.79	5118.26	2762.82	7506.53	4890.07	6055.55	2568.56	3936.47	2173.3	15822.7	5400.46	3783.22	7731.28	5832.92	11378.3	8378.79999999999	7866.77	5409.62	11521.6	12425.8	6629.86	2804.48	2749.82
SMIM19	358.16	446.317	460.301	436.012	505.952	443.257	623.529	252.864	419.511	448.367	583.333	452.61	289.475	229.847	580.111	192.523	334.884	706.438	576.718	571.667	617.629	539.051	624.636	419.505	432.326	604.657	386.835	541.908	684.029	396.267	538.673	457.928	336.537	450.977	581.054	356.646	344.213	371.208	564.817	202.685	784.881	393.814	533.303	571.744	381.93	437.127	408.867	476.103	445.24	477.437	777.406	615.186	519.149	383.279	477.653	339.902	340.161	349.865	500.504	534.198	417.389	434.01	472.042	419.559	305.221	840.661000000001	396.999	302.177	428.085	481.521	710.811	504.026	569.866	417.277	402.144	613.172	668.983	621.637	316.45	529.247	356.691	501.24	604.688	233.263	277.947	577.099	278.066	605.666	404.465	422.749	558.778	433.847	447.041	1084.74	399.436	421.687	193.886	161.579	365.315	370.686	696.655	594.465	402.337	455.131	636.181	306.066	1194.06	379.514	579.844	516.675	573.292	485.124	456.999	636.726	544.207	527.519	357.793	484.595	358.243	622.222	264.666	869.738	590.093	339.191	483.457	617.676	635.238	545.35	640.507	421.938	1130.69	406.357	287.616	460.838	442.517	558.694	541.408	403.461	489.611	435.144	363.789	1029.9	278.407	420.642	485.265	606.66	447.007	405.828	458.171	422.281	304.424	538.421	558.717	638.912	450.946	546.61	536.771	437.818	436.747	382.815	415.009	495.974	502.395	539.256	413.237	664.625	273.021	620.026	214.191	310.564	287.989	482.199	414.666	470.126	500.437	423.034	309.063	666.667
WDR17	732.601	655.613	436.618	668.841	191.964	356.086	363.467	445.222	426.357	381.289	189.081	157.968	198.15	339.325	390.424	380.374	423.823	147.076	133.725	369.444	152.7	63.881	180.795	340.557	325.226	269.373	55.9062	613.68	204.093	259.392	373.56	480.338	89.2112	242.893	300.2	774.544	552.153	397.382	567.216	373.211	131.405	345.876	237.426	393.672	591.376	511.73	312.808	926.470999999999	731.32	455.153	360.186	743.754	381.915	566.15	730.837	831.159	682.914	199.19	561.388	892.38	306.476	390.863	451.442	533.461	206.827	118.694	719.418	209.241	665.532	286.167	342.568	106.817	649.251	283.309	430.329	263.654	552.258	538.804	248.319	377.964	320.81	407.715	216.016	476.39	295.052	336.572	623.489	325.979	286.389	480.379	429.829	343.371	367.885	120.096	712.616	403.855	771.775	396.825	577.027	127.454	328.453	387.972	353.367	277.264	309.326	515.48	160.812	332.896	312.988	454.572	39.9079	563.288	340.866	242.761	186.857	795.089	519.102	639.085	292.641	258.37	560.353	217.633	224.097	602.236	404.444	329.957	275.656	712.974	413.603	1172.96	26.5677	298.637	1077.13	242.866	515.934	1093.86	519.151	657.112	486.607	745.962	822.737	200.443	429.35	267.89	341.764	660.77	517.729	362.753	229.572	353.679	168.219	283.468	273.891	172.385	485.702	449.576	487.21	672.215	600.02	685.827	389.928	411.654	439.208	314.566	174.374	375.702	568.255	346.598	671.84	401.642	810.282	534.926	712.106	403.564	779.476	321.348	166.497	114.583
JDP2	423.28	235.934	492.485	320.19	779.266	246.71	383.282	1027.71	497.1	681.818	494.253	412.731	702.95	392.702	398.158	389.72	136.132	695.216	1382.12	421.111	376.785	712.317	463.24	684.597	416.634	549.731	1007.66	177.264	584.64	420.196	1324.19	267.23	583.137	498.163	825.217	245.004	183.042	355.741	144.443	1151.79	1485.03	473.711	352.062	481.972	344.969	373.598	390.394	379.289	618.219	354.875	283.114	279.562	610.638	251.761	290.235	260.667	309.048	587.774	385.003	272.095	388.832	423.858	339.023	252.732	1311.24	816.407	715.78	365.906	467.234	177.402	279.73	990.875	319.563	369.692	552.203	611.152	347.792	332.108	255.043	566.703	535.669	169.81	1001.17	242.633	238.852	288.967	679.188	490.898	516.101	392.796	361.989	489.44	264.983	571.147	280.129	450.12	341.709	488.401	339.189	1321.24	431.487	444.385	544.24	828.571	434.088	495.679	637.235	995.404	525.905	391.451	1118.96	453.858	383.553	583.319	430.193	565.199	1876.29	400.528	941.244	176.593	184.952	371.724	321.004	432.907	704.691	423.379	363.796	320.322	1103.68	358.997	214.104	556.552	329.817	827.565	453.005	294.922	361.801	414.819	532.664	469.897	256.842	588.04	355.136	272.018	332.637	665.453	476.987	383.868	163.424	250.777	164.726	533.809	320.119	498.745	195.337	272.034	449.64	257.513	410.817	404.543	351.524	619.669	376.02	74.8967	403.479	316.998	223.344	236.2	364.967	90.3322	285.714	768.815000000001	271.895	312.893	336.245	401.685	659.369	504.808
IQCK	239.316	328.622	233.187	266.43	247.52	326.48	226.006	118.756	295.141	335.834	414.368	238.888	257.637	183.551	414.365	255.607	269.994	372.711	331.046	293.333	369.336	362.284	400.388	318.885	204.002	335.284	822.813	263.006	516.609	392.438	374.657	267.23	514.234	287.759	460.307	317.984	343.54	270.672	552.82	231.882	245.053	139.691	380.154	280.353	322.382	204.575	384.236	424.02	504.094	458.496	315.998	272.834	564.894	370.127	194.211	129.687	301.789	313.479	311.136	236.354	410.76	341.794	353.149	264.238	350.904	500.062	420.646	620.287	172.766	153.115	550	253.892	345.889	288.433	408.099	238.905	512.159	386.298	184.671	312.295	291.684	284.021	342.969	295.894	222.969	394.198	208.549	311.031	386.432	159.621	282.237	191.852	162.834	257.902	219.669	251.566	332.496	293.854	367.568	229.125	203.453	296.966	257.652	252.716	245.399	125.85	262.258	258.7	311.568	330.366	495.779	423.601	381.042	400.208	275.534	266.723	200.121	300.616	309.184	245.333	242.283	383.638	427.428	154.42	356.049	213.677	241.243	245.312	438.386	311.986	304.747	279.808	365.871	176.078	210.569	331.373	281.574	340.725	226.282	466.471	250.947	184.939	326.205	241.284	260.126	272.633	258.672	185.811	552.529	611.317	420.256	264.598	365.851	215.063	276.727	222.034	278.577	366.62	334.65	665.284	282.943	255.743	289.007	298.037	279.168	276.672	216.882	344.031	251.885	93.3184	355.778	135.196	218.706	299.79	315.721	456.742	189.409	173.878
ZC3H18	1071.77	991.846	856.232	1138.85	1132.94	989.309	523.22	971.721	911.287	1161.96	754.023	1129.4	955.979	904.684	1100.18	1028.97	1076.8	822.209	960.035	1195.56	806.952	644.06	737.924	1113	1260.49	1106.63	720.92	1269.75	948.711	815.506	893.034	1164.9	658.567	1141.75	813.876	1010.86	1241.25	774.539	848.424	1079.01	1190.77	1320.1	1267.33	876.38	862.423	1057.26	959.36	1099.88	1055.78	1225.63	1419.68	1088.35	732.979	1213.72	1262.52	700.179	1039.15	969.36	918.187	973.855	936.512	609.137	597.999	976.414	1122.49	874.721	1021.83	1105.68	778.723	763.464	983.108	924.316	1316.73	888.726	1197.3	890.969	1066.01	985.485	1123.71	926.183	1382.44	1203.32	1071.48	904.944	842.395	648.088	871.33	1169.38	887.935000000001	1404.36	807.353999999999	926.557	814.173	809.125	1110.44	931.566	1342.96	862.027	1181.08	664.996	903.246000000001	1242.68	1147.47	1210.06	1016.65	830.942	783.769	894.288	971.611	1341.32	1126.63	1287.95	1151.91	880.874	854.051	1222.27	1094	1236.36	1135.77	881.185	666.769	819.698	820.247	635.783	1129.38	1155.35	831.534	1284.35	1168.66	1191.99	519.633	1069.75	1443	1211.9	1116.18	1188.97	1139.75	1054.08	989.734999999999	996.574	1131.37	1167.22	712.369	800.917	1077.52	950.052	871.721	1084.46	1004.86	1173.85	1190.92	1115.84	1076.67	946.025	864.936	1041.1	1085.13	835.876	1092.27	1121.19	958.950000000001	1081.84	911.563	857.955	1120.49	1014.8	1042.41	821.566	1133.04	1267.26	1247.5	864.353	970.004	1387.84	1316.59	1082.58	1065.17	655.449
HEXIM2	199.788	296.015	170.961	251.768	147.545	368.174	262.755	251.952	139.709	347.021	373.598	220.555	131.675	233.137	290.593	198.514	147.013	321.701	529.879	455.461	447.349	978.333	198.758	231.722	363.119	255.241	217.899	337.283	288.392	368.835	238.579	456.833	362.647	450.69	449.279	311.546	303.668	172.945	269.682	79.9315	133.201	262.691	552.275	133.348	317.947	472.505	299.803	320.11	190.931	296.05	367.601	567.309	237.925	251.198	408.695	117.669	342.323	239.695	245.511	63.2775	228.432	191.997	99.3349	134.581	454.122	372.523	133.192	127.169	49.5404	516.262	416.466	151.197	111.118	545.249	387.356	461.132	494.865	486.356	157.369	269.498	499.143	307.092	162.348	287.18	326.94	255.753	193.782	352.222	99.021	272.663	293.77	110.892	235.944	376.144	248.875	160.28	296.457	135.071	299.365	109.265	186.962	375.487	162.927	115.944	497.474	152.932	675.484	254.294	265.692	386.259	322.18	369.763	436.108	264.491	216.089	213.446	152.159	340.321	149.401	206.767	108.529	393.384	257.296	405.112	362.81	529.556	108.865	201.753	194.272	327.55	184.388	133.664	448.407	622.483	235.458	222.447	382.2	439.681	277.646	285.365	208.947	645.282	189.685	153.771	295.327	237.222	300.517	266.305	490.905	478.405	309.185	258.757	122.157	202.987	131.469	160.258	417.894	354.341	348.376	362.54	334.276	323.198	268.631	368.765	571.341	242.348	224.378	291.125	350.603	425.592	453.371	142.199	317.13	524.937	436.803	169.798	88.0906	644.808
